Id,Nmem,ra,ra_sigma,dec,dec_sigma,plx,plx_sigma,pmra,pmra_sigma,pmdec,pmdec_sigma,l,l_sigma,b,b_sigma,n17,Z,age,N_rv,RV_mean,RV_std,RV_mad
CWWDL_13634,37,259.8667,0.0556,-39.06,0.0524,0.585,0.0005,1.0011,0.0214,-1.1406,0.0312,348.5674,0.0037,-0.9965,0.0008,29,0.42,5.48,1,39.714,,0
CWWDL_13663,29,269.8613,0.0351,-26.6648,0.0385,0.4505,0.0004,2.09,0.021,0.4069,0.0131,3.5114,0.0016,-1.4753,0.0008,24,-0.58,8.24,2,-13.7765,4.3791,3.0965
CWWDL_13670,35,273.316,0.0335,-19.1401,0.0301,0.5069,0.0008,0.0633,0.2616,-1.453,0.2484,11.6321,0.0011,-0.5791,0.0007,24,-0.58,6.34,0,,,
CWWDL_13671,41,273.1461,0.0256,-19.0509,0.0698,0.4562,0.0006,0.2253,0.1719,-1.0312,0.2143,11.6334,0.0042,-0.3955,0.0011,28,0.4,7.7,2,-35.257,1.2389,0.876
CWWDL_13679,30,274.639,0.0255,-15.1947,0.0405,0.5656,0.0005,-0.5272,0.0214,-0.86,0.0278,15.7033,0.0015,0.1886,0.0007,26,-0.4,6.23,1,-7.318,,0
CWWDL_13697,26,280.6016,0.0316,-6.9048,0.0519,0.5258,0.0002,-0.9513,0.0742,-2.5725,0.0358,25.7597,0.003,-1.1465,0.0006,20,0.12,7.34,1,15.851,,0
CWWDL_13748,23,306.8868,0.0506,37.6426,0.0611,0.7868,0.0001,-0.6514,0.0875,-3.7636,0.0734,76.6084,0.0032,-0.4847,0.0019,21,-0.28,7.31,1,-67.772,,0
CWWDL_13756,30,313.8972,0.099,45.3312,0.0798,0.4678,0.0002,-2.9708,0.2841,-3.8797,0.3171,85.8929,0.0101,0.097,0.0007,20,0.4,5.78,2,-59.4655,8.7533,6.1895
CWWDL_13770,85,36.5564,0.6742,60.0034,0.1363,0.4542,0.0003,-0.6521,0.2324,-0.5336,0.0834,134.5247,0.1293,-0.7156,0.0014,51,0.27,5.48,3,-56.2867,37.0209,28.3076
CWWDL_13771,44,34.649,0.5057,59.6517,0.1264,0.4412,0.0001,-0.7545,0.139,-0.5707,0.0655,133.7454,0.077,-1.3765,0.0025,28,0.44,5.78,0,,,
CWWDL_13781,35,40.0274,0.649,59.5613,0.1526,0.4522,0.0001,-0.2107,0.1823,-0.5493,0.0989,136.3079,0.1274,-0.4564,0.0004,21,0.2,7.73,1,-61.29,,0
CWWDL_13796,23,98.9872,0.0755,8.7443,0.1584,0.4711,0.0002,-0.1275,0.0423,-1.199,0.0589,203.3914,0.0277,0.5682,0.0016,21,-0.28,7.28,0,,,
CWWDL_13798,31,113.841,0.0683,-18.5828,0.092,0.446,0.0001,-1.8073,0.0679,2.3768,0.0239,234.4006,0.0101,0.8816,0.0022,20,-0.58,7.58,1,122.744,,0
CWWDL_13799,25,114.9805,0.0685,-18.983,0.1143,0.4486,0.0002,-2.1988,0.024,2.1783,0.0257,235.2776,0.0155,1.6267,0.0011,21,0.35,6.59,0,,,
CWWDL_13817,45,168.5379,0.147,-59.7093,0.0225,0.4869,0.0008,-6.6516,0.097,0.8665,0.1444,290.9408,0.0056,0.8781,0.0002,39,-0.18,8.12,6,16.2523,45.0219,30.5082
CWWDL_13829,53,181.1564,0.0916,-61.3173,0.039,0.583,0.0002,-5.932,0.0236,-0.3585,0.0469,297.3441,0.002,1.0456,0.0014,47,-0.28,6.48,3,1.842,16.2113,12.0147
CWWDL_13831,33,175.1517,0.1962,-60.6801,0.053,0.4841,0.0002,-6.6679,0.1434,0.8693,0.1143,294.3648,0.0109,1.0079,0.0007,26,-0.1,6.51,4,-0.9885,29.9349,23.5205
CWWDL_13832,29,174.4709,0.2177,-61.0807,0.0317,0.483,0.0006,-6.5078,0.1305,1.0775,0.0953,294.1568,0.0112,0.5315,0.0004,25,0.4,7.22,3,-32.6513,14.5696,10.3491
CWWDL_13844,27,200.7615,0.127,-61.181,0.032,0.4456,0.0001,-3.5986,0.0561,-1.4962,0.1561,306.733,0.0037,1.4572,0.0008,22,-0.4,7.58,0,,,
CWWDL_13856,24,219.5461,0.0935,-58.9789,0.027,0.6103,0.0003,-5.617,0.0089,-2.649,0.0169,316.3169,0.0021,1.0905,0.0008,21,0.37,7.49,3,-40.135,9.1336,6.154
CWWDL_13864,34,239.4313,0.0898,-53.072,0.0457,0.7385,0.0006,-3.2843,0.0139,-3.1861,0.0122,328.8021,0.0029,0.1763,0.0019,31,0.32,6.98,4,-28.1075,20.7139,16.1335
CWWDL_13865,30,244.5896,0.0492,-49.4864,0.0231,0.5931,0.0006,-0.3974,0.014,-1.3743,0.0172,333.5996,0.0009,0.655,0.0006,23,-0.88,8.24,1,-30.798,,0
CWWDL_13866,37,243.3663,0.0672,-50.12,0.0322,0.6112,0.0003,-1.9684,0.0252,-5.4061,0.0281,332.5912,0.0018,0.7451,0.001,34,0.44,8.33,17,-31.9396,12.1059,8.0038
CWWDL_13867,32,245.7302,0.0537,-50.1674,0.0393,0.4479,0.0003,-2.5351,0.2241,-4.0349,0.0503,333.6425,0.0022,-0.3466,0.0004,22,0.3,5,0,,,
CWWDL_13876,30,261.1736,0.033,-34.7051,0.0366,0.6249,0.0004,-1.2864,0.04,-3.1192,0.0834,352.7459,0.0014,0.6155,0.0006,20,0.12,5.7,4,35.6903,85.6443,64.9893
CWWDL_13927,38,305.7517,0.0877,38.9871,0.0658,0.6254,0.0002,-0.6913,0.0641,-2.9893,0.0544,77.1919,0.0065,1.0188,0.0022,33,-0.58,8.3,19,-3.5243,25.5118,17.6249
CWWDL_13929,29,302.825,0.058,36.5319,0.0541,0.4761,0.0006,-2.7419,0.0479,-5.8141,0.0653,73.8617,0.0036,1.5615,0.0013,22,-0.28,6.48,1,-28.413,,0
CWWDL_13932,26,303.6772,0.1032,37.4422,0.0942,0.4862,0.0003,-2.766,0.1359,-5.6583,0.0716,74.9969,0.0143,1.4951,0.0007,22,0.2,6.98,1,-31.148,,0
CWWDL_13942,30,316.2765,0.1084,48.7429,0.0775,0.4544,0.0002,-0.5056,0.1069,-2.2007,0.0756,89.5286,0.009,1.1214,0.0017,25,0.44,7.4,0,,,
CWWDL_13945,26,330.4746,0.0571,56.0247,0.0324,0.6267,0.0009,-2.014,0.0302,-1.6966,0.0254,100.8002,0.0015,0.6173,0.0005,21,-0.28,7.01,1,-14.965,,0
CWWDL_13950,34,37.9427,0.3069,61.2287,0.0915,0.4391,0.0001,-0.7734,0.2658,-0.2512,0.1274,134.7066,0.0276,0.6723,0.0017,24,0.2,7.31,1,-15.24,,0
CWWDL_13960,34,105.9602,0.0659,0.2396,0.0782,0.4734,0.0005,-1.289,0.096,1.0714,0.0524,214.1334,0.0089,2.8687,0.0013,28,-0.4,8.09,2,33.1765,26.2697,18.5755
CWWDL_13964,36,126.075,0.0711,-32.571,0.0571,0.5915,0.0008,-4.2088,0.0557,3.3407,0.0521,252.0847,0.0033,2.8759,0.0034,32,-0.58,6.48,3,6.6517,42.4878,32.3938
CWWDL_13965,39,138.8912,0.1242,-44.8298,0.0759,0.5421,0.0004,-5.0934,0.1485,5.0306,0.2685,267.8855,0.0117,2.8551,0.0015,34,-0.58,6.32,1,20.178,,0
CWWDL_13966,38,136.8029,0.2433,-44.6319,0.2412,0.4433,0.0002,-4.8214,0.3904,3.9052,0.3084,266.7255,0.0843,1.9072,0.0017,25,-0.88,8.12,1,-21.273,,0
CWWDL_13969,27,146.8872,0.0481,-50.5525,0.0551,0.6456,0.0004,-7.1739,0.033,5.0761,0.0427,275.7243,0.0014,2.3436,0.0024,25,0.37,7.4,4,19.516,26.5705,18.905
CWWDL_13971,51,174.0206,0.1802,-59.4681,0.062,0.4911,0.0008,-6.4496,0.0624,1.6509,0.0522,293.4843,0.0103,2.0142,0.0017,40,-0.28,7.31,4,-14.2628,11.5591,8.1221
CWWDL_13973,37,180.0535,0.1395,-61.2722,0.0385,0.4496,0.0002,-5.7955,0.3078,0.3244,0.1122,296.8153,0.0047,0.9897,0.0011,28,0.2,7.01,1,-6.879,,0
CWWDL_13979,33,195.0111,0.0954,-60.6311,0.027,0.4565,0.0003,-4.4905,0.2299,-0.9978,0.1607,303.9877,0.0021,2.2229,0.0007,27,0.4,6.34,0,,,
CWWDL_13980,31,191.2417,0.1221,-61.055,0.0268,0.4803,0.0002,-4.4095,0.1236,-0.226,0.1261,302.1486,0.0034,1.8068,0.0007,26,0.3,6.71,0,,,
CWWDL_13982,32,192.691,0.106,-60.5531,0.0561,0.5034,0.0004,-5.501,0.1854,-0.8,0.089,302.849,0.0026,2.3185,0.003,23,0.16,6.26,0,,,
CWWDL_13985,24,207.6092,0.1034,-60.3955,0.0247,0.5847,0.0002,-4.5688,0.0466,-1.6115,0.1192,310.1603,0.0026,1.6455,0.0005,21,-0.58,8.06,6,-12.259,9.5939,6.296
CWWDL_13986,54,249.6926,0.0786,-44.7685,0.0781,0.7103,0.0004,-0.7943,0.0118,-2.7246,0.0176,339.4069,0.0067,1.4067,0.0023,46,0.2,7.64,4,-14.7203,4.2547,3.3543
CWWDL_13990,27,273.1233,0.0241,-15.3679,0.0178,0.5894,0.0008,-0.2126,0.0521,-1.8139,0.0684,14.8542,0.0005,1.3914,0.0003,25,-0.18,5.95,4,10.258,33.5959,23.9715
CWWDL_13997,22,279.5921,0.0019,-4.5934,0.0079,0.448,0.0002,-0.3345,0.2208,-2.3676,0.2057,27.3546,0.009,0.8048,0.0009,11,0.44,7.01,1,24.964,,0
CWWDL_14017,48,296.1829,0.0655,29.5007,0.0538,0.5591,0.0007,0.2899,0.0254,-2.4914,0.0321,64.9562,0.0044,2.6387,0.0017,43,0.44,7.07,5,-27.4624,68.9201,48.7186
CWWDL_14020,26,298.2662,0.0428,32.5578,0.0685,0.452,0.0003,-2.4563,0.0361,-3.501,0.0278,68.4999,0.0048,2.6424,0.001,20,0.2,7.91,1,-12.626,,0
CWWDL_14026,26,327.5003,0.112,56.9525,0.0403,0.487,0.0003,-2.1077,0.0114,-2.3356,0.0188,100.0801,0.0039,2.3604,0.0013,21,0.44,5.78,3,-18.552,74.3153,49.8813
CWWDL_14029,31,30.3214,0.0798,63.7912,0.0309,0.6665,0.0004,-4.9353,0.0381,-0.2347,0.0139,130.5519,0.0012,1.9576,0.001,29,0.3,7.34,2,-59.706,2.3759,1.68
CWWDL_14032,29,94.48,0.0657,22.6539,0.0626,0.5261,0.0004,0.4149,0.0211,-1.6067,0.0312,189.0566,0.0037,3.2066,0.0036,27,0.12,6.18,0,,,
CWWDL_14033,26,94.9211,0.0515,22.0782,0.0611,0.5378,0.0004,0.6295,0.0945,-2.5615,0.0144,189.7577,0.0026,3.2957,0.0032,21,-0.28,5.78,2,50.408,34.784,24.596
CWWDL_14036,23,93.9074,0.0119,22.2982,0.0025,0.558,0.0007,0.2628,0.024,-1.782,0.0376,189.1197,0.0056,2.5723,0.0071,18,-0.88,6,0,,,
CWWDL_14038,21,94.8303,0.0053,23.1652,0.0042,0.5132,0.0008,0.512,0.0134,-1.6234,0.0588,188.7565,0.0066,3.7319,0.0022,18,0.23,6.11,0,,,
CWWDL_14041,23,115.8241,0.0589,-14.7717,0.0663,0.5681,0.0002,-3.9404,0.0335,0.4189,0.0548,232.0068,0.004,4.405,0.0033,20,0.35,6.59,0,,,
CWWDL_14043,77,167.6915,0.1291,-56.8216,0.0523,0.8537,0.0012,-7.4627,0.0213,0.6613,0.0536,289.45,0.0052,3.3916,0.0025,60,0.4,7.7,15,0.0262,19.9447,14.323
CWWDL_14045,36,191.8694,0.1425,-59.3947,0.0419,0.6216,0.0003,-5.977,0.0297,-0.2199,0.0121,302.427,0.0051,3.4731,0.0018,30,0.07,6.89,4,-11.9073,20.0879,16.9713
CWWDL_14048,20,194.0076,0.0043,-60.399,0.0037,0.4562,0.0002,-5.1891,0.1925,-0.642,0.1851,303.4995,0.0011,2.4677,0.0037,18,-0.58,6.51,0,,,
CWWDL_14050,33,254.792,0.0062,-36.0712,0.0013,0.6822,0.0004,0.7178,0.02,-0.7028,0.0406,348.5735,0.0034,4.0134,0.002,27,0.44,7.82,4,5.1778,23.9094,17.6266
CWWDL_14062,54,292.0787,0.0587,25.3447,0.0518,0.6583,0.0006,-0.8028,0.0358,-3.7079,0.0326,59.5461,0.002,3.8031,0.0034,48,0.23,7.94,5,9.4154,11.3574,8.9367
CWWDL_14063,32,299.8758,0.0032,37.2042,0.0019,0.534,0.0003,-1.2091,0.0327,-2.2618,0.0139,73.1673,0.0019,3.9146,0.002,27,0.12,7.82,4,-7.1442,9.9268,7.4434
CWWDL_14065,36,304.6423,0.0608,40.2046,0.0429,0.522,0.0017,-2.7064,0.1478,-5.236,0.0237,77.71,0.0026,2.4134,0.0013,25,0.37,5.78,1,-16.462,,0
CWWDL_14068,28,313.4804,0.0786,49.0939,0.0315,0.4835,0.0007,-1.5769,0.0176,-3.3834,0.0265,88.5883,0.0022,2.7388,0.0014,22,0.35,6.51,1,-15.204,,0
CWWDL_14069,25,326.1119,0.1437,58.7485,0.04,0.6166,0.0004,-2.2103,0.0119,-4.8098,0.0151,100.6674,0.0056,4.2118,0.0013,21,-0.4,7.85,4,-18.0803,23.335,17.5313
CWWDL_14076,31,106.8399,0.0527,4.276,0.0815,0.4901,0.0003,-0.3473,0.0076,-1.6262,0.0186,210.9288,0.0058,5.4862,0.0033,30,-0.58,7.7,5,33.0532,7.8578,6.0494
CWWDL_14077,20,205.2825,0.0054,-56.6356,0.0017,0.5861,0.0002,-4.5084,0.0418,-1.2822,0.0607,309.7591,0.0018,5.576,0.0015,15,-0.04,7.67,4,-17.2815,2.9973,2.1455
CWWDL_14085,24,109.9919,0.0054,3.2241,0.0034,0.4549,0.0002,-2.0295,0.1532,-0.1893,0.1789,213.3063,0.0038,7.8149,0.0051,18,-0.58,7.94,2,64.993,10.164,7.187
CWWDL_14087,27,319.6029,0.0347,61.9647,0.0029,0.8006,0.0006,-3.5334,0.0269,-3.4088,0.0172,100.5316,0.0089,8.7565,0.0019,19,-0.88,6.04,3,-8.201,13.639,10.348
CWWDL_14090,1032,132.8493,0.2196,11.8274,0.2268,1.1503,0.0038,-10.9597,0.038,-2.9117,0.0443,31.9291,0.043,11.828,0.0517,861,-0.88,7.28,510,33.8662,4.8127,2.9051
CWWDL_14099,41,110.5199,0.0248,-25.7175,0.0899,0.7669,0.0003,-2.4861,0.0608,2.8316,0.1392,239.2142,0.1071,-5.2203,0.0038,21,0.02,6.68,11,37.0633,35.2307,22.0098
CWWDL_14101,21,111.6549,0.1554,-26.5434,0.1845,0.8104,0.0003,-4.205,0.0268,3.9035,0.0036,240.4251,0.0484,-4.7053,0.0028,20,0.42,6.65,6,45.4298,16.8884,12.5031
CWWDL_14102,38,124.405,0.1986,-43.6472,0.24,0.7045,0.0002,-4.9161,0.0535,4.4365,0.0235,260.469,0.074,-4.487,0.0026,37,0.44,7.07,8,29.2753,24.0251,20.1915
CWWDL_14103,81,147.3276,0.2514,-60.1585,0.1413,0.9104,0.0009,-7.1308,0.0338,4.1336,0.0223,282.0524,0.0147,-4.893,0.0206,75,0.44,7.4,25,-2.29,10.0424,7.4557
CWWDL_14104,40,173.0441,0.2603,-68.079,0.0734,0.6914,0.0004,-8.854,0.011,0.7906,0.0413,295.6163,0.0106,-6.3404,0.004,36,-0.18,7.22,2,-4.287,5.2665,3.724
CWWDL_14110,37,260.7864,0.0581,-44.385,0.0367,0.8846,0.0009,2.1175,0.0706,-3.2433,0.0386,344.5683,0.0013,-4.5849,0.0017,35,-0.58,6.38,4,-18.4648,7.4969,5.4598
CWWDL_14112,69,51.4996,0.0251,51.0758,0.0094,0.8656,0.0024,2.0082,0.0242,-6.8261,0.0317,146.1136,0.0112,-4.7043,0.0081,44,-0.4,8.06,14,-1.3299,24.9098,18.1467
CWWDL_14115,36,281.2769,0.0636,-11.0096,0.1296,0.7313,0.0002,-1.0667,0.0348,-3.3192,0.0287,22.4056,0.0183,-3.6094,0.0019,33,0.4,7.67,1,37.605,,0
CWWDL_14116,55,281.3458,0.0743,-11.1424,0.1135,0.7604,0.0007,-1.1235,0.0326,-3.3818,0.0297,22.3176,0.0142,-3.7299,0.0038,46,-0.18,7.19,4,32.7153,30.2844,21.6964
CWWDL_14117,27,286.3848,0.0578,-0.3926,0.0666,0.6615,0.0002,-1.4584,0.0411,-2.0281,0.0766,34.1912,0.0034,-3.3163,0.0041,22,0.12,6.51,1,34.092,,0
CWWDL_14119,38,328.7722,0.1496,49.7545,0.0614,0.8268,0.0006,2.0512,0.0369,-0.2688,0.0229,96.1592,0.0108,-3.7244,0.002,35,0.32,6.71,9,-13.2997,13.0193,9.733
CWWDL_14123,22,111.5115,0.0621,-21.7946,0.1487,0.6949,0.0001,-2.4242,0.1089,3.8083,0.056,236.1683,0.0227,-2.5783,0.0017,20,0.42,6.77,2,55.6775,28.3175,20.0235
CWWDL_14127,27,126.9211,0.1076,-42.7137,0.1002,0.6897,0.0003,-5.4855,0.1953,4.7743,0.114,260.7474,0.0151,-2.4471,0.0006,24,0.3,6.62,1,39.898,,0
CWWDL_14129,109,229.7412,0.1983,-60.9856,0.0142,1.1906,0.0009,-3.0982,0.0777,-4.0727,0.0609,319.8805,0.049,-3.0661,0.0121,67,-0.88,5.48,26,-9.8782,28.2682,18.8476
CWWDL_14131,117,333.0965,0.2528,53.9297,0.1708,0.9255,0.0007,-1.7843,0.0268,-2.3523,0.0251,100.7931,0.0261,-1.96,0.0255,105,0.4,7.04,69,-25.4344,11.8437,8.0399
CWWDL_14133,44,7.3812,0.3932,60.4762,0.098,0.6568,0.0002,-0.9336,0.0151,-0.56,0.0311,120.2332,0.0374,-2.2801,0.0087,41,0.3,7.34,4,-39.6068,17.3157,13.6768
CWWDL_14136,28,99.0752,0.1312,5.0492,0.2959,0.6606,0.0002,-1.4066,0.0935,0.594,0.0611,206.7131,0.0984,-1.0531,0.0025,25,0.4,6,0,,,
CWWDL_14138,27,105.907,0.08,-7.8598,0.1476,0.7877,0.0004,-0.7075,0.0271,-1.0365,0.066,221.3119,0.0254,-0.8873,0.0016,21,0.35,6.65,7,7.6689,14.5265,10.9609
CWWDL_14140,25,101.2551,0.1,0.9401,0.1804,0.6747,0.0003,-1.4777,0.0248,0.7265,0.0521,211.3635,0.0398,-0.9989,0.0011,24,0.2,6.59,2,8.954,41.7943,29.553
CWWDL_14141,22,127.6734,0.0339,-41.4006,0.0408,0.7183,0.0002,-1.7807,0.0293,1.1689,0.031,260.0094,0.0593,-1.2257,0.0006,18,-0.88,8.27,3,15.301,26.4984,20.3733
CWWDL_14142,30,193.2443,0.2661,-63.7026,0.061,0.6654,0.0003,-6.4871,0.1091,-1.4436,0.0639,303.1025,0.0135,-0.8316,0.0036,23,0.32,6.38,3,-10.83,2.1748,1.6733
CWWDL_14149,28,273.4421,0.0219,-21.0652,0.0368,0.7893,0.0008,0.8504,0.0528,-0.9341,0.0467,9.9982,0.0014,-1.6046,0.0003,24,0.44,5.9,6,11.331,49.7073,41.8387
CWWDL_14151,20,347.0017,0.056,58.9229,0.0027,0.6623,0.0001,-1.7536,0.0203,-1.4537,0.0791,109.9178,0.017,-1.3102,0.0006,15,0.4,6.95,0,,,
CWWDL_14154,43,87.4551,0.0871,26.9835,0.0808,1.0657,0.0021,-0.328,0.0249,-0.9767,0.0168,182.1509,0.009,-0.2163,0.0033,39,0.07,6.77,21,1.748,19.275,13.1895
CWWDL_14162,80,269.6048,0.0915,-24.6809,0.0844,0.7495,0.0007,-1.6506,0.0121,-4.4976,0.0139,5.1161,0.0078,-0.2858,0.0061,73,0.37,7.7,33,-19.9008,15.8944,10.529
CWWDL_14165,66,274.7883,0.0737,-15.7286,0.0786,0.7235,0.0005,-0.8285,0.0194,-1.2115,0.0484,15.3009,0.0082,-0.1908,0.0028,57,0.23,7.55,7,-30.3306,18.4368,15.0342
CWWDL_14170,45,330.9251,0.1611,55.6476,0.0885,0.6606,0.0004,-2.025,0.0439,-3.2388,0.0474,100.7779,0.0086,0.1638,0.0072,34,-0.28,7.61,2,-19.265,11.5414,8.161
CWWDL_14172,21,348.8972,0.0163,60.012,0.0009,0.6916,0.0005,-1.6929,0.0661,-1.309,0.0552,111.219,0.0047,-0.6618,0.0003,18,-0.88,7.88,0,,,
CWWDL_14173,49,69.878,0.1373,47.5236,0.1119,1.1629,0.0009,1.5625,0.0477,-3.9701,0.0362,157.4374,0.015,0.5244,0.0057,46,0.35,7.67,20,-4.0901,10.1561,6.6024
CWWDL_14179,28,115.5896,0.0831,-21.9943,0.1341,0.674,0.0005,-2.5032,0.0266,1.7007,0.0251,238.178,0.0215,0.6342,0.0016,24,-0.18,7.85,6,36.3207,12.216,10.3677
CWWDL_14180,21,119.3433,0.1179,-26.9944,0.0876,0.7198,0.0001,-2.3085,0.1043,3.3846,0.1494,244.2199,0.0135,1.0338,0.0043,20,-0.28,6.32,6,47.7315,11.8653,8.5793
CWWDL_14184,37,146.8579,0.1745,-50.5702,0.1057,0.6544,0.0001,-7.1298,0.0513,5.0154,0.088,275.7213,0.018,2.3179,0.0048,33,0.44,7.46,5,11.9414,28.5721,24.2135
CWWDL_14186,27,190.8272,0.14,-60.7497,0.0399,0.6785,0.0005,-6.4848,0.1257,-0.0156,0.063,301.9384,0.0045,2.1063,0.0015,20,0.44,7.43,6,-32.9923,32.4246,21.0002
CWWDL_14187,20,185.4175,0.0304,-61.1162,0.0014,0.7765,0.0004,-7.002,0.0189,-0.567,0.0341,299.3437,0.0068,1.5479,0.0017,18,0.2,7.82,5,-11.2114,13.7246,9.4871
CWWDL_14190,43,243.3352,0.0153,-50.1304,0.0061,0.6666,0.0004,-1.8971,0.0472,-5.4238,0.0338,332.5696,0.0077,0.7512,0.0047,21,0.44,7.88,12,-34.744,6.8032,4.5708
CWWDL_14192,51,251.6859,0.1406,-41.2117,0.0657,0.91,0.0011,1.4199,0.0254,-3.0183,0.02,343.0481,0.0096,2.6447,0.0056,46,0.4,7.04,9,3.3006,23.9503,19.3292
CWWDL_14193,32,253.4216,0.0093,-41.4912,0.0135,0.6619,0.0001,-0.6483,0.0433,-1.9368,0.1512,343.6667,0.0144,1.4642,0.0044,22,-0.88,6.28,2,-30.8005,11.3611,8.0335
CWWDL_14195,29,256.159,0.1224,-38.9548,0.0709,0.6623,0.0001,1.4409,0.0566,-0.4182,0.0243,346.9532,0.0098,1.392,0.0038,25,0.4,7.31,2,-14.9185,8.0391,5.6845
CWWDL_14199,41,268.6175,0.0536,-23.0887,0.1089,0.7188,0.0004,0.0907,0.0438,-2.6003,0.0491,6.0391,0.0097,1.2949,0.0043,34,0.2,7.16,3,6.7443,30.3946,23.0598
CWWDL_14200,32,270.8168,0.0625,-19.3509,0.0757,0.6625,0.0003,0.0932,0.0664,-1.1075,0.0193,10.3022,0.0068,1.3813,0.0021,23,0.44,7.28,2,14.5415,16.2896,11.5185
CWWDL_14201,29,277.3627,0.0309,-4.9846,0.0329,1.094,0.0009,0.8359,0.0239,-2.5494,0.0271,25.984,0.001,2.597,0.001,25,0.4,7.64,11,18.7751,40.4006,32.782
CWWDL_14204,28,299.6529,0.0806,33.1561,0.0431,0.7879,0.0003,-0.7439,0.0112,-2.0264,0.0252,69.6155,0.0035,1.9551,0.0027,22,0.44,7.46,4,-20.5965,13.9128,9.244
CWWDL_14208,31,314.3571,0.1169,47.4096,0.0829,0.7177,0.0005,-0.4727,0.0383,-1.8186,0.031,87.6803,0.0086,1.2045,0.0041,27,0.2,7.52,4,-13.5872,42.6835,35.6698
CWWDL_14210,43,330.4927,0.159,56.0735,0.1051,0.6592,0.0003,-1.8895,0.1191,-1.7771,0.1018,100.8376,0.0121,0.6504,0.0064,32,-0.28,7.31,1,-14.965,,0
CWWDL_14213,40,332.5101,0.2172,57.5707,0.0639,1.0948,0.0011,1.7841,0.056,1.5507,0.0251,102.6111,0.0154,1.212,0.0018,33,-0.04,7.85,27,-28.2227,12.104,8.8516
CWWDL_14215,21,332.4869,0.0267,56.401,0.0074,0.7663,0.0002,-4.9098,0.0183,-3.8473,0.0406,101.9265,0.0116,0.2633,0.004,18,-0.28,7.7,4,-29.3138,22.29,17.2428
CWWDL_14223,30,191.9002,0.0672,-59.3576,0.0014,0.6567,0.0002,-5.9405,0.0215,-0.2988,0.0097,302.4421,0.0175,3.5102,0.0014,19,-0.88,8.03,3,-21.7253,13.468,9.5376
CWWDL_14225,20,220.0818,0.0058,-55.4496,0.0019,0.8322,0.0006,-4.8838,0.0062,-4.1763,0.0418,318.0097,0.0022,4.2019,0.0016,19,0.35,7.67,3,-25.865,8.9196,6.5987
CWWDL_14227,22,230.329,0.0675,-53.18,0.0393,0.8234,0.0005,-1.6804,0.0183,-1.2839,0.0363,324.3519,0.0021,3.3422,0.0009,20,0.44,7.73,5,-21.208,14.0409,11.3912
CWWDL_14229,29,284.1154,0.0663,13.2382,0.0522,0.8613,0.0005,1.0744,0.0152,1.3734,0.0287,45.3075,0.0035,4.9008,0.0032,27,0.27,7.58,3,-15.7623,54.7098,37.8091
CWWDL_14230,30,288.8996,0.0777,23.0212,0.1039,0.782,0.0002,-1.1325,0.0086,-4.0905,0.0073,56.1283,0.0095,5.2863,0.006,23,0.27,7.76,3,-13.9113,4.5978,3.1769
CWWDL_14235,22,319.8205,0.1335,56.9857,0.061,0.7062,0.0002,3.5481,0.0274,0.1852,0.0142,97.0089,0.0063,5.2095,0.0024,22,-0.58,8.42,15,-24.191,12.1147,8.5045
CWWDL_14243,38,256.7384,0.037,-30.704,0.0599,0.8912,0.0007,-0.5334,0.0284,-4.164,0.0143,353.8473,0.0039,5.9741,0.0007,35,0.37,7.46,12,-6.7138,21.4378,15.8375
CWWDL_14250,32,135.8012,0.1152,-34.9742,0.0863,1.2012,0.0005,-10.5745,0.0541,6.2802,0.0511,258.9811,0.0096,7.7696,0.0064,30,0.4,7.4,21,23.1916,8.1868,4.7587
CWWDL_14255,42,37.3909,0.0938,73.0002,0.0076,1.0939,0.0011,-1.3896,0.0971,-1.7972,0.0566,130.0476,0.0084,11.4988,0.0076,19,0.42,5.48,4,-36.5445,15.3651,12.1685
CWWDL_14261,21,90.9445,0.0188,-9.8044,0.0074,1.1432,0.0005,-2.0093,0.07,1.5892,0.0835,216.4209,0.0158,-14.9936,0.0109,19,-0.4,6.51,8,41.4071,15.7076,10.4556
CWWDL_14262,21,89.4766,0.0064,-14.151,0.0066,1.4983,0.0017,-2.0626,0.0389,1.5673,0.0439,219.8972,0.0107,-18.1329,0.003,17,-0.4,6.11,11,22.2468,21.2868,16.092
CWWDL_14263,26,92.3609,0.0111,-15.0357,0.0087,1.4796,0.0013,-2.661,0.0171,1.3806,0.0136,221.946,0.0137,-15.9563,0.0064,15,-0.4,6.26,8,23.9246,15.3177,9.6601
CWWDL_14281,35,310.1941,0.1465,20.1385,0.1484,1.0627,0.0006,-6.2508,0.0075,-9.2892,0.0076,64.0258,0.0304,-13.1024,0.0109,35,-0.58,8.27,41,23.2473,7.6444,4.0533
CWWDL_14285,22,343.7056,0.1243,43.1866,0.0143,1.6688,0.0011,-0.5978,0.0248,-4.0202,0.0246,101.382,0.084,-14.7515,0.0018,19,-0.4,6.48,11,-11.3651,6.974,4.0179
CWWDL_14289,34,91.7192,0.1378,-2.0197,0.1619,1.7681,0.0024,-0.5457,0.0235,-0.3015,0.0594,209.6236,0.0214,-10.8314,0.0232,24,0.2,6.28,45,40.2657,6.1636,4.2677
CWWDL_14294,145,105.768,0.1941,-26.5052,0.2777,1.2602,0.0019,-3.2575,0.0255,3.5161,0.0097,237.9876,0.0772,-9.3842,0.0333,107,-0.28,6.34,82,32.3743,13.3913,8.7221
