"name","ra","dec","lii","bii","cluster_radius","pm_ra","pm_dec","distance","e_bv","distance_modulus","log_age","log_age_error","metallicity","metallicity_error"
"FSR 1728",231.255,-35.635,334.895,17.532,"  0.145","  -6.95","  -2.21","    1031","  0.260"," 10.150","  8.900",,,
"Ruprecht 31",115.748,-35.593,250.087,-5.968,"  0.110","  -4.90","   3.65","     541","  0.104","  8.699","  8.650",,,
"ASCC 88",256.71,-35.58,349.912,3.078,"  0.540","   2.90","  -2.60","    1297","  0.729"," 10.799","  7.000",,,
"Bochum 13",259.33,-35.55,351.192,1.373,"  0.155","  -0.60","  -2.19","    1340","  0.822"," 10.900","  7.250",,,
"ESO 371-25",133.25,-35.467,258.002,5.861,"  0.095","  -4.45","   4.24","    2839","  0.729"," 12.500","  9.055","  0.051",,
"FSR 1459",151.395,-35.365,268.705,16.257,"  0.115"," -10.64","   4.77","    1759","  0.229"," 11.300","  9.350",,,
"ESO 367-10",109.26,-35.29,247.344,-10.512,"  0.070","  -5.06","  -4.02","    3027","  0.916"," 12.700","  8.315","  0.119",,
"Trumpler 30",269.228,-35.27,355.76,-5.281,"  0.190","   1.35","  -1.91","    1982","  0.479"," 11.640","  8.350",,,
"NGC 6455",267.938,-35.175,355.313,-4.322,"  0.230","   1.49","  -2.77","    2710","  1.041"," 12.500","  9.250",,,
"NGC 6396",264.405,-35.022,353.936,-1.775,"  0.100","   1.45","  -5.83","    1168","  1.062"," 10.679","  7.505",,,
"FSR 1748",249.145,-35.015,346.43,8.218,"  0.100","  -6.14","  -1.23","    4298","  0.260"," 13.250","  9.700",,,
"FSR 1756",253.02,-34.946,348.553,5.843,"  0.070","   0.79","  -4.19","    2532","  1.499"," 12.500","  9.375","  0.032",,
"FSR 1317",98.535,-34.944,243.437,-18.432,"  0.090","   3.64","   7.92","    2180","  0.645"," 11.900","  8.600",,,
"Ruprecht 128",266.07,-34.885,354.774,-2.861,"  0.075","  -4.15","   1.43","    2486","  1.624"," 12.500","  9.200",,,
"FSR 1332",108.705,-34.877,246.764,-10.741,"  0.100","  -4.87","   8.27","    2173","  0.666"," 11.900","  8.420","  0.020",,
"NGC 6444",267.375,-34.825,355.38,-3.747,"  0.190","  -0.49","  -0.93","    1217","  0.229"," 10.500","  9.015",,,
"ASCC 90",264.78,-34.815,354.275,-1.924,"  0.305","  -3.00","  -3.65","     526","  0.300","  8.701","  8.810",,,
"NGC 6475",268.44,-34.78,355.863,-4.478,"  0.700","   2.58","  -4.98","     303","  0.219","  7.478","  8.250",,"   0.140","  0.060"
"NGC 2635",129.609,-34.775,255.604,3.954,"  0.145","  -8.02","   0.79","    3789","  0.333"," 13.000","  8.730","  0.074","  -0.610",
"Kronberger 85",119.586,-34.772,250.966,-2.846,"  0.070","  -0.83","   3.66","   10380","  1.457"," 15.550","  8.500",,,
"ESO 370-13",126.783,-34.7,254.165,2.128,"  0.070","  -0.42","   4.64","    7617","  0.593"," 14.600","  8.900",,,
"ESO 392-13",261.717,-34.683,353.014,0.258,"  0.125","   0.29","  -1.20","     816","  0.750","  9.800","  7.950",,,
"ESO 368-11",116.1,-34.627,249.384,-5.242,"  0.165","  -5.59","   6.96","    1245","  0.073"," 10.499","  8.945",,,
"FSR 1363",122.646,-34.6,252.164,-0.627,"  0.110","  -4.55","   9.40","    2391","  0.333"," 12.000","  8.500",,,
"Ruprecht 59",124.838,-34.495,253.08,0.933,"  0.100","  -4.63","   8.50","    4004","  0.583"," 13.200","  6.800",,,
"MWSC 5712",291.33,-34.475,4.124,-21.48,"  0.140","  -1.99","  -1.12","    1654","  0.333"," 11.200","  8.745",,,
"FSR 1360",120.397,-34.46,251.051,-2.114,"  0.110","  -4.62","   0.86","    1743","  0.291"," 11.300","  8.985","  0.025",,
"Alessi 4",154.058,-34.36,269.902,18.373,"  0.145"," -10.65","   4.48","    2340","  0.479"," 12.000","  8.550",,,
"FSR 1351",116.46,-34.34,249.281,-4.842,"  0.115","  -3.36","   4.42","    1579","  0.645"," 11.200","  8.200",,,
"FSR 1326",108.615,-34.305,246.207,-10.56,"  0.140","  -7.10","   2.32","    1298","  0.416"," 10.700","  8.780","  0.090",,
"Ruprecht 126",263.754,-34.305,354.252,-0.938,"  0.140","  -2.47","  -1.30","    2325","  0.833"," 12.100","  8.875",,,
"FSR 1352",116.618,-34.28,249.293,-4.7,"  0.130","  -3.86","   5.62","    1508","  0.645"," 11.100","  8.280",,,
"ESO 393-15",265.905,-34.213,355.277,-2.394,"  0.090","  -9.15","   0.23","    2471","  1.666"," 12.500","  9.150",,,
"MWSC 5191",198.607,-34.19,308.338,28.44,"  0.161","  -3.00","  -4.90","    1318","  0.312"," 10.700","  8.975",,,
"Ruprecht 61",126.308,-34.159,253.497,2.121,"  0.070","  -1.42","   3.67","    6006","  0.333"," 14.000","  9.100",,"  -0.400",
"FSR 1350",116.951,-34.036,249.219,-4.339,"  0.105","  -5.43","   5.89","    1608","  0.833"," 11.299","  8.600",,,
"Collinder 333",262.905,-34.01,354.117,-0.188,"  0.130","   0.71","  -2.25","    1051","  1.062"," 10.450","  8.150",,,
"Arp-Madore 2",114.677,-33.835,248.112,-5.883,"  0.115","   0.52","   7.96","   13338","  0.570"," 15.809","  9.335",,,
"FSR 1407",142.463,-33.835,261.961,12.554,"  0.160"," -11.96","   8.89","    3860","  0.208"," 13.000","  9.300",,,
"FSR 1347",116.993,-33.7,248.945,-4.141,"  0.130","  -2.42","  10.45","    2173","  0.979"," 12.000","  8.020","  0.191",,
"ASCC 98",280.665,-33.65,1.535,-12.962,"  0.470","   1.31","  -5.62","     800","  0.040","  9.528","  8.045",,,
"Trumpler 27",264.09,-33.52,355.064,-0.749,"  0.250","  -0.50","  -0.09","    1266","  1.208"," 10.901","  7.580",,"  -0.193","  0.090"
"MWSC 4218",235.11,-33.475,338.914,17.337,"  0.250","  -5.99","  -7.06","     993","  0.729"," 10.220","  9.100",,,
"ESO 397-01",286.027,-33.395,3.579,-16.98,"  0.120","  -1.97","  -6.48","    2207","  0.874"," 12.000","  8.245","  0.073",,
"MWSC 4500",293.34,-33.235,5.969,-22.664,"  0.150","   6.05","  -1.24","    1423","  0.416"," 10.900","  9.200",,,
"NGC 6404",264.915,-33.233,355.675,-1.177,"  0.125","   6.30","  -3.37","    2146","  1.062"," 12.000","  8.750",,"   0.110","  0.040"
"FSR 1763",254.768,-33.16,350.864,5.821,"  0.110","   2.51","   1.26","    6605","  0.312"," 14.200","  9.500",,,
"SAI 82",118.056,-33.04,248.824,-3.041,"  0.110","  -3.58","   9.46","    1436","  0.666"," 11.000","  8.650",,,
"MWSC 5149",184.192,-32.99,294.597,29.32,"  0.130","  -6.00","   1.08","    1542","  0.156"," 10.990","  9.500",,,
"ESO 368-14",116.778,-32.973,248.224,-3.932,"  0.095","   2.65","   4.50","    1268","  0.416"," 10.650","  8.650",,,
"NGC 2588",125.805,-32.97,252.282,2.461,"  0.140","   0.04","   3.17","    2421","  0.250"," 12.000","  8.900",,,
"MWSC 5186",197.317,-32.97,307.24,29.753,"  0.205","   1.00","  -1.59","    1947","  0.167"," 11.500","  9.325",,,
"Antalova 4",263.183,-32.955,355.127,0.195,"  0.160","  -1.02","   1.39","    1802","  0.999"," 11.600","  6.000",,,
"Haffner 15",116.382,-32.848,247.949,-4.158,"  0.145","  -0.17","   1.50","    2237","  1.093"," 12.100","  7.280",,,
"FSR 1389",138.042,-32.76,258.559,10.631,"  0.140","  -0.54","   2.47","    3508","  0.854"," 13.000","  8.595",,,
"MWSC 5715",293.392,-26.895,12.407,-20.571,"  0.150","   2.13","  -5.85","    2170","  0.833"," 11.950","  8.360",,,
"NGC 2658",130.875,-32.665,254.567,6.074,"  0.230","  -3.13","   1.70","    3123","  0.083"," 12.500","  8.975","  0.025",,
"Ruprecht 55",123.142,-32.605,250.723,0.813,"  0.130","  -2.43","   2.52","    3640","  0.604"," 13.000","  6.970",,,
"BDSB 102",263.235,-32.57,355.474,0.368,"  0.100","  -2.72","  -3.06","    2837","  1.509"," 12.750","  6.300",,,
"MWSC 5088",167.185,-32.53,279.052,25.536,"  0.185","  -7.82","   0.86","    2831","  0.125"," 12.300","  9.225",,,
"MWSC 5289",230.827,-32.49,336.524,20.296,"  0.185","  -1.45","  -2.79","    1672","  0.104"," 11.150","  9.450",,,
"Antalova 2",262.41,-32.48,355.168,0.999,"  0.125","  -5.87","  -0.58","    1259","  3.727"," 11.699","  6.000",,,
"Trumpler 28",264.255,-32.48,356.015,-0.306,"  0.175","  -0.78","  -1.78","    1474","  0.958"," 11.151","  6.600",,"   0.326","  0.110"
"MWSC 5083",163.995,-32.405,276.338,24.437,"  0.125","  -4.49","  -1.99","    4860","  0.208"," 13.500","  9.200",,,
"NGC 6416",266.092,-32.365,356.935,-1.561,"  0.240","  -1.55","  -0.22","     767","  0.233","  9.499","  8.200",,"  -0.613","  0.095"
"ASCC 96",275.017,-32.36,0.637,-8.134,"  0.180","  -1.45","  -4.67","     759","  0.150","  9.449","  8.400",,,
"VDBH 19",121.769,-32.352,249.879,-0.021,"  0.080","   1.31","   6.96","    3259","  0.729"," 12.800","  8.755","  0.101",,
"VDBH 221",259.665,-32.33,353.987,3,"  0.200","   2.35","  -4.00","     807","  0.200","  9.599","  7.800",,,
"FSR 1357",122.925,-32.255,250.33,0.852,"  0.150","  -3.03","   4.61","    2361","  0.729"," 12.100","  8.595",,,
"NGC 6405",265.08,-32.215,356.611,-0.754,"  0.450","  -0.76","  -5.82","     356","  0.139","  7.802","  8.035","  0.106","   0.205","  0.110"
"ESO 429-05",114.263,-32.205,246.509,-5.401,"  0.085","  -1.60","   7.71","    3978","  0.937"," 13.300","  9.090","  0.027",,
"Antalova 3",262.658,-32.205,355.512,0.976,"  0.110","   2.56","   0.55","    2588","  1.353"," 12.500","  8.415","  0.074",,
"Ruprecht 48",120.698,-32.05,249.139,-0.624,"  0.060","  -2.26","   2.88","    3033","  0.281"," 12.500","  8.600",,,
"ESO 435-33",150.975,-32.05,266.262,18.64,"  0.070","  -2.32","   2.16","    1182","  0.271"," 10.450","  9.050",,,
"FSR 1751",245.963,-32.01,346.864,12.204,"  0.115","  -4.72","  -2.04","    3393","  0.458"," 12.800","  9.415",,,
"ESO 456-29",269.667,-32.01,358.782,-3.983,"  0.085","  -3.38","  -6.25","    3007","  1.582"," 12.900","  9.200",,,
"FSR 1449",151.766,-31.995,266.78,19.101,"  0.170","  -4.08","   1.72","    2154","  0.416"," 11.800","  9.095","  0.037",,
"Ruprecht 52",121.305,-31.97,249.346,-0.146,"  0.130","   1.00","   1.19","    1609","  0.208"," 11.100","  8.550",,,
"ESO 445-74",208.662,-31.95,318.256,29.034,"  0.100","  -7.25","  -1.09","    3802","  0.000"," 12.900","  9.500",,,
"Ruprecht 54",122.843,-31.945,250.032,0.964,"  0.085","  -1.62","   6.89","    5243","  0.416"," 13.732","  8.915",,,
"Ruprecht 58",123.705,-31.945,250.436,1.574,"  0.130","  -1.43","   2.95","    2340","  0.167"," 11.900","  8.615","  0.100",,
"VDBH 231",262.988,-31.91,355.913,0.904,"  0.210","   4.40","  -1.41","    2778","  0.874"," 12.500","  8.450",,,
"FSR 0009",277.137,-31.905,1.861,-9.536,"  0.105","   1.25","  -6.83","    5174","  0.562"," 13.750","  9.155",,,
"FSR 1303",101.183,-31.893,241.332,-15.25,"  0.110","  -1.06","   5.73","    1833","  0.260"," 11.400","  9.175",,,
"Collinder 140",111.03,-31.89,244.933,-7.672,"  0.490","  -7.90","   4.28","     386","  0.052","  7.950","  7.700",,"  -0.100","  0.150"
"Haffner 17",117.904,-31.817,247.706,-2.527,"  0.130","   3.61","  -1.92","    2899","  1.208"," 12.700","  8.170","  0.061",,
"Ruprecht 155",121.267,-31.817,249.2,-0.091,"  0.085","   0.61","   0.71","    2311","  0.562"," 12.000","  8.570",,,
"MWSC 5667",94.5,-31.8,239.071,-20.503,"  0.180","  -0.50","   2.14","    2290","  0.312"," 11.900","  9.015",,,
"FSR 1327",114.832,-31.74,246.335,-4.753,"  0.095","  -2.58","   2.75","    2597","  0.708"," 12.300","  8.510",,,
"MWSC 4229",239.123,-31.72,342.792,16.478,"  0.255","  -4.80","  -6.98","    1148","  0.500"," 10.460","  9.015",,,
"FSR 1371",130.88,-31.716,253.815,6.658,"  0.075","  -4.32","  -2.99","    3801","  0.312"," 13.000","  9.350",,,
"MWSC 5224",208.702,-31.71,318.37,29.255,"  0.195","  -8.12","  -0.77","    1876","  0.416"," 11.500","  9.005","  0.001",,
"NGC 2439",115.2,-31.705,246.458,-4.463,"  0.270","  -2.90","   1.74","    3834","  0.437"," 13.059","  7.250",,,
"Collinder 196",131.257,-31.625,253.941,6.968,"  0.180","  -3.94","   1.06","    1393","  0.250"," 10.800","  9.260",,,
"FSR 1405",144.465,-31.615,261.615,15.32,"  0.170","  -4.89","   1.58","    3860","  0.208"," 13.000","  9.500",,,
"Antalova 1",262.238,-31.58,355.837,1.618,"  0.235","  -0.60","  -2.73","     930","  0.427","  9.980","  8.485","  0.068","  -0.655","  0.190"
"FSR 1339",120.427,-30.71,247.881,-0.109,"  0.120","  -0.67","  -1.61","    4167","  0.625"," 13.300","  8.990","  0.021",,
"NGC 6425",266.745,-31.53,357.936,-1.599,"  0.155","   6.20","  -0.10","    1012","  0.385"," 10.150","  8.545","  0.022","   0.090",
"FSR 1342",119.48,-31.509,248.134,-1.22,"  0.120","   1.50","  -0.81","    3628","  0.937"," 13.100","  8.290",,,
"Ruprecht 30",115.603,-31.467,246.419,-4.047,"  0.110","   1.04","   4.52","    2134","  0.479"," 11.800","  8.725",,,
"ESO 430-14",120.892,-31.415,248.69,-0.146,"  0.130","  -0.18","  -0.27","    2860","  0.833"," 12.550","  7.210",,,
"Ruprecht 14",108.716,-31.36,243.558,-9.193,"  0.090","  -1.26","   3.53","    4023","  0.396"," 13.150","  9.060","  0.038",,
"NGC 2243",97.392,-31.285,239.48,-18.015,"  0.165","  -2.81","   4.09","    4446","  0.062"," 13.260","  9.135",,"  -0.490","  0.050"
"Ruprecht 35",116.553,-31.283,246.662,-3.252,"  0.105","  -0.66","   2.10","    3858","  0.833"," 13.200","  8.440","  0.032",,
"Dutra-Bica 51",267.368,-31.25,358.45,-1.91,"  0.055","   3.18","   0.61","    1346","  3.123"," 11.650","  6.000",,,
"FSR 1749",244.357,-31.2,346.495,13.751,"  0.130","  -2.20","   0.11","    8015","  0.250"," 14.600","  9.500",,,
"Ruprecht 21",111.735,-31.155,244.555,-6.8,"  0.180","  -3.34","   2.31","    3894","  0.770"," 13.200","  8.650",,,
"Ruprecht 47",120.585,-31.07,248.258,-0.185,"  0.195","   0.14","   0.56","    2892","  0.291"," 12.400","  8.180","  0.038",,
"FSR 1769",256.23,-31.045,353.31,6.12,"  0.105","  -3.46","  -4.28","    5409","  0.729"," 13.900","  9.190",,,
"Collinder 132",108.36,-30.975,243.072,-9.296,"  0.310","  -5.30","   4.71","     330","  0.021","  7.599","  7.510",,,
"Ruprecht 28",114.9,-30.935,245.658,-4.31,"  0.155","  -3.01","   0.44","    4712","  0.416"," 13.500","  8.760",,,
"ESO 435-17",149.692,-30.908,264.604,18.828,"  0.100","  -4.88","  -0.02","    3603","  0.052"," 12.800","  9.285",,,
"ESO 426-26",99.075,-30.865,239.63,-16.52,"  0.155","   0.48","   0.96","    1474","  0.177"," 10.899","  9.215",,,
"Ruprecht 50",120.877,-30.86,248.213,0.139,"  0.100","   0.42","  -1.15","    1834","  0.104"," 11.350","  8.775","  0.028",,
"ESO 430-18",121.763,-30.835,248.599,0.793,"  0.290","  -6.25","  -0.54","     871","  0.000","  9.700","  8.875","  0.036",,
"Haffner 26",123.922,-30.829,249.61,2.349,"  0.115","  -2.89","   0.93","    2589","  0.416"," 12.200","  8.000",,,
"FSR 1336",119.865,-30.725,247.639,-0.528,"  0.100","   0.62","  -2.59","    1649","  0.354"," 11.200","  8.635","  0.064",,
"ESO 429-13",115.284,-30.72,245.632,-3.918,"  0.130","  -4.51","   2.94","    1606","  0.437"," 11.169","  9.020","  0.036",,
"Ruprecht 51",120.897,-30.66,248.053,0.259,"  0.095","   2.22","   1.95","    2534","  0.562"," 12.200","  8.770","  0.028",,
"MWSC 4228",238.635,-30.66,343.211,17.544,"  0.260","  -4.74","  -5.04","    1312","  0.625"," 10.790","  8.740","  0.020",,
"NGC 2567",124.642,-30.65,249.808,2.962,"  0.170","  -1.85","   2.32","    1678","  0.129"," 11.165","  8.645","  0.068","  -0.075","  0.090"
"MWSC 4286",250.387,-30.535,350.553,10.363,"  0.160","   0.09","  -3.43","    1564","  1.332"," 11.400","  8.910","  0.041",,
"NGC 6480",268.641,-30.441,359.704,-2.439,"  0.090","   2.47","  -3.47","    3567","  3.227"," 13.800","  7.725","  0.040",,
"MWSC 5293",232.569,-30.44,339.106,21.055,"  0.165","  -5.39","  -3.45","    1414","  0.458"," 10.900","  9.220","  0.103",,
"Haffner 20",119.062,-30.367,246.972,-0.931,"  0.115","   0.92","  -2.38","    2910","  0.562"," 12.500","  8.055",,,
"ESO 461-38",301.223,-30.355,11.238,-28.189,"  0.135","   3.47","  -8.08","    2402","  0.458"," 12.050","  8.975",,,
"MWSC 4212",233.295,-30.335,339.704,20.754,"  0.225","  -4.26","  -4.96","    2221","  0.521"," 11.900","  9.025","  0.020",,
"Ruprecht 153",120.094,-30.305,247.385,-0.139,"  0.090","   0.60","  -0.16","    5326","  0.833"," 13.900","  8.580","  0.055",,
"NGC 2580",125.377,-30.295,249.872,3.685,"  0.125","  -3.83","   1.16","    5067","  0.237"," 13.600","  8.400",,,
"MWSC 4475",287.04,-30.23,6.981,-16.597,"  0.165","  -1.52","  -3.29","    1681","  0.458"," 11.275","  8.785",,,
"NGC 6451",267.671,-30.2,359.486,-1.595,"  0.220","   2.70","   1.87","    2605","  0.687"," 12.300","  8.450",,"  -0.340",
"ESO 427-32",106.582,-30.16,241.651,-10.319,"  0.145","   0.18","   2.55","    1786","  0.125"," 11.300","  9.105","  0.056",,
"Basel 5",268.125,-30.105,359.768,-1.885,"  0.200","   3.37","   2.00","     995","  0.344"," 10.100","  8.850",,,
"NGC 2489",119.078,-30.066,246.722,-0.763,"  0.125","   0.52","  -1.84","    2255","  0.729"," 12.000","  7.315",,"   0.080","  0.010"
"Haffner 13",115.118,-30.043,244.97,-3.711,"  0.325","  -5.00","   5.50","     714","  0.050","  9.285","  7.520","  0.275",,
"Blanco 1",0.885,-30,14.842,-79.104,"  2.350","  19.71","   2.28","     250","  0.012","  6.994","  7.750",,"  -0.188","  0.098"
"NGC 6360",261.375,-29.975,356.761,3.126,"  0.145","  -2.99","  -3.03","    4499","  0.729"," 13.500","  8.950",,,
"NGC 2627",129.33,-29.945,251.584,6.669,"  0.165","  -5.00","   2.57","    2712","  0.104"," 12.200","  9.225","  0.037","  -0.120","  0.080"
"MWSC 4248",243.188,-29.905,346.721,15.377,"  0.250","  -1.12","  -1.41","    1618","  0.791"," 11.300","  8.900",,,
"NGC 2533",121.778,-29.88,247.802,1.319,"  0.140","  -0.76","   2.38","    2955","  0.458"," 12.500","  8.365",,,
"ESO 456-05",268.26,-29.873,0.028,-1.868,"  0.070","   1.57","   3.22","    1828","  1.832"," 11.899","  9.000","  0.015",,
"Czernik 32",117.626,-29.845,245.885,-1.729,"  0.160","  -0.34","   3.19","    3858","  0.833"," 13.200","  9.000","  0.017","  -0.400",
"ESO 430-09",120.6,-29.767,247.16,0.517,"  0.080","  -1.57","   1.39","    2273","  0.208"," 11.850","  8.500",,,
"NGC 2571",124.736,-29.735,249.095,3.542,"  0.190","  -3.38","   3.95","    1339","  0.139"," 10.679","  7.350",,"   0.050",
"FSR 1381",138.923,-29.675,256.745,13.265,"  0.110","  -3.18","   2.10","    2795","  0.833"," 12.500","  8.505","  0.001",,
"Ruprecht 129",266.825,-29.617,359.608,-0.666,"  0.105","  -1.62","  -1.60","    1526","  1.187"," 11.300","  7.500",,,
"MWSC 5071",158.183,-29.585,270.056,24.29,"  0.150"," -11.63","   6.80","    1965","  0.104"," 11.500","  9.450",,,
"ESO 456-72",273.122,-29.567,2.368,-5.398,"  0.090","  -0.28","  -1.36","    1211","  1.041"," 10.751","  9.490","  0.043",,
"Ruprecht 2",100.254,-29.55,238.774,-15.075,"  0.090","  -1.31","   7.73","    3161","  0.625"," 12.700","  8.945","  0.028",,
"Ruprecht 134",268.179,-29.55,0.27,-1.643,"  0.125","  -0.28","   0.56","    6664","  0.874"," 14.400","  7.880",,,
"NGC 2587",125.858,-29.493,249.448,4.483,"  0.170","  -2.16","   3.70","    2701","  0.100"," 12.190","  8.700",,,
"Haffner 7",110.733,-29.49,242.666,-6.797,"  0.155","  -3.76","   3.99","    1893","  0.354"," 11.500","  9.000",,,
"Trumpler 26",262.132,-29.485,357.535,2.852,"  0.155","  -1.00","  -1.10","    1490","  0.729"," 11.100","  8.170","  0.041",,
"FSR 1391",143.213,-28.848,258.799,16.544,"  0.260","  -5.16","   2.13","    1753","  0.562"," 11.400","  8.400",,,
"Ruprecht 3",100.522,-29.445,238.769,-14.819,"  0.140","  -0.02","   4.64","    1259","  0.000"," 10.500","  9.100",,,
"FSR 1413",149.16,-29.445,263.229,19.644,"  0.100","  -4.12","   3.68","    2255","  0.416"," 11.900","  8.950",,,
"ESO 442-04",188.52,-29.4,298.407,33.319,"  0.280","  -5.93","  -0.17","    1585","  0.000"," 11.000","  9.600",,,
"ESO 437-61",162.007,-29.395,273.06,26.224,"  0.110","  -3.51","  -0.01","    2409","  0.625"," 12.110","  8.800",,,
"ESO 447-29",219.338,-29.395,329.046,28.051,"  0.150","  -6.30","   0.53","    1634","  0.104"," 11.100","  9.500",,,
"ESO 464-09",314.904,-29.395,15.914,-39.437,"  0.090","   2.17","  -5.43","    1031","  0.104"," 10.100","  9.600",,,
"Dutra-Bica 13",268.832,-29.388,0.698,-2.051,"  0.095","  -4.15","  -3.75","    1698","  2.644"," 12.001","  6.900",,,
"ESO 425-15",93.668,-29.38,236.383,-20.34,"  0.105","  -2.60","   3.52","    1070","  0.167"," 10.201","  9.005",,,
"MWSC 5668",94.882,-29.365,236.766,-19.344,"  0.180","  -1.71","   6.90","    2141","  0.458"," 11.800","  8.900","  0.048",,
"Terzan-Ju 20",263.375,-29.323,358.264,2.035,"  0.100","   2.99","  -0.25","    2879","  2.186"," 13.000","  8.800",,,
"Turner 12",119.501,-29.283,246.245,-0.042,"  0.125","   2.47","   2.20","    4499","  0.729"," 13.500","  8.490",,,
"Ruprecht 131",267.3,-29.235,0.149,-0.824,"  0.165","   0.04","  -0.42","     614","  0.104","  8.974","  9.170",,,
"FSR 1320",115.552,-29.23,244.448,-2.981,"  0.090","  -3.92","   5.76","    4712","  0.416"," 13.500","  8.880",,,
"ESO 425-06",91.215,-29.185,235.4,-22.283,"  0.115","   0.27","   1.71","    1077","  0.146"," 10.208","  9.400",,,
"Ruprecht 22",112.325,-29.183,243.043,-5.426,"  0.090","   0.24","   2.82","    1609","  0.208"," 11.100","  9.030",,,
"Collinder 187",126.051,-29.17,249.278,4.806,"  0.100","  -2.83","   1.26","    2187","  0.312"," 11.800","  8.915",,,
"ESO 436-02",153.489,-29.168,266.175,22.243,"  0.155","  -5.45","   3.05","    1370","  0.052"," 10.700","  9.100",,,
