"Cluster","RA_ICRS","e_RA_ICRS","DE_ICRS","e_DE_ICRS","GLON","e_GLON","GLAT","e_GLAT","adeg","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","age","e_age","AG","Z","RV","s_RV","N","o_RV","_RA.icrs","_DE.icrs"
"OC-0558",167.861469,0.022122,-59.53346,0.010833,290.557831,0.011266,0.914404,0.010783,0.01559474,0.191029,0.005519,-7.007336,0.062197,2.310728,0.0643,8.8,0.2,1.94,0.028,20.488096,"            ",18,1,167.86153042,-59.53347027
"OC-0559",166.456414,0.025401,-61.22323,0.020003,290.569373,0.013901,-0.912372,0.01888,0.02344552,0.11206,0.005051,-5.889088,0.105948,2.198191,0.08226,6,0.14,2.22,0.021,"            ","            ",16,0,166.45646837,-61.22323977
"OC-0560",154.557676,0.184906,-72.276919,0.081869,291.775007,0.087923,-12.810827,0.050194,0.10124175,0.537813,0.018984,-6.822534,0.403218,1.702259,0.28583,9.4,0.22,1.4,0.02,"            ","            ",20,0,154.55777561,-72.27692657
"OC-0561",167.334298,0.038523,-63.83295,0.017193,291.960758,0.019906,-3.1576,0.013752,0.02419435,0.377404,0.009575,-8.179294,0.168105,2.934978,0.094635,8.6,0.2,1.92,0.019,"            ","            ",20,0,167.33438043,-63.83296304
"OC-0562",170.531615,0.12663,-61.516413,0.050714,292.493088,0.060758,-0.468143,0.050286,0.07886835,0.278025,0.002275,-5.44686,0.063485,1.290413,0.052175,6.7,0.15,0.72,0.021,"            ","            ",15,0,170.53166576,-61.51641874
"OC-0563",170.679139,0.061601,-62.316931,0.030734,292.82835,0.027889,-1.198355,0.0314,0.0419971,0.187947,0.007124,-5.906001,0.094564,1.384645,0.084366,8.3,0.19,1.14,0.019,"            ","            ",21,0,170.6791955,-62.31693715
"OC-0564",169.911658,0.095407,-63.488006,0.036162,292.899967,0.043254,-2.418396,0.035402,0.05589463,0.5177,0.014397,-6.732626,0.206867,2.153717,0.17482,7.6,0.17,2.62,0.025,"            ","            ",38,0,169.91172503,-63.48801557
"OC-0565",173.519498,0.127552,-60.667558,0.059327,293.594478,0.059065,0.794003,0.062728,0.0861596,1.512309,0.052,-14.354797,0.384552,2.71741,0.138325,7.8,0.18,1.52,0.017,1.266293,9.101666,17,2,173.51962824,-60.66757008
"OC-0566",172.054889,0.070093,-62.990352,0.024527,293.64564,0.029369,-1.628787,0.027439,0.0401925,0.400072,0.00752,-6.402052,0.149253,1.332512,0.096944,6.4,0.15,0.82,0.019,"            ","            ",17,0,172.05495165,-62.99035792
"OC-0567",172.612942,0.087638,-63.10426,0.062497,293.921627,0.038047,-1.658043,0.063485,0.07401297,0.169104,0.019392,-6.510421,0.199717,1.402232,0.191825,9.2,0.21,1.16,0.02,"            ","            ",17,0,172.61300596,-63.10426623
"OC-0568",175.103095,0.095396,-60.475287,0.032343,294.286318,0.050614,1.19871,0.026366,0.05706963,0.536992,0.017745,-6.444511,0.398967,0.789124,0.230674,8.5,0.2,1.18,0.026,"            ","            ",17,0,175.10315312,-60.47529051
"OC-0569",175.325593,0.077585,-61.035616,0.039105,294.542208,0.041291,0.688503,0.035149,0.05422544,0.512034,0.008742,-6.645368,0.166031,0.885376,0.225691,7.3,0.17,4.04,0.023,-2.574977,35.370889,23,2,175.32565399,-61.03561993
"OC-0570",172.548522,0.107239,-66.04947,0.063552,294.80657,0.039123,-4.467731,0.06642,0.07708583,0.628387,0.019452,-7.184141,0.197643,2.274045,0.290206,8.5,0.2,0.34,0.017,"            ","            ",17,0,172.54860065,-66.04948011
"OC-0571",177.315211,0.083233,-61.219575,0.040454,295.518235,0.038976,0.753976,0.04152,0.05694769,0.523728,0.011903,-6.408257,0.343888,0.501591,0.166373,7.9,0.18,1.1,0.028,"            ","            ",18,0,177.31527016,-61.21957723
"OC-0572",177.304765,0.071522,-62.226874,0.030959,295.753746,0.034866,-0.225412,0.029208,0.04548346,0.222993,0.002475,-7.728757,0.14001,1.353345,0.079637,8.2,0.19,4.04,0.016,"            ","            ",29,0,177.30483872,-62.22688001
"OC-0573",176.498126,0.081159,-64.130185,0.045733,295.866764,0.031091,-2.15987,0.048784,0.05784919,0.321132,0.010374,-6.013593,0.209447,0.722546,0.126295,6.6,0.15,1.18,0.018,"            ","            ",16,0,176.49818725,-64.13018821
"OC-0574",177.681069,0.039845,-62.14435,0.021902,295.904919,0.020117,-0.103792,0.020535,0.02874682,0.314171,0.00631,-5.504989,0.07953,0.841451,0.081563,7.8,0.18,0.96,0.027,-14.125146,"            ",25,1,177.68112136,-62.14435374
"OC-0575",178.135696,0.113474,-64.599501,0.021714,296.667382,0.046814,-2.446526,0.025557,0.05333583,0.410201,0.011054,-5.617525,0.200364,0.289339,0.169169,7.4,0.17,0.38,0.028,"            ","            ",33,0,178.13575421,-64.59950229
"OC-0576",180.156599,0.059749,-60.483562,0.04623,296.709486,0.033225,1.772848,0.043597,0.05481422,0.310783,0.00587,-6.368375,0.074672,0.696285,0.089823,7.7,0.18,3.04,0.016,"            ","            ",24,0,180.15665645,-60.48356509
"OC-0577",179.577873,0.032193,-61.869641,0.018241,296.713525,0.01611,0.358999,0.017424,0.02373032,0.182864,0.009674,-6.334769,0.054597,1.099865,0.071001,7.9,0.18,2.48,0.016,"            ","            ",16,0,179.57793272,-61.86964589
"OC-0578",167.637254,0.43309,-76.529436,0.083727,297.038255,0.105398,-14.826424,0.082473,0.13383024,5.177938,0.090669,-21.75841,0.507579,-0.74648,0.476139,6.6,0.15,1.36,0.018,11.36912,5.955675,30,4,167.63766914,-76.52943268
"OC-0579",167.046274,0.25757,-77.588335,0.091479,297.348931,0.058412,-15.850377,0.09101,0.10814241,5.295375,0.107969,-22.974874,0.631032,0.715621,0.928534,6.2,0.14,0.74,0.018,-2.268192,46.917564,37,2,167.04674908,-77.58833818
"OC-0580",180.439081,0.069039,-64.100977,0.029889,297.538777,0.030091,-1.7507,0.029966,0.0424668,0.32222,0.015069,-8.189856,0.120447,0.266885,0.087969,9.2,0.21,1.18,0.016,-6.603223,"            ",94,1,180.43916433,-64.10097819
"OC-0581",182.55325,0.062175,-62.332082,0.025937,298.166519,0.028732,0.157614,0.026096,0.03881403,0.319491,0.010254,-4.778025,0.076393,0.522528,0.068072,8.6,0.2,0.94,0.027,"            ","            ",18,0,182.55329573,-62.33208432
"OC-0582",189.752891,0.088349,-61.239125,0.05315,301.437186,0.041343,1.596528,0.054075,0.06806871,0.531256,0.015749,-4.82004,0.195961,-0.70992,0.21121,7.4,0.17,0.84,0.028,"            ","            ",28,0,189.75293552,-61.23912184
"OC-0583",189.930348,0.065293,-60.665045,0.046483,301.49635,0.031541,2.174028,0.046809,0.05644393,0.18928,0.006488,-7.116144,0.092453,0.175822,0.107281,6.6,0.15,3.28,0.018,"            ","            ",25,0,189.93041256,-60.66504578
"OC-0584",189.538219,0.10155,-68.36624,0.043568,301.702325,0.038177,-5.526242,0.04307,0.05755439,0.51915,0.014946,-6.411366,0.296282,-2.632968,0.133496,9.8,0.23,0.1,0.02,"            ","            ",27,0,189.53829629,-68.3662283
"OC-0585",190.914974,0.041604,-63.102373,0.027196,302.052351,0.019096,-0.243913,0.027005,0.03307457,0.284111,0.003804,-5.978139,0.140439,-0.52903,0.172294,8.5,0.2,1.9,0.019,"            ","            ",16,0,190.91503273,-63.10237065
"OC-0586",193.453574,0.11725,-67.181654,0.043129,303.162959,0.045575,-4.311011,0.04316,0.06276835,0.215292,0.012347,-14.847395,0.099277,1.244174,0.107841,7.7,0.18,1.14,0.028,89.890435,2.013329,72,3,193.45374416,-67.18165953
"OC-0587",193.708836,0.07728,-61.761757,0.031748,303.333837,0.036453,1.107321,0.03188,0.04842681,0.546602,0.024643,-5.198727,0.324102,-1.330041,0.089503,6.9,0.16,1.66,0.028,"            ","            ",23,0,193.70888483,-61.76175109
"OC-0588",195.992487,0.10821,-60.090246,0.061994,304.495337,0.053589,2.743412,0.062372,0.08223167,1.488904,0.068898,-12.054492,0.355921,-3.868477,0.220423,8.8,0.2,2.04,0.017,-1.105769,91.86063,27,4,195.99259444,-60.09022881
"OC-0589",196.4229,0.222452,-61.711586,0.038159,304.6201,0.104905,1.113256,0.039628,0.11214026,0.535382,0.023682,-4.99705,0.211702,-1.58074,0.171907,6.7,0.15,1.9,0.028,"            ","            ",50,0,196.42294686,-61.71157897
"OC-0590",196.455457,0.099455,-59.918547,0.043442,304.735763,0.049941,2.902779,0.043399,0.06616326,1.500983,0.054817,-11.984588,0.249662,-4.131949,0.288309,8.6,0.2,1.74,0.028,3.41002,"            ",16,1,196.45556327,-59.91852864
"OC-0591",196.358081,0.064093,-56.860315,0.019689,304.854105,0.035534,5.959179,0.019139,0.04036046,0.856807,0.035539,-6.273236,0.247287,-0.738613,0.143288,6.9,0.16,1.56,0.028,"            ","            ",16,0,196.358132,-56.86031172
"OC-0592",196.964159,0.113482,-61.204581,0.068517,304.908618,0.0572,1.604088,0.066426,0.08765987,0.530113,0.018595,-4.95669,0.270344,-1.516757,0.178751,7.1,0.16,2.5,0.016,"            ","            ",42,0,196.96420473,-61.20457426
"OC-0593",197.020986,0.092816,-61.276582,0.033521,304.931225,0.044628,1.530502,0.033513,0.05581021,0.308902,0.006543,-4.482323,0.073175,-0.960857,0.071466,7.9,0.18,2.86,0.016,-44.77129,"            ",17,1,197.02102745,-61.27657773
"OC-0594",197.534755,0.032117,-63.194294,0.012248,305.038499,0.014459,-0.399064,0.01228,0.01897,0.185587,0.009634,-7.016321,0.039631,-0.764077,0.043674,9.5,0.22,0.7,0.017,"            ","            ",16,0,197.53482415,-63.1942906
"OC-0595",197.887236,0.055686,-60.459658,0.061706,305.410377,0.025433,2.315266,0.062568,0.06753956,0.517997,0.012272,-4.303712,0.316332,-1.409387,0.321047,7.4,0.17,3.96,0.016,"            ","            ",16,0,197.8872748,-60.45965174
"OC-0596",198.856318,0.040841,-61.592021,0.030938,305.781428,0.01854,1.146938,0.031483,0.03653643,0.5762,0.018981,-6.804754,0.133634,-1.669949,0.134966,8.6,0.2,3.52,0.028,"            ","            ",21,0,198.85638157,-61.59201358
"OC-0597",201.983697,0.089196,-62.522774,0.023693,307.127782,0.0418,0.051246,0.022541,0.04749039,0.54021,0.017665,-5.194521,0.213652,-1.872474,0.119702,7.6,0.17,0.12,0.022,"            ","            ",20,0,201.98374704,-62.52276568
"OC-0598",204.21293,0.065785,-62.082771,0.034917,308.220422,0.030755,0.321751,0.034962,0.04656406,0.527535,0.017536,-5.458659,0.439334,-2.104273,0.233223,6.9,0.16,3.04,0.016,"            ","            ",35,0,204.21298182,-62.08276165
"OC-0599",205.255363,0.061925,-60.206848,0.025218,309.0588,0.030155,2.073724,0.025967,0.03979459,0.327791,0.012327,-5.053237,0.083655,-2.472849,0.091851,9.1,0.21,2.94,0.028,-31.255627,"            ",30,1,205.2554082,-60.20683701
"OC-0600",206.970225,0.060278,-63.423863,0.0267,309.195186,0.027334,-1.240577,0.026333,0.0379549,0.324162,0.010156,-6.547508,0.113191,-1.946527,0.117363,7.4,0.17,0.78,0.028,-51.6434,"            ",32,1,206.97029004,-63.42385435
"OC-0601",207.067481,0.077537,-62.748139,0.025853,309.38531,0.036021,-0.59066,0.025128,0.04391957,0.366944,0.015133,-6.213898,0.066142,-1.431922,0.086492,6.7,0.15,3.54,0.019,-28.786909,0.721961,32,2,207.06754131,-62.74813264
"OC-0602",205.292572,0.073068,-56.642224,0.042942,309.763255,0.041301,5.568431,0.042045,0.05893687,0.589641,0.017626,-4.472791,0.257686,-1.310704,0.266446,8.6,0.2,0.82,0.028,-15.025717,1.229652,24,2,205.29260815,-56.64221817
"OC-0603",208.656141,0.125399,-62.002694,0.033831,310.273855,0.061677,-0.035064,0.028367,0.06788769,0.681646,0.022942,-6.308407,0.202924,-1.465785,0.176652,7.5,0.17,1.16,0.02,"            ","            ",31,0,208.65620073,-62.00268749
"OC-0604",211.390049,0.111546,-64.155073,0.0194,310.902833,0.045244,-2.436493,0.026412,0.05238906,0.607588,0.017066,-7.051894,0.256166,-3.526566,0.161715,8.6,0.2,3.36,0.016,"            ","            ",19,0,211.3901209,-64.15505733
"OC-0605",210.323777,0.111943,-59.597264,0.037354,311.673544,0.052954,2.083571,0.042481,0.06788786,0.529653,0.023961,-6.054448,0.213967,-2.892248,0.156914,9.1,0.21,2.94,0.028,"            ","            ",17,0,210.32383017,-59.59725115
"OC-0606",212.896668,0.100209,-63.146288,0.034823,311.839237,0.047447,-1.669051,0.031825,0.05713185,0.534967,0.02031,-5.181071,0.256511,-2.830049,0.088837,7.9,0.18,1.62,0.016,"            ","            ",18,0,212.89671898,-63.14627542
"OC-0607",213.019975,0.109842,-62.012499,0.049704,312.240201,0.052714,-0.606988,0.048456,0.07160132,0.188858,0.007077,-6.048711,0.095284,-2.378434,0.087844,9,0.21,2.08,0.028,"            ","            ",17,0,213.02003229,-62.01248843
"OC-0608",214.881548,0.072012,-61.427874,0.030123,313.262939,0.033867,-0.335652,0.030764,0.04575366,0.588108,0.015119,-3.188814,0.168566,-3.151449,0.119992,8.8,0.2,1.42,0.022,"            ","            ",18,0,214.88157763,-61.42785999
"OC-0609",217.417821,0.075067,-60.737329,0.042947,314.653795,0.038914,-0.120925,0.040941,0.0564842,0.522041,0.014601,-5.692797,0.332708,-3.229379,0.167575,7.3,0.17,0.28,0.016,"            ","            ",28,0,217.41787276,-60.73731465
"OC-0610",217.66258,0.041631,-60.890565,0.021922,314.707657,0.01976,-0.307527,0.022367,0.02984527,0.334579,0.023033,-5.516809,0.118443,-3.386204,0.130328,9.7,0.22,2.36,0.028,"            ","            ",135,0,217.6626304,-60.89054995
"OC-0611",217.713921,0.083115,-60.885074,0.036675,314.732883,0.043167,-0.311791,0.03343,0.05459812,0.189244,0.005491,-5.482728,0.112803,-3.414305,0.119571,9.2,0.21,3.82,0.028,"            ","            ",20,0,217.71397108,-60.88505883
"OC-0612",216.952092,0.045206,-59.641253,0.01852,314.840245,0.026014,0.983719,0.013726,0.02941311,0.405257,0.008587,-4.868353,0.160772,-2.923311,0.112618,6.6,0.15,3.62,0.017,"            ","            ",17,0,216.95213481,-59.64124001
"OC-0613",219.79486,0.04586,-61.082497,0.011765,315.586165,0.020598,-0.885968,0.01435,0.02510379,0.172625,0.016612,-5.325528,0.154473,-3.116602,0.107423,7.8,0.18,0.88,0.026,"            ","            ",22,0,219.79490895,-61.08248315
"OC-0614",222.555636,0.064738,-61.753493,0.019862,316.500348,0.030418,-2.051786,0.02023,0.03653091,0.319584,0.007685,-3.420516,0.079062,-1.878734,0.135897,8.6,0.2,1.38,0.016,"            ","            ",16,0,222.55566812,-61.75348465
"OC-0615",219.036654,0.059146,-57.866982,0.042075,316.512747,0.03867,2.217125,0.035592,0.05255625,0.66477,0.012429,-3.433355,0.204987,-1.577345,0.075429,8.6,0.2,1.6,0.021,"            ","            ",18,0,219.03668269,-57.86697499
"OC-0616",223.121348,0.076165,-61.472213,0.041586,316.866584,0.037749,-1.919573,0.04036,0.05526225,0.93467,0.026128,-2.281179,0.228751,-1.860684,0.192675,7.7,0.18,1.36,0.028,"            ","            ",20,0,223.12136923,-61.47220473
"OC-0617",221.228076,0.027672,-59.160062,0.027807,317.030415,0.017585,0.569816,0.025793,0.03121716,0.45615,0.010439,-5.231935,0.183021,-3.113641,0.120639,7.1,0.16,2.34,0.017,"            ","            ",25,0,221.22812136,-59.16004816
"OC-0618",220.85728,0.086191,-57.583618,0.030173,317.516954,0.043208,2.081868,0.034354,0.0552008,0.519104,0.015028,-3.541075,0.184924,-2.286378,0.182739,8.7,0.2,1.56,0.019,"            ","            ",29,0,220.85730936,-57.58360784
"OC-0619",223.939324,0.045013,-60.508951,0.015598,317.657766,0.020109,-1.241541,0.018167,0.02710003,0.317295,0.009196,-5.184713,0.093797,-3.344075,0.071554,6.7,0.15,2.3,0.018,"            ","            ",16,0,223.93937081,-60.50893614
"OC-0620",228.716715,0.069954,-62.777673,0.030597,318.520237,0.034667,-4.330878,0.02766,0.04434948,1.259927,0.077033,-3.432845,0.278046,-4.13877,0.248215,6.1,0.14,2.4,0.025,"            ","            ",25,0,228.71674835,-62.77765461
"OC-0621",225.895218,0.05322,-60.00284,0.032587,318.752307,0.018342,-1.254003,0.037867,0.04207539,0.315427,0.009535,-4.661289,0.136294,-3.128965,0.086144,6.6,0.15,1.74,0.02,"            ","            ",15,0,225.89525944,-60.00282609
"OC-0622",226.990233,0.056272,-60.399306,0.038446,319.030767,0.019837,-1.867036,0.043096,0.0474423,0.310885,0.005992,-5.388082,0.142333,-4.436448,0.076646,8,0.18,4.04,0.028,-28.11441,"            ",19,1,226.99028148,-60.39928628
"OC-0623",223.298536,0.064,-54.108277,0.041488,320.267949,0.041055,4.613886,0.038136,0.05603452,0.895722,0.028009,-2.84772,0.204488,-2.286598,0.1167,7.2,0.17,0.64,0.016,"            ","            ",19,0,223.29855759,-54.10826684
"OC-0624",230.527792,0.124251,-60.841477,0.066599,320.280765,0.039929,-3.150391,0.080678,0.09001814,1.152238,0.066776,-2.876644,0.336707,-4.048163,0.256174,6.7,0.15,2.64,0.028,"            ","            ",26,0,230.52781824,-60.84145901
"OC-0625",231.306942,0.129468,-61.051219,0.047332,320.481987,0.04999,-3.533589,0.060642,0.07859041,1.163907,0.069507,-2.462639,0.379188,-4.218755,0.531779,6.8,0.16,4.04,0.027,"            ","            ",37,0,231.30696461,-61.05120025
"OC-0626",227.835428,0.058394,-57.941873,0.031758,320.645579,0.038836,0.035498,0.02147,0.04437562,0.315506,0.007816,-3.92014,0.082678,-1.947168,0.115225,9.5,0.22,1.52,0.028,-68.45483,"            ",15,1,227.83546083,-57.94186435
"OC-0627",230.058471,0.087764,-59.728803,0.05912,320.688252,0.041478,-2.089032,0.061106,0.07385369,1.183014,0.065487,-2.842606,0.334716,-3.09735,0.223481,6.8,0.16,1.98,0.017,"            ","            ",22,0,230.05849606,-59.72878923
"OC-0628",229.924674,0.171277,-59.545751,0.042455,320.729631,0.077343,-1.898404,0.05801,0.0966804,1.169396,0.070112,-2.968148,0.2948,-2.863276,0.341055,6.7,0.15,3.18,0.023,4.672956,15.552143,78,2,229.92470003,-59.54573827
"OC-0629",230.118689,0.058785,-57.158035,0.02155,322.099652,0.029716,0.060089,0.024447,0.03847982,0.409622,0.015699,-4.179282,0.10673,-3.623684,0.172231,6,0.14,1.78,0.028,"            ","            ",25,0,230.11872325,-57.15801889
"OC-0630",233.93175,0.092711,-56.406199,0.079006,324.249546,0.06001,-0.492242,0.072604,0.09419417,1.092693,0.040559,-0.947713,0.44669,-3.572458,0.482518,7.8,0.18,1.96,0.016,"            ","            ",18,0,233.93175761,-56.40618312
"OC-0631",234.843002,0.042488,-55.931922,0.024639,324.939026,0.017571,-0.408676,0.02941,0.03425913,0.147573,0.01475,-3.863438,0.121604,-3.614146,0.114586,8.9,0.2,4.04,0.019,"            ","            ",25,0,234.84303265,-55.93190594
"OC-0632",237.307347,0.048269,-57.641087,0.027551,324.967106,0.020556,-2.586136,0.031698,0.03777979,0.53018,0.01822,-2.508851,0.230846,-2.248065,0.174034,6.7,0.15,3.04,0.028,"            ","            ",17,0,237.30736783,-57.64107701
"OC-0633",236.600854,0.059294,-56.802408,0.031511,325.186833,0.029636,-1.690908,0.034192,0.04524804,0.384602,0.006126,-1.678065,0.109304,-3.190525,0.100849,7.7,0.18,1.62,0.02,"            ","            ",25,0,236.60086762,-56.80239382
"OC-0634",235.843026,0.06422,-56.139167,0.03496,325.260956,0.037558,-0.910145,0.033054,0.05003169,0.15867,0.040512,-4.324269,0.141789,-3.786485,0.109718,8.9,0.2,0.2,0.028,-73.54287,5.198617,117,3,235.84306049,-56.13915017
"OC-0635",235.391625,0.065043,-54.970775,0.025897,325.763517,0.035782,0.175102,0.028004,0.0454376,0.524582,0.015504,-0.887311,0.21758,-0.86389,0.226517,7.8,0.18,0.44,0.016,-38.018575,1.362851,16,2,235.39163187,-54.97077116
"OC-0636",238.082759,0.070348,-55.438612,0.041649,326.683595,0.036766,-1.14032,0.044458,0.05769101,0.524771,0.016354,-1.099432,0.144558,-2.227008,0.137787,7.7,0.18,1.48,0.027,-22.633957,"            ",60,1,238.08276761,-55.4386021
"OC-0637",239.414776,0.070343,-53.063731,0.028247,328.799825,0.041383,0.189028,0.029528,0.05083754,0.716008,0.013561,-3.285658,0.079678,-3.204975,0.119835,6.5,0.15,2.76,0.027,"            ","            ",16,0,239.4148003,-53.06371676
"OC-0638",261.04131,0.164104,-62.860199,0.076738,328.905229,0.091419,-14.767209,0.060632,0.1096981,2.08994,0.068921,-0.335482,0.325215,-8.927655,0.300489,7.8,0.18,2,0.016,"            ","            ",21,0,261.04131327,-62.86015932
"OC-0639",261.146738,0.112924,-62.418063,0.077201,329.321733,0.069726,-14.578774,0.064343,0.09487748,2.040263,0.06794,-0.419066,0.275912,-8.992286,0.219849,7.8,0.18,1.28,0.02,12.187122,"            ",22,1,261.14674202,-62.41802303
"OC-0640",240.414766,0.048102,-52.116142,0.030663,329.878065,0.033851,0.512133,0.025823,0.04257602,0.424516,0.016028,-4.921141,0.156556,-5.42195,0.140081,9.1,0.21,3.82,0.028,"            ","            ",46,0,240.41480162,-52.1161179
"OC-0641",240.45113,0.047214,-52.094893,0.032233,329.908866,0.034577,0.51348,0.026168,0.04336281,0.535218,0.021378,-4.950352,0.229756,-5.404293,0.16109,8.9,0.2,1.94,0.028,"            ","            ",24,0,240.45116581,-52.09486898
"OC-0642",243.546006,0.053918,-54.095124,0.02925,329.936647,0.0309,-2.216207,0.030032,0.0430898,0.475811,0.005132,-1.886907,0.079444,-2.626239,0.103096,8.3,0.19,3.12,0.028,"            ","            ",15,0,243.5460203,-54.09511233
"OC-0643",242.903239,0.046676,-53.038042,0.027182,330.383852,0.027329,-1.185039,0.027928,0.0390749,0.317446,0.005834,-2.491689,0.078565,-2.040235,0.065925,7.7,0.18,3.62,0.016,"            ","            ",18,0,242.90325742,-53.03803293
"OC-0644",241.562307,0.02951,-52.13216,0.017231,330.395046,0.018562,0.03323,0.016748,0.02500087,0.409698,0.009728,-2.916151,0.133079,-4.80718,0.104901,7.8,0.18,0,0.022,"            ","            ",16,0,241.56232811,-52.13213863
"OC-0645",244.456369,0.060037,-53.528526,0.035078,330.717393,0.028968,-2.180808,0.040822,0.05005578,0.33918,0.008732,-0.729264,0.082439,-2.181491,0.068871,9,0.21,3,0.024,-25.308917,11.033074,37,4,244.45637445,-53.5285163
"OC-0646",243.202863,0.0281,-52.397728,0.024659,330.954224,0.019302,-0.841928,0.023014,0.03003683,0.422501,0.00752,-4.375019,0.089038,-4.502092,0.089505,7.5,0.17,3.22,0.019,"            ","            ",19,0,243.20289487,-52.39770799
"OC-0647",244.717892,0.04807,-52.886077,0.043166,331.27889,0.03159,-1.830969,0.041325,0.05201619,0.233742,0.003433,-2.598215,0.118046,-3.963777,0.132504,9.2,0.21,3.86,0.028,-23.0417,"            ",23,1,244.71791114,-52.88605938
"OC-0648",244.758572,0.058899,-52.87575,0.018965,331.303661,0.030653,-1.840806,0.026165,0.04030153,0.285458,0.003793,-2.544905,0.17884,-3.873262,0.187017,9.4,0.22,2.98,0.026,"            ","            ",16,0,244.75859074,-52.87573279
"OC-0649",247.381672,0.053093,-53.331296,0.042162,332.082932,0.039544,-3.283458,0.034992,0.05280311,0.094994,0.006711,-4.293455,0.21716,-5.011893,0.176086,9.1,0.21,0.76,0.017,"            ","            ",17,0,247.38170395,-53.33127372
"OC-0650",244.585333,0.03851,-51.540152,0.02581,332.162617,0.032571,-0.812352,0.013377,0.035211,0.157193,0.007863,-2.745854,0.101399,-2.783943,0.104003,8.9,0.2,0.28,0.02,"            ","            ",15,0,244.58535262,-51.54013963
"OC-0651",244.596904,0.039832,-51.517771,0.028354,332.183407,0.03304,-0.801373,0.018082,0.03766431,0.120515,0.007595,-2.766006,0.121082,-2.818963,0.120466,9.8,0.23,0.16,0.027,"            ","            ",17,0,244.59692376,-51.51775847
"OC-0652",246.335085,0.146786,-52.156028,0.075172,332.491246,0.078147,-2.012207,0.087556,0.11735845,1.135524,0.062371,0.301727,0.334032,-3.594121,0.313749,8,0.18,2.66,0.028,-25.434717,6.861931,49,3,246.33508281,-52.15601203
"OC-0653",245.881468,0.037298,-51.870869,0.019292,332.499136,0.018334,-1.613161,0.023803,0.03004527,0.323937,0.008045,-0.502982,0.073271,-2.217852,0.070082,8,0.18,3.24,0.025,-43.423584,"            ",25,1,245.88147162,-51.87085914
"OC-0654",248.331115,0.046394,-52.546133,0.028588,333.048702,0.02217,-3.164766,0.033517,0.0401858,0.61512,0.017458,-2.583223,0.152192,-5.045571,0.188823,8.1,0.19,1.12,0.027,-34.251832,1.335093,25,3,248.33113388,-52.54611058
"OC-0655",247.012153,0.038679,-51.488898,0.033046,333.262208,0.031319,-1.849094,0.026311,0.04090414,0.487994,0.00546,-1.405947,0.10971,-3.458788,0.080621,7.8,0.18,3.18,0.021,-39.38332,"            ",15,1,247.01216304,-51.48888263
"OC-0656",245.170391,0.034326,-48.525382,0.025906,334.545441,0.023365,1.072478,0.025345,0.03447162,0.519274,0.008711,-2.49179,0.201028,-2.369673,0.219545,6.5,0.15,3.22,0.02,"            ","            ",17,0,245.17040772,-48.52537147
"OC-0657",247.015019,0.039453,-49.610838,0.025046,334.618988,0.023231,-0.550192,0.027224,0.03578862,0.316719,0.004665,-2.284021,0.108399,-2.811697,0.147941,6.5,0.15,3.96,0.028,"            ","            ",15,0,247.01503467,-49.6108255
"OC-0658",248.201004,0.120413,-49.916196,0.088029,334.923082,0.050029,-1.31671,0.106093,0.11729717,0.665465,0.031624,-0.797351,0.231144,-2.771241,0.227482,6.3,0.14,0.98,0.028,"            ","            ",107,0,248.2010095,-49.91618368
"OC-0659",248.722305,0.070013,-50.191407,0.038901,334.948097,0.037998,-1.749352,0.045602,0.05935815,0.663427,0.015091,-0.925334,0.224809,-2.726194,0.260857,6.5,0.15,3.12,0.019,"            ","            ",24,0,248.72231142,-50.19139488
"OC-0660",249.248404,0.073815,-50.310785,0.028832,335.08642,0.032238,-2.078446,0.044894,0.05526988,0.681493,0.017897,-0.748278,0.212975,-2.872796,0.281026,6.6,0.15,1.48,0.028,"            ","            ",15,0,249.24840921,-50.31077223
"OC-0661",248.666723,0.025519,-49.807377,0.020653,335.206964,0.017515,-1.463331,0.019778,0.02641864,0.764509,0.006797,-0.901009,0.210381,-2.769877,0.136068,8.4,0.19,1.32,0.017,"            ","            ",17,0,248.66672921,-49.80736469
"OC-0662",246.37404,0.029843,-47.953109,0.032747,335.516392,0.023397,0.906213,0.030407,0.03836672,0.520423,0.014216,-2.7475,0.285471,-3.790632,0.222058,8.4,0.19,1.92,0.02,"            ","            ",17,0,246.37405823,-47.95309215
"OC-0663",247.228051,0.046251,-46.079834,0.036512,337.269276,0.025312,1.787787,0.041504,0.04861357,0.547354,0.014462,-3.229387,0.367182,-4.227103,0.264253,8.7,0.2,1.54,0.028,"            ","            ",15,0,247.22807169,-46.07981521
"OC-0664",248.425085,0.033547,-45.805258,0.015571,338.03951,0.022209,1.368904,0.017216,0.02810036,0.14651,0.009022,-2.78126,0.131598,-3.474053,0.102771,9.1,0.21,0.48,0.017,"            ","            ",15,0,248.42510273,-45.80524256
"OC-0665",250.147532,0.038684,-45.474791,0.019746,339.092572,0.020559,0.697464,0.026513,0.03355014,0.1808,0.011137,-2.817723,0.123221,-4.141363,0.132677,9.6,0.22,2.3,0.028,"            ","            ",30,0,250.14754986,-45.47477259
"OC-0666",242.142811,0.077431,-39.076122,0.037411,339.544489,0.05106,9.396181,0.049752,0.07129085,6.313724,0.080019,-9.810249,0.705875,-23.500845,0.591297,6.6,0.15,1.16,0.021,-4.243456,"            ",26,1,242.14286716,-39.07601755
