CWNU_id,l,b,sig_l,sig_b,n,plx,sig_plx,pmx,sig_pmx,pmy,sig_pmy,rv,sig_rv,nrv,logage,A0,m-M,class,RA_ICRS,DE_ICRS
CWNU_2521,240.112,-0.284,0.148,0.067,36,0.361,0.065,-2.238,0.053,3.127,0.084,,,0,8.0,1.25,12.0,1,115.76786,-24.12895
CWNU_2522,287.64,2.031,0.079,0.131,36,0.381,0.024,-6.701,0.056,2.657,0.053,,,0,7.6,1.35,11.95,1,163.63355,-57.32838
CWNU_2523,245.788,-0.608,0.093,0.044,36,0.259,0.049,-2.749,0.073,4.049,0.057,,,0,6.95,2.95,13.25,1,118.67428,-29.18672
CWNU_2524,204.715,-5.192,0.324,0.461,36,0.629,0.084,0.737,0.134,-2.794,0.111,,,0,8.7,1.4,10.9,1,94.4658,4.89976
CWNU_2525,229.375,-1.119,0.06,0.069,36,0.327,0.04,-1.523,0.086,2.631,0.097,93.83,3.85,2,8.95,1.1,12.2,1,109.5017,-15.11631
CWNU_2526,276.335,1.846,0.081,0.125,36,0.303,0.064,-5.061,0.053,3.587,0.086,6.47,,1,8.85,1.6,12.3,1,147.12749,-51.32529
CWNU_2527,231.888,2.05,0.29,0.176,90,0.387,0.048,-2.191,0.09,1.948,0.084,58.29,,1,8.55,0.8,11.8,1,113.63406,-15.81966
CWNU_2528,266.323,-1.085,0.099,0.056,36,0.504,0.029,-4.905,0.071,3.694,0.103,,,0,7.4,2.95,11.35,1,133.20924,-46.29623
CWNU_2529,292.13,-0.538,0.007,0.008,35,0.125,0.025,-5.369,0.07,1.773,0.075,,,0,6.6,6.9,14.95,1,169.76704,-61.45731
CWNU_2530,7.21,-0.027,0.058,0.04,89,0.408,0.062,0.061,0.106,-1.177,0.078,7.79,44.04,3,7.45,4.85,11.55,1,270.49582,-22.73522
CWNU_2531,288.297,-1.303,0.039,0.05,35,0.391,0.047,-6.802,0.073,2.319,0.046,,,0,7.5,1.6,11.85,1,161.88659,-60.60527
CWNU_2532,245.042,1.37,0.146,0.033,10,0.234,0.025,-1.796,0.058,2.483,0.047,,,0,6.9,0.5,13.7,1,120.14972,-27.51842
CWNU_2533,176.324,3.013,0.106,0.063,10,0.539,0.033,-0.638,0.097,-1.547,0.029,,,0,8.9,1.15,11.7,1,87.19679,33.63951
CWNU_2534,85.766,2.131,0.157,0.085,42,0.319,0.032,-3.032,0.117,-4.564,0.107,,,0,6.8,2.6,12.75,1,311.52322,46.52603
CWNU_2535,200.216,1.48,0.455,0.285,106,0.486,0.048,-0.346,0.075,-0.966,0.089,,,0,7.45,1.8,11.35,1,98.32421,11.98253
CWNU_2536,122.635,-1.002,0.166,0.11,35,0.337,0.036,-2.052,0.103,-0.725,0.108,-62.08,,1,8.25,2.9,12.05,1,12.22984,61.8683
CWNU_2537,245.294,-6.492,0.159,0.196,35,0.353,0.035,-1.771,0.08,1.457,0.108,31.55,,1,8.9,0.7,12.1,1,112.45491,-31.66036
CWNU_2538,292.099,-1.222,0.1,0.051,34,0.444,0.031,-6.172,0.064,1.693,0.059,,,0,7.3,1.1,11.65,1,169.19496,-62.08629
CWNU_2539,298.1,-0.987,0.026,0.034,34,0.255,0.029,-5.058,0.079,0.448,0.051,,,0,8.4,2.6,12.65,1,181.99862,-63.45045
CWNU_2540,23.881,-0.088,0.03,0.062,34,0.442,0.055,-0.131,0.109,-1.308,0.052,,,0,7.25,3.3,11.35,1,278.78393,-8.08871
CWNU_2541,101.384,-2.582,0.048,0.05,34,0.322,0.038,-4.111,0.075,-4.18,0.079,-65.98,,1,8.65,2,12.25,1,334.51108,53.7462
CWNU_2542,156.737,-3.502,0.272,0.12,34,0.396,0.063,0.364,0.082,-1.426,0.133,-22.92,23.98,2,8.2,2.7,11.95,1,64.94432,45.25838
CWNU_2543,25.324,-0.584,0.045,0.034,83,0.3,0.038,0.028,0.068,-1.991,0.073,28.04,2.67,15,8.45,5.6,12.3,1,279.89689,-7.03468
CWNU_2544,101.577,-1.441,0.056,0.082,34,0.25,0.044,-2.82,0.08,-2.73,0.06,,,0,7.3,1.45,12.8,1,333.69594,54.80099
CWNU_2545,285.6,1.195,0.151,0.051,34,0.411,0.038,-6.309,0.091,3.155,0.063,,,0,8.4,1.05,11.75,1,159.57832,-57.12785
CWNU_2546,254.337,-0.091,0.119,0.077,82,0.271,0.037,-2.732,0.094,3.083,0.102,,,0,6.95,2.65,13.2,1,124.67033,-36.11035
CWNU_2547,20.361,-1.821,0.022,0.04,34,0.327,0.042,-0.222,0.072,-0.778,0.083,24.31,,1,8.6,3.55,12.1,1,278.70191,-12.0108
CWNU_2548,305.35,1.524,0.133,0.064,34,0.329,0.043,-7.953,0.098,-1.11,0.072,-8.15,19.01,2,8.8,2.45,12.05,1,197.8905,-61.25323
CWNU_2549,287.943,1.267,0.153,0.044,34,0.338,0.048,-6.34,0.087,2.735,0.068,,,0,7.5,1.65,12.1,1,163.52102,-58.14802
CWNU_2550,340.222,0.429,0.094,0.083,34,0.382,0.046,-0.574,0.088,-2.252,0.055,-81.51,,1,7.4,3.2,11.95,1,251.48554,-44.79896
CWNU_2551,13.983,0.473,0.112,0.049,44,0.351,0.054,-0.18,0.084,-1.661,0.116,28.38,,1,6.15,5.4,12.75,1,273.52794,-16.57244
CWNU_2552,305.747,0.686,0.094,0.043,34,0.259,0.047,-6.148,0.07,-0.83,0.065,-35.07,,1,8.25,3.15,12.65,1,198.87464,-62.05417
CWNU_2553,15.39,0.681,0.135,0.091,34,0.602,0.055,0.163,0.125,-1.367,0.094,-5.98,,1,7.6,1.95,11.15,1,274.03574,-15.23668
CWNU_2554,286.609,0.329,0.081,0.058,79,0.327,0.035,-6.492,0.045,3.458,0.048,-13.17,4.71,2,7.85,2,12.25,1,160.4507,-58.37333
CWNU_2555,102.173,-0.986,0.019,0.02,33,0.216,0.038,-3.054,0.088,-2.784,0.045,-102.84,3.72,3,9.1,2.6,13.5,1,334.11453,55.51154
CWNU_2556,112.574,-4.623,0.066,0.043,33,0.188,0.028,-1.947,0.102,-1.084,0.066,,,0,8.7,2.25,13.9,1,353.80365,56.70805
CWNU_2557,276.408,-2.926,0.165,0.147,79,0.402,0.033,-5.186,0.076,4.194,0.063,,,0,7.7,1.7,11.8,1,141.92718,-54.94022
CWNU_2558,211.425,-0.991,0.312,0.126,78,0.673,0.046,-1.479,0.081,0.797,0.076,38.93,,1,8.7,1.05,10.8,1,101.29021,0.88896
CWNU_2559,321.951,2.641,0.127,0.11,33,0.549,0.046,-3.535,0.154,-2.309,0.126,,,0,6.75,1.05,11.55,1,227.47368,-55.0347
CWNU_2560,339.791,-1.506,0.038,0.053,78,0.414,0.044,-2.739,0.064,-4.211,0.067,19.28,58.84,2,7.9,5.25,11.7,1,253.2105,-46.37154
CWNU_2561,237.333,-0.532,0.19,0.1,33,0.36,0.086,-2.153,0.076,2.143,0.058,37.27,,1,8.8,0.9,11.95,1,114.04702,-21.83231
CWNU_2562,295.574,1.46,0.177,0.083,33,0.467,0.03,-6.127,0.049,0.488,0.094,,,0,7.35,1.05,11.55,1,177.7678,-60.54648
CWNU_2563,76.75,-2.905,0.287,0.088,33,0.353,0.044,-3.449,0.125,-4.196,0.067,,,0,7.1,2.85,12.15,1,309.431,36.32044
CWNU_2564,108.896,1.688,0.021,0.017,33,0.228,0.035,-3.454,0.057,-1.988,0.072,,,0,6.25,5,13.65,1,342.6256,61.21987
CWNU_2565,334.17,-0.509,0.05,0.033,33,0.341,0.053,-1.848,0.122,-2.101,0.05,,,0,6.8,3.8,12.05,1,246.48619,-49.90505
CWNU_2566,336.267,-0.631,0.106,0.058,33,0.449,0.073,-2.095,0.102,-3.071,0.075,,,0,6.9,2.7,11.5,1,248.82412,-48.46371
CWNU_2567,243.217,-2.743,0.054,0.066,33,0.295,0.044,-0.839,0.063,1.859,0.058,47.06,12.7,4,9.0,2.25,12.4,1,115.09831,-28.04279
CWNU_2568,343.347,0.11,0.124,0.096,76,0.629,0.045,-1.922,0.157,-3.117,0.094,14.19,1.85,10,9.15,3.3,10.8,1,254.5735,-42.58875
CWNU_2569,1.634,0.262,0.042,0.047,33,0.423,0.068,0.867,0.082,0.477,0.078,-18.06,,1,7.9,4.55,11.55,1,267.11195,-27.40313
CWNU_2570,327.823,-1.603,0.021,0.02,33,0.231,0.045,-3.818,0.084,-3.784,0.086,-74.99,0.65,3,8.8,3.7,12.65,1,240.13518,-55.06042
CWNU_2571,63.161,-5.418,0.194,0.051,33,0.425,0.035,-0.305,0.094,-3.45,0.052,-19.8,,1,9.05,1.25,11.65,1,302.83034,23.76685
CWNU_2572,342.403,-1.32,0.227,0.272,90,0.371,0.045,-1.774,0.16,-3.081,0.12,-42.52,3.06,3,8.0,3.9,11.8,1,255.31917,-44.21431
CWNU_2573,307.468,-1.335,0.028,0.031,32,0.339,0.025,-5.756,0.054,-2.424,0.068,-32.0,,1,6.9,1.4,12.25,1,203.19136,-63.84217
CWNU_2574,18.834,-0.964,0.113,0.048,73,0.538,0.057,-0.412,0.078,-2.59,0.076,,,0,7.35,2.35,11.1,1,277.20125,-12.96901
CWNU_2575,225.102,0.464,0.122,0.093,73,0.339,0.037,-1.377,0.12,1.444,0.093,123.37,,1,7.4,2,12.1,1,108.89388,-10.59837
CWNU_2576,206.509,-3.87,0.422,0.182,26,0.735,0.04,1.565,0.115,-1.155,0.091,54.87,,1,8.8,1.5,10.8,1,96.47369,3.93112
CWNU_2577,155.291,1.241,0.152,0.074,11,0.335,0.023,-0.042,0.062,-0.947,0.079,,,0,7.7,4.25,12.85,1,68.50183,49.59497
CWNU_2578,174.508,-0.795,0.281,0.266,42,0.384,0.05,0.825,0.205,-1.295,0.155,-66.44,,1,8.9,1.4,12.15,1,82.17887,33.14264
CWNU_2579,304.17,4.907,0.086,0.116,32,0.492,0.062,-4.846,0.07,-0.59,0.094,,,0,7.7,0.95,11.35,1,195.184,-57.9424
CWNU_2580,156.736,-3.063,0.177,0.083,72,0.391,0.048,-0.071,0.119,-1.018,0.098,-20.36,,1,8.15,3.15,11.9,1,65.38445,45.57026
CWNU_2581,43.913,0.902,0.039,0.03,71,0.28,0.055,-0.834,0.065,-3.64,0.09,36.12,0.54,3,8.4,4.65,12.35,1,287.10331,10.17681
CWNU_2582,343.066,-1.381,0.189,0.098,32,0.414,0.049,-1.301,0.093,-3.709,0.125,-28.73,,1,8.7,3.45,11.6,1,255.94901,-43.72689
CWNU_2583,99.771,2.661,0.181,0.167,70,0.446,0.03,-4.514,0.089,-3.503,0.114,,,0,7.25,3.5,11.55,1,326.71212,56.98688
CWNU_2584,29.735,0.739,0.068,0.048,32,0.416,0.057,-0.052,0.061,-0.354,0.071,19.05,2.46,3,8.1,3.3,11.65,1,280.74242,-2.50734
CWNU_2585,117.595,5.962,0.139,0.098,70,0.347,0.058,-2.826,0.097,0.185,0.102,-52.41,2.44,5,9.35,3.1,12.15,1,358.41377,68.23297
CWNU_2586,340.205,0.471,0.034,0.019,26,0.234,0.039,-2.415,0.085,-4.285,0.096,-55.47,42.35,2,6.6,7.25,12.85,1,251.425,-44.78456
CWNU_2587,248.097,0.868,0.085,0.068,75,0.35,0.063,-2.748,0.094,2.869,0.11,34.95,,1,8.15,1.4,12.2,1,121.52133,-30.37173
CWNU_2588,249.982,0.428,0.044,0.052,31,0.244,0.058,-2.296,0.088,3.043,0.088,73.06,38.36,2,8.75,1.65,12.7,1,122.28029,-32.19539
CWNU_2589,224.185,0.403,0.136,0.094,69,0.306,0.039,-1.261,0.081,0.622,0.089,78.19,16.04,3,8.5,1.75,12.55,1,108.40603,-9.81477
CWNU_2590,19.186,0.164,0.035,0.057,69,0.352,0.04,-0.947,0.072,-3.598,0.072,23.35,2.21,9,8.85,3.8,11.95,1,276.34641,-12.13231
CWNU_2591,327.454,0.116,0.184,0.113,31,0.675,0.023,-2.134,0.082,-3.103,0.081,,,0,7.6,2.4,10.75,1,237.74839,-53.97764
CWNU_2592,59.898,-2.006,0.066,0.059,31,0.244,0.048,-2.486,0.069,-4.933,0.056,,,0,6.95,2.85,13.15,1,297.80715,22.79083
CWNU_2593,299.303,-2.076,0.091,0.039,31,0.238,0.029,-7.343,0.053,0.208,0.064,-14.98,1.28,5,8.5,2.75,12.8,1,184.34555,-64.70752
CWNU_2594,83.641,3.303,0.108,0.042,68,0.412,0.041,-2.088,0.133,-4.854,0.138,,,0,7.05,2.35,11.7,1,308.32207,45.55523
CWNU_2595,195.922,-1.675,0.127,0.148,68,0.273,0.048,-0.011,0.12,-0.686,0.104,30.24,20.19,4,7.85,3.05,13.35,1,93.3947,14.29503
CWNU_2596,229.15,-1.997,0.209,0.078,31,0.456,0.037,-1.742,0.077,1.264,0.07,,,0,7.6,1.3,11.6,1,108.58783,-15.32579
CWNU_2597,9.53,-1.008,0.036,0.033,11,0.666,0.03,0.949,0.023,-1.142,0.038,,,0,8.0,1.8,11.0,1,272.64012,-21.18935
CWNU_2598,8.065,-0.404,0.039,0.032,67,0.436,0.061,-0.222,0.124,-3.594,0.083,-20.58,1.45,2,8.55,5.2,11.4,1,271.30603,-22.17623
CWNU_2599,300.145,-0.085,0.023,0.032,31,0.286,0.036,-6.131,0.072,-0.364,0.072,,,0,6.7,4.45,12.45,1,186.74827,-62.8244
CWNU_2600,310.428,-1.693,0.085,0.088,31,0.489,0.042,-4.873,0.063,-1.724,0.063,3.69,,1,8.6,1.15,11.45,1,209.89442,-63.56867
CWNU_2601,287.614,-2.767,0.022,0.02,31,0.178,0.021,-5.129,0.039,2.142,0.035,13.58,2.1,2,8.6,1.65,13.45,1,159.20335,-61.56799
CWNU_2602,321.487,-1.528,0.047,0.032,31,0.297,0.049,-3.949,0.05,-3.597,0.06,-21.2,30.82,2,7.0,6,13.05,1,230.77485,-58.8243
CWNU_2603,40.871,-2.679,0.086,0.073,67,0.491,0.042,-0.17,0.113,-4.653,0.072,14.32,6.51,2,8.45,2.75,11.7,1,288.88966,5.82429
CWNU_2604,88.03,-0.74,0.143,0.049,31,0.404,0.041,-3.087,0.07,-3.185,0.063,,,0,8.8,0.95,11.75,1,316.82689,46.38227
CWNU_2605,80.238,1.418,0.234,0.134,31,0.61,0.054,-2.436,0.091,-2.902,0.133,,,0,6.9,5.75,10.9,1,307.64511,41.69866
CWNU_2606,345.502,-1.317,0.069,0.066,31,0.658,0.044,1.05,0.105,-2.213,0.065,,,0,7.4,2.15,10.8,1,257.86676,-41.73907
CWNU_2607,289.709,-1.802,0.037,0.037,31,0.41,0.028,-6.647,0.083,2.67,0.061,,,0,7.9,0.8,11.85,1,164.04886,-61.67888
CWNU_2608,90.766,0.535,0.13,0.115,31,0.618,0.044,-1.587,0.095,-1.638,0.065,,,0,6.85,2.45,11.2,1,318.21273,49.25383
CWNU_2609,236.968,-1.337,0.158,0.062,31,0.316,0.046,-1.858,0.116,2.605,0.092,,,0,7.35,2.55,12.8,1,113.09772,-21.90344
CWNU_2610,263.421,-2.92,0.207,0.144,66,0.271,0.063,-3.205,0.101,3.921,0.095,75.88,16.41,4,8.85,1.95,12.55,1,128.57426,-45.15083
CWNU_2611,347.468,-1.298,0.042,0.054,31,0.424,0.047,-0.999,0.066,-2.734,0.073,-52.51,20.71,2,8.7,3.3,11.7,1,259.36604,-40.13253
CWNU_2612,3.192,-14.084,0.199,0.172,31,0.538,0.079,1.807,0.128,-0.299,0.169,-11.7,23.3,2,9.6,0.4,11.65,1,282.66735,-32.62788
CWNU_2613,99.826,1.862,0.075,0.145,65,0.46,0.059,-4.331,0.086,-3.642,0.084,,,0,6.9,3.35,11.65,1,327.71604,56.40586
CWNU_2614,113.91,2.807,0.075,0.037,11,0.206,0.01,-2.398,0.044,-1.022,0.087,,,0,6.55,3.55,13.85,1,351.7745,64.19137
CWNU_2615,246.151,1.417,0.1,0.058,31,0.233,0.05,-1.938,0.091,2.28,0.065,,,0,9.25,1.05,13.35,1,120.85949,-28.4341
CWNU_2616,305.765,-1.163,0.007,0.009,13,0.212,0.007,-5.878,0.049,-0.496,0.045,,,0,6.45,3.7,13.35,1,199.30719,-63.89279
CWNU_2617,74.357,2.092,0.074,0.071,31,0.424,0.024,-2.493,0.051,-5.615,0.081,,,0,7.35,1.8,11.75,1,302.60771,37.23638
CWNU_2618,80.616,5.405,0.261,0.164,31,0.351,0.045,-2.162,0.115,-5.186,0.081,,,0,6.15,1.65,12.45,1,303.45363,44.27651
CWNU_2619,86.079,-0.678,0.029,0.023,64,0.326,0.039,-3.57,0.052,-4.558,0.076,,,0,7.2,2.45,12.55,1,314.90252,44.9673
CWNU_2620,91.587,-1.024,0.11,0.044,11,0.447,0.041,-1.992,0.029,-2.7,0.107,,,0,6.55,0.5,11.95,1,320.7859,48.74872
CWNU_2621,345.819,-2.83,0.038,0.065,30,0.272,0.039,-0.927,0.107,-3.178,0.12,-69.45,12.69,2,8.75,5.1,12.4,1,259.77221,-42.36172
CWNU_2622,345.643,-1.577,0.074,0.115,64,0.446,0.039,-1.491,0.117,-3.996,0.116,-13.27,45.01,2,8.55,2.95,11.45,1,258.25973,-41.77827
CWNU_2623,148.68,1.038,0.105,0.089,64,0.256,0.052,0.127,0.083,-0.354,0.085,,,0,6.7,4.55,13.5,1,60.61018,54.07176
CWNU_2624,32.158,-4.425,0.217,0.104,30,0.51,0.045,-0.557,0.098,-2.959,0.1,,,0,7.45,2.6,11.2,1,286.44827,-2.70343
CWNU_2625,70.255,0.711,0.024,0.011,10,0.235,0.007,-2.375,0.054,-5.187,0.058,-7.39,,1,8.9,2.95,12.8,1,301.31685,33.04
CWNU_2626,21.566,-1.256,0.047,0.047,63,0.363,0.049,-0.487,0.104,-3.098,0.086,,,0,6.35,6.45,12.3,1,278.75514,-10.68134
CWNU_2627,216.5,0.658,0.169,0.178,63,0.539,0.042,-1.533,0.104,0.935,0.058,,,0,7.65,0.5,11.45,1,105.07425,-2.87446
CWNU_2628,209.449,-1.798,0.213,0.246,63,0.438,0.074,-0.537,0.103,-0.906,0.13,,,0,7.4,1.85,11.55,1,99.66898,2.2772
CWNU_2629,314.856,1.622,0.092,0.124,63,0.359,0.051,-5.645,0.105,-2.649,0.093,-10.05,20.36,4,8.15,4.7,11.9,1,216.5298,-59.04019
CWNU_2630,47.136,-2.106,0.064,0.069,30,0.41,0.035,-2.066,0.068,-4.26,0.073,37.77,22.42,2,7.85,4.9,11.75,1,291.34407,11.6234
CWNU_2631,310.002,-1.074,0.058,0.062,62,0.328,0.05,-5.034,0.067,-2.003,0.065,-49.19,,1,8.0,3.9,12.1,1,208.62969,-63.07659
CWNU_2632,301.344,0.017,0.108,0.065,30,0.315,0.046,-5.318,0.058,-0.785,0.075,-2.0,0.93,3,8.85,3.5,12.25,1,189.38248,-62.81186
CWNU_2633,40.096,-1.708,0.297,0.12,30,0.746,0.046,-2.106,0.079,-4.103,0.084,,,0,7.45,2.6,10.55,1,287.66454,5.58666
CWNU_2634,298.498,1.526,0.049,0.047,62,0.25,0.033,-7.225,0.047,0.549,0.067,,,0,6.8,3.4,13.2,1,183.67851,-61.0292
CWNU_2635,75.619,-5.093,0.096,0.183,36,0.347,0.069,-2.207,0.205,-3.948,0.098,,,0,9.5,1.3,12.05,1,310.71537,34.09352
CWNU_2636,172.112,2.995,0.053,0.058,62,0.29,0.084,0.343,0.114,-1.485,0.151,11.62,7.56,3,8.75,1.3,12.35,1,84.47573,37.2145
CWNU_2637,188.128,-1.069,0.16,0.328,61,0.286,0.048,-0.2,0.085,-1.445,0.076,,,0,6.95,3.45,12.8,1,89.9597,21.39469
CWNU_2638,284.429,1.857,0.082,0.079,60,0.383,0.042,-6.144,0.072,2.825,0.085,,,0,8.4,1.9,11.85,1,158.33147,-55.97187
CWNU_2639,311.41,1.215,0.202,0.102,30,0.421,0.048,-5.872,0.135,-2.47,0.081,,,0,6.8,1.05,11.75,1,210.27954,-60.50468
CWNU_2640,249.761,2.752,0.042,0.077,30,0.199,0.046,-2.276,0.091,2.429,0.081,,,0,8.9,0.8,13.1,1,124.4099,-30.72894
CWNU_2641,305.547,-1.452,0.12,0.066,60,0.411,0.032,-4.842,0.051,-1.588,0.062,-16.02,,1,8.4,1.95,11.8,1,198.87533,-64.2015
CWNU_2642,352.492,-6.248,0.224,0.14,30,0.774,0.047,0.481,0.084,-1.181,0.076,,,0,7.8,1,10.45,1,268.2533,-38.57128
CWNU_2643,323.97,-1.464,0.063,0.035,37,0.346,0.044,-3.367,0.09,-3.682,0.082,,,0,6.15,1.65,12.0,1,234.56488,-57.35638
CWNU_2644,196.08,-7.157,0.306,0.163,59,0.475,0.062,0.362,0.111,-2.752,0.081,45.1,,1,8.85,0.7,11.35,1,88.55995,11.48937
CWNU_2645,62.342,-3.664,0.113,0.138,59,0.502,0.042,-2.286,0.076,-4.898,0.086,-1.66,,1,7.75,2.9,11.3,1,300.73202,24.01663
CWNU_2646,277.131,-0.033,0.039,0.051,45,0.303,0.027,-4.547,0.091,3.369,0.071,5.47,,1,8.9,3.45,12.25,1,146.14974,-53.27638
CWNU_2647,41.142,-1.957,0.142,0.112,59,0.422,0.038,-1.43,0.073,-3.996,0.063,,,0,7.3,3.25,11.65,1,288.37233,6.39875
CWNU_2648,87.374,0.102,0.122,0.076,30,0.304,0.042,-3.511,0.043,-4.625,0.049,,,0,7.5,1.85,12.4,1,315.28222,46.45562
CWNU_2649,91.197,0.422,0.047,0.021,10,0.516,0.033,-2.567,0.043,-4.355,0.103,,,0,6.75,2.55,11.25,1,318.79531,49.48752
CWNU_2650,323.379,-2.485,0.107,0.024,29,0.299,0.043,-3.506,0.066,-4.623,0.066,-25.44,2.4,4,8.05,4,12.75,1,234.81204,-58.5286
CWNU_2651,110.208,-0.904,0.064,0.082,58,0.345,0.047,-3.692,0.075,-2.918,0.092,,,0,6.7,4.35,12.6,1,347.21691,59.40993
CWNU_2652,196.7,-6.623,0.276,0.191,29,0.213,0.027,0.262,0.088,-0.178,0.149,36.96,8.37,3,9.0,0.95,14.1,1,89.34325,11.21688
CWNU_2653,75.253,-4.717,0.091,0.047,29,0.311,0.056,-3.101,0.072,-3.727,0.09,,,0,6.95,1.75,12.35,1,310.08716,34.03424
CWNU_2654,198.718,-6.331,0.228,0.117,29,0.479,0.04,0.333,0.156,-2.547,0.137,,,0,7.8,0.9,11.45,1,90.59637,9.60851
CWNU_2655,207.819,-3.222,0.187,0.237,57,0.391,0.094,-0.269,0.106,-0.999,0.153,38.65,,1,6.2,0.35,12.35,1,97.6542,3.07028
CWNU_2656,331.926,-1.11,0.113,0.079,57,0.541,0.046,-0.946,0.071,-1.75,0.046,,,0,7.9,1.9,11.2,1,244.64819,-51.91838
CWNU_2657,250.152,-1.154,0.027,0.019,29,0.237,0.026,-2.341,0.065,3.72,0.063,,,0,6.9,3,13.2,1,120.80398,-33.18942
CWNU_2658,102.009,-2.72,0.119,0.04,29,0.288,0.084,-2.391,0.103,-2.264,0.127,-78.59,62.92,3,8.5,2.2,13.3,1,335.52546,53.97188
CWNU_2659,22.367,0.236,0.096,0.073,29,0.363,0.039,-0.699,0.119,-2.522,0.067,20.46,7.7,2,8.25,4.95,12.55,1,277.78634,-9.28232
CWNU_2660,21.295,-0.983,0.139,0.067,56,0.621,0.057,1.071,0.068,-2.375,0.076,-14.64,0.71,8,8.95,3.8,10.9,1,278.38149,-10.79613
CWNU_2661,248.107,1.872,0.038,0.032,70,0.213,0.036,-2.792,0.054,2.614,0.062,59.79,1.27,6,8.7,1.8,13.55,1,122.50356,-29.83688
CWNU_2662,27.339,-1.084,0.038,0.026,56,0.266,0.036,-1.326,0.06,-3.199,0.077,43.62,17.64,2,8.3,3.25,12.55,1,281.27095,-5.47141
CWNU_2663,18.16,-0.971,0.046,0.046,29,0.353,0.059,-0.598,0.066,-1.027,0.058,12.56,,1,8.35,2.9,12.05,1,276.88595,-13.56902
CWNU_2664,301.958,1.669,0.115,0.13,56,0.469,0.025,-4.892,0.069,-0.46,0.082,,,0,7.3,2,11.5,1,190.83921,-61.18747
CWNU_2665,228.673,-2.046,0.182,0.102,56,0.352,0.057,-0.956,0.084,1.312,0.095,63.85,1.4,4,7.5,1.9,12.5,1,108.31416,-14.92598
CWNU_2666,21.513,-3.757,0.121,0.086,56,0.555,0.045,0.61,0.089,-0.841,0.08,,,0,7.7,3,11.15,1,280.99935,-11.8705
CWNU_2667,116.433,0.927,0.026,0.025,55,0.257,0.029,-3.248,0.059,-1.097,0.08,-78.56,0.98,2,8.4,2.25,12.75,1,358.39119,63.06619
CWNU_2668,310.912,9.103,0.255,0.155,28,0.518,0.044,-9.524,0.091,-3.319,0.175,,,0,9.5,1.25,11.45,1,206.01082,-52.95174
CWNU_2669,12.248,-0.828,0.076,0.048,28,0.414,0.038,0.881,0.051,-0.278,0.053,47.26,,1,8.3,2.4,12.1,1,273.85822,-18.71804
CWNU_2670,250.036,2.146,0.212,0.13,49,0.232,0.05,-2.399,0.14,2.892,0.078,107.32,8.21,2,8.25,1.65,13.25,1,124.0022,-31.29518
CWNU_2671,296.795,0.961,0.051,0.048,55,0.498,0.045,-6.096,0.055,0.13,0.081,,,0,7.45,0.95,11.4,1,180.00019,-61.29636
CWNU_2672,339.984,0.122,0.045,0.031,55,0.279,0.028,-1.898,0.084,-3.143,0.093,-55.23,,1,7.2,7.6,12.45,1,251.597,-45.17932
CWNU_2673,174.376,1.171,0.116,0.162,62,0.749,0.058,0.289,0.095,-2.369,0.088,,,0,7.4,0.9,10.6,1,84.07273,34.32684
CWNU_2674,56.93,1.675,0.039,0.041,55,0.391,0.06,-2.552,0.071,-4.697,0.069,37.11,0.81,7,8.75,4.9,11.75,1,292.75852,22.0328
CWNU_2675,302.838,-1.516,0.068,0.044,54,0.443,0.03,-4.428,0.052,-1.256,0.055,,,0,7.15,1.95,11.7,1,192.64229,-64.38759
CWNU_2676,355.316,3.014,0.199,0.161,54,0.716,0.057,1.819,0.08,-0.51,0.096,,,0,7.6,2.6,10.6,1,260.5406,-31.23107
CWNU_2677,228.629,-1.907,0.132,0.116,54,0.431,0.034,-1.004,0.059,0.027,0.077,55.94,,1,8.35,1.3,11.65,1,108.42058,-14.82266
CWNU_2678,281.836,-2.462,0.024,0.028,28,0.363,0.053,-6.811,0.08,4.812,0.072,,,0,7.7,1.85,11.95,1,149.94663,-58.12058
CWNU_2679,228.616,-2.878,0.243,0.063,54,0.352,0.043,-0.919,0.054,1.368,0.065,60.57,7.58,2,7.5,1.3,12.1,1,107.52232,-15.2591
CWNU_2680,336.129,-2.152,0.073,0.065,28,0.434,0.052,-2.495,0.073,-4.229,0.051,-28.52,,1,8.2,4.05,11.7,1,250.41077,-49.58179
CWNU_2681,335.643,-0.223,0.107,0.091,28,0.426,0.043,-1.78,0.044,-2.632,0.113,,,0,8.35,2.4,11.75,1,247.73096,-48.6433
CWNU_2682,63.756,-1.765,0.033,0.022,28,0.243,0.047,-2.248,0.054,-4.417,0.053,-0.92,1.06,2,9.4,4.05,12.4,1,299.76963,26.21703
CWNU_2683,205.067,0.756,0.162,0.076,53,0.426,0.051,-0.684,0.106,-0.707,0.088,95.73,,1,8.0,1.85,12.05,1,99.93232,7.3419
CWNU_2684,157.295,-4.422,0.197,0.141,53,0.589,0.058,1.084,0.131,-2.097,0.068,,,0,8.65,1.85,10.95,1,64.59295,44.21245
CWNU_2685,343.027,-1.583,0.088,0.054,36,0.376,0.056,-0.414,0.093,-1.4,0.091,-45.22,16.92,4,8.65,3.45,11.85,1,256.1386,-43.88053
CWNU_2686,79.465,4.639,0.124,0.227,28,0.476,0.054,-3.121,0.084,-5.88,0.103,-19.94,,1,8.85,3.8,11.35,1,303.47011,42.89766
