CWNU_id,l,b,sig_l,sig_b,n,plx,sig_plx,pmx,sig_pmx,pmy,sig_pmy,rv,sig_rv,nrv,logage,A0,m-M,class,RA_ICRS,DE_ICRS
CWNU_1672,195.379,-3.508,0.173,0.141,25,0.559,0.059,1.223,0.104,-2.219,0.089,28.0,,1,8.35,2.6,11.5,1,91.46928,13.88682
CWNU_1673,278.809,-2.574,0.06,0.043,25,0.277,0.043,-5.506,0.045,4.514,0.057,19.22,,1,8.75,3.4,12.55,1,145.48521,-56.29696
CWNU_1674,311.531,-0.382,0.098,0.069,25,0.517,0.041,-3.642,0.058,-2.978,0.076,91.42,,1,6.3,0.55,11.6,1,211.43472,-62.00689
CWNU_1675,14.489,0.47,0.077,0.048,18,0.57,0.039,0.383,0.115,-1.785,0.066,,,0,7.0,2.25,11.05,1,273.78255,-16.12933
CWNU_1676,335.473,-1.176,0.09,0.081,18,0.376,0.033,-1.21,0.043,-2.283,0.073,,,0,6.75,3.95,12.35,1,248.61811,-49.41712
CWNU_1677,311.866,2.223,0.082,0.041,25,0.346,0.016,-4.83,0.074,-2.889,0.047,-36.39,,1,8.55,3.05,12.1,1,210.61468,-59.41122
CWNU_1678,286.649,2.481,0.119,0.045,25,0.463,0.028,-6.93,0.071,3.915,0.079,,,0,8.55,1.45,11.5,1,162.37338,-56.48593
CWNU_1679,248.465,-1.877,0.043,0.035,25,0.32,0.061,-2.949,0.068,2.656,0.055,,,0,7.55,2.35,12.5,1,119.02144,-32.13356
CWNU_1680,67.183,-1.136,0.027,0.013,18,0.292,0.023,-3.096,0.086,-4.854,0.069,15.8,2.26,2,8.75,4.95,12.25,1,301.21696,29.45665
CWNU_1681,155.183,-2.125,0.124,0.123,25,0.361,0.041,1.013,0.046,-1.685,0.054,-44.92,,1,8.65,2.85,12.0,1,64.74372,47.32863
CWNU_1682,84.402,4.427,0.068,0.117,18,0.406,0.021,-2.351,0.083,-5.003,0.068,,,0,7.45,2.1,11.8,1,307.65756,46.83128
CWNU_1683,114.292,-2.636,0.078,0.028,25,0.331,0.023,-3.385,0.031,-2.739,0.092,,,0,6.8,3.7,12.2,1,355.87325,59.09125
CWNU_1684,180.199,-1.139,0.093,0.139,24,0.62,0.041,1.01,0.064,-1.934,0.065,,,0,7.3,1.7,11.0,1,85.41981,28.1693
CWNU_1685,299.807,1.255,0.074,0.076,18,0.454,0.028,-4.433,0.043,0.309,0.054,-18.79,,1,7.55,1.9,11.7,1,186.30992,-61.45769
CWNU_1686,196.202,-6.413,0.189,0.194,24,0.518,0.039,0.354,0.095,-2.889,0.104,,,0,7.6,0.85,11.65,1,89.28169,11.75099
CWNU_1687,236.312,-0.746,0.052,0.114,26,0.273,0.026,-2.056,0.122,2.571,0.1,,,0,7.4,1.5,12.45,1,113.31347,-21.04369
CWNU_1688,160.155,0.917,0.041,0.074,24,0.226,0.04,0.294,0.09,-0.449,0.068,,,0,6.55,3.45,13.65,1,72.88806,45.71636
CWNU_1689,303.76,2.56,0.284,0.034,18,0.356,0.037,-6.93,0.053,-0.297,0.08,-26.88,2.58,2,8.5,1.4,12.1,1,194.52939,-60.30101
CWNU_1690,327.813,-2.296,0.059,0.056,24,0.468,0.03,-2.323,0.07,-4.092,0.078,,,0,7.5,1.95,11.4,1,240.92387,-55.58864
CWNU_1691,6.361,-2.282,0.079,0.047,18,0.508,0.066,1.267,0.1,0.628,0.055,14.69,0.07,3,8.05,3.15,11.35,1,272.19021,-24.57833
CWNU_1692,186.646,2.381,0.275,0.059,18,0.372,0.043,0.681,0.115,-1.316,0.072,,,0,8.65,1.35,12.2,1,92.43655,24.37678
CWNU_1693,156.518,-1.671,0.344,0.199,24,0.614,0.089,1.129,0.116,-1.963,0.078,,,0,7.15,1.85,11.1,1,66.59546,46.70208
CWNU_1694,82.281,3.749,0.192,0.089,18,0.478,0.038,-2.784,0.082,-5.067,0.037,,,0,8.4,2.75,11.45,1,306.68239,44.71633
CWNU_1695,69.309,0.236,0.022,0.028,18,0.385,0.036,-3.447,0.068,-5.012,0.053,,,0,7.5,4.2,12.35,1,301.19187,31.98673
CWNU_1696,293.454,-0.754,0.061,0.069,24,0.285,0.053,-5.833,0.044,1.254,0.055,,,0,6.65,2.55,12.75,1,172.25758,-62.09973
CWNU_1697,122.488,-7.03,0.056,0.089,30,0.256,0.036,-1.927,0.039,-0.777,0.055,-78.8,3.64,6,8.65,2.5,13.2,1,12.07484,55.83904
CWNU_1698,350.624,2.244,0.145,0.045,24,0.61,0.029,-1.589,0.096,-2.718,0.105,,,0,7.4,3.7,10.95,1,258.05378,-35.50335
CWNU_1699,295.231,-0.89,0.06,0.059,24,0.391,0.027,-7.021,0.039,0.882,0.077,,,0,7.5,1.05,11.85,1,175.85014,-62.74005
CWNU_1700,49.366,-1.332,0.024,0.054,18,0.285,0.03,-3.074,0.149,-5.884,0.077,,,0,6.3,5.85,13.1,1,291.73027,13.95269
CWNU_1701,158.757,1.118,0.127,0.05,35,0.31,0.063,0.657,0.163,-1.267,0.15,-27.49,,1,8.8,2.7,12.0,1,71.81236,46.91732
CWNU_1702,348.073,0.023,0.02,0.038,14,0.259,0.029,-1.038,0.06,-2.628,0.058,,,0,6.65,6.8,13.25,1,258.42966,-38.87195
CWNU_1703,332.36,-0.687,0.065,0.052,24,0.47,0.026,-2.852,0.057,-4.497,0.074,-13.56,,1,8.75,2.25,11.45,1,244.6711,-51.31254
CWNU_1704,184.026,1.271,0.049,0.041,24,0.36,0.024,0.811,0.117,-2.005,0.066,,,0,8.25,1.75,12.0,1,89.94907,26.11693
CWNU_1705,64.138,0.697,0.014,0.014,27,0.218,0.03,-3.13,0.055,-5.905,0.073,,,0,7.1,2.5,13.0,1,297.62464,27.81586
CWNU_1706,222.331,-3.115,0.17,0.078,24,0.418,0.029,-1.877,0.113,0.997,0.088,,,0,7.45,2.95,12.05,1,104.37101,-9.78245
CWNU_1707,352.468,-3.776,0.101,0.08,24,0.667,0.035,0.159,0.099,-3.776,0.068,,,0,8.4,2.7,10.75,1,265.54483,-37.32606
CWNU_1708,18.091,0.391,0.077,0.055,18,0.473,0.054,-1.459,0.073,-1.891,0.092,,,0,6.35,4.7,11.35,1,275.61559,-12.99353
CWNU_1709,23.668,-1.76,0.05,0.059,18,0.477,0.036,0.325,0.052,-1.494,0.068,19.27,,1,8.85,2.85,11.4,1,280.1876,-9.04496
CWNU_1710,297.503,-1.542,0.053,0.03,18,0.341,0.033,-6.701,0.049,0.84,0.033,-14.04,,1,7.2,1.8,12.45,1,180.45014,-63.88931
CWNU_1711,316.288,-1.552,0.03,0.042,18,0.396,0.049,-4.849,0.063,-3.258,0.064,,,0,7.2,3.3,11.7,1,221.69717,-61.39594
CWNU_1712,220.269,0.347,0.076,0.096,24,0.726,0.045,-1.385,0.085,0.632,0.097,,,0,7.9,1.15,10.8,1,106.52983,-6.36683
CWNU_1713,51.221,2.756,0.066,0.068,24,0.433,0.059,-1.341,0.071,-4.116,0.075,,,0,6.5,2.55,12.05,1,288.88666,17.51109
CWNU_1714,213.249,-2.705,0.02,0.017,24,0.212,0.024,-0.072,0.125,0.534,0.109,,,0,6.75,2.05,14.2,1,100.596,-1.51504
CWNU_1715,136.834,8.685,0.02,0.011,24,0.22,0.031,0.138,0.046,-0.218,0.048,,,0,8.65,3.2,13.5,1,50.93598,67.34883
CWNU_1716,103.597,2.447,0.044,0.144,24,0.429,0.054,-3.535,0.106,-3.169,0.062,,,0,6.85,2.6,11.75,1,332.69129,59.14799
CWNU_1717,8.843,0.117,0.066,0.1,23,0.284,0.042,-0.792,0.049,-1.967,0.073,,,0,6.55,4.85,12.9,1,271.22728,-21.24276
CWNU_1718,176.215,0.762,0.148,0.107,23,0.484,0.026,-0.28,0.093,-1.4,0.095,,,0,7.05,1.7,11.8,1,84.8386,32.55487
CWNU_1719,7.988,0.993,0.016,0.018,23,0.324,0.022,-0.424,0.071,-2.004,0.069,-13.05,,1,6.45,5.6,12.55,1,269.95578,-21.55393
CWNU_1720,169.929,0.641,0.065,0.067,28,0.287,0.052,0.091,0.087,-2.087,0.093,-18.88,1.31,3,8.9,2.45,12.85,1,80.48547,37.7391
CWNU_1721,103.798,-1.46,0.064,0.077,26,0.47,0.04,-2.171,0.051,-1.933,0.092,,,0,6.8,0.55,11.85,1,336.9997,55.98895
CWNU_1722,120.905,-2.202,0.061,0.052,31,0.287,0.042,-1.596,0.065,-0.906,0.078,,,0,7.45,2.4,12.9,1,8.73026,60.60473
CWNU_1723,299.261,-2.87,0.016,0.05,18,0.517,0.039,-5.521,0.066,-0.099,0.101,,,0,7.65,0.75,11.3,1,183.99299,-65.48865
CWNU_1724,113.599,2.644,0.087,0.023,23,0.329,0.033,-2.643,0.069,-1.692,0.085,-43.78,1.25,2,9.15,2.65,12.15,1,351.22362,63.93638
CWNU_1725,301.293,1.039,0.106,0.083,18,0.503,0.036,-5.111,0.143,-0.284,0.089,-41.11,,1,8.85,1.6,11.4,1,189.39146,-61.7886
CWNU_1726,322.611,-2.013,0.063,0.033,23,0.422,0.021,-3.225,0.048,-4.354,0.053,-42.31,,1,8.6,2.2,11.75,1,233.08937,-58.59517
CWNU_1727,243.098,-2.439,0.063,0.063,18,0.37,0.035,-1.452,0.096,1.121,0.087,55.51,2.14,2,8.15,3.3,12.4,1,115.33144,-27.78959
CWNU_1728,249.14,2.465,0.122,0.061,23,0.223,0.031,-2.412,0.079,2.913,0.114,,,0,7.2,1.4,13.35,1,123.73191,-30.37354
CWNU_1729,229.436,0.598,0.117,0.06,23,0.503,0.049,-0.911,0.06,1.319,0.076,,,0,8.65,1.05,11.55,1,111.09821,-14.36264
CWNU_1730,289.328,-0.267,0.048,0.029,23,0.385,0.02,-6.143,0.051,0.818,0.047,,,0,8.0,1.35,11.9,1,164.68022,-60.12738
CWNU_1731,142.679,-3.636,0.156,0.103,18,0.398,0.038,0.61,0.096,-1.296,0.108,,,0,6.2,1.65,12.45,1,47.68191,53.80843
CWNU_1732,169.819,1.356,0.195,0.129,23,0.708,0.028,2.316,0.052,-5.83,0.053,-9.02,,1,8.75,0.95,10.65,1,81.15512,38.23383
CWNU_1733,241.319,-2.564,0.072,0.031,23,0.544,0.02,-2.825,0.05,2.993,0.038,,,0,8.05,0.65,11.2,1,114.23087,-26.30173
CWNU_1734,288.373,-0.17,0.016,0.014,18,0.214,0.017,-4.064,0.065,1.244,0.077,,,0,8.95,3.45,12.9,1,163.04681,-59.62783
CWNU_1735,75.786,1.921,0.158,0.042,18,0.398,0.018,-2.401,0.06,-4.955,0.055,,,0,7.35,2.8,11.8,1,303.78268,38.33482
CWNU_1736,89.006,2.442,0.106,0.088,18,0.509,0.042,-3.072,0.079,-4.584,0.127,,,0,6.4,0.8,11.65,1,314.23881,49.22099
CWNU_1737,302.607,-0.105,0.021,0.027,23,0.31,0.043,-5.586,0.088,-0.486,0.083,,,0,6.7,4,12.6,1,192.14439,-62.97494
CWNU_1738,71.815,0.424,0.094,0.059,18,0.256,0.018,-2.689,0.042,-4.801,0.056,,,0,6.05,5.4,13.25,1,302.62028,34.19659
CWNU_1739,232.485,-1.505,0.079,0.146,23,0.308,0.04,-1.191,0.084,2.087,0.079,,,0,7.15,1.3,12.6,1,110.66798,-18.04323
CWNU_1740,77.157,4.351,0.206,0.182,24,0.342,0.063,-2.187,0.117,-4.874,0.163,-27.59,5.83,3,8.9,1.5,12.35,1,302.11475,40.81
CWNU_1741,165.065,6.156,0.27,0.119,23,0.492,0.039,-0.461,0.095,-1.698,0.054,,,0,8.65,0.9,11.4,1,83.01129,44.83738
CWNU_1742,314.055,-0.496,0.047,0.046,17,0.389,0.038,-4.227,0.068,-2.532,0.117,,,0,6.0,0.3,11.85,1,216.54818,-61.30455
CWNU_1743,188.509,-2.65,0.358,0.075,17,0.298,0.039,0.208,0.181,-1.194,0.076,24.82,,1,9.05,1.95,12.2,1,88.69906,20.27378
CWNU_1744,105.4,-3.729,0.202,0.115,24,0.375,0.1,-3.346,0.079,-3.144,0.085,,,0,7.5,1.55,12.4,1,341.42345,54.80496
CWNU_1745,319.291,-2.354,0.159,0.064,17,0.415,0.029,-4.918,0.069,-3.934,0.098,-66.67,,1,8.35,2.35,11.6,1,227.94729,-60.68785
CWNU_1746,245.607,3.583,0.07,0.079,17,0.379,0.025,-2.857,0.083,0.716,0.056,,,0,8.55,0.6,11.9,1,122.59046,-26.81082
CWNU_1747,88.877,-4.758,0.142,0.073,17,0.547,0.03,-4.004,0.119,-4.898,0.017,,,0,7.5,1.3,11.15,1,321.75996,44.18621
CWNU_1748,99.833,-3.381,0.053,0.035,17,0.287,0.027,-3.753,0.1,-3.535,0.059,-60.57,,1,8.25,0.75,12.4,1,333.12695,52.21543
CWNU_1749,117.821,-2.077,0.039,0.061,23,0.438,0.026,-2.164,0.044,-1.377,0.09,,,0,7.7,1.6,11.65,1,2.48178,60.38217
CWNU_1750,320.458,-1.877,0.007,0.011,17,0.283,0.026,-2.748,0.067,-3.49,0.049,-25.54,,1,8.05,5.45,12.4,1,229.44829,-59.67266
CWNU_1751,65.484,-2.83,0.039,0.036,17,0.467,0.075,-1.468,0.055,-5.117,0.097,,,0,6.25,3.3,11.45,1,301.80535,27.11482
CWNU_1752,331.695,-1.893,0.037,0.052,17,0.41,0.025,-1.72,0.054,-2.352,0.044,-61.46,1.17,2,8.7,1.2,11.75,1,245.27872,-52.63782
CWNU_1753,63.877,0.432,0.075,0.04,23,0.478,0.041,-3.236,0.06,-6.257,0.045,-3.6,,1,7.85,1.9,11.4,1,297.7319,27.45626
CWNU_1754,112.771,-2.905,0.114,0.042,23,0.353,0.047,-3.464,0.081,-2.147,0.123,,,0,9.0,2.95,12.55,1,353.20703,58.4074
CWNU_1755,201.638,-0.088,0.022,0.02,23,0.306,0.032,0.872,0.11,-1.456,0.078,37.91,22.81,2,8.9,3.25,12.5,1,97.57704,9.997
CWNU_1756,94.915,0.113,0.091,0.043,23,0.373,0.034,-2.857,0.053,-2.848,0.046,,,0,7.85,2.8,11.95,1,323.3314,51.86771
CWNU_1757,84.169,6.915,0.048,0.064,23,0.399,0.027,-2.989,0.098,-5.355,0.053,-49.98,1.1,2,9.25,1.9,11.8,1,304.43759,48.05727
CWNU_1758,347.523,-0.999,0.024,0.02,17,0.35,0.022,-1.763,0.078,-3.762,0.098,,,0,6.8,4.4,12.35,1,259.08918,-39.91464
CWNU_1759,291.209,1.078,0.11,0.053,23,0.525,0.033,-6.524,0.059,1.413,0.039,,,0,8.6,1.3,11.3,1,169.17609,-59.62014
CWNU_1760,154.993,-0.312,0.042,0.082,23,0.518,0.051,0.168,0.117,-2.395,0.078,-28.06,,1,8.65,4.15,11.55,1,66.4645,48.74266
CWNU_1761,73.131,-3.319,0.042,0.023,22,0.291,0.028,-1.307,0.104,-3.045,0.087,19.82,2.43,3,8.85,4.05,12.25,1,307.22508,33.16665
CWNU_1762,242.047,2.297,0.012,0.018,22,0.187,0.027,-1.513,0.064,1.059,0.083,55.86,,1,9.15,0.75,14.25,1,119.28588,-24.48241
CWNU_1763,236.076,-1.258,0.061,0.255,22,0.431,0.04,-2.319,0.089,1.929,0.104,,,0,7.4,1.7,11.75,1,112.71087,-21.08372
CWNU_1764,281.675,-0.328,0.122,0.052,17,0.625,0.026,-7.735,0.078,3.946,0.065,0.19,,1,6.9,0.5,11.15,1,152.04913,-56.30822
CWNU_1765,98.307,-2.773,0.09,0.056,22,0.391,0.058,-2.436,0.114,-2.453,0.081,-40.42,,1,8.4,1.35,11.85,1,330.54082,51.81703
CWNU_1766,256.12,-3.304,0.015,0.036,22,0.255,0.041,-1.819,0.063,3.259,0.061,40.25,1.43,3,9.15,2.45,13.1,1,122.53405,-39.37338
CWNU_1767,114.589,0.309,0.05,0.033,22,0.496,0.016,-2.752,0.036,-0.212,0.04,,,0,6.6,1.75,11.65,1,354.85173,62.00835
CWNU_1768,275.323,-0.694,0.102,0.058,22,0.527,0.02,-6.976,0.056,5.032,0.052,9.65,0.41,2,8.25,1.15,11.3,1,143.1782,-52.57142
CWNU_1769,249.057,-1.13,0.077,0.046,22,0.46,0.03,-2.73,0.049,3.062,0.077,,,0,7.8,2,11.55,1,120.13943,-32.24786
CWNU_1770,6.981,-2.964,0.047,0.046,22,0.739,0.035,1.612,0.067,-1.402,0.046,,,0,6.7,0.2,10.75,1,273.17437,-24.36304
CWNU_1771,217.541,0.747,0.067,0.078,22,0.502,0.061,-0.658,0.085,0.327,0.065,,,0,7.55,0.75,11.65,1,105.63055,-3.75934
CWNU_1772,105.85,-0.81,0.173,0.138,17,0.47,0.049,-3.172,0.026,-1.78,0.048,,,0,7.45,1.7,11.5,1,339.6344,57.58588
CWNU_1773,161.779,1.052,0.112,0.118,22,0.461,0.053,1.387,0.07,-2.385,0.056,-14.19,,1,8.15,2.75,11.65,1,74.48506,44.53927
CWNU_1774,109.773,0.293,0.053,0.045,22,0.305,0.024,-4.016,0.039,-2.549,0.07,,,0,7.05,3.3,12.55,1,345.47401,60.33565
CWNU_1775,330.245,-1.371,0.085,0.1,22,0.372,0.038,-3.22,0.09,-3.979,0.123,,,0,6.45,0.85,12.45,1,242.94574,-53.26871
CWNU_1776,316.506,-0.788,0.062,0.025,22,0.332,0.033,-5.521,0.057,-3.483,0.065,-54.8,3.73,2,7.8,5.95,12.8,1,221.42979,-60.6121
CWNU_1777,332.653,0.272,0.07,0.094,22,0.432,0.027,-2.32,0.074,-3.921,0.047,-81.51,0.64,2,8.8,3.15,12.0,1,243.9468,-50.42003
CWNU_1778,224.506,-6.907,0.404,0.31,27,0.702,0.038,-2.924,0.075,2.058,0.056,,,0,7.45,0.9,10.7,1,101.90483,-13.42088
CWNU_1779,198.415,1.155,0.215,0.19,17,0.398,0.047,-0.659,0.068,-1.07,0.083,-13.42,,1,8.85,1.1,11.55,1,97.17532,13.42873
CWNU_1780,119.614,-0.449,0.049,0.032,22,0.466,0.029,-2.847,0.05,-1.629,0.077,,,0,6.9,1.6,11.6,1,5.72202,62.23869
CWNU_1781,223.187,-0.436,0.132,0.093,22,0.358,0.064,-1.405,0.076,1.348,0.085,,,0,7.4,2,11.95,1,107.18364,-9.31781
CWNU_1782,219.518,2.984,0.028,0.085,17,0.287,0.017,-0.905,0.063,0.802,0.055,,,0,8.45,0.8,12.55,1,108.53309,-4.48524
CWNU_1783,146.542,-9.053,0.188,0.206,17,0.33,0.024,0.483,0.054,-0.973,0.135,-16.24,,1,8.9,0.9,12.05,1,48.45018,47.18759
CWNU_1784,226.464,-4.461,0.2,0.081,17,0.482,0.014,-1.006,0.068,1.277,0.12,,,0,7.7,1.15,11.3,1,105.05429,-14.06863
CWNU_1785,1.672,-0.492,0.046,0.054,22,0.333,0.009,-0.098,0.061,-2.126,0.047,-39.69,,1,6.95,4.4,12.15,1,267.86397,-27.75762
CWNU_1786,339.441,0.267,0.053,0.034,22,0.419,0.032,-0.647,0.061,-1.979,0.049,,,0,7.3,2.95,11.65,1,250.93684,-45.4964
CWNU_1787,195.587,-1.755,0.05,0.1,22,0.422,0.045,-0.067,0.065,-3.069,0.08,,,0,8.5,1.65,11.9,1,93.15666,14.55072
CWNU_1788,67.093,0.655,0.042,0.031,22,0.255,0.022,-2.957,0.044,-5.297,0.052,-44.92,,1,7.05,2.2,12.7,1,299.40814,30.32653
CWNU_1789,234.733,1.312,0.029,0.028,17,0.246,0.023,-1.3,0.054,0.376,0.084,63.15,,1,8.65,2.6,12.8,1,114.40852,-18.66301
CWNU_1790,98.028,0.102,0.102,0.042,22,0.642,0.027,-4.558,0.065,-6.222,0.061,,,0,8.4,1.8,10.95,1,327.2338,53.90519
CWNU_1791,214.564,0.799,0.032,0.033,22,0.314,0.033,-0.766,0.058,-0.62,0.059,72.54,,1,8.65,1.3,12.5,1,104.31501,-1.08794
CWNU_1792,39.471,-2.874,0.038,0.047,22,0.394,0.05,-1.012,0.074,-1.447,0.074,,,0,6.4,3.1,11.95,1,288.41348,4.49443
CWNU_1793,111.431,-3.897,0.058,0.037,22,0.36,0.054,-2.396,0.068,-1.343,0.099,-35.26,,1,8.25,2.1,12.0,1,351.40916,57.04646
CWNU_1794,245.318,1.007,0.094,0.086,17,0.308,0.042,-2.284,0.088,2.126,0.111,,,0,6.6,0.2,13.0,1,119.96501,-27.94408
CWNU_1795,343.335,0.276,0.203,0.058,17,0.486,0.037,-1.002,0.091,-2.52,0.098,-46.08,,1,6.75,5.25,11.8,1,254.38695,-42.4949
CWNU_1796,85.751,3.966,0.237,0.11,17,0.428,0.058,-2.769,0.079,-4.715,0.054,,,0,7.0,2.6,11.95,1,309.381,47.63959
CWNU_1797,352.776,-1.148,0.014,0.008,22,0.381,0.058,-1.171,0.072,-2.983,0.059,,,0,8.65,5.25,11.75,1,262.9896,-35.65808
CWNU_1798,354.089,-0.151,0.042,0.064,21,0.383,0.023,0.076,0.053,-1.055,0.089,,,0,6.4,5,12.1,1,262.84929,-34.01356
CWNU_1799,141.004,0.859,0.161,0.091,21,0.458,0.041,0.525,0.039,-0.577,0.059,-17.83,21.34,2,8.7,2.95,12.0,1,49.29973,58.52008
CWNU_1800,302.58,-0.846,0.08,0.056,21,0.458,0.037,-4.538,0.055,-1.309,0.052,,,0,7.3,2.9,11.5,1,192.06484,-63.71558
CWNU_1801,179.516,5.594,0.048,0.101,21,0.805,0.035,1.047,0.072,-3.685,0.067,-11.18,2.84,4,8.75,1.1,10.45,1,91.74723,32.15708
CWNU_1802,70.746,1.327,0.082,0.071,21,0.469,0.022,-0.713,0.055,-3.076,0.041,,,0,7.5,1.45,11.45,1,301.00761,33.78419
CWNU_1803,236.067,-4.935,0.095,0.085,21,0.523,0.033,-2.36,0.071,3.027,0.051,,,0,7.7,1.1,11.5,1,109.20791,-22.80565
CWNU_1804,144.649,-0.908,0.049,0.027,17,0.326,0.017,-0.839,0.085,-0.796,0.057,,,0,6.65,4.9,12.55,1,53.06848,55.03367
CWNU_1805,260.325,-3.019,0.151,0.167,17,0.564,0.065,-4.334,0.118,3.925,0.113,,,0,7.05,2.05,11.4,1,125.95396,-42.69933
CWNU_1806,77.323,-2.986,0.118,0.034,21,0.418,0.039,-2.429,0.11,-5.021,0.102,,,0,6.9,2.6,11.75,1,309.94288,36.72641
CWNU_1807,166.21,0.212,0.043,0.041,21,0.378,0.043,0.172,0.061,-0.826,0.063,-23.82,,1,8.8,1.4,11.9,1,77.24429,40.51336
CWNU_1808,313.624,-0.874,0.033,0.037,21,0.336,0.043,-5.538,0.058,-2.991,0.077,,,0,9.2,4.05,12.85,1,215.98236,-61.81051
CWNU_1809,234.397,0.281,0.058,0.038,21,0.293,0.019,-1.706,0.041,1.286,0.063,59.11,4.9,2,8.9,1.85,12.6,1,113.28452,-18.87089
CWNU_1810,168.478,4.087,0.144,0.081,21,0.231,0.041,0.11,0.063,-0.34,0.07,-4.37,,1,8.5,1.8,13.0,1,83.1476,40.85929
CWNU_1811,16.801,0.439,0.066,0.106,17,0.593,0.063,0.603,0.161,-1.185,0.081,,,0,7.5,2.55,11.0,1,274.94729,-14.10899
CWNU_1812,26.74,-1.164,0.058,0.074,21,0.552,0.033,-0.46,0.04,-2.933,0.043,,,0,8.05,1.35,11.2,1,281.06778,-6.04079
CWNU_1813,58.554,-0.034,0.02,0.008,21,0.234,0.036,-2.213,0.053,-4.323,0.035,12.03,1.77,3,7.95,6.3,12.8,1,295.22714,22.61828
CWNU_1814,159.438,-2.156,0.041,0.037,21,0.355,0.03,0.651,0.058,-2.039,0.034,,,0,6.5,1.55,12.6,1,68.94219,44.24325
CWNU_1815,294.117,5.618,0.098,0.109,17,0.509,0.031,-7.312,0.097,1.742,0.076,,,0,9.0,1.05,11.65,1,176.96453,-56.16174
CWNU_1816,284.149,0.119,0.093,0.028,21,0.415,0.022,-5.839,0.041,2.251,0.055,,,0,7.9,1.4,11.8,1,156.25935,-57.31404
CWNU_1817,292.1,-2.023,0.077,0.064,16,0.441,0.024,-7.512,0.042,1.699,0.073,,,0,7.1,1.65,11.85,1,168.57017,-62.83339
CWNU_1818,88.796,0.413,0.155,0.054,21,0.576,0.018,-2.703,0.043,-3.564,0.079,,,0,7.45,2.15,11.15,1,316.32994,47.72448
CWNU_1819,115.278,5.698,0.096,0.071,21,0.488,0.03,-2.979,0.059,-0.858,0.049,-27.91,1.16,6,9.0,4.5,11.35,1,352.7169,67.36466
CWNU_1820,168.934,-1.78,0.083,0.104,16,0.324,0.053,0.902,0.082,-1.822,0.069,19.13,9.61,2,9.05,2.05,12.55,1,77.27651,37.13912
CWNU_1821,286.294,-1.157,0.045,0.028,21,0.475,0.017,-5.548,0.05,2.875,0.04,-17.94,,1,8.55,1,11.6,1,158.50767,-59.51484
CWNU_1822,44.467,-3.339,0.074,0.08,21,0.549,0.047,-1.018,0.058,-4.999,0.044,14.82,,1,8.05,1.65,11.2,1,291.16914,8.69119
CWNU_1823,110.657,4.181,0.251,0.151,16,0.366,0.071,-3.802,0.087,-2.09,0.089,-43.22,,1,8.05,3.9,12.6,1,343.66537,64.23337
CWNU_1824,205.258,-5.224,0.095,0.161,21,0.725,0.047,-1.105,0.096,-1.797,0.079,,,0,6.75,0.4,10.85,1,94.69067,4.40659
CWNU_1825,172.641,-3.017,0.192,0.122,16,0.449,0.092,1.053,0.058,-2.639,0.096,-13.43,,1,8.75,1.65,11.7,1,78.72358,33.41714
CWNU_1826,323.562,2.312,0.071,0.075,21,0.619,0.035,-2.686,0.074,-3.841,0.095,,,0,8.1,1.65,11.1,1,230.14917,-54.47326
CWNU_1827,55.935,-1.01,0.051,0.028,21,0.385,0.051,-2.002,0.03,-5.073,0.042,,,0,7.05,3.55,12.0,1,294.75373,19.85851
CWNU_1828,91.911,-2.733,0.082,0.049,21,0.396,0.029,-2.409,0.058,-2.903,0.059,,,0,7.9,2,12.0,1,322.91309,47.73922
CWNU_1829,309.64,16.752,0.084,0.179,21,0.313,0.09,-6.681,0.221,-0.601,0.159,-39.75,,1,8.45,1.95,13.4,1,202.06525,-45.63959
CWNU_1830,325.308,-1.306,0.07,0.028,16,0.399,0.035,-2.556,0.06,-2.799,0.04,,,0,6.8,4.7,12.25,1,236.34501,-56.42426
CWNU_1831,6.164,-0.584,0.09,0.058,21,0.618,0.035,0.074,0.041,-0.914,0.038,,,0,7.7,2.25,10.85,1,270.46009,-23.91981
CWNU_1832,350.039,2.177,0.065,0.057,21,0.581,0.027,1.366,0.104,0.443,0.068,-29.44,0.23,2,8.15,3.65,11.1,1,257.69532,-36.01481
CWNU_1833,275.5,0.744,0.066,0.019,21,0.484,0.031,-6.536,0.04,4.217,0.046,9.54,,1,8.65,2.5,11.45,1,144.95952,-51.62176
CWNU_1834,61.746,-2.4,0.129,0.068,21,0.386,0.025,-2.132,0.041,-4.486,0.031,,,0,7.05,4.15,11.9,1,299.21105,24.17191
CWNU_1835,202.724,-1.742,0.145,0.089,16,0.29,0.022,0.178,0.074,-1.754,0.075,,,0,8.7,1.55,12.75,1,96.60415,8.26722
CWNU_1836,74.24,-3.543,0.056,0.035,21,0.352,0.038,-3.299,0.094,-5.643,0.106,-3.13,,1,8.55,2.95,11.95,1,308.22341,33.93046
CWNU_1837,277.992,-1.098,0.074,0.03,16,0.358,0.04,-4.907,0.029,3.434,0.056,,,0,8.35,2.1,11.95,1,146.09078,-54.64542
CWNU_1838,179.047,6.127,0.094,0.134,21,0.461,0.045,0.028,0.083,-1.473,0.078,,,0,7.6,1.1,11.7,1,92.03782,32.82167
CWNU_1839,178.304,-1.785,0.357,0.064,16,0.406,0.082,1.47,0.132,-3.195,0.095,21.67,37.81,2,8.8,3,11.9,1,83.64109,29.42489
