"Cluster","RA_ICRS","e_RA_ICRS","DE_ICRS","e_DE_ICRS","GLON","e_GLON","GLAT","e_GLAT","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","Note","_RA.icrs","_DE.icrs"
"UBC610",91.43893838528,0.16373749714,55.81753722901,0.1674224067,157.9154443534,0.1893290846,16.1533064185,0.0587251325,0.2893,0.0398,0.755,0.266,-1.99,0.196," ",91.43893260295,55.81754579844
"UBC611",71.06845661594,0.12206681327,41.70036980253,0.06126014906,162.37518511,0.0708572973,-2.678645871,0.0839642413,0.3271,0.014,0.097,0.068,-1.054,0.068," ",71.06845605825,41.70037433924
"UBC612",79.84016720248,0.09030557464,40.13361362933,0.09091315883,167.6757007741,0.0862073,1.5951381147,0.0748910969,0.1318,0.0223,0.339,0.065,-0.667,0.055," ",79.84016529391,40.13361650172
"UBC613",79.97238038688,0.05472301704,38.97781350908,0.04319728727,168.6818202771,0.0472262968,1.0167175898,0.038024394,0.1711,0.0208,0.253,0.07,-0.649,0.062," ",79.9723789847,38.97781630317
"UBC614",80.07193543225,0.11053935244,30.28059710177,0.11080395868,175.8711133804,0.1276482361,-3.8848795274,0.071843543,0.5345,0.0282,0.879,0.1,-0.743,0.069," ",80.07193104873,30.28060029883
"UBC615",104.88498891914,0.09568053761,33.11296010398,0.18633804614,183.4785053457,0.1947716127,15.9886790289,0.0779474775,0.3299,0.0346,-0.252,0.234,-2.51,0.341," ",104.88499021596,33.11297090929
"UBC616",106.99613559649,0.10911784389,19.92371178079,0.06571582734,196.7358620932,0.0760881721,12.4590796249,0.09654685,0.3165,0.0381,-1.309,0.125,-0.749,0.131," ",106.99614159187,19.92371500504
"UBC617",94.73245684568,0.05991110957,10.12674162985,0.04617871895,200.2140304409,0.0547317841,-2.503586806,0.0511972558,0.4459,0.0149,-1.362,0.071,-0.192,0.089," ",94.73246280184,10.12674245818
"UBC618",96.25936593293,0.08620580201,7.61788045978,0.07811288229,203.1398870003,0.076457122,-2.3465589055,0.0869830873,0.1327,0.0277,0.235,0.106,0.051,0.116," ",96.25936491406,7.61788023897
"UBC619",111.69812792888,0.05840253354,13.11609502801,0.13863946168,205.0208805304,0.135782162,13.6891956545,0.0710815414,0.2956,0.0434,-0.584,0.276,-0.671,0.188," ",111.6981305092,13.11609791827
"UBC620",97.93458617467,0.09098295556,2.52027253429,0.11501828615,208.4371658613,0.1200151969,-3.2263293091,0.0844570428,0.6582,0.0168,-1.61,0.065,-0.218,0.09," ",97.93459311341,2.52027347339
"UBC621",83.78011089163,0.11855781234,-4.80191254821,0.1329646812,208.4374571397,0.146072928,-19.151442759,0.1122451756,2.5287,0.0674,1.236,0.427,-0.768,0.476," ",83.78010555307,-4.80190924334
"UBC622",111.73338263049,0.11088631799,9.25314959003,0.12098698318,208.6109513291,0.1254363285,12.0534368701,0.107544317,0.2767,0.0353,-1.111,0.155,0.189,0.169," ",111.73338747507,9.2531487779
"UBC623",118.37612446097,0.09790827039,7.70291056903,0.21094286007,213.0274517061,0.2342845937,17.2809028918,0.0621455944,0.3544,0.0502,-1.265,0.314,-0.694,0.215," ",118.37612995549,7.70291355628
"UBC624",119.22630144809,0.11086996919,8.01971399376,0.16746782448,213.116919691,0.1975994531,18.1766908414,0.0696814837,0.4098,0.04,-0.836,0.327,-1.122,0.443," ",119.22630508106,8.01971882285
"UBC625",119.11161742734,0.05802445329,6.36805998734,0.12142975452,214.6196613864,0.1251760224,17.3443882634,0.0616014317,0.3968,0.0237,-1.653,0.166,-1.233,0.266," ",119.11162458984,6.36806529729
"UBC626",106.48415373565,0.08175800606,-2.31566763068,0.05473722608,216.6478776213,0.0622797771,2.1660266444,0.0761343698,0.216,0.0246,-1.16,0.093,0.807,0.078," ",106.48415873369,-2.31567110677
"UBC627",120.00575000564,0.05724501842,1.45169004499,0.16742652136,219.6096067063,0.1707713779,15.8932515556,0.0658078149,0.3854,0.0343,-1.966,0.223,0.296,0.364," ",120.00575847261,1.45168877209
"UBC628",107.16954654495,0.08120872527,-6.20788664915,0.06412136783,220.4204280368,0.0403759177,0.9847098863,0.0948678129,0.1596,0.0169,-0.548,0.104,0.553,0.067," ",107.16954892022,-6.20788903159
"UBC629",121.0491848836,0.1153435698,-3.81630473778,0.17219800095,224.9189014694,0.1975864666,14.2915160371,0.0789677715,0.3138,0.0229,-2.253,0.207,0.148,0.215," ",121.04919460614,-3.81630537385
"UBC630",112.85478368517,0.09109802699,-12.70789699182,0.07854494536,228.7945976187,0.0976771296,2.8878433576,0.0674585278,0.4188,0.0114,-2.617,0.051,2.663,0.047," ",112.85479523702,-12.70790845543
"UBC631",112.7141135475,0.03518981252,-14.1438938522,0.08525225113,229.9901922796,0.0789357181,2.0791293047,0.0470096702,0.1928,0.0092,-1.387,0.045,1.631,0.067," ",112.71411970701,-14.14390087295
"UBC632",121.5976557106,0.06367414708,-9.58815456881,0.09199755461,230.3348012155,0.0909216874,11.8855989776,0.067009912,0.2736,0.0282,-2.459,0.114,1.747,0.157," ",121.59766644802,-9.5881620903
"UBC633",112.82345980612,0.08077795993,-15.44249033033,0.09737800891,231.1806440305,0.0839466381,1.5482658672,0.0922107176,0.1735,0.01,-1.36,0.083,1.478,0.061," ",112.82346588127,-15.44249669221
"UBC634",109.93115123696,0.04926108985,-18.97326171299,0.07087208476,232.9787183688,0.0577592706,-2.5584231054,0.062161811,0.3235,0.0162,-1.696,0.049,1.396,0.113," ",109.93115896029,-18.97326772446
"UBC635",112.13045277545,0.09557486591,-20.15827558995,0.0778253151,235.0031923131,0.0757079153,-1.2916240561,0.0915133521,0.3664,0.0142,-2.205,0.052,2.366,0.108,"a",112.13046288905,-20.15828577843
"UBC636",118.83193165041,0.06090813662,-24.33972871966,0.07040784009,241.710538684,0.0671562372,2.0173986131,0.0594380389,0.3244,0.012,-1.953,0.055,1.831,0.071," ",118.83194088051,-24.33973660146
"UBC637",123.74657727512,0.05363537504,-22.17505641593,0.05894506783,242.2794818244,0.0579060527,6.9919693673,0.0513629213,0.1846,0.0274,-2.137,0.092,2.038,0.074," ",123.74658721279,-22.17506519077
"UBC638",123.75886353522,0.02911685335,-22.22361373899,0.04397116254,242.3267131571,0.0501556301,6.9749784015,0.0134559074,0.0901,0.0185,-2.128,0.053,1.993,0.085," ",123.75887343289,-22.22362232211
"UBC639",117.42421390183,0.03203462163,-26.84490145165,0.04824283838,243.2113944382,0.041827366,-0.3565266639,0.0373489722,0.1491,0.0068,-2.122,0.038,2.72,0.096," ",117.42422414201,-26.84491316308
"UBC640",120.56466809261,0.10640538522,-27.87929473356,0.10052406537,245.5426984393,0.0817966279,1.4913101288,0.11074,0.1856,0.019,-2.477,0.096,3.138,0.082," ",120.56468015981,-27.87930824575
"UBC641",116.00599460839,0.09571559144,-31.11426117148,0.08315989893,246.2823042239,0.0728674203,-3.5734407187,0.091337718,0.2494,0.0115,-2.311,0.067,3.23,0.069," ",116.00600622826,-31.11427508009
"UBC642",130.42876003777,0.11275466799,-22.97980669635,0.15538749553,246.5089904696,0.1605574512,11.6069384672,0.100904431,0.316,0.0254,-3.048,0.157,2.814,0.213," ",130.42877429167,-22.97981881221
"UBC643",120.49312357138,0.05236083318,-34.38132696393,0.046636149,251.0257861613,0.042534408,-2.0051841545,0.047279373,0.2153,0.0166,-1.473,0.045,2.135,0.064," ",120.49313125832,-34.38133615688
"UBC644",122.53865789048,0.08064018522,-34.02690668323,0.08463448732,251.6359806334,0.0619342907,-0.3879624612,0.0882830777,0.1982,0.0172,-2.619,0.105,2.707,0.062," ",122.53867149883,-34.02691833779
"UBC645",123.86136036625,0.11157768475,-33.81875305562,0.16253478278,252.0670729721,0.1410086196,0.642603376,0.1230092561,0.1653,0.0159,-2.204,0.119,3.127,0.118," ",123.86137178704,-33.81876651777
"UBC646",124.14497485425,0.10015714372,-34.04364258035,0.06794622062,252.3849654173,0.0817952141,0.7125387979,0.0693864995,0.1003,0.014,-2.518,0.089,3.272,0.077," ",124.14498793682,-34.04365667013
"UBC647",116.63651920248,0.12666240452,-48.20558864453,0.11711158268,261.5974384376,0.0998769048,-11.4609953523,0.1060955648,0.6476,0.0226,-2.229,0.07,1.679,0.094," ",116.63653360484,-48.20559587555
"UBC648",142.52955852287,0.07379463756,-34.1416207146,0.06047102585,262.2223661336,0.0656954172,12.3747070291,0.0571771371,0.1682,0.0163,-4.265,0.084,1.796,0.1," ",142.52958070954,-34.14162844799
"UBC649",147.71756532312,0.12561208816,-34.36343423864,0.07682435405,265.6223647893,0.1010424736,15.1186837036,0.0844878952,0.4462,0.0319,-5.639,0.267,2.329,0.301," ",147.71759473632,-34.36344426618
"UBC650",145.12900145705,0.11529784175,-49.70353166212,0.08381555359,274.3148513928,0.0793529384,2.2564143724,0.079351746,0.2576,0.0159,-4.687,0.119,3.253,0.069," ",145.12903265825,-49.70354566611
"UBC651",148.39255754178,0.12031444839,-55.74881435258,0.07265715389,279.7077411995,0.080097656,-1.1135613701,0.0587688189,0.2417,0.0108,-5.023,0.112,2.723,0.067," ",148.39259597121,-55.74882607748
"UBC652",162.34103488782,0.172076752,-54.70850473281,0.06039340249,285.8271047985,0.1000157581,4.0576636292,0.0597838785,0.3602,0.0176,-7.205,0.071,3.808,0.084," ",162.34108857966,-54.70852112916
"UBC653",160.10363889707,0.16386550364,-58.99191617606,0.09478493816,286.7472476743,0.0762487894,-0.3004309499,0.1014795625,0.3819,0.0125,-7.434,0.099,3.041,0.089," ",160.10370103105,-58.99192926853
"UBC654",159.33292904727,0.18747615884,-59.86038947899,0.08825096238,286.8274078931,0.0818054578,-1.2499125891,0.0998321227,0.2287,0.0271,-5.709,0.122,2.492,0.101," ",159.33297799933,-59.86040020849
"UBC655",158.06356193172,0.0635573972,-62.91762081795,0.04436253161,287.8320432241,0.0318619402,-4.20079758,0.0423740134,0.2779,0.012,-5.784,0.055,2.733,0.077," ",158.06361662915,-62.91763258373
"UBC656",160.87975956264,0.07580504701,-61.1214082109,0.04693474805,288.1028638518,0.0352248725,-1.9878614849,0.047981697,0.2102,0.0067,-5.965,0.038,2.719,0.056," ",160.87981274404,-61.1214199171
"UBC657",161.7761759325,0.12028132464,-61.12609971658,0.07696647934,288.4883323936,0.0675312014,-1.7904632953,0.0688538621,0.1731,0.0103,-5.487,0.069,2.569,0.071," ",161.77622485612,-61.12611077675
"UBC659",167.22831084732,0.14013686387,-60.69463113532,0.07155417712,290.708013688,0.0685154193,-0.279503772,0.0716584467,0.3669,0.0092,-6.298,0.074,1.395,0.067," ",167.22836624995,-60.69463713975
"UBC660",168.39670129975,0.12939790209,-59.71319184109,0.06263263481,290.8759887866,0.0688276481,0.848321014,0.0586635567,0.4373,0.0109,-6.685,0.085,0.623,0.055," ",168.39675836807,-59.71319452165
"UBC661",168.14096728036,0.17236329967,-61.14276599679,0.06781178182,291.2881977725,0.0911750921,-0.5263894976,0.0566391956,0.4232,0.0112,-5.851,0.08,1.28,0.048," ",168.141019477,-61.14277150728
"UBC662",178.88844499527,0.13112251197,-61.53399494988,0.07818398086,296.3235867105,0.0632638705,0.6185941377,0.0776253103,0.1957,0.0178,-6.735,0.083,1.359,0.063," ",178.88850583038,-61.53400080104
"UBC664",226.12500515499,0.18398578071,-60.86761779607,0.03295602328,318.4301385143,0.0856735265,-2.0646728003,0.0421551262,0.2963,0.0134,-4.353,0.105,-3.377,0.076," ",226.12504365216,-60.86760325519
"UBC665",242.17336344645,0.04281441813,-51.41022279837,0.04664804643,331.1601143622,0.0363529537,0.3139960929,0.0395944441,0.4747,0.0158,-2.209,0.052,-4.231,0.06," ",242.17337869492,-51.41020458335
"UBC666",244.71947356073,0.08815901306,-51.59038374246,0.05721083033,332.1870666641,0.0605913948,-0.9065922664,0.0510234659,0.1929,0.0109,-3.256,0.099,-4.55,0.064," ",244.71949612439,-51.59036415061
"UBC667",247.74373901141,0.04185545425,-48.39157255393,0.05031537995,335.8320485885,0.0438144573,-0.0565796306,0.0371970287,0.3269,0.0198,-1.702,0.085,-3.48,0.097," ",247.74375004648,-48.39155756997
"UBC668",250.65674646401,0.11333823462,-48.00063627178,0.07058518017,337.4259538268,0.0816731752,-1.2324475145,0.0637500191,0.3047,0.0144,-0.539,0.1,-1.056,0.077," ",250.65674992961,-48.00063172485
"UBC669",251.82665442907,0.13000792331,-46.66358492443,0.07723020385,338.9568211859,0.081337935,-0.9613986801,0.0855125732,0.3752,0.0392,-1.782,0.123,-4.088,0.114," ",251.82666560724,-46.66356732356
"UBC670",253.07070262548,0.07759309065,-44.42241427494,0.03326660945,341.2356450501,0.0517160991,-0.1936715419,0.0387640592,0.4962,0.0111,0.282,0.046,-1.104,0.067," ",253.07070092421,-44.42240952251
"UBC671",253.98594956614,0.0689725916,-43.20815895543,0.05738278887,342.5943774056,0.048183408,0.0599686916,0.0591415377,0.3703,0.0279,-0.849,0.107,-2.407,0.082," ",253.98595458084,-43.20814859246
