name,method,perc_diff,perc_missed_-16,perc_missed_+16,delta_coords_std,delta_pms_std,delta_plx_std
COIN-Gaia_13.csv,M23,-80.0,6.3,34.3,-0.43,-0.19,0.05
COIN-Gaia_13.csv,M24,-65.4,7.4,34.3,-0.42,-0.13,0.05
ASCC_41.csv,M1,8.1,19.7,26.9,0.22,-0.47,0.02
ASCC_41.csv,M2,8.1,19.7,25.0,0.20,-0.44,0.02
ASCC_41.csv,M3,-27.6,5.6,17.3,-0.20,-1.08,-0.01
ASCC_41.csv,M4,-25.2,5.6,19.2,-0.16,-1.09,-0.01
ASCC_41.csv,M5,4.9,21.1,17.3,0.22,-0.21,0.02
ASCC_41.csv,M6,7.3,22.5,17.3,0.23,-0.13,0.03
ASCC_41.csv,M7,-20.3,8.5,9.6,-0.08,-0.35,0.02
ASCC_41.csv,M8,-17.1,8.5,9.6,-0.08,-0.27,0.02
ASCC_41.csv,M9,-4.1,18.3,11.5,0.17,-0.08,-0.04
ASCC_41.csv,M10,-4.1,18.3,11.5,0.17,-0.08,-0.04
ASCC_41.csv,M11,-40.7,5.6,5.8,-0.19,-0.38,-0.19
ASCC_41.csv,M12,-40.7,5.6,5.8,-0.19,-0.38,-0.19
ASCC_41.csv,M13,-3.3,19.7,13.5,0.18,-0.05,-0.04
ASCC_41.csv,M14,-4.1,18.3,11.5,0.16,-0.05,-0.03
ASCC_41.csv,M15,-38.2,5.6,5.8,-0.15,-0.17,-0.15
ASCC_41.csv,M16,-35.0,5.6,5.8,-0.12,-0.15,-0.10
ASCC_41.csv,M17,4.1,18.3,21.2,0.16,-0.66,0.02
ASCC_41.csv,M18,5.7,16.9,23.1,0.18,-0.43,0.02
ASCC_41.csv,M19,1.6,19.7,13.5,0.19,-0.21,0.02
ASCC_41.csv,M20,-25.2,5.6,21.2,-0.18,-1.09,-0.01
ASCC_41.csv,M21,1.6,19.7,13.5,0.18,-0.21,0.02
ASCC_41.csv,M22,4.1,19.7,15.4,0.18,-0.12,0.02
ASCC_41.csv,M23,-21.1,7.0,9.6,-0.08,-0.35,0.01
ASCC_41.csv,M24,-13.8,9.9,9.6,-0.06,-0.25,0.02
UBC_31.csv,M1,-32.9,26.3,93.8,-0.37,-0.18,0.01
UBC_31.csv,M2,76.7,89.5,100.0,-0.27,-0.05,0.05
UBC_31.csv,M3,-256.2,14.0,31.2,-0.54,-0.36,-0.01
UBC_31.csv,M4,-134.2,21.1,50.0,-0.48,-0.24,0.01
UBC_31.csv,M5,28.8,68.4,81.2,-0.28,0.00,0.05
UBC_31.csv,M6,76.7,84.2,100.0,0.00,0.03,0.06
UBC_31.csv,M7,-174.0,31.6,37.5,-0.49,-0.06,0.03
UBC_31.csv,M8,-46.6,49.1,43.8,-0.38,-0.00,0.04
UBC_31.csv,M9,-113.7,17.5,62.5,-0.20,-0.01,-0.05
UBC_31.csv,M10,-79.5,28.1,75.0,-0.22,0.01,-0.05
UBC_31.csv,M11,-441.1,10.5,12.5,-0.55,-0.12,-0.09
UBC_31.csv,M12,-328.8,14.0,18.8,-0.48,-0.08,-0.08
UBC_31.csv,M13,-190.4,24.6,31.2,-0.23,0.07,-0.06
UBC_31.csv,M14,-242.5,21.1,25.0,-0.25,0.06,-0.05
UBC_31.csv,M15,-620.5,14.0,12.5,-0.58,-0.08,-0.11
UBC_31.csv,M16,-443.8,15.8,12.5,-0.46,-0.01,-0.08
UBC_31.csv,M17,-17.8,52.6,87.5,-0.44,-0.18,0.03
UBC_31.csv,M18,63.0,78.9,100.0,0.03,-0.00,0.05
UBC_31.csv,M19,11.0,57.9,81.2,-0.21,0.00,0.05
UBC_31.csv,M20,-152.1,17.5,43.8,-0.48,-0.23,0.01
UBC_31.csv,M21,-9.6,57.9,56.2,-0.21,0.02,0.05
UBC_31.csv,M22,39.7,68.4,81.2,-0.20,0.02,0.05
UBC_31.csv,M23,-187.7,31.6,31.2,-0.50,-0.07,0.03
UBC_31.csv,M24,-69.9,47.4,37.5,-0.43,-0.02,0.04
NGC_1039.csv,M1,4.3,17.0,41.1,0.15,-0.13,0.05
NGC_1039.csv,M2,7.2,17.6,43.8,0.15,-0.12,0.05
NGC_1039.csv,M3,-27.9,9.5,35.1,-0.36,-0.50,0.03
NGC_1039.csv,M4,-23.2,9.5,37.3,-0.34,-0.43,0.03
NGC_1039.csv,M5,-4.5,17.6,27.6,0.16,-0.01,0.05
NGC_1039.csv,M6,-2.0,18.4,28.6,0.16,0.02,0.05
NGC_1039.csv,M7,-33.0,10.0,17.8,-0.27,-0.21,0.04
NGC_1039.csv,M8,-28.6,10.5,18.9,-0.25,-0.16,0.05
NGC_1039.csv,M9,-11.4,17.3,24.3,0.16,-0.01,-0.02
NGC_1039.csv,M10,-9.9,16.2,24.9,0.15,0.01,-0.01
NGC_1039.csv,M11,-67.7,7.3,11.4,-0.44,-0.18,-0.11
NGC_1039.csv,M12,-57.3,7.8,13.5,-0.40,-0.12,-0.09
NGC_1039.csv,M13,-10.8,16.5,20.0,0.16,0.05,-0.00
NGC_1039.csv,M14,-10.3,17.0,20.0,0.15,0.06,0.00
NGC_1039.csv,M15,-47.4,8.6,9.2,-0.31,0.01,-0.06
NGC_1039.csv,M16,-43.4,9.5,9.7,-0.30,0.02,-0.05
NGC_1039.csv,M17,1.3,15.7,37.3,0.13,-0.15,0.05
NGC_1039.csv,M18,5.4,15.9,42.2,0.13,-0.12,0.05
NGC_1039.csv,M19,-8.1,15.9,23.8,0.14,-0.02,0.04
NGC_1039.csv,M20,-23.1,9.7,36.8,-0.35,-0.43,0.03
NGC_1039.csv,M21,-6.3,15.9,26.5,0.14,-0.01,0.05
NGC_1039.csv,M22,-4.1,17.0,27.0,0.14,0.02,0.05
NGC_1039.csv,M23,-33.7,9.2,16.2,-0.27,-0.20,0.04
NGC_1039.csv,M24,-27.7,11.1,18.9,-0.24,-0.14,0.05
ASCC_127.csv,M1,18.8,18.8,42.0,-0.06,-0.15,0.03
ASCC_127.csv,M2,25.6,18.8,53.6,-0.05,-0.07,0.04
ASCC_127.csv,M3,-60.7,6.2,42.0,-0.73,-0.16,0.03
ASCC_127.csv,M4,-42.7,6.2,46.4,-0.67,-0.13,0.03
ASCC_127.csv,M5,-22.2,12.5,20.3,-0.33,-0.03,0.04
ASCC_127.csv,M6,-13.7,16.7,24.6,-0.34,0.01,0.04
ASCC_127.csv,M7,-90.6,8.3,15.9,-0.72,-0.10,0.03
ASCC_127.csv,M8,-61.5,12.5,27.5,-0.66,-0.05,0.04
ASCC_127.csv,M9,2.6,18.8,20.3,-0.05,0.02,0.01
ASCC_127.csv,M10,12.0,25.0,24.6,-0.03,0.10,0.00
ASCC_127.csv,M11,-94.0,6.2,11.6,-0.67,-0.06,-0.04
ASCC_127.csv,M12,-47.9,12.5,23.2,-0.57,0.01,-0.03
ASCC_127.csv,M13,-50.4,18.8,8.7,-0.46,0.06,-0.02
ASCC_127.csv,M14,-42.7,20.8,8.7,-0.43,0.07,-0.02
ASCC_127.csv,M15,-82.9,14.6,8.7,-0.60,0.03,-0.03
ASCC_127.csv,M16,-66.7,18.8,10.1,-0.55,0.06,-0.02
ASCC_127.csv,M17,15.4,18.8,44.9,-0.19,-0.05,0.04
ASCC_127.csv,M18,22.2,18.8,53.6,-0.15,-0.04,0.04
ASCC_127.csv,M19,-20.5,14.6,21.7,-0.32,-0.02,0.04
ASCC_127.csv,M20,-38.5,8.3,49.3,-0.67,-0.13,0.03
ASCC_127.csv,M21,-8.5,18.8,20.3,-0.20,-0.02,0.04
ASCC_127.csv,M22,-20.5,14.6,26.1,-0.39,-0.01,0.04
ASCC_127.csv,M23,-90.6,8.3,15.9,-0.71,-0.09,0.03
ASCC_127.csv,M24,-65.8,12.5,23.2,-0.65,-0.06,0.04
NGC_2451A.csv,M1,-13.6,4.3,5.9,-0.01,-0.44,-0.02
NGC_2451A.csv,M2,-12.1,4.3,5.9,-0.01,-0.43,-0.01
NGC_2451A.csv,M3,-21.8,3.7,4.7,-0.18,-0.79,-0.03
NGC_2451A.csv,M4,-20.5,3.7,4.7,-0.16,-0.71,-0.03
NGC_2451A.csv,M5,-23.3,4.3,4.7,-0.01,-0.57,-0.03
NGC_2451A.csv,M6,-22.1,4.3,4.1,-0.02,-0.55,-0.02
NGC_2451A.csv,M7,-31.7,3.7,3.6,-0.16,-0.85,-0.03
NGC_2451A.csv,M8,-29.3,3.7,3.6,-0.14,-0.74,-0.03
NGC_2451A.csv,M9,-15.1,6.8,6.5,0.05,-0.17,-0.20
NGC_2451A.csv,M10,-10.9,6.8,7.1,0.06,-0.06,-0.16
NGC_2451A.csv,M11,-31.1,4.3,4.1,-0.21,-0.32,-0.38
NGC_2451A.csv,M12,-21.5,4.3,5.9,-0.15,-0.15,-0.32
NGC_2451A.csv,M13,-13.0,6.8,5.9,0.05,0.01,-0.13
NGC_2451A.csv,M14,-10.0,7.4,6.5,0.07,0.06,-0.11
NGC_2451A.csv,M15,-24.2,3.7,3.6,-0.13,-0.03,-0.20
NGC_2451A.csv,M16,-19.0,4.9,4.1,-0.10,0.03,-0.16
NGC_2451A.csv,M17,-17.5,3.7,5.9,-0.07,-0.61,-0.03
NGC_2451A.csv,M18,-16.6,3.7,5.3,-0.07,-0.58,-0.02
NGC_2451A.csv,M19,-27.5,3.7,4.1,-0.07,-0.68,-0.04
NGC_2451A.csv,M20,-20.2,3.7,5.3,-0.16,-0.70,-0.03
NGC_2451A.csv,M21,-26.3,3.7,4.1,-0.08,-0.66,-0.03
NGC_2451A.csv,M22,-26.3,3.7,4.1,-0.07,-0.59,-0.03
NGC_2451A.csv,M23,-32.0,3.7,3.6,-0.16,-0.85,-0.04
NGC_2451A.csv,M24,-28.7,3.7,3.6,-0.14,-0.66,-0.03
IC_2602.csv,M43,-33.4,7.4,7.4,0.21,-0.71,-0.00
UPK_545.csv,M43,11.5,36.4,45.3,0.82,-0.39,0.02
Collinder_132.csv,M43,-45.3,62.9,58.3,0.94,-0.63,-0.03
RSG_8.csv,M43,40.0,78.4,74.4,0.38,-0.17,0.07
UPK_495.csv,M43,-43.6,50.0,84.6,0.54,-0.49,0.03
UPK_585.csv,M43,-128.6,18.2,33.3,0.11,-0.70,0.01
UBC_8.csv,M43,-36.9,28.6,31.6,0.41,-0.32,-0.04
UPK_442.csv,M43,-70.4,61.9,50.0,0.57,-0.73,-0.01
Gulliver_9.csv,M43,61.1,65.3,68.2,0.61,0.08,0.03
UPK_552.csv,M43,-11.4,37.9,40.0,0.52,-1.25,-0.05
Alessi_2.csv,M43,-13.8,34.2,31.2,0.44,-0.41,0.00
UPK_230.csv,M43,-35.7,33.3,20.0,0.19,-1.04,-0.01
Stock_2.csv,M43,9.8,21.8,28.0,0.41,0.03,-0.00
COIN-Gaia_13.csv,M43,20.0,56.8,62.9,0.60,-0.44,0.02
ASCC_41.csv,M43,43.9,47.9,57.7,0.55,-0.13,0.03
UBC_31.csv,M43,-102.7,68.4,68.8,0.60,-0.42,-0.07
NGC_1039.csv,M43,6.5,28.4,39.5,0.31,-0.16,0.04
ASCC_127.csv,M43,11.1,31.2,33.3,0.17,-0.23,0.01
NGC_2451A.csv,M43,51.1,52.5,63.3,0.70,0.03,0.02
IC_2602.csv,M44,-67.5,4.0,3.0,-0.85,-0.88,-0.00
UPK_545.csv,M44,-14.9,15.2,24.0,-0.04,-0.25,0.05
Collinder_132.csv,M44,32.6,59.7,70.8,-0.01,0.09,0.06
RSG_8.csv,M44,67.1,75.0,87.8,0.13,0.20,0.13
UPK_495.csv,M44,35.9,42.3,92.3,-0.01,-0.00,0.10
UPK_585.csv,M44,46.4,40.9,100.0,-0.02,-0.01,0.06
UBC_8.csv,M44,-64.1,8.3,10.5,0.13,-0.21,-0.02
UPK_442.csv,M44,3.7,35.7,33.3,0.14,-0.05,0.05
Gulliver_9.csv,M44,14.7,31.7,33.1,0.18,0.04,0.04
UPK_552.csv,M44,-9.1,24.1,26.7,0.30,-0.46,0.02
Alessi_2.csv,M44,-17.0,14.4,27.1,0.15,-0.10,0.04
UPK_230.csv,M44,-89.3,11.1,30.0,-0.56,-0.27,0.02
Stock_2.csv,M44,-9.3,7.7,10.0,-0.03,-0.07,0.01
COIN-Gaia_13.csv,M44,-30.0,12.6,34.3,-0.04,-0.09,0.05
ASCC_41.csv,M44,7.3,21.1,23.1,0.26,-0.22,0.02
UBC_31.csv,M44,-104.1,29.8,31.2,-0.05,-0.02,0.03
NGC_1039.csv,M44,-6.7,16.8,24.9,0.15,-0.02,0.05
ASCC_127.csv,M44,-38.5,10.4,18.8,-0.28,-0.05,0.03
NGC_2451A.csv,M44,-0.3,18.5,19.5,0.30,-0.33,-0.02
IC_2602.csv,M45,-75.2,3.4,3.0,-1.00,-0.97,-0.00
UPK_545.csv,M45,-34.5,15.2,20.0,-0.29,-0.36,0.05
Collinder_132.csv,M45,8.1,56.5,66.7,-0.39,0.04,0.06
RSG_8.csv,M45,31.2,73.9,84.1,-0.57,0.09,0.13
UPK_495.csv,M45,28.2,42.3,100.0,-0.42,-0.05,0.10
UPK_585.csv,M45,17.9,27.3,83.3,-0.29,-0.08,0.06
UBC_8.csv,M45,-103.9,1.2,0.0,-0.15,-0.31,-0.03
UPK_442.csv,M45,-48.1,23.8,25.0,-0.06,-0.09,0.05
Gulliver_9.csv,M45,6.3,24.8,34.4,-0.11,0.05,0.04
UPK_552.csv,M45,-63.6,13.8,6.7,-0.33,-0.70,0.02
Alessi_2.csv,M45,-45.9,5.4,27.1,-0.11,-0.14,0.04
UPK_230.csv,M45,-192.9,11.1,10.0,-0.77,-0.41,0.01
Stock_2.csv,M45,-12.5,5.7,7.5,-0.06,-0.11,0.01
COIN-Gaia_13.csv,M45,-86.2,6.3,31.4,-0.43,-0.21,0.05
ASCC_41.csv,M45,-12.2,9.9,9.6,0.05,-0.21,0.01
UBC_31.csv,M45,-158.9,31.6,37.5,-0.44,-0.04,0.03
NGC_1039.csv,M45,-10.8,13.8,23.2,0.11,-0.03,0.05
ASCC_127.csv,M45,-88.0,8.3,15.9,-0.67,-0.09,0.03
NGC_2451A.csv,M45,-21.8,5.6,6.5,0.07,-0.53,-0.03
IC_2602.csv,M46,-100.3,3.4,3.0,-2.62,-1.34,-0.01
UPK_545.csv,M46,-25.9,16.2,24.0,-0.43,-0.31,0.05
Collinder_132.csv,M46,26.7,59.7,66.7,-0.21,0.07,0.06
RSG_8.csv,M46,54.1,77.3,87.8,-0.50,0.15,0.13
UPK_495.csv,M46,33.3,46.2,92.3,0.00,0.00,0.11
UPK_585.csv,M46,39.3,27.3,100.0,0.11,0.05,0.06
UBC_8.csv,M46,-99.0,8.3,0.0,-0.29,-0.32,-0.03
UPK_442.csv,M46,-16.7,26.2,25.0,0.03,-0.08,0.05
Gulliver_9.csv,M46,0.8,26.7,29.1,-0.20,0.05,0.04
UPK_552.csv,M46,2.3,24.1,40.0,0.44,-0.34,0.03
Alessi_2.csv,M46,-37.1,9.0,33.3,-0.18,-0.14,0.04
UPK_230.csv,M46,-142.9,11.1,10.0,-0.78,-0.31,0.01
Stock_2.csv,M46,-31.6,5.4,6.4,-0.80,-0.29,0.00
COIN-Gaia_13.csv,M46,-70.0,7.4,34.3,-0.46,-0.15,0.05
ASCC_41.csv,M46,4.1,18.3,25.0,0.09,-0.23,0.02
UBC_31.csv,M46,-137.0,33.3,31.2,-0.26,-0.03,0.03
NGC_1039.csv,M46,-33.5,10.3,17.8,-0.26,-0.23,0.04
ASCC_127.csv,M46,-70.1,8.3,20.3,-0.69,-0.08,0.03
NGC_2451A.csv,M46,-25.7,6.8,5.9,-0.12,-0.70,-0.03
IC_2602.csv,M47,-83.6,3.4,1.5,-1.87,-0.38,-0.38
UPK_545.csv,M47,-51.7,3.0,8.0,-0.36,-0.03,-0.12
Collinder_132.csv,M47,-87.2,33.9,37.5,-0.40,0.10,-0.00
RSG_8.csv,M47,19.4,70.5,73.2,-0.38,0.29,0.06
UPK_495.csv,M47,-5.1,46.2,76.9,-0.47,0.17,0.02
UPK_585.csv,M47,42.9,50.0,100.0,-0.35,0.10,-0.00
UBC_8.csv,M47,-119.4,2.4,5.3,-0.12,-0.13,-0.11
UPK_442.csv,M47,-105.6,7.1,25.0,-0.24,0.01,-0.01
Gulliver_9.csv,M47,0.0,29.7,30.5,-0.13,0.15,-0.03
UPK_552.csv,M47,-43.2,10.3,0.0,-0.28,-0.05,-0.13
Alessi_2.csv,M47,-28.3,6.3,8.3,-0.01,0.02,-0.01
UPK_230.csv,M47,-196.4,11.1,0.0,-0.71,-0.10,-0.08
Stock_2.csv,M47,-7.9,10.5,11.1,0.11,0.07,-0.06
COIN-Gaia_13.csv,M47,-90.8,3.2,5.7,-0.34,-0.04,-0.01
ASCC_41.csv,M47,-19.5,11.3,5.8,0.05,-0.07,-0.07
UBC_31.csv,M47,-469.9,14.0,12.5,-0.45,-0.02,-0.08
NGC_1039.csv,M47,-16.9,14.6,15.7,0.12,0.06,-0.01
ASCC_127.csv,M47,-64.1,18.8,8.7,-0.52,0.06,-0.02
NGC_2451A.csv,M47,-10.9,7.4,7.1,0.10,0.05,-0.12
IC_2602.csv,M48,-72.0,3.4,1.5,-1.58,-0.34,-0.35
UPK_545.csv,M48,-30.5,8.1,10.7,-0.18,0.01,-0.09
Collinder_132.csv,M48,-57.0,43.5,41.7,-0.40,0.12,0.01
RSG_8.csv,M48,32.4,73.9,75.6,-0.36,0.30,0.07
UPK_495.csv,M48,46.2,61.5,92.3,-0.21,0.19,0.04
UPK_585.csv,M48,100.0,100.0,100.0,nan,nan,nan
UBC_8.csv,M48,-109.7,2.4,5.3,-0.07,-0.12,-0.10
UPK_442.csv,M48,-81.5,11.9,33.3,-0.14,0.02,-0.01
Gulliver_9.csv,M48,8.3,31.7,35.8,-0.10,0.16,-0.02
UPK_552.csv,M48,-40.9,10.3,0.0,-0.24,-0.05,-0.13
Alessi_2.csv,M48,-19.5,8.1,8.3,0.06,0.03,-0.00
UPK_230.csv,M48,-175.0,11.1,0.0,-0.69,-0.07,-0.07
Stock_2.csv,M48,-3.9,12.8,12.9,0.15,0.10,-0.05
COIN-Gaia_13.csv,M48,-80.0,3.2,8.6,-0.31,-0.03,0.00
ASCC_41.csv,M48,-17.1,11.3,5.8,0.05,-0.05,-0.06
UBC_31.csv,M48,-283.6,22.8,18.8,-0.30,0.04,-0.05
NGC_1039.csv,M48,-14.6,15.1,16.2,0.12,0.07,-0.01
ASCC_127.csv,M48,-53.8,18.8,8.7,-0.49,0.06,-0.01
NGC_2451A.csv,M48,-5.7,11.1,8.3,0.13,0.06,-0.08
IC_2602.csv,M49,-145.3,3.4,1.5,-3.14,-0.65,-0.51
UPK_545.csv,M49,-109.2,2.0,6.7,-0.69,-0.14,-0.17
Collinder_132.csv,M49,-181.4,24.2,25.0,-0.46,0.06,-0.02
RSG_8.csv,M49,-61.8,63.6,62.2,-0.61,0.20,0.03
UPK_495.csv,M49,-105.1,23.1,53.8,-0.56,0.11,-0.02
UPK_585.csv,M49,35.7,40.9,83.3,-0.29,0.09,0.01
UBC_8.csv,M49,-171.8,0.0,0.0,-0.29,-0.23,-0.15
UPK_442.csv,M49,-177.8,0.0,8.3,-0.32,-0.04,-0.03
Gulliver_9.csv,M49,-39.3,18.8,17.9,-0.29,0.10,-0.09
UPK_552.csv,M49,-79.5,10.3,0.0,-0.41,-0.18,-0.16
Alessi_2.csv,M49,-69.8,1.8,8.3,-0.26,-0.01,-0.04
UPK_230.csv,M49,-246.4,11.1,0.0,-0.74,-0.14,-0.10
Stock_2.csv,M49,-34.8,3.3,4.4,-0.31,-0.08,-0.14
COIN-Gaia_13.csv,M49,-117.7,3.2,2.9,-0.41,-0.07,-0.03
ASCC_41.csv,M49,-44.7,5.6,5.8,-0.15,-0.28,-0.15
UBC_31.csv,M49,-1616.4,10.5,12.5,-0.96,-0.57,-0.23
NGC_1039.csv,M49,-27.0,11.4,9.7,0.04,0.02,-0.03
ASCC_127.csv,M49,-102.6,12.5,4.3,-0.65,-0.00,-0.04
NGC_2451A.csv,M49,-40.8,4.3,3.6,-0.11,-0.41,-0.43
IC_2602.csv,M50,-78.1,3.4,1.5,-0.58,-0.55,-0.29
IC_2602.csv,M51,-151.8,3.4,1.5,-3.19,-0.65,-0.52
IC_2602.csv,M52,-45.3,6.8,5.9,0.14,-0.36,-0.18
IC_2602.csv,M53,-132.5,3.4,1.5,-2.99,-0.56,-0.50
IC_2602.csv,M54,-27.3,12.5,14.1,0.38,-0.32,-0.15
IC_2602.csv,M55,-138.9,3.4,1.5,-3.04,-0.63,-0.50
UPK_545.csv,M50,-50.6,9.1,13.3,0.13,-0.09,-0.15
UPK_545.csv,M51,-112.1,2.0,5.3,-0.69,-0.14,-0.17
UPK_545.csv,M52,-17.2,22.2,26.7,0.45,-0.08,-0.10
UPK_545.csv,M53,-104.6,2.0,6.7,-0.64,-0.13,-0.16
UPK_545.csv,M54,6.9,31.3,38.7,0.66,-0.04,-0.06
UPK_545.csv,M55,-118.4,2.0,6.7,-0.71,-0.15,-0.18
Collinder_132.csv,M50,-84.9,29.0,33.3,0.10,0.07,-0.00
Collinder_132.csv,M51,-193.0,22.6,20.8,-0.46,0.05,-0.02
Collinder_132.csv,M52,-45.3,43.5,33.3,0.34,0.08,-0.00
Collinder_132.csv,M53,-194.2,22.6,20.8,-0.48,0.05,-0.02
Collinder_132.csv,M54,-27.9,45.2,41.7,0.48,0.07,-0.00
Collinder_132.csv,M55,-181.4,22.6,20.8,-0.46,0.06,-0.01
RSG_8.csv,M50,-13.5,63.6,62.2,-0.08,0.22,0.04
RSG_8.csv,M51,-60.0,63.6,62.2,-0.58,0.20,0.03
RSG_8.csv,M52,11.2,64.8,63.4,0.07,0.24,0.05
RSG_8.csv,M53,-53.5,63.6,62.2,-0.55,0.21,0.03
RSG_8.csv,M54,17.6,67.0,64.6,0.12,0.24,0.05
RSG_8.csv,M55,-68.8,63.6,62.2,-0.61,0.19,0.03
UPK_495.csv,M50,-59.0,26.9,46.2,0.06,0.10,-0.00
UPK_495.csv,M51,-120.5,23.1,53.8,-0.58,0.11,-0.01
UPK_495.csv,M52,-17.9,34.6,69.2,0.26,0.11,0.00
UPK_495.csv,M53,-102.6,23.1,61.5,-0.54,0.11,-0.01
UPK_495.csv,M54,5.1,42.3,76.9,0.36,0.14,0.01
UPK_495.csv,M55,-92.3,26.9,61.5,-0.56,0.12,-0.01
UPK_585.csv,M50,7.1,22.7,50.0,-0.06,0.07,0.02
UPK_585.csv,M51,-46.4,22.7,33.3,-0.73,0.06,-0.03
UPK_585.csv,M52,3.6,22.7,33.3,0.10,0.06,0.02
UPK_585.csv,M53,-42.9,22.7,33.3,-0.71,0.06,-0.02
UPK_585.csv,M54,21.4,22.7,50.0,0.18,0.08,0.03
UPK_585.csv,M55,-53.6,22.7,33.3,-0.71,0.05,-0.02
UBC_8.csv,M50,-81.6,11.9,10.5,0.24,-0.16,-0.11
UBC_8.csv,M51,-171.8,0.0,0.0,-0.31,-0.23,-0.14
UBC_8.csv,M52,-53.4,20.2,31.6,0.35,-0.15,-0.11
UBC_8.csv,M53,-165.0,0.0,0.0,-0.27,-0.21,-0.14
UBC_8.csv,M54,-32.0,32.1,31.6,0.40,-0.16,-0.10
UBC_8.csv,M55,-164.1,0.0,0.0,-0.26,-0.22,-0.14
UPK_442.csv,M50,-88.9,11.9,8.3,0.09,-0.02,-0.02
UPK_442.csv,M51,-179.6,0.0,8.3,-0.34,-0.04,-0.03
UPK_442.csv,M52,-46.3,33.3,25.0,0.32,-0.02,-0.02
UPK_442.csv,M53,-188.9,0.0,8.3,-0.33,-0.04,-0.03
UPK_442.csv,M54,-20.4,45.2,33.3,0.46,0.01,-0.02
UPK_442.csv,M55,-175.9,0.0,8.3,-0.35,-0.03,-0.03
Gulliver_9.csv,M50,11.1,35.6,30.5,0.21,0.13,-0.02
Gulliver_9.csv,M51,-30.2,23.8,23.2,-0.28,0.12,-0.09
Gulliver_9.csv,M52,22.2,40.6,39.1,0.31,0.14,-0.02
Gulliver_9.csv,M53,-33.3,18.8,20.5,-0.25,0.11,-0.09
Gulliver_9.csv,M54,38.5,51.5,51.0,0.43,0.15,-0.00
Gulliver_9.csv,M55,-26.2,21.8,20.5,-0.21,0.11,-0.07
UPK_552.csv,M50,-13.6,17.2,20.0,0.22,-0.11,-0.07
UPK_552.csv,M51,-88.6,10.3,0.0,-0.43,-0.23,-0.20
UPK_552.csv,M52,6.8,24.1,40.0,0.38,-0.07,-0.03
UPK_552.csv,M53,-72.7,10.3,0.0,-0.40,-0.14,-0.16
UPK_552.csv,M54,15.9,27.6,40.0,0.44,-0.04,-0.00
UPK_552.csv,M55,-79.5,10.3,0.0,-0.41,-0.17,-0.20
Alessi_2.csv,M50,-13.2,18.0,18.8,0.27,0.01,-0.01
Alessi_2.csv,M51,-64.8,1.8,8.3,-0.26,-0.01,-0.04
Alessi_2.csv,M52,10.1,31.5,33.3,0.43,0.02,0.00
Alessi_2.csv,M53,-69.2,1.8,8.3,-0.26,-0.01,-0.04
Alessi_2.csv,M54,22.0,41.4,43.8,0.47,0.02,0.00
Alessi_2.csv,M55,-69.2,1.8,8.3,-0.27,-0.01,-0.04
UPK_230.csv,M50,-135.7,11.1,0.0,-0.32,-0.09,-0.08
UPK_230.csv,M51,-250.0,11.1,0.0,-0.77,-0.14,-0.10
UPK_230.csv,M52,-96.4,11.1,0.0,-0.19,-0.06,-0.08
UPK_230.csv,M53,-250.0,11.1,0.0,-0.78,-0.14,-0.11
UPK_230.csv,M54,-50.0,11.1,0.0,-0.02,-0.03,-0.07
UPK_230.csv,M55,-250.0,11.1,0.0,-0.77,-0.13,-0.11
Stock_2.csv,M50,-12.9,8.6,11.1,0.15,0.01,-0.08
Stock_2.csv,M51,-42.4,3.3,4.4,-0.53,-0.09,-0.17
Stock_2.csv,M52,6.7,21.0,26.2,0.42,0.09,-0.06
Stock_2.csv,M53,-31.8,3.3,4.9,-0.25,-0.06,-0.12
Stock_2.csv,M54,21.8,31.8,41.4,0.57,0.13,-0.05
Stock_2.csv,M55,-22.2,4.1,5.1,-0.06,-0.03,-0.10
COIN-Gaia_13.csv,M50,-44.6,14.7,14.3,0.19,-0.05,-0.01
COIN-Gaia_13.csv,M51,-120.0,3.2,2.9,-0.43,-0.07,-0.03
COIN-Gaia_13.csv,M52,-15.4,29.5,22.9,0.37,-0.05,-0.01
COIN-Gaia_13.csv,M53,-118.5,3.2,2.9,-0.42,-0.07,-0.03
COIN-Gaia_13.csv,M54,6.9,40.0,40.0,0.49,-0.04,-0.01
COIN-Gaia_13.csv,M55,-114.6,3.2,2.9,-0.40,-0.06,-0.02
ASCC_41.csv,M50,-2.4,22.5,19.2,0.27,-0.16,-0.06
ASCC_41.csv,M51,-48.0,5.6,5.8,-0.17,-0.30,-0.16
ASCC_41.csv,M52,14.6,33.8,26.9,0.39,-0.11,-0.03
ASCC_41.csv,M53,-46.3,5.6,5.8,-0.15,-0.29,-0.16
ASCC_41.csv,M54,26.8,39.4,34.6,0.46,-0.07,-0.01
ASCC_41.csv,M55,-46.3,5.6,5.8,-0.16,-0.30,-0.15
UBC_31.csv,M50,-1289.0,21.1,12.5,-0.55,-0.56,-0.22
UBC_31.csv,M51,-1620.5,10.5,12.5,-0.96,-0.57,-0.22
UBC_31.csv,M52,-1230.1,26.3,12.5,-0.49,-0.58,-0.23
UBC_31.csv,M53,-1605.5,10.5,12.5,-0.96,-0.56,-0.22
UBC_31.csv,M54,-1139.7,33.3,12.5,-0.44,-0.58,-0.23
UBC_31.csv,M55,-1604.1,10.5,12.5,-0.96,-0.56,-0.22
NGC_1039.csv,M50,-4.7,20.3,25.9,0.24,0.04,-0.00
