"DB","ID","RA_ICRS","DE_ICRS","GLON","GLAT","plx","pmRA","pmDE","fnames","UCC_ID"
"1_3","MWSC 4688",357.96682,-86.71718,303.90862,-30.2974,"nan","nan","nan","mwsc4688","UCC G303.9-30.2"
"1_3","MWSC 5684",193.4417,-86.64478,302.96916,-23.77321,"nan","nan","nan","mwsc5684","UCC G302.9-23.7"
"1_3","MWSC 5692",266.78311,-86.60992,306.56096,-26.14295,"nan","nan","nan","mwsc5692","UCC G306.5-26.1"
"1_3","MWSC 4005",2.8784,-85.47848,303.85091,-31.57832,"nan","nan","nan","mwsc4005","UCC G303.8-31.5"
"1_3","MWSC 4176",216.82717,-85.42054,304.95006,-22.92943,"nan","nan","nan","mwsc4176","UCC G304.9-22.9"
"1","ESO 008 06",224.227,-83.445,306.59326,-21.48475,"nan","nan","nan","eso00806","UCC G306.5-21.4"
"1_3","MWSC 4219",235.57105,-83.19315,307.90764,-22.04055,"nan","nan","nan","mwsc4219","UCC G307.9-22.0"
"1_3","MWSC 5575",29.93976,-83.04987,300.48209,-33.75044,"nan","nan","nan","mwsc5575","UCC G300.4-33.7"
"1_3","MWSC 4682",355.8361,-82.95873,305.40828,-33.83914,"nan","nan","nan","mwsc4682","UCC G305.4-33.8"
"1_3","MWSC 5685",196.338,-82.04054,303.44162,-19.18256,"nan","nan","nan","mwsc5685","UCC G303.4-19.1"
"1_3","MWSC 5681",160.45255,-82.00138,298.37126,-20.30351,"nan","nan","nan","mwsc5681","UCC G298.3-20.3"
"1_3","FSR 1626,MWSC 2014",184.98458,-81.50296,301.70722,-18.70621,"nan","nan","nan","fsr1626","UCC G301.7-18.7"
"1","FSR 1631",191.43,-81.258,302.703,-18.38879,"nan","nan","nan","fsr1631","UCC G302.7-18.3"
"1_3","FSR 1629,MWSC 2049",188.72838,-80.95992,302.24957,-18.11008,"nan","nan","nan","fsr1629","UCC G302.2-18.1"
"1_3","MWSC 5688",231.48548,-80.12938,309.44102,-19.27147,"nan","nan","nan","mwsc5688","UCC G309.4-19.2"
"1_3","ESO 026 02,MWSC 3341",306.64096,-80.00406,313.58333,-30.75427,"nan","nan","nan","eso02602","UCC G313.5-30.7"
"1_3","MWSC 4137",141.5577,-79.73962,294.39907,-20.46153,"nan","nan","nan","mwsc4137","UCC G294.3-20.4"
"1_3","MWSC 3299,Melotte 227,Collinder 411,OCL 918,ESO 025 18",304.13487,-79.00161,314.85316,-30.61177,"nan","nan","nan","melotte227","UCC G314.8-30.6"
"1_3","MWSC 5679",143.25014,-78.97162,294.02874,-19.70889,"nan","nan","nan","mwsc5679","UCC G294.0-19.7"
"1_3","MWSC 5572",28.56543,-78.96594,299.17744,-37.70033,"nan","nan","nan","mwsc5572","UCC G299.1-37.7"
"1_3","MWSC 5749",308.03867,-78.61483,315.01972,-31.45019,"nan","nan","nan","mwsc5749","UCC G315.0-31.4"
"1_3","ESO 021 06,MWSC 2208",213.96236,-78.50897,307.21862,-16.34592,"nan","nan","nan","eso02106","UCC G307.2-16.3"
"1_3","MWSC 5672",108.83632,-78.43945,290.19042,-25.35096,"nan","nan","nan","mwsc5672","UCC G290.1-25.3"
"1_3","MWSC 4114",91.97032,-78.22193,289.71791,-28.73124,"nan","nan","nan","mwsc4114","UCC G289.7-28.7"
"1_3","MWSC 5680",145.94775,-78.20564,293.85989,-18.78922,"nan","nan","nan","mwsc5680","UCC G293.8-18.7"
"1_3","FSR 1607,MWSC 1955",173.24056,-77.81918,298.71385,-15.59491,"nan","nan","nan","fsr1607","UCC G298.7-15.5"
"1_3","MWSC 5698",280.45097,-77.72233,316.59941,-25.95095,"nan","nan","nan","mwsc5698","UCC G316.5-25.9"
"1_3","MWSC 2358,FSR 1675",242.6101,-77.65562,312.85824,-18.81457,"nan","nan","nan","mwsc2358","UCC G312.8-18.8"
"1_3","MWSC 4140",144.15281,-77.47941,293.03999,-18.53085,"nan","nan","nan","mwsc4140","UCC G293.0-18.5"
"1_3","MWSC 2089,FSR 1640",197.97506,-77.44306,304.07985,-14.61695,"nan","nan","nan","mwsc2089","UCC G304.0-14.6"
"1_3","MWSC 1638,FSR 1579",138.42233,-77.43185,292.11408,-19.416,"nan","nan","nan","mwsc1638","UCC G292.1-19.4"
"1_26","Chamaleon I",166.5085,-77.41973,297.16707,-15.74359,5.261,-22.555,0.438,"chamaleoni","UCC G297.1-15.7"
"1_3","MWSC 4668",344.23924,-77.16803,310.70966,-38.17784,"nan","nan","nan","mwsc4668","UCC G310.7-38.1"
"1","FSR 1639",197.317,-77.135,303.95516,-14.29869,"nan","nan","nan","fsr1639","UCC G303.9-14.2"
"1","NGC 1520",59.468,-76.8,291.14124,-35.70067,"nan","nan","nan","ngc1520","UCC G291.1-35.7"
"1","FSR 1577",142.192,-76.085,291.66132,-17.87541,"nan","nan","nan","fsr1577","UCC G291.6-17.8"
"1","FSR 1598",170.775,-75.015,297.2028,-13.13466,"nan","nan","nan","fsr1598","UCC G297.2-13.1"
"1_3","MWSC 5676",130.47724,-74.76278,288.64194,-19.36127,"nan","nan","nan","mwsc5676","UCC G288.6-19.3"
"1_3","ESO 043 13,MWSC 2529",256.088,-74.34659,317.72195,-19.32387,"nan","nan","nan","eso04313","UCC G317.7-19.3"
"1_3","FSR 1647,MWSC 2159",206.43482,-73.95982,306.72671,-11.48948,"nan","nan","nan","fsr1647","UCC G306.7-11.4"
"1_3","MWSC 2112,FSR 1642",200.65856,-73.57118,305.17137,-10.83523,"nan","nan","nan","mwsc2112","UCC G305.1-10.8"
"1_3","MWSC 4138",141.77254,-73.50136,289.63052,-16.16753,"nan","nan","nan","mwsc4138","UCC G289.6-16.1"
"1_3","MWSC 5671",106.26941,-73.38146,284.57878,-24.94814,"nan","nan","nan","mwsc5671","UCC G284.5-24.9"
"1_3","MWSC 2453,FSR 1692",251.30735,-72.83213,318.21126,-17.3497,"nan","nan","nan","mwsc2453","UCC G318.2-17.3"
"1","FSR 1566",147.645,-72.762,290.38677,-14.46028,"nan","nan","nan","fsr1566","UCC G290.3-14.4"
"1","FSR 1667",215.423,-72.085,309.82485,-10.4318,"nan","nan","nan","fsr1667","UCC G309.8-10.4"
"1_3","FSR 1638,MWSC 2079",195.29056,-71.3959,303.71599,-8.53895,"nan","nan","nan","fsr1638","UCC G303.7-08.5"
"1_3","ESO 065 07,MWSC 2124",202.30113,-71.26595,305.98657,-8.61853,"nan","nan","nan","eso06507","UCC G305.9-08.6"
"1_3","FSR 1658,MWSC 2181",208.77662,-70.7548,308.17648,-8.53415,"nan","nan","nan","fsr1658","UCC G308.1-08.5"
"1_3","MWSC 5691",261.53278,-70.73278,321.88916,-18.88316,"nan","nan","nan","mwsc5691","UCC G321.8-18.8"
"1_3","NGC 1557,ESO 055 15",63.29302,-70.46755,283.76883,-38.26358,"nan","nan","nan","ngc1557","UCC G283.7-38.2"
"1_3","ESO 066 04,NGC 5359,MWSC 2194",210.01808,-70.39558,308.67291,-8.29265,"nan","nan","nan","ngc5359","UCC G308.6-08.2"
"1_3","MWSC 5674",121.64415,-70.32211,283.1724,-19.44194,"nan","nan","nan","mwsc5674","UCC G283.1-19.4"
"1_3","FSR 1572,MWSC 1799",155.90084,-69.82374,290.75546,-10.52802,"nan","nan","nan","fsr1572","UCC G290.7-10.5"
"1_3_26","ASCC 69,MWSC 1996",181.59366,-69.78,299.02901,-7.25046,1.342,-6.454,-1.89,"ascc69","UCC G299.0-07.2"
"1_3","MWSC 2069,ESO 065 03",192.8395,-69.72088,302.92495,-6.84913,"nan","nan","nan","eso06503","UCC G302.9-06.8"
"1_3_26","ASCC 51,MWSC 1647",139.523,-69.69,286.25084,-14.07415,1.818,-7.613,7.964,"ascc51","UCC G286.2-14.0"
"1_3","FSR 1661,MWSC 2188",209.47936,-69.37059,308.76236,-7.25484,"nan","nan","nan","fsr1661","UCC G308.7-07.2"
"1","ESO 062 08",155.415,-69.348,290.34666,-10.22248,"nan","nan","nan","eso06208","UCC G290.3-10.2"
"1_3","FSR 1568",156.19539,-69.07096,290.42936,-9.83927,"nan","nan","nan","fsr1568","UCC G290.4-09.8"
"1_3","ESO 062 11",159.72758,-69.03042,291.50464,-9.15269,"nan","nan","nan","eso06211","UCC G291.5-09.1"
"1_3","MWSC 1943,FSR 1593",171.94088,-68.73906,295.43531,-7.09393,"nan","nan","nan","mwsc1943","UCC G295.4-07.0"
"1_3","MWSC 4483",289.28639,-68.52546,327.13041,-27.43873,"nan","nan","nan","mwsc4483","UCC G327.1-27.4"
"1_26","ESO 064 05",186.16422,-68.46059,300.46639,-5.71714,0.787,-9.062,-1.459,"eso06405","UCC G300.4-05.7"
"1_8_12_20_26","NGC 1901",79.56,-68.32987,278.89688,-33.6244,2.362,1.637,12.688,"ngc1901","UCC G278.8-33.6"
"1_3","ASCC 78,MWSC 2270",226.3409,-68.39892,314.78703,-8.66663,"nan","nan","nan","ascc78","UCC G314.7-08.6"
"1_3_8_12_26","OCL 889,Harvard 6,Collinder 261,ESO 065 02,FSR 1627,MWSC 2055,VDBH 136",189.519,-68.377,301.6958,-5.53733,0.315,-6.351,-2.702,"vdbh136","UCC G301.6-05.5"
"1_3","MWSC 2139,FSR 1650",203.91397,-68.11524,307.05004,-5.59774,"nan","nan","nan","mwsc2139","UCC G307.0-05.5"
"1_26","Ruprecht 163",166.197,-67.97058,293.16566,-7.1444,1.042,-5.825,0.139,"ruprecht163","UCC G293.1-07.1"
"1","FSR 1554",149.704,-67.739,287.67067,-10.13957,"nan","nan","nan","fsr1554","UCC G287.6-10.1"
"1_3","FSR 1654,MWSC 2151",205.51998,-67.70492,307.72211,-5.30539,"nan","nan","nan","fsr1654","UCC G307.7-05.3"
"1_3_8_12_20_26","MWSC 2016,ASCC 71",185.11531,-67.5125,299.96713,-4.81924,0.784,-9.315,-1.346,"ascc71","UCC G299.9-04.8"
"1_3","OCL 912,Ruprecht 110,MWSC 2199,ESO 097 10",211.4227,-67.415,309.98814,-5.56613,"nan","nan","nan","ruprecht110","UCC G309.9-05.5"
"1_3","ESO 088 01,MWSC 1075,NGC 2348",105.77486,-67.39904,278.12943,-23.80154,"nan","nan","nan","ngc2348","UCC G278.1-23.8"
"1_3_8_12_20_26","ASCC 73,MWSC 2053",189.281,-67.2172,301.5429,-4.38406,1.518,-11.506,-2.945,"ascc73","UCC G301.5-04.3"
"1_3_26","FSR 1632,MWSC 2071,VDBH 140",193.32,-67.17983,303.11104,-4.30872,0.189,-14.862,1.219,"vdbh140","UCC G303.1-04.3"
"1","FSR 1597",176.145,-67.085,296.47711,-5.05488,"nan","nan","nan","fsr1597","UCC G296.4-05.0"
"1_3_8_12_26","Collinder 268,FSR 1644,MWSC 2102,MWSC 2103,Harvard 8,ESO 096 06,VDBH 145,OCL 895",199.543,-67.0778,305.5375,-4.3414,0.359,-5.49,-0.403,"vdbh145","UCC G305.5-04.3"
"1_3","FSR 1623,MWSC 2052",189.03299,-66.93955,301.43016,-4.11244,"nan","nan","nan","fsr1623","UCC G301.4-04.1"
"1_3","MWSC 5694",269.33682,-66.79884,326.9394,-19.70161,"nan","nan","nan","mwsc5694","UCC G326.9-19.7"
"1_3","MWSC 1776,ASCC 57",152.71394,-66.69184,287.98003,-8.60296,"nan","nan","nan","ascc57","UCC G287.9-08.6"
"1_3","MWSC 2149,FSR 1656",205.37385,-66.63708,307.87487,-4.24693,"nan","nan","nan","mwsc2149","UCC G307.8-04.2"
"1_3","MWSC 1396,FSR 1514",119.6133,-66.64495,279.33928,-18.47678,"nan","nan","nan","mwsc1396","UCC G279.3-18.4"
"1_3","FSR 1617,MWSC 2039",187.15248,-66.5709,300.66091,-3.79986,"nan","nan","nan","fsr1617","UCC G300.6-03.7"
"1_3","ASCC 76,MWSC 2171",208.06502,-66.3998,308.97604,-4.24441,"nan","nan","nan","ascc76","UCC G308.9-04.2"
"1_3_8_12_26","MWSC 2255,VDBH 164,Alessi 7",222.2265,-66.39249,314.32445,-6.15453,2.364,-7.398,-10.696,"vdbh164","UCC G314.3-06.1"
"1_3_8_12_26","Collinder 269,MWSC 2113,OCL 897,ESO 096 10",200.96411,-66.19098,306.20073,-3.5252,0.572,-5.059,-2.478,"collinder269","UCC G306.2-03.5"
"1_3_8_12_20_26","Alessi 6,MWSC 2240",220.06408,-66.1265,313.64523,-5.5446,1.113,-10.506,-5.542,"alessi6","UCC G313.6-05.5"
"1_3_8_12_26","OCL 909,ESO 097 06,Collinder 277,MWSC 2166",207.058,-66.0657,308.65559,-3.8271,0.58,-9.234,-4.137,"collinder277","UCC G308.6-03.8"
"1_3_8_26","Andrews-Lindsay 1,AL 1,VDBH 144,MWSC 2098,ESO 096 04",198.81362,-65.91974,305.36136,-3.16039,0.046,-5.126,-0.403,"vdbh144","UCC G305.3-03.1"
"1","NGC 1641",68.858,-65.74,277.19554,-38.33129,"nan","nan","nan","ngc1641","UCC G277.1-38.3"
"1","DBSB 72",176.487,-65.555,296.22039,-3.54021,"nan","nan","nan","dbsb72","UCC G296.2-03.5"
"1","DBSB 88",214.905,-65.432,311.93343,-4.11305,"nan","nan","nan","dbsb88","UCC G311.9-04.1"
"1_3_26","OCL 911.2,MWSC 2177,Loden 1002",208.77334,-65.39601,309.49819,-3.33899,0.751,-4.923,-2.146,"loden1002","UCC G309.4-03.3"
"1_3","Loden 757,MWSC 2091,OCL 894.1",198.00002,-65.29798,305.07984,-2.51202,"nan","nan","nan","loden757","UCC G305.0-02.5"
"1_3_8_12_26","ESO 091 19,MWSC 1717,Ruprecht 84,FSR 1544,OCL 814",147.2813,-65.259,285.32479,-8.82517,0.491,-6.961,4.005,"ruprecht84","UCC G285.3-08.8"
"1_3","MWSC 1999,FSR 1605",181.93956,-65.19048,298.36767,-2.70654,"nan","nan","nan","mwsc1999","UCC G298.3-02.7"
"1_3_8_12_26","Melotte 101,Collinder 227,ESO 093 01,OCL 841,VDBH 101,FSR 1564",160.55341,-65.1065,289.86849,-5.56552,0.448,-6.307,3.484,"melotte101","UCC G289.8-05.5"
"1","FSR 1584",167.303,-65.06,292.42114,-4.29549,"nan","nan","nan","fsr1584","UCC G292.4-04.2"
"1_3_8_12_26","VDBH 142,NGC 4815,MWSC 2075,ESO 096 01,FSR 1637,OCL 893,Collinder 265",194.499,-64.96,303.62624,-2.09709,0.266,-5.754,-0.952,"ngc4815","UCC G303.6-02.0"
"1_3_8_12_26","MWSC 2108,VDBH 146,OCL 896,ESO 096 08,Ruprecht 107",199.937,-64.9445,305.92525,-2.23742,0.242,-5.845,-1.618,"ruprecht107","UCC G305.9-02.2"
"1_3_26","Loden 995,MWSC 2176",208.575,-64.94864,309.52612,-2.88479,0.959,-6.328,-3.994,"loden995","UCC G309.5-02.8"
"1_3","MWSC 2262,FSR 1685",224.3327,-64.9441,315.76105,-5.25631,"nan","nan","nan","mwsc2262","UCC G315.7-05.2"
"1","DBSB 73",177.54,-64.87,296.48226,-2.76838,"nan","nan","nan","dbsb73","UCC G296.4-02.7"
"1","ESO 099 06",232.451,-64.85,318.76671,-6.96624,"nan","nan","nan","eso09906","UCC G318.7-06.9"
"1_3","MWSC 2292,FSR 1693",231.45984,-64.8238,318.43149,-6.70641,"nan","nan","nan","mwsc2292","UCC G318.4-06.7"
"1_3_8_26","ESO 092 05,MWSC 1752",150.80144,-64.75472,286.18351,-7.50492,0.06,-2.971,2.429,"eso09205","UCC G286.1-07.5"
"1_3_8_12_26","VDBH 135,MWSC 2042,NGC 4463,OCL 885,ESO 095 10,Collinder 260",187.466,-64.79679,300.63657,-2.02123,0.528,-5.326,-0.421,"ngc4463","UCC G300.6-02.0"
"1_3","ESO 095 06,Loden 615,MWSC 2015,OCL 879.1",185.1681,-64.78053,299.66058,-2.10437,"nan","nan","nan","loden615","UCC G299.6-02.1"
"1","FSR 1678",221.145,-64.74,314.63432,-4.47065,"nan","nan","nan","fsr1678","UCC G314.6-04.4"
"1_3_8_12_26","NGC 5288,ESO 097 07,VDBH 153,OCL 910,MWSC 2168,Collinder 278",207.1892,-64.68,309.01381,-2.48724,0.351,-3.85,-1.928,"ngc5288","UCC G309.0-02.4"
"1_3","MWSC 1712,FSR 1541",146.71679,-64.63146,284.7301,-8.50063,"nan","nan","nan","mwsc1712","UCC G284.7-08.5"
"1","ESO 097 15",213.855,-64.63,311.77664,-3.2102,"nan","nan","nan","eso09715","UCC G311.7-03.2"
"1_3_8_26","ESO 092 18,MWSC 1781",153.73138,-64.60686,287.12187,-6.65375,0.043,-3.532,2.749,"eso09218","UCC G287.1-06.6"
"1_3_8_12_20_26","MWSC 1988,Ruprecht 98,OCL 868,VDBH 125,ESO 094 09",179.71321,-64.5845,297.32579,-2.28665,2.067,-4.111,-8.636,"ruprecht98","UCC G297.3-02.2"
"1_3","MWSC 2136,Loden 848,OCL 901.1",203.55506,-64.55694,307.50809,-2.06599,"nan","nan","nan","loden848","UCC G307.5-02.0"
"1_3","FSR 1641,MWSC 2081",196.17668,-64.54994,304.3574,-1.71492,"nan","nan","nan","fsr1641","UCC G304.3-01.7"
"1_3","FSR 1585,MWSC 1923",168.4675,-64.48384,292.66448,-3.57483,"nan","nan","nan","fsr1585","UCC G292.6-03.5"
"1_3","MWSC 2320,ASCC 82",236.80027,-64.41222,320.53643,-7.72898,"nan","nan","nan","ascc82","UCC G320.5-07.7"
"1_3_8_12_26","VDBH 103,IC 2602,ESO 093 02,Collinder 229,OCL 838,Melotte 102",160.613,-64.4,289.55231,-4.93254,6.561,-17.638,10.68,"melotte102","UCC G289.5-04.9"
"1_3","ASCC 70,Alessi 38,MWSC 2010",183.72662,-64.41194,298.99908,-1.8195,"nan","nan","nan","ascc70","UCC G298.9-01.8"
"1_3","MWSC 1772,ASCC 56",152.0698,-64.37266,286.39688,-6.87412,"nan","nan","nan","ascc56","UCC G286.3-06.8"
"1_3","OCL 905.1,ESO 097 02,Loden 894,MWSC 2146",204.92148,-64.32185,308.13015,-1.93815,"nan","nan","nan","loden894","UCC G308.1-01.9"
"1_3","MWSC 4463",284.73208,-64.26693,331.55191,-25.04875,"nan","nan","nan","mwsc4463","UCC G331.5-25.0"
"1_3_8_12_26","Collinder 271,MWSC 2126,OCL 900,ESO 096 14",202.4689,-64.20024,307.10001,-1.64,0.353,-5.697,-1.561,"collinder271","UCC G307.1-01.6"
"1_3_8_12_26","Juchert 13,DSH J1201.6-6406,FSR 1600,MWSC 1992",180.4251,-64.0991,297.53242,-1.75001,0.274,-8.138,0.249,"juchert13","UCC G297.5-01.7"
"1_3_8_12_26","MWSC 2032,VDBH 132",186.73128,-64.058,300.25451,-1.31376,0.367,-6.222,-0.179,"vdbh132","UCC G300.2-01.3"
"1_3","Ruprecht 99,OCL 872,MWSC 1994,ESO 094 11",180.84624,-63.86391,297.66957,-1.48422,"nan","nan","nan","ruprecht99","UCC G297.6-01.4"
"1_3_8_12_26","MWSC 1901,VDBH 111,ESO 093 05",167.3136,-63.8306,291.95142,-3.15893,0.339,-8.164,2.941,"vdbh111","UCC G291.9-03.1"
"1_3","NGC 6588,MWSC 2895",275.13791,-63.80661,330.84534,-20.87783,"nan","nan","nan","ngc6588","UCC G330.8-20.8"
"1","DBSB 79",192.195,-63.728,302.63778,-0.85777,"nan","nan","nan","dbsb79","UCC G302.6-00.8"
"1_3_26","Teutsch 79,MWSC 2114,DSH J1323.6-6340",200.915,-63.66931,306.49607,-1.02077,0.134,-6.33,-1.004,"teutsch79","UCC G306.4-01.0"
"1_3","Saurer 4,MWSC 2009",183.5087,-63.59038,298.787,-1.02005,"nan","nan","nan","saurer4","UCC G298.7-01.0"
"1_8_12_26","IC 2948",174.8125,-63.45848,294.97127,-1.70797,0.388,-5.968,0.647,"ic2948","UCC G294.9-01.7"
"1_8_12_26","Ruprecht 94",172.70509,-63.45695,294.06955,-1.9809,0.37,-6.378,0.772,"ruprecht94","UCC G294.0-01.9"
"1_3_8_12_26","FSR 1587,ESO 093 07,Melotte 105,VDBH 117,MWSC 1933,Collinder 246,OCL 856",169.91825,-63.48363,292.90121,-2.41324,0.415,-6.771,2.152,"melotte105","UCC G292.9-02.4"
"1_3","MWSC 2125,NGC 5155",202.24029,-63.44827,307.11069,-0.88138,"nan","nan","nan","ngc5155","UCC G307.1-00.8"
"1","FSR 1616",187.327,-63.43,300.46021,-0.66451,"nan","nan","nan","fsr1616","UCC G300.4-00.6"
"1_26","NGC 5045",198.6767,-63.49599,305.52456,-0.74144,0.495,-4.283,-2.378,"ngc5045","UCC G305.5-00.7"
"1_3_26","MWSC 2173,Platais 12,HIP 67440 Group",207.91946,-63.44955,309.60322,-1.36076,2.219,-8.31,-5.409,"mwsc2173","UCC G309.6-01.3"
"1_3","MWSC 2246,OCL 923.2,Loden 1375",221.02586,-63.39004,315.15779,-3.22472,"nan","nan","nan","loden1375","UCC G315.1-03.2"
"1_3_26","MWSC 2030,VDBH 131,FSR 1615",186.56168,-63.40526,300.11689,-0.67128,0.121,-6.531,0.316,"vdbh131","UCC G300.1-00.6"
"1_8_12","VDBH 121",174.661,-63.3771,294.88356,-1.64855,0.388,-6.006,0.634,"vdbh121","UCC G294.8-01.6"
"1_8_26","VDBH 150",204.506,-63.34404,308.12885,-0.94333,0.199,-6.401,-1.531,"vdbh150","UCC G308.1-00.9"
"1","DBSB 69",173.452,-63.285,294.33708,-1.71605,"nan","nan","nan","dbsb69","UCC G294.3-01.7"
"1","DBSB 75",182.231,-63.27,298.17282,-0.79177,"nan","nan","nan","dbsb75","UCC G298.1-00.7"
"1","FSR 1622",189.495,-63.26,301.41876,-0.4278,"nan","nan","nan","fsr1622","UCC G301.4-00.4"
"1_3_8_12_26","NGC 4052,Collinder 251,OCL 870,MWSC 1991,VDBH 126,ESO 094 10",180.446,-63.22853,297.37474,-0.89378,0.327,-6.836,0.072,"ngc4052","UCC G297.3-00.8"
"1_3_8_12_26","MWSC 2153,SAI 118",205.8017,-63.15174,308.73802,-0.86507,0.519,-4.412,-2.331,"mwsc2153","UCC G308.7-00.8"
"1_3","Ruprecht 88,OCL 822,ESO 092 20,MWSC 1790",154.71762,-63.1324,286.65589,-5.18823,"nan","nan","nan","ruprecht88","UCC G286.6-05.1"
"1","DBSB 68",172.218,-63.105,293.75197,-1.71429,"nan","nan","nan","dbsb68","UCC G293.7-01.7"
"1_3_8_26","OCL 891,MWSC 2063,VDBH 139,ESO 095 15,Hogg 15",190.902,-63.09954,302.04641,-0.24126,0.277,-6.028,-0.457,"vdbh139","UCC G302.0-00.2"
"1_3","MWSC 2134,FSR 1653",203.46174,-63.03338,307.71815,-0.55641,"nan","nan","nan","mwsc2134","UCC G307.7-00.5"
"1_8_12_26","Ruprecht 101",182.4017,-62.9927,298.20378,-0.50561,0.272,-9.519,0.479,"ruprecht101","UCC G298.2-00.5"
"1_3","MWSC 2154,Dias 4",205.8543,-63.00451,308.79078,-0.72556,"nan","nan","nan","mwsc2154","UCC G308.7-00.7"
"1_8_12_20_26","NGC 4609",190.575,-62.99041,301.89467,-0.13707,0.679,-4.884,-1.019,"ngc4609","UCC G301.8-00.1"
"1_26","IC 2944",174.32612,-63.16538,294.67952,-1.48759,0.391,-6.08,0.694,"ic2944","UCC G294.6-01.4"
"1_3_8_12_26","NGC 5281,Melotte 120,MWSC 2161,ESO 097 05,OCL 911,Collinder 276,VDBH 152",206.618,-62.916,309.14877,-0.71043,0.612,-4.635,-2.389,"ngc5281","UCC G309.1-00.7"
"1","DBSB 129",183.863,-62.91,298.84832,-0.32393,"nan","nan","nan","dbsb129","UCC G298.8-00.3"
"1_3_8_12_26","MWSC 2156,NGC 5269,ESO 097 04",206.16682,-62.9063,308.94982,-0.65816,0.463,-4.498,-1.918,"ngc5269","UCC G308.9-00.6"
"1_3","MWSC 2243,Loden 1373,OCL 923.1",220.41399,-62.86884,315.12337,-2.63571,"nan","nan","nan","loden1373","UCC G315.1-02.6"
"1_3","MWSC 5696",272.80801,-62.81748,331.4437,-19.55206,"nan","nan","nan","mwsc5696","UCC G331.4-19.5"
"1_3_8_12_20_26","Trumpler 21,ESO 096 15,Collinder 274,MWSC 2131,OCL 903,VDBH 148",203.055,-62.787,307.5749,-0.28347,0.725,-4.682,-2.293,"trumpler21","UCC G307.5-00.2"
"1_3_8_12_20_26","IC 2714,MWSC 1930,FSR 1582,Collinder 245,ESO 129 18,MWSC 1929,VDBH 116,Melotte 104,OCL 855",169.36713,-62.72231,292.40014,-1.78792,0.729,-7.592,2.671,"melotte104","UCC G292.4-01.7"
"1_3_8_12_26","VDBH 128,MWSC 2007,Ruprecht 102,ESO 130 10,NGC 4184,OCL 877",183.39,-62.71625,298.60675,-0.16303,0.306,-4.109,0.313,"ngc4184","UCC G298.6-00.1"
"1_3_8_26","FSR 1591,MWSC 1959",174.2358,-62.7341,294.51777,-1.08567,0.24,-5.541,1.566,"fsr1591","UCC G294.5-01.0"
"1_3_8_12_26","OCL 867,Ruprecht 97,ESO 130 03,VDBH 124",179.36702,-62.708,296.79034,-0.48157,0.199,-6.49,0.435,"ruprecht97","UCC G296.7-00.4"
"1_8","Danks 1",198.124,-62.7035,305.34353,0.0696,0.159,-7.02,-0.499,"danks1","UCC G305.3+00.0"
"1_3","MWSC 1719,NGC 3036,ESO 126 27",147.32182,-62.66641,283.65989,-6.82476,"nan","nan","nan","ngc3036","UCC G283.6-06.8"
"1_8_26","Danks 2",198.22258,-62.68009,305.39053,0.08921,0.134,-7.081,-0.478,"danks2","UCC G305.3+00.0a"
"1","DBSB 85",199.613,-62.665,306.02742,0.04427,"nan","nan","nan","dbsb85","UCC G306.0+00.0"
"1_8_26","FSR 1595",176.76844,-62.639,295.61298,-0.68543,0.197,-6.757,1.353,"fsr1595","UCC G295.6-00.6"
"1_8_12_26","Ruprecht 100",181.51325,-62.62367,297.74146,-0.21019,0.253,-8.254,0.906,"ruprecht100","UCC G297.7-00.2"
"1_3","DSH J1153.2-6236,GLIMPSE 26,MWSC 1985,Teutsch 77,Mercer 26",178.34679,-62.60777,296.31114,-0.48461,"nan","nan","nan","dshj115326236","UCC G296.3-00.4"
"1_8_12_26","Ruprecht 112",224.24365,-62.5665,316.83556,-3.1335,0.326,-4.425,-4.23,"ruprecht112","UCC G316.8-03.1"
"1_8_12_26","Stock 14",175.928,-62.52985,295.21096,-0.67772,0.385,-6.388,0.714,"stock14","UCC G295.2-00.6"
"1_26","Lynga 15",175.52373,-62.50178,295.02354,-0.69955,0.563,-6.488,0.869,"lynga15","UCC G295.0-00.6"
"1","Loden 807",201.157,-62.495,306.7534,0.13023,"nan","nan","nan","loden807","UCC G306.7+00.1"
"1_8","DBSB 60",166.3945,-62.4835,291.04222,-2.08101,0.202,-5.229,1.874,"dbsb60","UCC G291.0-02.0"
"1_3","FSR 1659,2144",204.50869,-62.4754,308.28615,-0.08905,"nan","nan","nan","fsr1659","UCC G308.2+00.0"
"1_26","Loden 467",176.37191,-62.43851,295.38584,-0.53694,0.2,-6.505,0.998,"loden467","UCC G295.3-00.5"
"1","Bica 5",175.395,-62.425,294.94573,-0.64138,"nan","nan","nan","bica5","UCC G294.9-00.6"
"1","C1331-622",203.655,-62.417,307.90734,0.03687,"nan","nan","nan","c1331622","UCC G307.9+00.0"
"1","DBSB 133",198.5,-62.402,305.54172,0.35536,"nan","nan","nan","dbsb133","UCC G305.5+00.3"
"1_3_26","ASCC 75,MWSC 2163",206.812,-62.41776,309.342,-0.24263,0.476,-2.632,-2.187,"ascc75","UCC G309.3-00.2"
"1_8_12_26","Basel 18",201.9675,-62.3074,307.15073,0.26555,0.516,-5.01,-2.05,"basel18","UCC G307.1+00.2"
"1_3_8_26","FSR 1586,MWSC 1938,SAI 115",170.67708,-62.3178,292.82774,-1.19948,0.209,-5.937,1.469,"fsr1586","UCC G292.8-01.1"
