"DB","ID","RA_ICRS","DE_ICRS","GLON","GLAT","plx","pmRA","pmDE","fnames","UCC_ID"
"24_26","CWNU 1645",108.558,-7.762,222.436,1.48851,0.326,-1.457,0.384,"cwnu1645","UCC G222.4+01.4"
"24","CWNU 1646",3.68259,60.21321,118.38401,-2.334,0.431,-2.14,-1.507,"cwnu1646","UCC G118.3-02.3"
"24","CWNU 1647",263.95873,-34.81149,353.91701,-1.353,0.413,-0.161,-0.805,"cwnu1647","UCC G353.9-01.3"
"24_26","CWNU 1648",245.23255,-49.90967,333.5988,0.0616,0.361,-0.953,-1.674,"cwnu1648","UCC G333.5+00.0a"
"24","CWNU 1649",219.33962,-61.06081,315.39301,-0.778,0.339,-5.313,-2.649,"cwnu1649","UCC G315.3-00.7"
"24","CWNU 1650",337.38035,60.71989,106.42501,2.48,0.439,-3.124,-1.63,"cwnu1650","UCC G106.4+02.4"
"24","CWNU 1651",258.50513,-37.51091,349.211,0.772,0.436,-0.549,-2.128,"cwnu1651","UCC G349.2+00.7"
"24","CWNU 1652",180.92907,-64.86046,297.88901,-2.457,0.233,-6.811,0.875,"cwnu1652","UCC G297.8-02.4"
"24","CWNU 1653",116.33782,-28.28863,243.973,-1.916,0.217,-1.445,2.857,"cwnu1653","UCC G243.9-01.9"
"24_26","CWNU 1654",89.63098,16.19901,192.48719,-3.9202,0.729,1.16,-2.214,"cwnu1654","UCC G192.4-03.9"
"24","CWNU 1655",259.2662,-40.17282,347.39101,-1.25901,0.506,-0.028,-1.872,"cwnu1655","UCC G347.3-01.2"
"24_26","CWNU 1656",128.13382,-41.42363,260.23234,-0.96048,0.418,-4.879,4.48,"cwnu1656","UCC G260.2-00.9"
"24","CWNU 1657",282.30985,-29.24679,6.24101,-12.43501,0.509,1.738,-1.328,"cwnu1657","UCC G006.2-12.4"
"24","CWNU 1658",178.23422,-61.48793,296.00901,0.595,0.285,-6.227,0.789,"cwnu1658","UCC G296.0+00.5"
"24","CWNU 1659",276.5392,-13.95787,17.65901,-0.85401,0.395,0.34,-2.048,"cwnu1659","UCC G017.6-00.8b"
"24","CWNU 1660",230.78762,-60.7942,320.41301,-3.18,0.395,-4.385,-3.781,"cwnu1660","UCC G320.4-03.1"
"24","CWNU 1661",101.5244,-4.80433,216.60501,-3.374,0.441,-0.131,-1.666,"cwnu1661","UCC G216.6-03.3"
"24","CWNU 1662",114.74177,-25.93592,241.224,-1.985,0.304,-2.015,3.201,"cwnu1662","UCC G241.2-01.9"
"24","CWNU 1663",160.56761,-57.15609,286.08401,1.429,0.374,-8.985,2.715,"cwnu1663","UCC G286.0+01.4"
"24_26","CWNU 1664",271.85847,-21.6643,8.76197,-0.6015,0.281,-1.225,-2.628,"cwnu1664","UCC G008.7-00.6"
"24_26","CWNU 1665",128.88469,-41.68776,260.77967,-0.66728,0.441,-3.208,2.838,"cwnu1665","UCC G260.7-00.6"
"24_26","CWNU 1666",94.34698,4.97798,204.59,-5.26007,0.437,-0.249,-1.98,"cwnu1666","UCC G204.5-05.2"
"24_26","CWNU 1667",81.01068,46.90849,162.55504,6.12584,0.314,0.041,-0.878,"cwnu1667","UCC G162.5+06.1"
"24","CWNU 1668",111.10691,-10.17573,225.74901,2.585,0.247,-1.064,1.001,"cwnu1668","UCC G225.7+02.5"
"24","CWNU 1669",334.69013,53.42803,101.29701,-2.906,0.269,-3.485,-3.436,"cwnu1669","UCC G101.2-02.9"
"24","CWNU 1670",305.30722,33.78521,72.715,-1.655,0.478,-2.146,-4.638,"cwnu1670","UCC G072.7-01.6"
"24_26","CWNU 1671",145.20499,-50.28663,274.73589,1.84985,0.481,-5.816,3.649,"cwnu1671","UCC G274.7+01.8"
"24","CWNU 1672",91.46928,13.88682,195.37901,-3.508,0.559,1.223,-2.219,"cwnu1672","UCC G195.3-03.5"
"24_26","CWNU 1673",145.48961,-56.3066,278.81718,-2.57968,0.281,-5.501,4.519,"cwnu1673","UCC G278.8-02.5"
"24_26","CWNU 1674",211.39538,-62.0217,311.50911,-0.39097,0.521,-3.667,-2.957,"cwnu1674","UCC G311.5-00.3"
"24","CWNU 1675",273.78255,-16.12933,14.48901,0.47,0.57,0.383,-1.785,"cwnu1675","UCC G014.4+00.4"
"24","CWNU 1676",248.61811,-49.41712,335.47301,-1.17601,0.376,-1.21,-2.283,"cwnu1676","UCC G335.4-01.1"
"24_26","CWNU 1677",210.65087,-59.41731,311.88209,2.21213,0.339,-4.841,-2.882,"cwnu1677","UCC G311.8+02.2"
"24_26","CWNU 1678",162.38837,-56.47426,286.65112,2.49515,0.464,-6.897,3.937,"cwnu1678","UCC G286.6+02.4"
"24_26","CWNU 1679",119.02783,-32.14404,248.47678,-1.8778,0.305,-2.949,2.669,"cwnu1679","UCC G248.4-01.8"
"24_26","CWNU 1680",301.21317,29.45282,67.17801,-1.13527,0.286,-3.107,-4.862,"cwnu1680","UCC G067.1-01.1"
"24","CWNU 1681",64.74372,47.32863,155.18301,-2.125,0.361,1.013,-1.685,"cwnu1681","UCC G155.1-02.1"
"24","CWNU 1682",307.65756,46.83128,84.40201,4.427,0.406,-2.351,-5.003,"cwnu1682","UCC G084.4+04.4"
"24","CWNU 1683",355.87325,59.09125,114.29201,-2.636,0.331,-3.385,-2.739,"cwnu1683","UCC G114.2-02.6a"
"24_26","CWNU 1684",85.38951,28.18291,180.17335,-1.15449,0.62,1.011,-1.935,"cwnu1684","UCC G180.1-01.1"
"24_26","CWNU 1685",186.26492,-61.48238,299.78814,1.22824,0.453,-4.435,0.305,"cwnu1685","UCC G299.7+01.2"
"24","CWNU 1686",89.28169,11.75099,196.202,-6.41299,0.518,0.354,-2.889,"cwnu1686","UCC G196.2-06.4"
"24","CWNU 1687",113.31347,-21.04369,236.312,-0.746,0.273,-2.056,2.571,"cwnu1687","UCC G236.3-00.7"
"24","CWNU 1688",72.88806,45.71636,160.15501,0.917,0.226,0.294,-0.449,"cwnu1688","UCC G160.1+00.9a"
"24","CWNU 1689",194.52939,-60.30101,303.76001,2.56,0.356,-6.93,-0.297,"cwnu1689","UCC G303.7+02.5"
"24","CWNU 1690",240.92387,-55.58864,327.81301,-2.296,0.468,-2.323,-4.092,"cwnu1690","UCC G327.8-02.2"
"24","CWNU 1691",272.19021,-24.57833,6.36101,-2.282,0.508,1.267,0.628,"cwnu1691","UCC G006.3-02.2"
"24","CWNU 1692",92.43655,24.37678,186.646,2.381,0.372,0.681,-1.316,"cwnu1692","UCC G186.6+02.3"
"24","CWNU 1693",66.59546,46.70208,156.51801,-1.671,0.614,1.129,-1.963,"cwnu1693","UCC G156.5-01.6"
"24_26","CWNU 1694",306.59221,44.63215,82.17502,3.75269,0.475,-2.775,-5.094,"cwnu1694","UCC G082.1+03.7"
"24","CWNU 1695",301.19187,31.98673,69.30901,0.236,0.385,-3.447,-5.012,"cwnu1695","UCC G069.3+00.2"
"24","CWNU 1696",172.25758,-62.09973,293.45401,-0.754,0.285,-5.833,1.254,"cwnu1696","UCC G293.4-00.7"
"24_26","CWNU 1697",12.04444,55.8739,122.47126,-6.99493,0.258,-1.921,-0.762,"cwnu1697","UCC G122.4-06.9"
"24","CWNU 1698",258.05378,-35.50335,350.62401,2.244,0.61,-1.589,-2.718,"cwnu1698","UCC G350.6+02.2"
"24","CWNU 1699",175.85014,-62.74005,295.23101,-0.89,0.391,-7.021,0.882,"cwnu1699","UCC G295.2-00.8"
"24","CWNU 1700",291.73027,13.95269,49.36601,-1.332,0.285,-3.074,-5.884,"cwnu1700","UCC G049.3-01.3a"
"24","CWNU 1701",71.81236,46.91732,158.757,1.11801,0.31,0.657,-1.267,"cwnu1701","UCC G158.7+01.1"
"24_26","CWNU 1702",258.41319,-38.8698,348.06723,0.03465,0.257,-1.048,-2.646,"cwnu1702","UCC G348.0+00.0"
"24_26","CWNU 1703",244.71389,-51.28546,332.39808,-0.68637,0.475,-2.853,-4.494,"cwnu1703","UCC G332.3-00.6"
"24_26","CWNU 1704",89.9525,26.12412,184.0213,1.27725,0.362,0.831,-2.012,"cwnu1704","UCC G184.0+01.2"
"24","CWNU 1705",297.62464,27.81586,64.13801,0.697,0.218,-3.13,-5.905,"cwnu1705","UCC G064.1+00.6"
"24_26","CWNU 1706",104.36564,-9.78714,222.33279,-3.12185,0.417,-1.881,1.004,"cwnu1706","UCC G222.3-03.1"
"24_26","CWNU 1707",265.54165,-37.3497,352.44651,-3.78625,0.655,0.173,-3.771,"cwnu1707","UCC G352.4-03.7"
"24","CWNU 1708",275.61559,-12.99353,18.09101,0.391,0.473,-1.459,-1.891,"cwnu1708","UCC G018.0+00.3"
"24","CWNU 1709",280.1876,-9.04496,23.668,-1.76,0.477,0.325,-1.494,"cwnu1709","UCC G023.6-01.7"
"24","CWNU 1710",180.45014,-63.88931,297.50301,-1.54201,0.341,-6.701,0.84,"cwnu1710","UCC G297.5-01.5"
"24","CWNU 1711",221.69717,-61.39594,316.28801,-1.552,0.396,-4.849,-3.258,"cwnu1711","UCC G316.2-01.5"
"24_26","CWNU 1712",106.54037,-6.36356,220.27091,0.35781,0.733,-1.39,0.641,"cwnu1712","UCC G220.2+00.3"
"24","CWNU 1713",288.88666,17.51109,51.22101,2.756,0.433,-1.341,-4.116,"cwnu1713","UCC G051.2+02.7"
"24_26","CWNU 1714",100.59554,-1.51516,213.24891,-2.70546,0.191,-0.097,0.541,"cwnu1714","UCC G213.2-02.7"
"24_26","CWNU 1715",50.93575,67.34827,136.83425,8.68449,0.203,0.12,-0.206,"cwnu1715","UCC G136.8+08.6"
"24","CWNU 1716",332.69129,59.14799,103.59701,2.447,0.429,-3.535,-3.169,"cwnu1716","UCC G103.5+02.4"
"24_26","CWNU 1717",271.15189,-21.23158,8.8183,0.18372,0.275,-0.785,-1.955,"cwnu1717","UCC G008.8+00.1"
"24_26","CWNU 1718",84.82181,32.58175,176.18472,0.76434,0.481,-0.275,-1.396,"cwnu1718","UCC G176.1+00.7"
"24_26","CWNU 1719",269.95675,-21.55577,7.98686,0.9913,0.318,-0.409,-1.997,"cwnu1719","UCC G007.9+00.9"
"24_26","CWNU 1720",80.48469,37.74048,169.92752,0.64128,0.285,0.107,-2.08,"cwnu1720","UCC G169.9+00.6"
"24","CWNU 1721",336.9997,55.98895,103.79801,-1.46,0.47,-2.171,-1.933,"cwnu1721","UCC G103.7-01.4"
"24_26","CWNU 1722",8.74155,60.58557,120.90932,-2.22147,0.28,-1.61,-0.897,"cwnu1722","UCC G120.9-02.2"
"24","CWNU 1723",183.99299,-65.48865,299.26101,-2.87,0.517,-5.521,-0.099,"cwnu1723","UCC G299.2-02.8"
"24","CWNU 1724",351.22362,63.93638,113.59901,2.644,0.329,-2.643,-1.692,"cwnu1724","UCC G113.5+02.6"
"24","CWNU 1725",189.39146,-61.7886,301.29301,1.039,0.503,-5.111,-0.284,"cwnu1725","UCC G301.2+01.0"
"24_26","CWNU 1726",233.08312,-58.59534,322.60824,-2.01126,0.415,-3.215,-4.362,"cwnu1726","UCC G322.6-02.0"
"24","CWNU 1727",115.33144,-27.78959,243.09801,-2.439,0.37,-1.452,1.121,"cwnu1727","UCC G243.0-02.4"
"24","CWNU 1728",123.73191,-30.37354,249.14001,2.465,0.223,-2.412,2.913,"cwnu1728","UCC G249.1+02.4"
"24","CWNU 1729",111.09821,-14.36264,229.43601,0.598,0.503,-0.911,1.319,"cwnu1729","UCC G229.4+00.5"
"24_26","CWNU 1730",164.6889,-60.1231,289.33013,-0.2613,0.387,-6.137,0.818,"cwnu1730","UCC G289.3-00.2"
"24","CWNU 1731",47.68191,53.80843,142.67901,-3.636,0.398,0.61,-1.296,"cwnu1731","UCC G142.6-03.6"
"24","CWNU 1732",81.15512,38.23383,169.81901,1.356,0.708,2.316,-5.83,"cwnu1732","UCC G169.8+01.3"
"24_26","CWNU 1733",114.2355,-26.31116,241.32927,-2.56496,0.54,-2.826,2.984,"cwnu1733","UCC G241.3-02.5"
"24_26","CWNU 1734",163.05693,-59.62896,288.37809,-0.16875,0.211,-4.078,1.234,"cwnu1734","UCC G288.3-00.1"
"24","CWNU 1735",303.78268,38.33482,75.78601,1.921,0.398,-2.401,-4.955,"cwnu1735","UCC G075.7+01.9"
"24","CWNU 1736",314.23881,49.22099,89.00601,2.442,0.509,-3.072,-4.584,"cwnu1736","UCC G089.0+02.4"
"24","CWNU 1737",192.14439,-62.97494,302.60701,-0.105,0.31,-5.586,-0.486,"cwnu1737","UCC G302.6-00.1"
"24","CWNU 1738",302.62028,34.19659,71.81501,0.424,0.256,-2.689,-4.801,"cwnu1738","UCC G071.8+00.4"
"24","CWNU 1739",110.66798,-18.04323,232.48501,-1.505,0.308,-1.191,2.087,"cwnu1739","UCC G232.4-01.5"
"24","CWNU 1740",302.11475,40.81,77.15701,4.351,0.342,-2.187,-4.874,"cwnu1740","UCC G077.1+04.3"
"24","CWNU 1741",83.01129,44.83738,165.06501,6.156,0.492,-0.461,-1.698,"cwnu1741","UCC G165.0+06.1"
"24","CWNU 1742",216.54818,-61.30455,314.05501,-0.496,0.389,-4.227,-2.532,"cwnu1742","UCC G314.0-00.4"
"24","CWNU 1743",88.69906,20.27378,188.50901,-2.65,0.298,0.208,-1.194,"cwnu1743","UCC G188.5-02.6"
"24","CWNU 1744",341.42345,54.80496,105.40001,-3.729,0.375,-3.346,-3.144,"cwnu1744","UCC G105.4-03.7"
"24","CWNU 1745",227.94729,-60.68785,319.29101,-2.354,0.415,-4.918,-3.934,"cwnu1745","UCC G319.2-02.3"
"24_26","CWNU 1746",122.64921,-26.79991,245.62641,3.63295,0.378,-2.874,0.716,"cwnu1746","UCC G245.6+03.6"
"24","CWNU 1747",321.75996,44.18621,88.87701,-4.758,0.547,-4.004,-4.898,"cwnu1747","UCC G088.8-04.7"
"24","CWNU 1748",333.12695,52.21543,99.83301,-3.381,0.287,-3.753,-3.535,"cwnu1748","UCC G099.8-03.3"
"24_26","CWNU 1749",2.48515,60.39811,117.82521,-2.06153,0.438,-2.155,-1.388,"cwnu1749","UCC G117.8-02.0"
"24","CWNU 1750",229.44829,-59.67266,320.45801,-1.877,0.283,-2.748,-3.49,"cwnu1750","UCC G320.4-01.8"
"24","CWNU 1751",301.80535,27.11482,65.48401,-2.83,0.467,-1.468,-5.117,"cwnu1751","UCC G065.4-02.8"
"24_26","CWNU 1752",245.31736,-52.65538,331.69922,-1.92199,0.411,-1.753,-2.369,"cwnu1752","UCC G331.6-01.9"
"24_26","CWNU 1753",297.72939,27.44426,63.86555,0.42779,0.463,-3.241,-6.243,"cwnu1753","UCC G063.8+00.4"
"24","CWNU 1754",353.20703,58.4074,112.77101,-2.905,0.353,-3.464,-2.147,"cwnu1754","UCC G112.7-02.9"
"24_26","CWNU 1755",97.57807,10.0033,201.63289,-0.08418,0.296,0.866,-1.447,"cwnu1755","UCC G201.6+00.0"
"24_26","CWNU 1756",323.40115,51.88775,94.96027,0.09862,0.364,-2.864,-2.842,"cwnu1756","UCC G094.9+00.0"
"24_26","CWNU 1757",304.43183,48.06399,84.17252,6.92192,0.397,-2.955,-5.306,"cwnu1757","UCC G084.1+06.9"
"24_26","CWNU 1758",259.08577,-39.91456,347.52156,-0.99682,0.347,-1.772,-3.751,"cwnu1758","UCC G347.5-00.9"
"24_26","CWNU 1759",169.23868,-59.6294,291.24188,1.08065,0.522,-6.513,1.423,"cwnu1759","UCC G291.2+01.0"
"24_26","CWNU 1760",66.47312,48.75238,154.99001,-0.30114,0.518,0.15,-2.377,"cwnu1760","UCC G154.9-00.3"
"24_26","CWNU 1761",307.22897,33.16539,73.13189,-3.32238,0.294,-1.318,-3.041,"cwnu1761","UCC G073.1-03.3"
"24_26","CWNU 1762",119.28606,-24.48202,242.04676,2.29735,0.179,-1.521,1.057,"cwnu1762","UCC G242.0+02.2"
"24","CWNU 1763",112.71087,-21.08372,236.07601,-1.258,0.431,-2.319,1.929,"cwnu1763","UCC G236.0-01.2"
"24","CWNU 1764",152.04913,-56.30822,281.67501,-0.328,0.625,-7.735,3.946,"cwnu1764","UCC G281.6-00.3"
"24","CWNU 1765",330.54082,51.81703,98.30701,-2.773,0.391,-2.436,-2.453,"cwnu1765","UCC G098.3-02.7"
"24","CWNU 1766",122.53405,-39.37338,256.12001,-3.304,0.255,-1.819,3.259,"cwnu1766","UCC G256.1-03.3a"
"24_26","CWNU 1767",354.84024,62.00381,114.58257,0.30613,0.496,-2.754,-0.215,"cwnu1767","UCC G114.5+00.3"
"24_26","CWNU 1768",143.21073,-52.59198,275.35148,-0.69569,0.528,-6.973,5.021,"cwnu1768","UCC G275.3-00.6"
"24_26","CWNU 1769",120.13811,-32.24715,249.05582,-1.13057,0.465,-2.733,3.077,"cwnu1769","UCC G249.0-01.1"
"24","CWNU 1770",273.17437,-24.36304,6.98101,-2.964,0.739,1.612,-1.402,"cwnu1770","UCC G006.9-02.9a"
"24","CWNU 1771",105.63055,-3.75934,217.54101,0.74701,0.502,-0.658,0.327,"cwnu1771","UCC G217.5+00.7"
"24","CWNU 1772",339.6344,57.58588,105.85001,-0.81,0.47,-3.172,-1.78,"cwnu1772","UCC G105.8-00.8"
"24_26","CWNU 1773",74.56361,44.55054,161.80497,1.10287,0.458,1.362,-2.381,"cwnu1773","UCC G161.8+01.1"
"24_26","CWNU 1774",345.52287,60.34632,109.79944,0.29286,0.299,-4.006,-2.552,"cwnu1774","UCC G109.7+00.2"
"24","CWNU 1775",242.94574,-53.26871,330.245,-1.37101,0.372,-3.22,-3.979,"cwnu1775","UCC G330.2-01.3"
"24","CWNU 1776",221.42979,-60.6121,316.50601,-0.788,0.332,-5.521,-3.483,"cwnu1776","UCC G316.5-00.7"
"24_26","CWNU 1777",243.9194,-50.39482,332.65786,0.30228,0.435,-2.328,-3.923,"cwnu1777","UCC G332.6+00.3"
"24","CWNU 1778",101.90483,-13.42088,224.50601,-6.907,0.702,-2.924,2.058,"cwnu1778","UCC G224.5-06.9"
"24","CWNU 1779",97.17532,13.42873,198.41501,1.155,0.398,-0.659,-1.07,"cwnu1779","UCC G198.4+01.1"
"24_26","CWNU 1780",5.72409,62.239,119.615,-0.4488,0.466,-2.851,-1.63,"cwnu1780","UCC G119.6-00.4"
"24","CWNU 1781",107.18364,-9.31781,223.18701,-0.436,0.358,-1.405,1.348,"cwnu1781","UCC G223.1-00.4"
"24","CWNU 1782",108.53309,-4.48524,219.518,2.984,0.287,-0.905,0.802,"cwnu1782","UCC G219.5+02.9"
"24","CWNU 1783",48.45018,47.18759,146.54201,-9.053,0.33,0.483,-0.973,"cwnu1783","UCC G146.5-09.0"
"24","CWNU 1784",105.05429,-14.06863,226.46401,-4.461,0.482,-1.006,1.277,"cwnu1784","UCC G226.4-04.4"
"24_26","CWNU 1785",267.88251,-27.74961,1.68728,-0.50202,0.334,-0.113,-2.133,"cwnu1785","UCC G001.6-00.5"
"24","CWNU 1786",250.93684,-45.4964,339.44101,0.267,0.419,-0.647,-1.979,"cwnu1786","UCC G339.4+00.2"
"24_26","CWNU 1787",93.1223,14.54265,195.57815,-1.78805,0.411,-0.063,-3.073,"cwnu1787","UCC G195.5-01.7"
"24","CWNU 1788",299.40814,30.32653,67.09301,0.65499,0.255,-2.957,-5.297,"cwnu1788","UCC G067.0+00.6"
"24_26","CWNU 1789",114.40672,-18.674,234.74176,1.30514,0.255,-1.302,0.366,"cwnu1789","UCC G234.7+01.3"
"24_26","CWNU 1790",327.21592,53.89021,98.01035,0.09715,0.624,-4.597,-6.23,"cwnu1790","UCC G098.0+00.0"
"24_26","CWNU 1791",104.30983,-1.09296,214.56611,0.79211,0.314,-0.755,-0.629,"cwnu1791","UCC G214.5+00.7"
"24","CWNU 1792",288.41348,4.49443,39.471,-2.874,0.394,-1.012,-1.447,"cwnu1792","UCC G039.4-02.8"
"24","CWNU 1793",351.40916,57.04646,111.43101,-3.897,0.36,-2.396,-1.343,"cwnu1793","UCC G111.4-03.8"
"24","CWNU 1794",119.96501,-27.94408,245.31801,1.007,0.308,-2.284,2.126,"cwnu1794","UCC G245.3+01.0"
"24","CWNU 1795",254.38695,-42.4949,343.33501,0.276,0.486,-1.002,-2.52,"cwnu1795","UCC G343.3+00.2"
"24","CWNU 1796",309.381,47.63959,85.75101,3.966,0.428,-2.769,-4.715,"cwnu1796","UCC G085.7+03.9"
"24_26","CWNU 1797",262.99322,-35.65876,352.77705,-1.15084,0.368,-1.168,-2.987,"cwnu1797","UCC G352.7-01.1"
"24","CWNU 1798",262.84929,-34.01356,354.08901,-0.151,0.383,0.076,-1.055,"cwnu1798","UCC G354.0-00.1"
"24_26","CWNU 1799",49.27525,58.52042,140.99297,0.85253,0.449,0.522,-0.575,"cwnu1799","UCC G140.9+00.8"
"24_26","CWNU 1800",191.94711,-63.70941,302.52779,-0.84053,0.457,-4.508,-1.327,"cwnu1800","UCC G302.5-00.8"
"24_26","CWNU 1801",91.74708,32.16458,179.50933,5.5975,0.796,1.05,-3.701,"cwnu1801","UCC G179.5+05.5"
"24","CWNU 1802",301.00761,33.78419,70.74601,1.327,0.469,-0.713,-3.076,"cwnu1802","UCC G070.7+01.3"
"24_26","CWNU 1803",109.18018,-22.79129,236.0424,-4.95109,0.517,-2.344,3.026,"cwnu1803","UCC G236.0-04.9"
"24_26","CWNU 1804",53.06368,55.03281,144.64725,-0.91029,0.328,-0.847,-0.795,"cwnu1804","UCC G144.6-00.9"
"24","CWNU 1805",125.95396,-42.69933,260.32501,-3.01899,0.564,-4.334,3.925,"cwnu1805","UCC G260.3-03.0"
"24_26","CWNU 1806",309.94192,36.72763,77.3235,-2.98465,0.408,-2.443,-5.021,"cwnu1806","UCC G077.3-02.9"
"24_26","CWNU 1807",77.26147,40.50894,166.22134,0.21985,0.374,0.158,-0.817,"cwnu1807","UCC G166.2+00.2"
"24","CWNU 1808",215.98236,-61.81051,313.62401,-0.874,0.336,-5.538,-2.991,"cwnu1808","UCC G313.6-00.8"
"24","CWNU 1809",113.28452,-18.87089,234.39701,0.28101,0.293,-1.706,1.286,"cwnu1809","UCC G234.3+00.2"
"24_26","CWNU 1810",83.16899,40.81981,168.52006,4.07918,0.214,0.1,-0.348,"cwnu1810","UCC G168.5+04.0"
"24","CWNU 1811",274.94729,-14.10899,16.801,0.439,0.593,0.603,-1.185,"cwnu1811","UCC G016.8+00.4"
"24","CWNU 1812",281.06778,-6.04079,26.74001,-1.16401,0.552,-0.46,-2.933,"cwnu1812","UCC G026.7-01.1"
"24_26","CWNU 1813",295.22998,22.62184,58.5584,-0.03452,0.227,-2.208,-4.331,"cwnu1813","UCC G058.5+00.0"
"24_26","CWNU 1814",68.94739,44.25718,159.43022,-2.14386,0.348,0.645,-2.046,"cwnu1814","UCC G159.4-02.1"
"24","CWNU 1815",176.96453,-56.16174,294.11701,5.618,0.509,-7.312,1.742,"cwnu1815","UCC G294.1+05.6"
"24_26","CWNU 1816",156.22558,-57.29585,284.12389,0.12474,0.413,-5.839,2.249,"cwnu1816","UCC G284.1+00.1"
"24","CWNU 1817",168.57017,-62.83339,292.10001,-2.023,0.441,-7.512,1.699,"cwnu1817","UCC G292.1-02.0"
"24_26","CWNU 1818",316.29913,47.70591,88.76834,0.41596,0.576,-2.693,-3.585,"cwnu1818","UCC G088.7+00.4"
"24_26","CWNU 1819",352.72929,67.36077,115.28136,5.69283,0.484,-2.972,-0.85,"cwnu1819","UCC G115.2+05.6"
"24","CWNU 1820",77.27651,37.13912,168.93401,-1.78,0.324,0.902,-1.822,"cwnu1820","UCC G168.9-01.7"
"24_26","CWNU 1821",158.51914,-59.52116,286.30221,-1.15954,0.465,-5.544,2.881,"cwnu1821","UCC G286.3-01.1"
"24","CWNU 1822",291.16914,8.69119,44.46701,-3.33901,0.549,-1.018,-4.999,"cwnu1822","UCC G044.4-03.3"
"24","CWNU 1823",343.66537,64.23337,110.65701,4.181,0.366,-3.802,-2.09,"cwnu1823","UCC G110.6+04.1"
"24_26","CWNU 1824",94.5779,4.38444,205.22503,-5.33379,0.725,-1.108,-1.793,"cwnu1824","UCC G205.2-05.3"
"24","CWNU 1825",78.72358,33.41714,172.64101,-3.017,0.449,1.053,-2.639,"cwnu1825","UCC G172.6-03.0"
"24_26","CWNU 1826",230.1568,-54.47777,323.56331,2.30581,0.617,-2.692,-3.827,"cwnu1826","UCC G323.5+02.3"
"24","CWNU 1827",294.75373,19.85851,55.93501,-1.01,0.385,-2.002,-5.073,"cwnu1827","UCC G055.9-01.0"
"24","CWNU 1828",322.91309,47.73922,91.91101,-2.733,0.396,-2.409,-2.903,"cwnu1828","UCC G091.9-02.7"
"24","CWNU 1829",202.06525,-45.63959,309.64001,16.752,0.313,-6.681,-0.601,"cwnu1829","UCC G309.6+16.7"
"24","CWNU 1830",236.34501,-56.42426,325.30801,-1.306,0.399,-2.556,-2.799,"cwnu1830","UCC G325.3-01.3"
"24","CWNU 1831",270.46009,-23.91981,6.164,-0.584,0.618,0.074,-0.914,"cwnu1831","UCC G006.1-00.5"
"24_26","CWNU 1832",257.69366,-36.02198,350.03243,2.17384,0.571,1.35,0.426,"cwnu1832","UCC G350.0+02.1"
"24_26","CWNU 1833",144.94434,-51.60434,275.48142,0.75086,0.477,-6.539,4.222,"cwnu1833","UCC G275.4+00.7"
"24","CWNU 1834",299.21105,24.17191,61.74601,-2.4,0.386,-2.132,-4.486,"cwnu1834","UCC G061.7-02.4"
"24","CWNU 1835",96.60415,8.26722,202.72401,-1.74199,0.29,0.178,-1.754,"cwnu1835","UCC G202.7-01.7"
"24_26","CWNU 1836",308.22967,33.93676,74.24817,-3.54346,0.344,-3.271,-5.617,"cwnu1836","UCC G074.2-03.5"
"24","CWNU 1837",146.09078,-54.64542,277.99201,-1.098,0.358,-4.907,3.434,"cwnu1837","UCC G277.9-01.0"
"24","CWNU 1838",92.03782,32.82167,179.047,6.12701,0.461,0.028,-1.473,"cwnu1838","UCC G179.0+06.1"
"24","CWNU 1839",83.64109,29.42489,178.30401,-1.785,0.406,1.47,-3.195,"cwnu1839","UCC G178.3-01.7"
"24","CWNU 1840",306.74684,42.84619,80.78101,2.628,0.453,-1.257,-2.318,"cwnu1840","UCC G080.7+02.6"
"24_26","CWNU 1841",272.82098,-20.84106,9.91661,-0.98812,0.366,0.1,-1.417,"cwnu1841","UCC G009.9-00.9"
"24_26","CWNU 1842",251.69735,-48.81432,337.26016,-2.28679,0.804,0.619,-2.188,"cwnu1842","UCC G337.2-02.2a"
"24_26","CWNU 1843",149.39505,-55.54986,280.02959,-0.60754,0.464,-6.463,3.334,"cwnu1843","UCC G280.0-00.6"
"24_26","CWNU 1844",346.687,59.10029,109.83796,-1.0839,0.255,-3.215,-2.047,"cwnu1844","UCC G109.8-01.0"
"24_26","CWNU 1845",106.2083,0.95624,213.60806,3.41634,0.513,-1.879,-1.458,"cwnu1845","UCC G213.6+03.4"
"24","CWNU 1846",153.93475,-58.58772,283.80901,-1.621,0.32,-5.535,3.044,"cwnu1846","UCC G283.8-01.6"
"24_26","CWNU 1847",129.90126,-32.30721,253.77915,5.64024,0.254,-3.88,2.895,"cwnu1847","UCC G253.7+05.6"
"24","CWNU 1848",123.37047,-31.58455,249.97801,1.537,0.336,-2.027,2.619,"cwnu1848","UCC G249.9+01.5"
"24_26","CWNU 1849",237.15174,-54.25841,327.00554,0.11527,0.493,-1.945,-1.657,"cwnu1849","UCC G327.0+00.1"
"24","CWNU 1850",205.28787,-52.76715,310.51601,9.371,0.513,-7.38,-1.874,"cwnu1850","UCC G310.5+09.3"
"24_26","CWNU 1851",254.41471,-41.46178,344.15632,0.90314,0.612,-0.503,-0.058,"cwnu1851","UCC G344.1+00.9"
"24","CWNU 1852",295.81923,18.81616,55.52501,-2.399,0.37,-3.192,-5.631,"cwnu1852","UCC G055.5-02.3"
