"DB","DB_i","ID","RA_ICRS","DE_ICRS","GLON","GLAT","plx","pmRA","pmDE","fnames","UCC_ID","quad","dups_fnames","dups_probs","r_50","N_fixed","N_membs","fixed_cent","cent_flags","C1","C2","C3","N_50","GLON_m","GLAT_m","RA_ICRS_m","DE_ICRS_m","plx_m","pmRA_m","pmDE_m","Rv_m","N_Rv","N_ex_cls","dups_fnames_m","dups_probs_m"
"KHARCHENKO12;LOKTIN17;BICA19;CANTAT20;DIAS21;TARRICQ22;HE22_1;HUNT23","1018;130;319;214;178;48;61;271","Blanco 1;zeta Scl;OCL 43;ESO 409 09;MWSC 7",0.853,-29.958,15.09,-79.086,4.21,18.739,2.602,"blanco1;zetascl;ocl43;eso40909;mwsc7","UCC G015.0-79.0","Q1N","cwwdl14677","0.65",105.1,False,550,True,100,1.0,1.0,"AA",547,14.781,-79.086,1.07,-29.988,4.221,18.715,2.594,5.464,137,0,"cwwdl14677","0.82"
"KHARCHENKO12;LOKTIN17;BICA19","1170;286;307","ESO 525 08;MWSC 3125",291.82119,-23.59,15.1075,-18.031,"nan","nan","nan","eso52508;mwsc3125","UCC G015.1-18.0","Q1N","nan","nan",6.5,False,70,True,0,0.53,0.41,"BC",62,15.113,-18.014,291.79,-23.583,0.206,-1.817,-4.875,-10.984,3,0,"nan","nan"
"LOKTIN17;HUNT23","755;4498","NGC 6618",275.12728,-16.07749,15.1473,-0.6429,1.635,1.757,-5.381,"ngc6618","UCC G015.1-00.6","Q1N","nan","nan",15.4,False,25,True,100,0.24,0.33,"DC",0,15.235,-0.551,275.066,-15.963,1.619,1.81,-5.255,-16.714,5,76,"nan","nan"
"BICA19","309","Ryu 215",276.73055,-16.84314,15.19,-2.36,"nan","nan","nan","ryu215","UCC G015.1-02.3","Q1N","nan","nan",2.0,False,60,True,0,0.56,0.4,"BC",45,15.19,-2.356,276.729,-16.841,0.289,-0.94,-1.936,-10.387,3,0,"nan","nan"
"BICA19","308","Ryu 724",271.65242,-14.2013,15.19,3.2,"nan","nan","nan","ryu724","UCC G015.1+03.2","Q1P","nan","nan",1.6,False,25,True,0,0.91,0.24,"AD",0,15.182,3.204,271.64,-14.206,0.05,-2.296,-5.321,144.228,1,0,"nan","nan"
"HE22;HUNT23","229;421","CWNU 230",270.1291,-13.3692,15.1943,4.8974,0.989,1.494,-0.778,"cwnu230","UCC G015.1+04.8","Q1P","nan","nan",10.6,False,42,True,0,0.52,0.59,"BB",30,15.219,4.944,270.098,-13.331,0.991,1.481,-0.74,-2.529,4,1,"nan","nan"
"BICA19","311","Ryu 725",278.84317,-17.86396,15.21,-4.62,"nan","nan","nan","ryu725","UCC G015.2-04.6","Q1N","nan","nan",0.8,False,25,True,0,0.2,0.21,"DD",0,15.206,-4.618,278.839,-17.863,0.148,-2.852,-5.257,80.908,1,0,"nan","nan"
"KHARCHENKO12","1295","NGC 6647",277.868,-17.34,15.2515,-3.5538,"nan","nan","nan","ngc6647","UCC G015.2-03.5","Q1N","nan","nan",7.9,False,172,True,0,0.86,0.7,"AB",87,15.235,-3.54,277.854,-17.351,0.114,-3.714,-6.58,70.097,10,1,"nan","nan"
"HUNT23","1902","HSC 181",277.27274,-17.03748,15.2581,-2.9097,1.64,-2.691,-6.234,"hsc181","UCC G015.2-02.9","Q1N","nan","nan",14.2,False,59,False,0,0.45,0.7,"CB",33,15.249,-2.904,277.273,-17.053,1.658,-2.65,-6.223,0.487,6,23,"nan","nan"
"LI22","53","LISC 3356",274.773,-15.743,15.2813,-0.1846,0.728,-0.793,-1.16,"lisc3356","UCC G015.2-00.1","Q1N","cwwdl14165;ubc97","0.71;0.65",7.6,False,122,False,0,1.0,0.75,"AB",105,15.28,-0.197,274.787,-15.751,0.72,-0.868,-1.205,-27.241,7,8,"cwwdl14165;ubc97","0.85;0.82"
"CHI23_3","1000","CWWDL 14165",274.7883,-15.7286,15.301,-0.1908,0.724,-0.828,-1.212,"cwwdl14165","UCC G015.3-00.1","Q1N","lisc3356;ubc97","0.71;0.76",7.6,False,123,False,0,1.0,0.74,"AB",107,15.28,-0.201,274.79,-15.751,0.721,-0.864,-1.2,-27.241,7,6,"lisc3356;ubc97","0.85;0.8"
"CANTAT20;CASTRO20;DIAS21;TARRICQ22;HUNT23","1866;6;1586;361;5220","UBC 97",274.782,-15.722,15.3039,-0.1823,0.736,-0.872,-1.161,"ubc97","UCC G015.3-00.1a","Q1N","lisc3356;cwwdl14165","0.65;0.76",8.6,False,139,False,0,1.0,0.91,"AA",107,15.279,-0.197,274.785,-15.747,0.721,-0.868,-1.207,-27.241,7,69,"lisc3356;cwwdl14165","0.82;0.8"
"KHARCHENKO12;BICA19;CANTAT20;DIAS21;TARRICQ22;HE22_1;HUNT23","1408;310;52;51;32;10;81","ASCC 92;Alessi 31;MWSC 2723",267.698,-11.853,15.339,7.7092,1.477,-1.164,-4.122,"ascc92;alessi31;mwsc2723","UCC G015.3+07.7","Q1P","nan","nan",16.6,False,250,False,0,1.0,0.81,"AA",192,15.371,7.717,267.719,-11.827,1.477,-1.151,-4.172,3.011,58,0,"nan","nan"
"SIM19;CANTAT20;DIAS21;TARRICQ22;HE22_1;HUNT23","3;1873;1611;364;461;6078","UPK 12",288.805,-22.143,15.3623,-14.9074,1.541,0.579,-6.68,"upk12","UCC G015.3-14.9","Q1N","ubc98","0.89",21.0,False,150,False,0,1.0,0.81,"AA",113,15.428,-14.944,288.885,-22.128,1.511,0.614,-6.679,3.397,36,4,"ubc98","0.85"
"CASTRO20","7","UBC 98",288.83211,-22.14031,15.3752,-14.9293,1.534,0.561,-6.664,"ubc98","UCC G015.3-14.9a","Q1N","upk12","0.89",21.3,False,103,True,100,0.89,1.0,"AA",77,15.459,-14.916,288.906,-22.114,1.509,0.607,-6.679,4.416,34,21,"upk12","0.85"
"HE23","1282","CWNU 2553",274.03574,-15.23668,15.39,0.681,0.602,0.163,-1.367,"cwnu2553","UCC G015.3+00.6","Q1P","nan","nan",4.2,False,25,True,0,0.3,0.47,"CC",0,15.395,0.666,274.031,-15.243,0.578,0.18,-1.384,-5.978,1,6,"nan","nan"
"BICA19","312","Ryu 216",272.6105,-14.48561,15.39,2.25,"nan","nan","nan","ryu216","UCC G015.3+02.2","Q1P","nan","nan",3.2,False,180,True,0,0.73,0.31,"BC",176,15.4,2.264,272.599,-14.473,0.367,-0.477,-2.013,-21.765,3,0,"nan","nan"
"HAO22;HUNT23","26;4582","OC 0027",274.95346,-15.70564,15.3963,-0.3201,0.43,-0.119,-2.052,"oc0027","UCC G015.3-00.3","Q1N","nan","nan",6.0,False,284,False,0,0.36,0.74,"CB",177,15.407,-0.321,274.961,-15.696,0.412,-0.134,-2.038,22.184,12,5,"nan","nan"
"KHARCHENKO12;LOKTIN17;BICA19;CANTAT20;DIAS21;TARRICQ22;HUNT23","1239;766;313;1002;1027;225;4509","NGC 6716;Collinder 393;OCL 46;ESO 592 05;MWSC 3020",283.616,-19.888,15.3971,-9.5651,1.405,-1.476,-6.013,"ngc6716;collinder393;ocl46;eso59205;mwsc3020","UCC G015.3-09.5","Q1N","nan","nan",14.2,False,294,False,0,1.0,0.87,"AA",158,15.416,-9.537,283.598,-19.854,1.406,-1.463,-6.054,5.119,59,3,"nan","nan"
"BICA19","314","Ryu 726",276.13622,-16.27227,15.43,-1.59,"nan","nan","nan","ryu726","UCC G015.4-01.5","Q1N","nan","nan",1.5,False,25,True,0,0.2,0.25,"DC",0,15.426,-1.597,276.137,-16.277,0.387,-1.67,-2.957,48.586,2,0,"nan","nan"
"HUNT23","1903","HSC 183",275.63762,-16.00257,15.4441,-1.0405,0.329,0.66,-0.228,"hsc183","UCC G015.4-01.0","Q1N","nan","nan",2.6,False,48,True,0,0.53,0.69,"BB",25,15.439,-1.018,275.619,-15.998,0.34,0.664,-0.199,9.28,5,2,"nan","nan"
"HUNT23","1904","HSC 184",273.73037,-14.98552,15.4704,1.0599,0.59,0.342,-1.532,"hsc184","UCC G015.4+01.0","Q1P","nan","nan",4.5,False,35,True,0,0.5,0.52,"CB",21,15.416,1.053,273.714,-15.013,0.583,0.33,-1.528,"nan",0,8,"nan","nan"
"BICA19","315","Ryu 217",278.19739,-17.24564,15.48,-3.79,"nan","nan","nan","ryu217","UCC G015.4-03.7","Q1N","nan","nan",0.9,False,25,True,0,0.54,0.24,"BD",0,15.48,-3.794,278.202,-17.25,0.071,-3.391,-6.845,11.293,1,0,"nan","nan"
"BICA19","316","Ryu 218",277.02858,-16.64295,15.5,-2.52,"nan","nan","nan","ryu218","UCC G015.5-02.5","Q1N","nan","nan",3.1,False,100,True,0,0.24,0.5,"DC",63,15.501,-2.514,277.019,-16.638,0.229,-1.263,-2.707,24.68,7,0,"nan","nan"
"HUNT23","1905","HSC 186",275.42485,-15.79272,15.5333,-0.7613,0.313,-0.449,-2.296,"hsc186","UCC G015.5-00.7","Q1N","nan","nan",7.8,False,50,True,0,0.56,0.54,"BB",19,15.526,-0.753,275.417,-15.834,0.314,-0.449,-2.28,34.807,3,3,"nan","nan"
"KHARCHENKO12;BICA19","1155;317","MWSC 4511",295.41126,-24.45757,15.5421,-21.398,"nan","nan","nan","mwsc4511","UCC G015.5-21.3","Q1N","nan","nan",4.0,False,25,True,0,0.16,0.24,"DD",0,15.507,-21.411,295.412,-24.495,0.198,-2.05,-4.745,-103.737,1,0,"nan","nan"
"KHARCHENKO12;BICA19;HUNT23","1343;318;46","ASCC 94;MWSC 2858",273.90111,-14.975,15.5583,0.9199,0.601,-0.213,-1.112,"ascc94;mwsc2858","UCC G015.5+00.9","Q1P","ubc342","0.51",9.0,False,52,True,0,0.84,0.59,"AB",34,15.553,0.935,273.889,-14.946,0.599,-0.201,-1.128,-4.535,3,4,"ubc342","0.51"
"BICA19","320","Ryu 727",275.20883,-15.60616,15.6,-0.49,"nan","nan","nan","ryu727","UCC G015.6-00.4","Q1N","nan","nan",2.7,False,350,True,0,1.0,0.45,"AC",357,15.626,-0.519,275.246,-15.593,0.359,-0.125,-1.972,4.079,14,0,"nan","nan"
"CANTAT20;CASTRO20;DIAS21","1518;251;1376","UBC 342",273.914,-14.925,15.6082,0.9328,0.605,-0.171,-1.043,"ubc342","UCC G015.6+00.9","Q1P","ascc94","0.51",13.2,False,67,False,0,0.74,0.7,"BB",42,15.597,0.935,273.904,-14.947,0.608,-0.154,-1.131,-24.941,4,58,"ascc94","0.51"
"CHI23_3","911","CWWDL 13679",274.639,-15.1947,15.7033,0.1886,0.566,-0.527,-0.86,"cwwdl13679","UCC G015.7+00.1","Q1P","oc0028","0.79",9.3,False,166,False,0,0.95,0.84,"AA",140,15.692,0.215,274.605,-15.213,0.581,-0.504,-0.89,-5.637,9,7,"oc0028","0.78"
"HUNT23","1906","HSC 187",273.25004,-14.46653,15.7043,1.716,0.584,0.156,-1.9,"hsc187","UCC G015.7+01.7","Q1P","nan","nan",7.6,False,101,False,0,0.9,0.63,"AB",64,15.692,1.721,273.233,-14.476,0.585,0.16,-1.922,10.451,3,3,"nan","nan"
"HAO22;HUNT23","27;4583","OC 0028",274.6422,-15.18034,15.7174,0.1926,0.576,-0.518,-0.888,"oc0028","UCC G015.7+00.1a","Q1P","cwwdl13679","0.79",7.9,False,136,False,0,0.77,0.83,"AA",120,15.706,0.209,274.614,-15.205,0.58,-0.51,-0.894,0.946,6,7,"cwwdl13679","0.78"
"HE23;HUNT23","724;940","CWNU 1995",276.64446,-16.17674,15.7421,-1.9772,0.527,-0.89,-1.576,"cwnu1995","UCC G015.7-01.9","Q1N","nan","nan",5.3,False,43,False,0,0.47,0.9,"CA",22,15.756,-1.977,276.655,-16.167,0.511,-0.898,-1.566,-21.11,2,3,"nan","nan"
"KHARCHENKO12;BICA19;CANTAT20;DIAS21;HUNT23","1305;322;995;1020;4501","NGC 6645;Melotte 205;Collinder 383;OCL 48;MWSC 2946",278.158,-16.918,15.7546,-3.6064,0.543,1.34,-0.633,"ngc6645;melotte205;collinder383;ocl48;mwsc2946","UCC G015.7-03.6","Q1N","nan","nan",6.7,False,687,False,0,1.0,1.0,"AA",590,15.752,-3.601,278.149,-16.918,0.55,1.33,-0.637,-3.992,35,1,"nan","nan"
"KHARCHENKO12;BICA19","1344;321","NGC 6605;OCL 47;MWSC 2882",274.34807,-14.97888,15.7602,0.5382,"nan","nan","nan","ngc6605;ocl47;mwsc2882","UCC G015.7+00.5","Q1P","nan","nan",7.2,False,50,True,100,0.26,0.35,"CC",19,15.677,0.548,274.331,-15.007,0.386,-1.868,-5.343,14.529,1,1,"nan","nan"
"BICA19","323","Ryu 219",278.76435,-17.17611,15.79,-4.24,"nan","nan","nan","ryu219","UCC G015.7-04.2","Q1N","nan","nan",1.8,False,50,True,0,0.73,0.34,"BC",34,15.792,-4.237,278.764,-17.174,0.303,-1.382,-2.406,-16.61,3,0,"nan","nan"
"KHARCHENKO12","1042","ESO 464 09",314.904,-29.395,15.9136,-39.4366,"nan","nan","nan","eso46409","UCC G015.9-39.4","Q1N","nan","nan",7.1,False,25,True,0,0.1,0.33,"DC",0,15.923,-39.447,314.922,-29.378,0.314,0.07,-3.981,"nan",0,0,"nan","nan"
"BICA19","325","Ryu 728",276.7054,-16.00668,15.92,-1.95,"nan","nan","nan","ryu728","UCC G015.9-01.9","Q1N","nan","nan",1.4,False,25,True,0,0.81,0.27,"AC",0,15.922,-1.951,276.708,-16.007,0.066,-3.503,-6.407,"nan",0,0,"nan","nan"
"HUNT23","1907","HSC 188",250.00174,-0.6039,15.9346,28.5571,4.662,-9.223,-14.522,"hsc188","UCC G015.9+28.5","Q1P","nan","nan",136.3,False,50,True,100,0.66,0.45,"BC",52,15.555,28.841,249.974,-0.372,4.602,-9.404,-14.435,-14.48,13,3,"nan","nan"
"BICA19","326","Ryu 729",271.98459,-13.4327,16.02,3.29,"nan","nan","nan","ryu729","UCC G016.0+03.2","Q1P","nan","nan",1.4,False,25,True,0,0.57,0.26,"BC",0,16.006,3.278,271.989,-13.449,0.191,-3.184,-6.884,107.643,1,0,"nan","nan"
"KHARCHENKO12;BICA19;CANTAT20;DIAS21;TARRICQ22;HUNT23","1269;324;38;38;24;48","ASCC 99;MWSC 2999",282.17,-18.488,16.0705,-7.7261,3.367,5.188,-1.311,"ascc99;mwsc2999","UCC G016.0-07.7","Q1N","nan","nan",42.3,False,133,False,0,1.0,0.61,"AB",116,16.132,-7.745,282.187,-18.439,3.366,5.208,-1.444,-30.593,47,19,"nan","nan"
"BICA19","327","Ryu 730",270.92402,-12.77978,16.09,4.51,"nan","nan","nan","ryu730","UCC G016.0+04.5","Q1P","nan","nan",2.7,False,90,True,0,0.46,0.28,"CC",70,16.092,4.5,270.925,-12.786,0.234,-1.823,-3.576,26.383,4,0,"nan","nan"
"BICA19","328","Ryu 731",273.92792,-14.33894,16.13,1.2,"nan","nan","nan","ryu731","UCC G016.1+01.2","Q1P","nan","nan",2.0,False,25,True,0,0.19,0.31,"DC",0,16.13,1.191,273.933,-14.346,0.579,-0.775,-2.284,9.045,1,0,"nan","nan"
"BICA19","330","Ryu 732",276.94975,-15.88163,16.14,-2.1,"nan","nan","nan","ryu732","UCC G016.1-02.1","Q1N","nan","nan",2.2,False,50,True,0,0.13,0.41,"DC",25,16.135,-2.105,276.957,-15.882,0.131,-2.1,-4.488,28.422,1,0,"nan","nan"
"BICA19","329","Ryu 733",274.30529,-14.52505,16.14,0.79,"nan","nan","nan","ryu733","UCC G016.1+00.7","Q1P","nan","nan",2.1,False,90,True,0,0.89,0.37,"AC",83,16.133,0.791,274.301,-14.532,0.464,-0.874,-2.784,-22.962,5,0,"nan","nan"
"CHI23_3","1109","CWWDL 14497",269.3993,-11.8584,16.1649,6.2599,0.924,1.493,-1.456,"cwwdl14497","UCC G016.1+06.2","Q1P","nan","nan",8.2,False,46,True,100,0.97,1.0,"AA",45,16.348,6.257,269.498,-11.723,0.894,1.451,-1.467,-14.848,9,2,"nan","nan"
"HUNT23","1909","HSC 190",246.3972,1.85484,16.1744,32.9151,9.033,-25.383,-22.604,"hsc190","UCC G016.1+32.9","Q1P","nan","nan",185.7,False,28,True,100,0.04,0.32,"DC",27,16.473,32.498,246.358,1.874,8.712,-24.764,-21.957,-17.185,13,17,"nan","nan"
"CASTRO20","8","UBC 99",282.02357,-18.30197,16.1773,-7.5195,1.062,-1.158,-4.096,"ubc99","UCC G016.1-07.5","Q1N","upk13","0.85",6.9,False,103,False,0,1.0,1.0,"AA",72,16.186,-7.5,282.004,-18.289,1.059,-1.127,-4.139,7.92,28,33,"upk13","0.92"
"BICA19","331","Ryu 220",271.24657,-12.85212,16.18,4.2,"nan","nan","nan","ryu220","UCC G016.1+04.2","Q1P","nan","nan",1.6,False,25,True,0,0.65,0.31,"BC",0,16.181,4.205,271.242,-12.85,0.088,-3.578,-6.812,"nan",0,0,"nan","nan"
"SIM19;CANTAT20;DIAS21;TARRICQ22;HE22_1;HUNT23","4;1875;1612;365;465;6079","UPK 13",282.007,-18.281,16.1893,-7.4961,1.063,-1.131,-4.104,"upk13","UCC G016.1-07.4","Q1N","ubc99","0.85",8.0,False,200,False,0,1.0,0.92,"AA",117,16.194,-7.497,282.006,-18.278,1.059,-1.14,-4.141,7.427,31,3,"ubc99","0.92"
"BICA19","333","Ryu 734",275.79915,-15.2181,16.21,-0.81,"nan","nan","nan","ryu734","UCC G016.2-00.8","Q1N","nan","nan",2.6,False,100,True,0,0.67,0.36,"BC",87,16.233,-0.799,275.8,-15.191,0.37,-0.24,-1.137,21.801,5,0,"nan","nan"
"BICA19","332","Ryu 735",275.23236,-14.92677,16.21,-0.19,"nan","nan","nan","ryu735","UCC G016.2-00.1","Q1N","nan","nan",3.8,False,50,True,0,0.6,0.39,"BC",39,16.171,-0.158,275.202,-14.947,0.342,-0.503,-2.123,15.008,4,0,"nan","nan"
"HUNT23","1911","HSC 192",282.74155,-18.55244,16.2521,-8.2414,0.335,-3.836,-7.464,"hsc192","UCC G016.2-08.2","Q1N","nan","nan",4.1,False,25,True,0,0.16,0.42,"DC",0,16.251,-8.206,282.735,-18.548,0.321,-3.878,-7.468,"nan",0,1,"nan","nan"
"HE23","613","CWNU 1884",276.671,-15.60092,16.264,-1.732,0.438,0.622,0.294,"cwnu1884","UCC G016.2-01.7","Q1N","nan","nan",6.1,False,42,False,0,0.38,0.74,"CB",26,16.283,-1.703,276.662,-15.57,0.438,0.648,0.274,-10.776,1,5,"nan","nan"
"HUNT23","1912","HSC 193",272.62413,-13.48973,16.2702,2.7176,0.642,3.501,-5.286,"hsc193","UCC G016.2+02.7","Q1P","nan","nan",7.6,False,38,True,0,0.5,0.24,"CD",32,16.286,2.732,272.62,-13.472,0.62,3.378,-5.246,44.153,1,3,"nan","nan"
"BICA19","2892","Bica 46",269.39162,-11.68851,16.31,6.35,"nan","nan","nan","bica46","UCC G016.3+06.3","Q1P","nan","nan",2.4,False,25,True,0,0.46,0.29,"CC",0,16.303,6.337,269.399,-11.702,0.115,-3.856,-6.302,25.055,1,2,"nan","nan"
"BICA19","2893","Bica 47",269.43717,-11.69086,16.33,6.31,"nan","nan","nan","bica47","UCC G016.3+06.3a","Q1P","nan","nan",9.5,False,60,True,0,0.6,0.51,"BB",33,16.303,6.297,269.429,-11.71,0.118,-3.67,-6.173,139.128,1,2,"nan","nan"
"HUNT23","1913","HSC 194",275.73487,-15.02687,16.3498,-0.6655,0.728,-0.79,-3.314,"hsc194","UCC G016.3-00.6","Q1N","nan","nan",9.3,False,97,False,0,1.0,0.63,"AB",43,16.386,-0.634,275.713,-15.001,0.721,-0.802,-3.36,-27.976,15,5,"nan","nan"
"HUNT23","1910","HSC 191",289.47396,-21.35403,16.3687,-15.16,3.55,0.721,-11.381,"hsc191","UCC G016.3-15.1","Q1N","nan","nan",30.8,False,25,True,110,0.28,0.21,"CD",0,16.349,-14.884,289.185,-21.349,3.471,0.989,-10.923,7.011,4,8,"nan","nan"
"KHARCHENKO12;BICA19","1467;334","FSR 0050;MWSC 2659",264.96817,-9.10564,16.3856,11.4088,"nan","nan","nan","fsr0050;mwsc2659","UCC G016.3+11.4","Q1P","nan","nan",8.8,False,70,True,0,0.24,0.38,"DC",62,16.373,11.431,264.939,-9.122,0.232,-2.151,-1.058,11.878,1,0,"nan","nan"
"KHARCHENKO12;BICA19;CANTAT20;DIAS21;TARRICQ22;HE22_1;HUNT23","1413;2758;1126;1140;256;384;4970","Ruprecht 135;OCL 49;MWSC 2759",269.511,-11.646,16.4051,6.2691,0.901,1.42,-1.415,"ruprecht135;ocl49;mwsc2759","UCC G016.4+06.2","Q1P","nan","nan",6.0,False,115,False,0,1.0,0.88,"AA",94,16.429,6.277,269.511,-11.637,0.884,1.433,-1.444,-14.848,17,2,"nan","nan"
"BICA19","335","Ryu 13",271.1467,-12.51278,16.43,4.45,"nan","nan","nan","ryu13","UCC G016.4+04.4","Q1P","nan","nan",2.6,False,140,True,0,0.95,0.31,"AC",121,16.426,4.444,271.148,-12.516,0.111,-3.489,-6.092,108.279,8,0,"nan","nan"
"KHARCHENKO12;BICA19;CANTAT20;DIAS21;TARRICQ22;HUNT23","1318;337;1139;1153;261;4987","Ruprecht 171;OCL 50;MWSC 2944",278.012,-16.062,16.452,-3.0891,0.62,7.677,1.091,"ruprecht171;ocl50;mwsc2944","UCC G016.4-03.0","Q1N","nan","nan",8.6,False,1250,False,0,1.0,0.9,"AA",1266,16.451,-3.09,278.009,-16.061,0.634,7.706,1.074,5.399,161,2,"nan","nan"
"KHARCHENKO12;LOKTIN17;BICA19;CANTAT20;DIAS21;TARRICQ22;HE22_1;HUNT23","1281;928;338;1130;1144;257;385;4976","Ruprecht 145;OCL 52;ESO 592 02;MWSC 3005",282.636,-18.27,16.4643,-8.0277,1.651,8.329,-4.08,"ruprecht145;ocl52;eso59202;mwsc3005","UCC G016.4-08.0","Q1N","nan","nan",21.0,False,333,False,0,1.0,0.82,"AA",324,16.464,-8.058,282.656,-18.272,1.652,8.353,-4.12,-55.423,127,9,"nan","nan"
"KHARCHENKO12;BICA19","1181;336","MWSC 5717",293.67382,-22.88955,16.4723,-19.3413,"nan","nan","nan","mwsc5717","UCC G016.4-19.3","Q1N","nan","nan",6.3,False,200,True,0,0.92,0.39,"AC",160,16.466,-19.346,293.67,-22.899,0.226,-1.787,-4.665,37.091,5,0,"nan","nan"
"HUNT23","1914","HSC 195",278.2334,-16.07119,16.5416,-3.2823,0.639,-0.91,-5.021,"hsc195","UCC G016.5-03.2","Q1N","nan","nan",6.1,False,25,True,0,0.87,0.5,"AC",0,16.513,-3.28,278.212,-16.091,0.647,-0.923,-5.019,"nan",0,2,"nan","nan"
"HUNT21","19","PHOC 20",276.99874,-15.42143,16.5698,-1.9283,0.859,-2.663,-3.576,"phoc20","UCC G016.5-01.9","Q1N","hxhwl57","0.6",6.9,False,26,True,100,0.86,0.8,"AA",25,16.656,-1.924,277.012,-15.351,0.873,-2.679,-3.59,16.412,9,15,"cwwdl14359;hxhwl57","0.61;0.89"
"BICA19;CANTAT20;DIAS21;HUNT23","339;667;562;4157","Kronberger 25;J1822.6-1443;MWSC 2901",275.667,-14.727,16.5839,-0.4669,0.268,-0.343,-1.827,"kronberger25;j182261443;mwsc2901","UCC G016.5-00.4","Q1N","nan","nan",5.4,False,149,True,0,0.72,0.77,"BA",94,16.603,-0.465,275.667,-14.715,0.295,-0.328,-1.901,-240.386,1,7,"nan","nan"
"HUNT23","1915","HSC 196",269.98449,-11.68227,16.6018,5.8471,0.536,-2.233,-5.11,"hsc196","UCC G016.6+05.8","Q1P","nan","nan",4.7,False,25,True,0,0.14,0.45,"DC",0,16.601,5.861,269.981,-11.678,0.536,-2.282,-5.111,"nan",0,4,"nan","nan"
"CASTRO22","13","UBC 1014",276.55,-15.15,16.6089,-1.4188,0.48,-0.72,-2.73,"ubc1014","UCC G016.6-01.4","Q1N","nan","nan",8.6,False,59,False,0,0.63,0.78,"BA",29,16.593,-1.439,276.568,-15.147,0.484,-0.706,-2.722,"nan",0,44,"nan","nan"
"CHI23_3","1059","CWWDL 14359",277.0251,-15.3822,16.6164,-1.9326,0.88,-2.644,-3.673,"cwwdl14359","UCC G016.6-01.9","Q1N","nan","nan",5.3,False,25,True,0,0.78,0.64,"AB",0,16.64,-1.929,277.03,-15.389,0.876,-2.669,-3.61,12.939,6,16,"phoc20;hxhwl57","0.61;0.53"
"BICA19","3270","Teutsch J1823.4-1447",275.85175,-14.78096,16.62,-0.65,"nan","nan","nan","teutschj182341447","UCC G016.6-00.6","Q1N","nan","nan",6.9,False,73,True,100,0.18,0.57,"DB",34,16.699,-0.573,275.849,-14.708,0.333,-0.97,-2.068,14.923,2,5,"nan","nan"
"HE21","56","HXHWL 57",277.0235,-15.35589,16.639,-1.919,0.86,-2.7,-3.56,"hxhwl57","UCC G016.6-01.9a","Q1N","phoc20","0.6",6.9,False,28,True,0,0.85,0.78,"AA",25,16.661,-1.924,277.017,-15.336,0.878,-2.679,-3.586,16.97,10,15,"phoc20;cwwdl14359","0.89;0.53"
"KHARCHENKO12","1351","Kharchenko 2",275.587,-14.585,16.6729,-0.3319,"nan","nan","nan","kharchenko2","UCC G016.6-00.3","Q1N","nan","nan",4.5,False,217,True,0,0.75,0.6,"AB",117,16.666,-0.331,275.581,-14.589,0.361,-0.63,-2.312,50.065,6,5,"nan","nan"
"HE22;HUNT23","131;375","CWNU 132",276.49631,-15.04476,16.6779,-1.3239,0.544,-1.399,-2.23,"cwnu132","UCC G016.6-01.3","Q1N","nan","nan",5.2,False,115,False,0,0.9,0.74,"AB",83,16.665,-1.33,276.509,-15.053,0.537,-1.415,-2.238,-3.155,8,16,"nan","nan"
"HUNT23","4126","Kharchenko 3",275.74626,-14.6505,16.6874,-0.4987,0.337,-0.815,-2.478,"kharchenko3","UCC G016.6-00.4","Q1N","cwnu1853","0.84",5.5,False,99,False,0,0.15,0.75,"DA",63,16.692,-0.509,275.754,-14.643,0.354,-0.795,-2.518,-3.886,3,4,"cwnu1853","0.79"
"HE23","582","CWNU 1853",275.7501,-14.6484,16.691,-0.501,0.343,-0.801,-2.508,"cwnu1853","UCC G016.6-00.5","Q1N","kharchenko3","0.84",1.8,False,50,False,0,0.38,0.81,"CA",28,16.684,-0.503,275.744,-14.652,0.336,-0.793,-2.539,-3.886,3,4,"kharchenko3","0.79"
"KHARCHENKO12;BICA19","1373;340","FSR 0051;MWSC 2843",273.26928,-13.32909,16.7125,2.2439,"nan","nan","nan","fsr0051;mwsc2843","UCC G016.7+02.2","Q1P","nan","nan",9.1,False,100,True,0,0.45,0.47,"CC",63,16.701,2.264,273.254,-13.352,0.39,0.168,-1.589,-42.549,2,0,"nan","nan"
"BICA19","342","Ryu 738",271.9854,-12.62379,16.73,3.68,"nan","nan","nan","ryu738","UCC G016.7+03.6","Q1P","nan","nan",1.6,False,25,True,0,0.85,0.32,"AC",0,16.726,3.679,271.983,-12.629,0.06,-2.695,-5.962,45.719,2,0,"nan","nan"
"BICA19","341","Ryu 739",271.45646,-12.33851,16.73,4.27,"nan","nan","nan","ryu739","UCC G016.7+04.2","Q1P","nan","nan",1.2,False,25,True,0,0.54,0.34,"BC",0,16.738,4.277,271.454,-12.333,0.04,-2.984,-5.332,120.591,1,0,"nan","nan"
"BICA19","343","Ryu 740",271.35584,-12.22707,16.78,4.41,"nan","nan","nan","ryu740","UCC G016.7+04.4","Q1P","nan","nan",2.4,False,80,True,0,0.82,0.27,"AC",69,16.778,4.405,271.355,-12.232,0.138,-3.15,-6.511,83.557,3,0,"nan","nan"
