"DB","DB_i","ID","RA_ICRS","DE_ICRS","GLON","GLAT","plx","pmRA","pmDE","fnames","UCC_ID","quad","dups_fnames","dups_probs","r_50","N_fixed","N_membs","fixed_cent","cent_flags","C1","C2","C3","N_50","GLON_m","GLAT_m","RA_ICRS_m","DE_ICRS_m","plx_m","pmRA_m","pmDE_m","Rv_m","N_Rv","N_ex_cls","dups_fnames_m","dups_probs_m"
"HE23","1603","CWNU 2874",115.89069,-30.39122,245.604,-3.301,0.294,-2.632,2.827,"cwnu2874","UCC G245.6-03.3","Q3N","nan","nan",3.9,False,25,True,0,0.2,0.31,"DC",0,245.604,-3.324,115.881,-30.399,0.307,-2.631,2.864,"nan",0,6,"nan","nan"
"CHI23_3","626","CWWDL 11011",120.1012,-28.2079,245.6056,0.9704,0.255,-2.225,2.564,"cwwdl11011","UCC G245.6+00.9","Q3P","nan","nan",5.4,False,50,True,0,0.25,0.37,"CC",22,245.595,0.964,120.12,-28.181,0.237,-2.207,2.555,74.584,2,3,"nan","nan"
"HE23;HUNT23","475;845","CWNU 1746",122.64921,-26.79991,245.6264,3.6329,0.378,-2.874,0.716,"cwnu1746","UCC G245.6+03.6","Q3P","nan","nan",9.3,False,50,False,0,0.45,0.51,"CB",45,245.609,3.583,122.606,-26.801,0.371,-2.863,0.716,41.445,1,5,"nan","nan"
"HUNT23","3251","HSC 1979",113.9406,-31.36915,245.6408,-5.239,0.241,-2.292,3.244,"hsc1979","UCC G245.6-05.2","Q3N","nan","nan",2.7,False,25,False,0,0.27,0.24,"CD",0,245.671,-5.206,113.981,-31.382,0.267,-2.264,3.272,96.892,1,0,"nan","nan"
"KHARCHENKO12;LOKTIN17","1000;279","ESO 429 13",115.287,-30.729,245.6415,-3.9198,"nan","nan","nan","eso42913","UCC G245.6-03.9","Q3N","nan","nan",3.3,False,25,True,0,0.09,0.22,"DD",0,245.638,-3.929,115.274,-30.73,0.242,-1.541,1.86,35.614,1,1,"nan","nan"
"CHI23_3","40","CWWDL 303",115.8749,-30.4462,245.6451,-3.3401,0.268,-2.012,3.221,"cwwdl303","UCC G245.6-03.3a","Q3N","nan","nan",2.6,False,25,False,0,0.62,0.35,"BC",0,245.686,-3.291,115.96,-30.459,0.275,-2.082,3.169,86.538,1,6,"nan","nan"
"HE22_1;HUNT23","734;604","CWNU 1169",101.17464,-36.37864,245.6533,-16.949,4.309,-8.974,9.184,"cwnu1169","UCC G245.6-16.9","Q3N","nan","nan",64.1,False,44,True,0,0.96,0.62,"AB",40,245.717,-16.929,101.273,-36.42,4.297,-9.026,9.3,14.998,7,17,"nan","nan"
"HAO22","423","OC 0424",114.91663,-30.92312,245.6551,-4.2922,0.231,-2.557,3.794,"oc0424","UCC G245.6-04.2","Q3N","oc0425","0.75",2.5,False,159,False,0,1.0,0.78,"AA",89,245.65,-4.314,114.893,-30.927,0.245,-2.573,3.784,91.236,6,1,"ruprecht28;oc0425","0.37;0.82"
"HUNT21;HUNT23","2;4813","PHOC 3",115.82591,-30.48256,245.6558,-3.3948,0.414,-2.018,2.345,"phoc3","UCC G245.6-03.3b","Q3N","nan","nan",5.4,False,45,False,0,0.31,0.59,"CB",38,245.68,-3.404,115.829,-30.519,0.426,-2.006,2.362,49.178,2,7,"nan","nan"
"KHARCHENKO12;LOKTIN17;CANTAT20;DIAS21;HUNT23","993;902;1150;1163;4907","Ruprecht 28",114.9,-30.933,245.6567,-4.3094,0.198,-2.567,3.854,"ruprecht28","UCC G245.6-04.3","Q3N","oc0425","0.72",2.6,False,195,False,0,0.99,0.63,"AB",93,245.649,-4.341,114.861,-30.937,0.192,-2.579,3.83,92.716,3,1,"oc0424;oc0425","0.37;0.55"
"HAO22","424","OC 0425",114.90847,-30.9298,245.6575,-4.3015,0.217,-2.558,3.822,"oc0425","UCC G245.6-04.3a","Q3N","oc0424;ruprecht28","0.75;0.72",4.1,False,350,False,0,1.0,0.61,"AB",346,245.652,-4.316,114.892,-30.932,0.225,-2.555,3.811,91.035,18,0,"oc0424;ruprecht28","0.82;0.55"
"CASTRO22;HUNT23","405;5875","UBC 1406",122.32381,-27.02545,245.6583,3.2668,0.217,-1.534,1.542,"ubc1406","UCC G245.6+03.2","Q3P","nan","nan",3.8,False,42,False,0,0.88,0.81,"AA",24,245.659,3.274,122.328,-27.02,0.227,-1.536,1.553,"nan",0,8,"nan","nan"
"LI22","16","LISC 1152",117.848,-29.502,245.6888,-1.388,0.279,-3.547,3.165,"lisc1152","UCC G245.6-01.3","Q3N","ubc1407","0.69",3.2,False,126,False,0,0.91,0.6,"AB",125,245.697,-1.392,117.855,-29.515,0.287,-3.605,3.115,62.327,7,11,"ubc1407","0.76"
"CASTRO22;HUNT23","406;5876","UBC 1407",117.84863,-29.51157,245.6973,-1.3924,0.284,-3.608,3.112,"ubc1407","UCC G245.6-01.3a","Q3N","lisc1152","0.69",4.2,False,137,False,0,0.95,0.83,"AA",120,245.696,-1.394,117.853,-29.513,0.275,-3.609,3.097,62.341,7,40,"lisc1152","0.76"
"KHARCHENKO12;LOKTIN17;BICA19;CANTAT20;DIAS21;HUNT23","1068;908;1660;1162;1173;4916","Ruprecht 44;OCL 681;ESO 430 05;MWSC 1398",119.708,-28.558,245.7219,0.4921,0.152,-2.381,2.935,"ruprecht44;ocl681;eso43005;mwsc1398","UCC G245.7+00.4","Q3P","nan","nan",2.8,False,178,False,0,1.0,0.91,"AA",167,245.716,0.49,119.701,-28.553,0.18,-2.36,2.939,"nan",0,2,"nan","nan"
"CASTRO22","407","UBC 1408",115.95,-30.5,245.724,-3.3105,0.26,-2.36,3.3,"ubc1408","UCC G245.7-03.3","Q3N","nan","nan",7.9,False,25,False,0,0.69,0.5,"BB",0,245.686,-3.291,115.971,-30.438,0.281,-2.067,3.148,"nan",0,30,"nan","nan"
"HE23;HUNT23","1252;1128","CWNU 2523",118.66597,-29.18754,245.785,-0.6146,0.255,-2.763,4.056,"cwnu2523","UCC G245.7-00.6","Q3N","nan","nan",4.0,False,32,False,0,0.27,0.58,"CB",29,245.784,-0.619,118.686,-29.187,0.244,-2.741,4.045,"nan",0,7,"nan","nan"
"CHI23_3","1080","CWWDL 14423",122.4115,-27.1329,245.7912,3.2742,1.002,-3.972,2.017,"cwwdl14423","UCC G245.7+03.2","Q3P","hxhwl65","0.75",12.5,False,48,False,0,0.95,0.61,"AB",49,245.8,3.266,122.414,-27.151,1.006,-3.955,2.03,7.688,11,13,"hxhwl65","0.84"
"HE21;HUNT23","64;4032","HXHWL 65",122.40009,-27.14756,245.798,3.2577,0.991,-3.936,2.019,"hxhwl65","UCC G245.7+03.2a","Q3P","cwwdl14423","0.75",12.2,False,48,False,0,0.95,0.68,"AB",48,245.8,3.26,122.414,-27.151,1.005,-3.956,2.031,8.13,12,9,"cwwdl14423","0.84"
"KHARCHENKO12;BICA19;HUNT23","1103;1661;4922","Ruprecht 53;OCL 682;ESO 494 32;MWSC 1442",122.71733,-26.99082,245.82,3.58,0.956,-2.877,0.99,"ruprecht53;ocl682;eso49432;mwsc1442","UCC G245.8+03.5","Q3P","cwnu1026","0.51",11.3,False,46,False,0,0.59,0.74,"BB",44,245.867,3.617,122.752,-27.032,0.968,-2.859,1.016,11.154,18,8,"cwnu1026","0.73"
"HE22_1","591","CWNU 1026",122.7288,-27.0321,245.8603,3.5661,0.983,-2.864,1.008,"cwnu1026","UCC G245.8+03.5a","Q3P","ruprecht53","0.51",11.7,False,47,False,0,0.53,0.76,"BA",43,245.86,3.629,122.753,-27.032,0.969,-2.859,1.017,11.154,18,8,"ruprecht53","0.73"
"HAO22","425","OC 0426",117.6095,-29.83385,245.8688,-1.7353,0.255,-2.96,2.524,"oc0426","UCC G245.8-01.7","Q3N","nan","nan",1.8,False,179,False,0,0.23,0.7,"DB",67,245.884,-1.745,117.605,-29.851,0.272,-2.898,2.498,74.256,5,9,"vdbh11;oc0427","0.35;0.43"
"KHARCHENKO12;LOKTIN17;BICA19;CANTAT20;DIAS21;HUNT23","1024;213;1662;312;271;1369","VDBH 11;Czernik 32;King 24;OCL 683;vdBergh-Hagen 11;ESO 494 20;FSR 1325;MWSC 1357",117.62,-29.853,245.89,-1.7372,0.196,-2.962,2.48,"vdbh11;czernik32;king24;ocl683;vdberghhagen11;eso49420;fsr1325;mwsc1357","UCC G245.8-01.7a","Q3N","oc0427","0.64",2.2,False,311,False,0,0.98,0.77,"AA",179,245.906,-1.742,117.623,-29.87,0.211,-2.978,2.469,74.143,11,4,"oc0426;oc0427","0.35;0.76"
"HAO22","426","OC 0427",117.6276,-29.86392,245.9027,-1.7371,0.22,-2.996,2.487,"oc0427","UCC G245.9-01.7","Q3N","vdbh11","0.64",2.2,False,315,False,0,0.98,0.77,"AA",181,245.906,-1.742,117.623,-29.872,0.211,-2.981,2.469,74.143,11,4,"oc0426;vdbh11","0.43;0.76"
"HE23","642","CWNU 1913",115.47445,-30.95957,245.922,-3.893,0.289,-1.821,3.544,"cwnu1913","UCC G245.9-03.8","Q3N","nan","nan",7.3,False,71,True,0,0.28,0.4,"CC",47,245.899,-3.904,115.462,-30.946,0.259,-1.821,3.528,78.324,3,5,"nan","nan"
"KHARCHENKO12;BICA19;CANTAT20","1060;1664;1161","Ruprecht 43;OCL 684;ESO 430 06;Turner-Majaess 1;MWSC 1401",119.697,-28.805,245.9272,0.3545,0.105,-2.23,3.041,"ruprecht43;ocl684;eso43006;turnermajaess1;mwsc1401","UCC G245.9+00.3","Q3P","nan","nan",5.2,False,254,True,1,1.0,0.6,"AB",174,245.933,0.348,119.689,-28.816,0.163,-2.208,3.059,98.99,4,2,"nan","nan"
"CASTRO22;HUNT23","408;5877","UBC 1409",119.05075,-29.20225,245.9715,-0.3349,0.367,-2.091,1.863,"ubc1409","UCC G245.9-00.3","Q3N","nan","nan",5.3,False,26,False,0,0.34,0.77,"CA",22,246.004,-0.299,119.085,-29.234,0.365,-2.104,1.849,"nan",0,58,"nan","nan"
"HAO22;HUNT23","427;4704","OC 0428",117.63437,-29.94432,245.975,-1.773,0.318,-2.737,3.435,"oc0428","UCC G245.9-01.7a","Q3N","ubc236","0.56",3.1,False,119,False,0,0.97,0.62,"AB",92,245.986,-1.773,117.641,-29.952,0.311,-2.728,3.45,59.197,2,7,"ubc236","0.49"
"CANTAT20;CASTRO20","1431;145","UBC 236",117.653,-29.945,245.9838,-1.7594,0.28,-2.733,3.426,"ubc236","UCC G245.9-01.7b","Q3N","oc0428","0.56",5.7,False,87,False,0,0.65,1.0,"BA",60,245.972,-1.754,117.642,-29.929,0.313,-2.749,3.441,"nan",0,36,"oc0428","0.49"
"HE22;HE22_1","288;119","CWNU 289",127.7087,-24.1482,245.9916,8.9012,1.493,-7.99,1.364,"cwnu289","UCC G245.9+08.9","Q3P","nan","nan",14.1,False,25,True,100,0.16,0.2,"DD",0,245.868,8.86,127.695,-24.093,1.431,-7.269,1.515,20.949,7,0,"nan","nan"
"HUNT23","3252","HSC 1980",123.31122,-26.91217,246.044,4.0663,0.619,-3.729,1.56,"hsc1980","UCC G246.0+04.0","Q3P","nan","nan",5.1,False,25,False,0,0.6,0.24,"BD",0,246.101,4.088,123.364,-26.939,0.602,-3.721,1.607,36.294,3,3,"nan","nan"
"KHARCHENKO12;LOKTIN17;BICA19;CANTAT20;DIAS21;TARRICQ22;HE22_1;HUNT23","1080;658;1663;862;887;184;302;4374","NGC 2527;Collinder 174;OCL 685;ESO 430 15;MWSC 1428",121.246,-28.122,246.0686,1.8714,1.536,-5.549,7.275,"ngc2527;collinder174;ocl685;eso43015;mwsc1428","UCC G246.0+01.8","Q3P","nan","nan",23.4,False,473,False,0,1.0,1.0,"AA",466,246.072,1.896,121.27,-28.111,1.566,-5.562,7.331,40.908,186,63,"nan","nan"
"CHI23_3","342","CWWDL 3541",114.8193,-31.445,246.0714,-4.6193,0.266,-2.209,2.989,"cwwdl3541","UCC G246.0-04.6","Q3N","nan","nan",12.2,False,261,True,0,0.95,0.53,"AB",144,246.058,-4.616,114.828,-31.444,0.266,-2.226,3.138,68.831,1,6,"nan","nan"
"HE23","355","CWNU 1626",118.96883,-29.38545,246.091,-0.491,0.284,-3.037,3.165,"cwnu1626","UCC G246.0-00.4","Q3N","nan","nan",2.3,False,25,True,0,0.49,0.35,"CC",0,246.091,-0.499,118.963,-29.389,0.284,-2.958,3.154,"nan",0,12,"nan","nan"
"CHI23_3","39","CWWDL 300",116.2741,-30.7774,246.104,-3.2065,0.278,-2.124,3.042,"cwwdl300","UCC G246.1-03.2","Q3N","nan","nan",3.1,False,25,True,0,0.41,0.26,"CC",0,246.106,-3.202,116.289,-30.768,0.264,-2.181,3.034,"nan",0,6,"nan","nan"
"HUNT23;QIN23","4803;81","OCSN 82",108.06568,-34.4153,246.109,-11.0166,2.431,-5.52,6.423,"ocsn82","UCC G246.1-11.0","Q3N","nan","nan",44.5,False,160,True,100,1.0,1.0,"AA",128,245.498,-11.064,107.632,-33.835,2.419,-5.388,6.476,18.064,37,12,"nan","nan"
"CASTRO22","409","UBC 1410",120.01,-28.85,246.1095,0.5643,0.18,-2.21,2.52,"ubc1410","UCC G246.1+00.5","Q3P","nan","nan",2.7,False,32,False,0,0.81,0.76,"AA",20,246.106,0.571,120.013,-28.844,0.186,-2.201,2.501,"nan",0,24,"nan","nan"
"HE23","1344","CWNU 2615",120.85949,-28.4341,246.151,1.417,0.233,-1.938,2.28,"cwnu2615","UCC G246.1+01.4","Q3P","nan","nan",6.2,False,76,False,0,0.16,0.49,"DC",50,246.145,1.455,120.903,-28.413,0.19,-1.94,2.358,72.57,2,3,"nan","nan"
"DIAS21","569","FoF 201",118.9542,-29.4694,246.1562,-0.5454,0.227,-2.586,2.917,"fof201","UCC G246.1-00.5","Q3N","hsc1981","0.66",2.9,False,196,False,0,0.8,0.61,"AB",194,246.163,-0.546,118.956,-29.474,0.257,-2.624,2.941,70.428,4,5,"hsc1981","0.69"
"HUNT23","3253","HSC 1981",118.95399,-29.47443,246.1604,-0.5482,0.257,-2.62,2.942,"hsc1981","UCC G246.1-00.5a","Q3N","fof201","0.66",2.3,False,143,False,0,0.92,0.7,"AB",130,246.163,-0.548,118.953,-29.474,0.259,-2.629,2.933,78.744,3,11,"fof201","0.69"
"HUNT21;HUNT23","28;4832","PHOC 29",120.70451,-28.54389,246.1716,1.2433,0.322,-3.085,2.525,"phoc29","UCC G246.1+01.2","Q3P","nan","nan",2.2,False,40,False,0,0.39,0.81,"CA",33,246.175,1.236,120.699,-28.556,0.33,-3.058,2.557,"nan",0,4,"cwwdl2090;fof1431","0.45;0.48"
"CHI23_3","175","CWWDL 2090",120.7063,-28.5544,246.1813,1.239,0.338,-2.92,2.529,"cwwdl2090","UCC G246.1+01.2a","Q3P","fof1431","0.55",2.1,False,42,False,0,0.37,0.83,"CA",26,246.184,1.242,120.704,-28.556,0.34,-3.035,2.544,"nan",0,3,"phoc29;fof1431","0.45;0.61"
"CHI23_3","397","CWWDL 4783",118.5641,-29.7068,246.184,-0.9585,0.549,-2.447,2.144,"cwwdl4783","UCC G246.1-00.9","Q3N","ubc237","0.77",8.1,False,210,False,0,0.99,0.58,"AB",128,246.252,-0.951,118.608,-29.753,0.552,-2.418,2.136,37.812,4,14,"nan","nan"
"DIAS21","642","FoF 1431",120.7103,-28.5608,246.1886,1.2386,0.308,-2.855,2.483,"fof1431","UCC G246.1+01.2b","Q3P","cwwdl2090","0.55",1.9,False,40,False,0,0.54,0.86,"BA",25,246.183,1.241,120.702,-28.556,0.34,-3.036,2.552,"nan",0,3,"phoc29;cwwdl2090","0.48;0.61"
"CANTAT20;CASTRO20;DIAS21;HUNT23","1432;146;1338;5305","UBC 237",118.572,-29.718,246.1972,-0.9584,0.541,-2.428,2.097,"ubc237","UCC G246.1-00.9a","Q3N","cwwdl4783","0.77",20.1,False,563,True,100,1.0,0.97,"AA",210,246.391,-0.849,118.794,-29.854,0.547,-2.419,2.122,37.546,15,67,"nan","nan"
"KHARCHENKO12","913","FSR 1326",108.615,-34.305,246.2072,-10.56,"nan","nan","nan","fsr1326","UCC G246.2-10.5","Q3N","nan","nan",6.8,False,100,True,0,0.94,0.42,"AC",75,246.199,-10.565,108.597,-34.302,0.113,-0.961,2.668,104.857,4,0,"nan","nan"
"CANTAT20;CASTRO20;DIAS21","1641;375;1443","UBC 468",116.591,-30.762,246.2268,-2.9629,0.221,-2.389,3.302,"ubc468","UCC G246.2-02.9","Q3N","nan","nan",5.5,False,25,False,0,0.65,0.53,"BB",0,246.299,-2.984,116.623,-30.817,0.273,-2.316,3.255,44.054,1,11,"nan","nan"
"HE23","1158","CWNU 2429",119.13056,-29.46135,246.229,-0.41,0.239,-2.562,3.745,"cwnu2429","UCC G246.2-00.4","Q3N","nan","nan",2.8,False,38,False,0,0.48,0.54,"CB",36,246.226,-0.412,119.132,-29.458,0.217,-2.559,3.747,97.773,1,7,"nan","nan"
"KHARCHENKO12;BICA19","1047;1665","Turner 12;MWSC 1392",119.50326,-29.28474,246.2475,-0.0408,"nan","nan","nan","turner12;mwsc1392","UCC G246.2+00.0","Q3P","nan","nan",7.3,False,46,True,0,0.16,0.43,"DC",17,246.233,-0.025,119.49,-29.252,0.242,-2.034,2.422,71.545,2,1,"nan","nan"
"CANTAT20;CASTRO20;DIAS21","1811;541;1555","UBC 641",116.01,-31.135,246.302,-3.5808,0.248,-2.331,3.232,"ubc641","UCC G246.3-03.5","Q3N","nan","nan",6.8,False,25,True,0,0.96,0.47,"AC",0,246.289,-3.516,116.022,-31.117,0.252,-2.309,3.237,"nan",0,17,"nan","nan"
"BICA19","1666","Turner 13a",119.45341,-29.38465,246.31,-0.13,"nan","nan","nan","turner13a","UCC G246.3-00.1","Q3N","nan","nan",7.7,False,100,True,0,0.36,0.43,"CC",64,246.303,-0.128,119.459,-29.369,0.271,-1.713,2.062,68.844,6,4,"nan","nan"
"CHI23_3","86","CWWDL 652",118.5163,-29.8958,246.3247,-1.0915,0.273,-2.246,3.342,"cwwdl652","UCC G246.3-01.0","Q3N","nan","nan",8.4,False,51,False,0,0.65,0.46,"BC",8,246.358,-1.028,118.602,-29.876,0.247,-2.229,3.289,77.894,4,5,"nan","nan"
"CASTRO22;HUNT23","411;5879","UBC 1412",120.0643,-29.07398,246.3249,0.4868,0.33,-2.044,4.063,"ubc1412","UCC G246.3+00.4","Q3P","nan","nan",7.5,False,43,False,0,0.22,0.78,"DA",32,246.344,0.468,120.067,-29.088,0.33,-2.059,4.079,47.243,4,50,"nan","nan"
"KHARCHENKO12;BICA19","1100;1667","Ruprecht 57;OCL 686;ESO 494 37;MWSC 1457",123.7803,-26.97239,246.3253,4.3822,"nan","nan","nan","ruprecht57;ocl686;eso49437;mwsc1457","UCC G246.3+04.3","Q3P","nan","nan",6.0,False,60,True,0,0.17,0.37,"DC",39,246.35,4.367,123.775,-26.988,0.26,-2.554,2.484,67.474,4,0,"nan","nan"
"HUNT23","3254","HSC 1983",124.85411,-26.33352,246.3274,5.5351,0.296,-3.16,3.373,"hsc1983","UCC G246.3+05.5","Q3P","nan","nan",7.1,False,50,False,0,0.72,0.58,"BB",43,246.337,5.534,124.867,-26.342,0.312,-3.161,3.356,86.008,2,0,"nan","nan"
"KHARCHENKO12","971","FSR 1327",114.832,-31.74,246.3353,-4.7534,"nan","nan","nan","fsr1327","UCC G246.3-04.7","Q3N","nan","nan",2.7,False,25,True,0,0.33,0.24,"CD",0,246.344,-4.759,114.828,-31.738,0.171,-1.804,3.415,81.821,2,4,"nan","nan"
"CASTRO22;HUNT23","410;5878","UBC 1411",118.73676,-29.79588,246.3377,-0.8761,0.213,-2.104,2.857,"ubc1411","UCC G246.3-00.8","Q3N","nan","nan",3.2,False,99,False,0,0.93,0.89,"AA",60,246.335,-0.88,118.737,-29.799,0.214,-2.089,2.878,65.021,2,28,"nan","nan"
"BICA19","3155","Teutsch 208",110.92511,-33.53367,246.37,-8.5,"nan","nan","nan","teutsch208","UCC G246.3-08.5","Q3N","nan","nan",2.3,False,25,True,0,0.12,0.34,"DC",0,246.371,-8.487,110.936,-33.526,0.11,-1.051,2.539,107.394,2,0,"nan","nan"
"CASTRO22","412","UBC 1413",119.2,-29.6,246.3789,-0.4305,0.34,-2.06,1.31,"ubc1413","UCC G246.3-00.4","Q3N","cwnu269","0.84",2.0,False,31,False,0,0.46,1.0,"CA",27,246.376,-0.437,119.194,-29.603,0.341,-2.064,1.314,"nan",0,51,"cwnu269","0.9"
"HE22","268","CWNU 269",119.1892,-29.6106,246.383,-0.444,0.34,-2.05,1.31,"cwnu269","UCC G246.3-00.4a","Q3N","ubc1413","0.84",2.5,False,41,False,0,0.46,0.71,"CB",38,246.376,-0.445,119.188,-29.6,0.345,-2.06,1.315,"nan",0,9,"ubc1413","0.9"
"HE22;HUNT23","211;414","CWNU 212",120.63048,-28.83559,246.3844,1.0334,0.659,-2.857,3.121,"cwnu212","UCC G246.3+01.0","Q3P","nan","nan",9.3,False,40,False,0,0.94,0.52,"AB",35,246.417,1.101,120.712,-28.857,0.667,-2.868,3.153,8.798,9,9,"nan","nan"
"KHARCHENKO12;BICA19","982;1668","Ruprecht 30;OCL 687;ESO 429 15;MWSC 1315",115.60695,-31.46568,246.4195,-4.0436,"nan","nan","nan","ruprecht30;ocl687;eso42915;mwsc1315","UCC G246.4-04.0","Q3N","nan","nan",7.8,False,50,True,0,0.14,0.41,"DC",19,246.395,-4.025,115.585,-31.44,0.179,-1.312,2.598,78.582,3,0,"nan","nan"
"HAO22","428","OC 0429",115.18642,-31.68774,246.4371,-4.4647,0.182,-2.259,3.188,"oc0429","UCC G246.4-04.4","Q3N","nan","nan",2.2,False,27,True,0,0.83,0.7,"AB",11,246.447,-4.461,115.183,-31.702,0.209,-2.254,3.185,"nan",0,3,"ngc2439","0.51"
"HAO22","429","OC 0430",115.19379,-31.69358,246.4453,-4.4621,0.322,-2.252,3.201,"oc0430","UCC G246.4-04.4a","Q3N","ngc2439","0.55",3.8,False,726,False,0,1.0,1.0,"AA",573,246.448,-4.458,115.199,-31.695,0.268,-2.247,3.185,69.12,3,4,"ngc2439","0.51"
"KHARCHENKO12;LOKTIN17;CANTAT20;DIAS21;HUNT23","975;642;848;873;4360","NGC 2439",115.194,-31.694,246.4457,-4.4622,0.232,-2.283,3.159,"ngc2439","UCC G246.4-04.4b","Q3N","oc0430","0.55",3.4,False,744,False,0,1.0,1.0,"AA",576,246.449,-4.454,115.203,-31.694,0.271,-2.245,3.186,69.12,3,2,"oc0429;oc0430","0.51;0.51"
"CHI23_3","176","CWWDL 2091",120.3798,-29.0539,246.4534,0.7317,0.241,-2.372,3.137,"cwwdl2091","UCC G246.4+00.7","Q3P","nan","nan",8.9,False,61,True,100,0.32,0.44,"CC",37,246.452,0.823,120.454,-29.03,0.232,-2.383,3.114,96.042,3,2,"nan","nan"
"CANTAT20;CASTRO20;DIAS21","1812;542;1556","UBC 642",130.42,-22.955,246.4837,11.6152,0.319,-3.05,2.815,"ubc642","UCC G246.4+11.6","Q3P","nan","nan",9.6,False,25,True,0,0.7,0.37,"BC",0,246.478,11.585,130.342,-22.968,0.305,-3.061,2.783,"nan",0,0,"nan","nan"
"HUNT23","3255","HSC 1984",122.17602,-28.11261,246.5024,2.5678,0.249,-4.373,4.454,"hsc1984","UCC G246.5+02.5","Q3P","nan","nan",7.7,False,70,True,0,0.39,0.24,"CD",63,246.47,2.567,122.165,-28.09,0.263,-4.2,4.479,46.511,4,0,"nan","nan"
"KHARCHENKO12;BICA19;HUNT23","954;3527;1440","ESO 429 05",114.25874,-32.20295,246.5056,-5.403,0.089,-1.49,1.675,"eso42905","UCC G246.5-05.4","Q3N","nan","nan",2.5,False,250,False,0,1.0,0.44,"AC",232,246.505,-5.406,114.254,-32.204,0.112,-1.429,1.732,63.58,8,0,"nan","nan"
"DIAS21","594","FoF 942",119.7341,-29.5674,246.5936,-0.0173,0.233,-2.372,3.099,"fof942","UCC G246.5+00.0","Q3P","nan","nan",2.3,False,25,True,0,0.72,0.35,"BC",0,246.598,-0.031,119.726,-29.574,0.233,-2.291,3.051,73.56,1,2,"nan","nan"
"HE23;HUNT23","626;908","CWNU 1897",123.32145,-27.62549,246.6466,3.6822,0.365,-3.741,2.538,"cwnu1897","UCC G246.6+03.6","Q3P","nan","nan",8.5,False,92,False,0,0.66,0.55,"BB",84,246.619,3.683,123.314,-27.604,0.354,-3.74,2.528,50.881,4,2,"nan","nan"
"KHARCHENKO12;BICA19;CANTAT20;DIAS21;HUNT23","986;1669;1155;1167;4911","Ruprecht 35;OCL 689;VDBH 10;vdBergh-Hagen 10;ESO 429 18;MWSC 1333",116.548,-31.278,246.6558,-3.2529,0.243,-2.256,3.136,"ruprecht35;ocl689;vdbh10;vdberghhagen10;eso42918;mwsc1333","UCC G246.6-03.2","Q3N","nan","nan",6.6,False,250,False,0,1.0,0.71,"AB",234,246.662,-3.248,116.555,-31.279,0.251,-2.27,3.191,94.242,4,1,"nan","nan"
"BICA19","3157","Bica 386",114.20619,-32.44817,246.7,-5.56,"nan","nan","nan","bica386","UCC G246.7-05.5","Q3N","nan","nan",2.5,False,25,True,0,0.26,0.32,"CC",0,246.693,-5.554,114.214,-32.44,0.136,-1.341,2.533,"nan",0,1,"nan","nan"
"BICA19","3156","Teutsch 62;DSH J0751.8-3037",117.94546,-30.62746,246.7,-1.89,"nan","nan","nan","teutsch62;dshj075183037","UCC G246.7-01.8","Q3N","oc0431","0.71",4.2,False,350,True,0,1.0,0.56,"AB",280,246.704,-1.886,117.952,-30.63,0.115,-1.403,1.863,93.556,6,0,"oc0431","0.94"
"HAO22;HUNT23","430;4705","OC 0431",117.95604,-30.62446,246.7021,-1.8806,0.106,-1.408,1.839,"oc0431","UCC G246.7-01.8a","Q3N","teutsch62","0.71",4.6,False,400,False,0,1.0,0.57,"AB",317,246.706,-1.886,117.953,-30.631,0.116,-1.392,1.863,92.502,9,0,"teutsch62","0.94"
"KHARCHENKO12;LOKTIN17;BICA19;CANTAT20;DIAS21;HUNT23","1016;654;1670;858;883;4370","NGC 2489;Melotte 79;Collinder 169;OCL 690;VDBH 15;vdBergh-Hagen 15;ESO 430 03;FSR 1330;MWSC 1386",119.064,-30.06,246.7106,-0.7703,0.465,-2.529,2.102,"ngc2489;melotte79;collinder169;ocl690;vdbh15;vdberghhagen15;eso43003;fsr1330;mwsc1386","UCC G246.7-00.7","Q3N","nan","nan",5.5,False,664,False,0,1.0,0.82,"AA",630,246.71,-0.773,119.062,-30.059,0.498,-2.522,2.168,37.927,26,6,"nan","nan"
"HAO22;HUNT23","431;4706","OC 0432",116.64454,-31.309,246.724,-3.197,0.659,-4.14,4.626,"oc0432","UCC G246.7-03.1","Q3N","nan","nan",10.8,False,46,False,0,0.91,0.48,"AC",44,246.73,-3.182,116.685,-31.299,0.66,-4.195,4.638,11.547,3,6,"nan","nan"
"KHARCHENKO12;BICA19","898;1671","FSR 1332;MWSC 1153",108.69922,-34.87697,246.7621,-10.7457,"nan","nan","nan","fsr1332;mwsc1153","UCC G246.7-10.7","Q3N","nan","nan",3.2,False,25,True,0,0.24,0.34,"DC",0,246.763,-10.741,108.722,-34.859,0.169,-1.209,3.16,67.543,2,0,"nan","nan"
"HE22;HUNT23","537;548","CWNU 538",117.52464,-30.92021,246.768,-2.3502,0.633,-4.294,4.48,"cwnu538","UCC G246.7-02.3","Q3N","nan","nan",17.9,False,50,True,0,0.95,0.55,"AB",47,246.74,-2.343,117.505,-30.86,0.635,-4.3,4.48,8.634,3,1,"nan","nan"
