DB,ID,RA_ICRS,DE_ICRS,GLON,GLAT,plx,pmRA,pmDE,distmod,extin,logage,FeH
123,Collinder_132,108.4776,-30.758,242.91976,-9.10964,1.501,-4.72,4.221,8.98,0.02,7.49,0.04
123,Collinder_135,109.35885,-37.044,248.98726,-11.20323,3.278,-9.652,5.708,7.33,0.04,7.6,-0.05
123,Collinder_140,110.93785,-31.966,244.96528,-7.7761,2.594,-7.987,4.534,7.88,0.05,7.6,-0.04
123,Collinder_185,125.8264,-36.3461,255.06088,0.54246,0.626,-5.267,3.944,10.77,0.61,8.02,0.1
12,Collinder_197,131.2162,-41.2841,261.52729,0.96193,1.034,-5.808,3.933,9.76,1.67,7.05,0.06
123,Collinder_205,135.1129,-48.9847,269.20139,-1.85447,0.483,-4.158,5.399,10.73,2.3,6.95,-0.17
1234,Collinder_220,156.465,-57.9185,284.56243,-0.33552,0.364,-6.64,2.593,11.74,0.72,8.37,-0.02
124,Collinder_258,186.78955,-60.767,299.97008,1.96504,0.764,-7.051,-0.288,10.46,0.64,8.07,0.15
1234,Collinder_261,189.5122,-68.37293,301.69307,-5.53339,0.315,-8.31,0.307,12.24,0.81,9.8,-0.01
1234,Collinder_268,199.5402,-67.0764,305.53656,-4.33989,0.357,-3.34,0.758,11.79,1.16,8.38,0.08
1234,Collinder_269,200.963,-66.19683,306.19955,-3.53095,0.568,-6.609,-2.121,10.98,0.78,8.62,0.2
1234,Collinder_271,202.4689,-64.20012,307.10003,-1.63988,0.353,-6.714,-7.19,11.89,1.35,7.79,0.17
1234,Collinder_272,202.583,-61.32434,307.58151,1.19579,0.414,-3.97,-1.899,11.38,1.29,7.4,-0.05
1234,Collinder_277,207.04078,-66.06585,308.64872,-3.82572,0.576,-9.202,-4.574,10.72,0.72,8.99,-0.03
123,Collinder_292,237.47235,-57.602,325.06063,-2.61082,0.528,-1.894,-1.886,10.94,0.97,8.41,0.09
123,Collinder_307,248.8134,-50.99,334.39786,-2.33132,0.484,-2.062,-1.69,11.13,2.11,7.92,0.2
1234,Collinder_338,264.55,-37.6831,351.74645,-3.29471,1.521,1.893,-2.362,9.04,0.45,8.16,0.07
1234,Collinder_350,267.03274,1.4602,26.89931,14.73013,2.708,-4.232,-0.23,7.76,0.52,8.77,-0.01
1234,Collinder_359,270.27706,3.07424,29.90936,12.59474,1.786,0.428,-8.784,8.69,0.51,7.57,0.19
1234,Collinder_394,283.0602,-20.22277,14.86259,-9.2386,1.388,-2.23,-6.116,9.2,0.54,7.93,0.15
123,Collinder_419,304.53115,40.732,78.09943,2.77934,0.952,-2.459,-6.346,10.0,1.13,7.1,0.09
