DB,ID,RA_ICRS,DE_ICRS,GLON,GLAT,plx,pmRA,pmDE,distmod,extin,logage,FeH
3,FSR 0096,266.438,7.484,32.21572,17.98987,nan,-3.13,-7.11,0.67,0.31,9.4,nan
34,NGC 6828,297.5617,7.90056,46.82408,-9.26809,nan,0.05,-4.35,-0.24,0.17,8.25,nan
34,FSR 1087,119.72442,7.93979,213.4206,18.58501,nan,-2.88,1.62,0.4,0.38,9.0,nan
34,MWSC 5751,308.93978,7.98516,52.84167,-18.91278,nan,-1.95,-5.38,0.2,0.17,9.25,nan
34,FSR 1084,119.65239,8.05449,213.27885,18.57121,nan,-0.33,2.95,0.4,0.42,8.8,nan
3,FSR 0118,291.428,8.08,44.0477,-3.85282,nan,-5.78,-3.56,0.48,0.62,9.02,nan
3,FSR 0108,274.793,8.128,36.57983,10.8419,nan,-1.73,-5.78,0.41,0.35,9.3,nan
3,Dolidze 19,80.928,8.16,195.12666,-15.32664,nan,-2.04,-4.79,0.3,1.04,8.59,nan
3,Basel 7,99.075,8.33,203.79929,0.4548,nan,-2.59,-1.75,0.23,0.42,8.1,nan
3,FSR 0920,77.415,8.595,192.83338,-18.05504,nan,0.1,-0.78,0.5,0.94,8.65,nan
3,NGC 2039,86.55,8.675,197.56077,-10.27054,nan,2.73,-4.96,0.4,0.77,8.58,nan
34,FSR 1064,116.98422,8.8769,211.2943,16.55583,nan,-4.25,-5.77,0.47,0.83,8.02,nan
3,FSR 0998,100.092,9.005,203.66038,1.65776,nan,1.6,-2.27,0.3,0.79,8.95,nan
3,B 35,85.921,9.095,196.87571,-10.60022,nan,0.42,-1.52,-0.23,0.21,8.92,nan
34,MWSC 5633,68.34911,9.39808,186.72206,-25.02417,nan,-1.0,-5.95,0.2,0.3,9.1,nan
3,FSR 0999,100.972,9.425,203.68292,2.62235,nan,-0.23,-2.26,0.15,0.38,8.85,nan
34,MWSC 4375,268.23577,9.51694,34.94918,17.27718,nan,-3.51,-2.75,0.56,0.21,9.38,nan
34,NGC 2459,118.00717,9.55721,211.11058,17.76065,nan,0.57,0.34,0.4,0.38,8.99,nan
34,Alessi 56,286.71789,9.587,43.21454,0.96777,nan,0.23,0.17,0.81,2.19,8.59,nan
3,FSR 0914,78.396,9.68,192.41435,-16.65671,nan,-1.46,-4.46,0.25,0.35,8.55,nan
3,Alessi 14,97.608,9.741,201.87901,-0.17955,nan,-1.95,0.13,0.36,0.62,8.6,nan
3,FSR 0140,309.442,9.968,54.88487,-18.25916,nan,-1.99,-6.9,0.58,0.1,9.45,nan
3,NGC 2312,104.7,10.28,204.57786,6.28648,nan,-0.9,-2.8,0.4,0.21,8.81,nan
34,NGC 6724,284.21102,10.37009,42.78403,3.52194,nan,-2.49,-4.97,0.68,0.9,8.98,nan
34,MWSC 5645,75.21173,10.44354,189.95233,-18.87405,nan,-2.22,0.37,0.4,0.41,9.01,nan
34,MWSC 4602,315.68764,10.76438,59.29202,-22.88153,nan,3.11,-3.62,0.13,0.23,8.78,nan
34,Poole J1856+10.8,283.97484,10.77327,43.03896,3.91148,nan,-2.86,-4.94,0.65,0.9,8.98,nan
34,Poole J1855+10.8,283.77621,10.78161,42.958,4.0893,nan,-1.7,-6.38,0.65,0.79,8.98,nan
34,NGC 6525,270.51902,11.02729,37.37945,15.89739,nan,-1.59,-4.48,0.5,0.19,9.45,nan
3,FSR 0106,267.817,11.162,36.32543,18.35386,nan,-2.05,-2.9,0.27,0.88,7.95,nan
3,NGC 6858,300.75,11.26,51.36979,-10.31762,nan,-0.41,-3.68,0.34,0.25,9.37,nan
3,FSR 0930,85.031,11.46,194.35056,-10.16348,nan,0.69,0.69,0.35,0.64,8.64,nan
3,Dol-Dzim 2,80.97,11.49,192.21674,-13.55172,nan,1.96,-8.01,0.19,0.67,9.02,nan
3,FSR 0913,81.384,11.593,192.34638,-13.15268,nan,4.97,-6.28,0.28,1.04,8.9,nan
34,NGC 6738,285.32934,11.59016,44.37221,3.0978,nan,2.8,-2.3,-0.17,0.21,9.52,nan
34,Dias 8,298.03886,11.631,50.33941,-7.83502,nan,-1.22,-3.07,0.65,0.31,9.15,nan
34,NGC 6837,298.27296,11.69508,50.51094,-8.00177,nan,-1.3,-1.75,0.53,0.35,9.2,nan
34,Dolidze 26,112.51748,11.88934,206.51471,13.8895,nan,-0.96,-2.99,0.34,0.38,8.48,nan
34,NGC 2265,100.39194,11.92532,201.19375,3.2523,nan,0.46,-3.26,0.48,0.6,7.25,nan
3,FSR 0151,311.137,11.925,57.57362,-18.5605,nan,-2.83,-3.63,0.4,0.17,9.4,nan
3,FSR 0136,301.358,11.942,52.27523,-10.48112,nan,0.73,-2.48,0.65,0.21,9.35,nan
34,MWSC 5338,256.94636,12.10636,32.39889,28.41887,nan,-0.35,-5.13,0.44,0.12,9.4,nan
34,NGC 6840,298.82318,12.12417,51.15849,-8.25284,nan,-3.98,-4.25,0.4,0.17,9.4,nan
34,FSR 1044,118.03977,12.17282,208.63127,18.90253,nan,1.78,-5.24,0.4,0.31,9.12,nan
34,NGC 6843,299.03157,12.16804,51.30037,-8.40685,nan,0.13,-3.47,0.61,0.42,9.26,nan
3,MWSC 5058,152.073,12.318,225.9397,49.0795,nan,2.38,-3.81,0.09,0.06,8.95,nan
3,BDSB 82,93.747,12.338,197.80665,-2.30741,nan,0.17,0.07,0.34,0.83,7.92,nan
3,FSR 0960,92.46,12.345,197.19841,-3.40819,nan,-0.87,-2.73,0.4,1.14,8.52,nan
3,NGC 2664,131.843,12.6,214.37356,31.35471,nan,-7.07,-4.65,0.27,0.62,8.29,nan
3,FSR 0952,92.573,13.017,196.66129,-2.9885,nan,-1.16,-1.84,0.34,0.62,9.1,nan
3,FSR 0956,93.105,13.02,196.90759,-2.53226,nan,-1.5,-0.26,0.4,0.96,8.1,nan
3,NGC 1663,72.315,13.17,185.87036,-19.6644,nan,2.56,-5.07,0.21,0.42,9.4,nan
3,FSR 0124,286.733,13.245,46.47295,2.63366,nan,-0.41,-7.31,0.54,1.23,8.75,nan
3,FSR 0907,82.37,13.36,191.3267,-11.40442,nan,2.95,-7.96,0.48,1.04,9.15,nan
34,MWSC 5354,261.34032,13.46484,35.75221,25.0659,nan,0.84,0.32,0.03,0.44,9.25,nan
34,MWSC 5348,259.77343,13.50684,35.1097,26.47609,nan,-1.31,-2.65,0.53,0.21,9.5,nan
34,NGC 2395,111.77509,13.58814,204.61341,13.95729,nan,-1.08,-3.38,0.11,0.27,9.28,nan
3,FSR 0126,290.265,13.765,48.52774,-0.16732,nan,0.92,-6.02,0.4,1.18,6.95,nan
34,Kronberger 13,291.3151,13.94772,49.17022,-0.97978,nan,0.78,-3.74,0.25,1.2,8.52,nan
3,FSR 0129,291.743,13.975,49.39151,-1.33225,nan,1.05,-5.0,0.21,1.31,8.48,nan
3,FSR 0962,95.963,14.1,197.27212,0.42618,nan,-0.68,-2.41,0.45,0.52,8.94,nan
3,FSR 0132,295.043,14.175,51.11304,-4.0395,nan,-2.81,-6.14,0.6,0.73,9.1,nan
3,FSR 0967,97.316,14.255,197.74608,1.65917,nan,0.03,-1.98,0.68,0.94,8.62,nan
3,BDSB 81,93.948,14.277,196.19376,-1.21237,nan,-0.96,1.39,0.47,0.83,8.12,nan
3,FSR 0939,92.742,14.396,195.52994,-2.18148,nan,0.16,1.54,0.43,0.94,8.71,nan
3,FSR 0955,95.963,14.515,196.90542,0.62051,nan,0.9,0.02,0.34,0.62,7.4,nan
3,FSR 0933,91.388,14.552,194.75835,-3.25345,nan,-2.57,-3.77,0.34,1.04,8.46,nan
3,FSR 0957,96.36,14.575,197.03204,0.98826,nan,0.6,-1.07,0.28,0.44,8.74,nan
3,FSR 0940,93.562,14.8,195.55573,-1.2914,nan,-0.11,1.25,0.4,0.25,9.4,nan
3,Riddle 15,287.787,14.833,48.35504,2.45499,nan,-3.67,-7.0,0.7,1.67,9.0,nan
34,MWSC 5804,340.97176,15.03676,82.78365,-37.69811,nan,-0.07,-4.44,0.29,0.19,9.46,nan
3,FSR 0928,91.1,15.42,193.86351,-3.07315,nan,-0.28,-4.04,0.55,1.28,7.5,nan
3,FSR 0131,292.678,15.429,51.10142,-1.43177,nan,2.43,-5.43,0.3,2.87,6.7,nan
3,NGC 7036,317.508,15.517,64.54427,-21.44234,nan,-5.37,-5.76,0.06,0.48,9.45,nan
34,Collinder 65,81.53273,15.94783,188.65441,-10.71546,nan,1.43,-5.62,-0.6,0.14,8.06,nan
34,Alessi 57,290.22318,15.68328,50.20189,0.77011,nan,0.57,-5.89,0.65,1.87,8.65,nan
3,FSR 0120,275.767,15.85,44.12577,13.31168,nan,-0.39,-6.17,0.28,0.44,9.23,nan
3,FSR 0931,93.252,15.93,194.42023,-1.01316,nan,0.8,-5.3,0.27,0.62,7.4,nan
3,FSR 0925,91.27,16.1,193.34937,-2.5983,nan,1.9,-3.21,0.6,1.27,8.2,nan
3,NGC 7772,357.942,16.245,102.73914,-44.27462,nan,12.29,-9.5,0.13,0.45,9.16,nan
3,BDSB 157,291.51,16.33,51.35636,-0.01443,nan,0.37,-7.94,0.76,1.49,6.25,nan
3,NGC 1807,77.703,16.522,186.10122,-13.47562,nan,0.75,-1.35,0.48,0.79,8.25,nan
3,IRAS 05553+1631,89.55,16.525,192.16487,-3.8259,nan,2.98,-7.67,0.94,2.04,8.55,nan
34,NGC 6950,310.27675,16.63641,61.12844,-15.19525,nan,-1.65,-6.54,0.52,0.38,9.2,nan
34,NGC 2234,97.3325,16.75939,195.53146,2.83195,nan,-0.36,-2.0,0.81,0.98,8.08,nan
3,FSR 0117,270.584,16.774,42.87615,18.22605,nan,1.07,-3.83,0.26,0.21,9.32,nan
3,FSR 0924,92.609,16.833,193.33166,-1.11985,nan,-0.63,-6.97,0.3,1.0,8.87,nan
3,FSR 0161,313.291,16.892,63.10164,-17.38807,nan,-2.2,-3.85,0.54,0.02,9.5,nan
3,FSR 0134,291.12,16.895,51.67647,0.58259,nan,0.49,-6.56,0.48,1.64,7.0,nan
34,MWSC 5333,252.22175,16.89952,35.46195,34.50729,nan,-2.58,-2.76,0.31,0.25,9.35,nan
3,FSR 0882,82.001,16.915,188.06985,-9.81752,nan,0.32,-3.84,0.3,0.38,9.35,nan
3,FSR 0936,97.147,16.927,195.30049,2.75198,nan,-0.98,-1.49,0.52,0.62,8.96,nan
3,FSR 0884,83.081,17.178,188.40276,-8.80391,nan,4.37,-4.58,0.45,0.42,9.32,nan
3,FSR 0886,83.746,17.268,188.66535,-8.2173,nan,2.58,-7.95,0.27,0.52,9.11,nan
34,MWSC 5343,258.58836,17.30273,38.55859,29.00576,nan,-3.78,-4.64,0.24,0.29,9.36,nan
3,FSR 0121,274.077,17.45,44.93597,15.4484,nan,-1.71,-4.69,0.21,0.27,9.45,nan
34,Roslund 1,296.28386,17.51468,54.61411,-3.42914,nan,0.4,-7.21,-0.11,0.05,8.76,nan
34,NGC 7084,323.00367,17.49651,69.85997,-24.2143,nan,-4.96,-10.72,0.11,0.0,9.43,nan
3,FSR 0929,96.39,17.72,194.26166,2.47968,nan,-0.51,-3.25,0.13,0.12,8.49,nan
34,NGC 6839,298.62608,17.87532,56.0544,-5.17457,nan,1.15,-7.87,0.71,0.35,9.3,nan
3,FSR 0927,96.06,18.017,193.85216,2.34016,nan,-0.47,-1.68,0.51,0.9,8.65,nan
3,FSR 0868,81.233,18.31,186.47746,-9.68033,nan,0.86,-2.2,0.4,0.58,8.9,nan
34,MWSC 4301,254.83351,18.3593,38.18139,32.71893,nan,-1.52,-7.0,0.16,0.28,9.41,nan
34,Alessi 11,305.3324,18.37339,59.88597,-10.31867,nan,-2.67,-5.82,0.48,0.42,9.09,nan
3,FSR 0143,298.05,18.488,56.30397,-4.39157,nan,0.93,-5.09,0.52,0.83,8.82,nan
34,MWSC 5634,68.82484,18.53934,179.18395,-19.10428,nan,2.81,-2.88,0.33,0.48,9.25,nan
34,ASCC 104,294.73303,18.67602,54.89504,-1.57363,nan,-0.06,-4.65,-0.1,0.33,7.71,nan
3,BDSB 156,292.935,18.68,54.07009,-0.08333,nan,0.13,-7.78,0.62,1.9,7.99,nan
3,FSR 0861,80.817,18.746,185.88843,-9.77316,nan,1.78,-2.53,0.34,0.38,9.02,nan
3,FSR 0906,91.947,18.775,191.32705,-0.73102,nan,2.17,-7.9,0.13,0.62,8.96,nan
3,FSR 0909,93.934,19.005,192.02984,1.02776,nan,-0.9,-6.1,0.38,0.69,8.44,nan
3,IRAS 06117+1901,93.69,19.019,191.90753,0.83165,nan,0.36,-5.16,0.38,0.77,8.05,nan
3,FSR 0903,91.882,19.095,191.0175,-0.62917,nan,1.48,-5.42,0.28,1.04,8.81,nan
3,FSR 0857,79.642,19.12,184.94923,-10.49453,nan,1.26,-3.03,0.38,1.04,8.0,nan
3,FSR 0900,91.615,19.227,190.77936,-0.78515,nan,1.54,-7.95,0.57,0.94,6.61,nan
34,MWSC 5368,270.85718,19.44558,45.57365,19.04551,nan,0.96,-3.3,0.43,0.4,9.26,nan
34,MWSC 5764,317.38939,19.48714,67.77072,-18.87262,nan,-2.12,-4.43,0.38,0.29,9.2,nan
3,Bochum 1,96.323,19.78,192.40574,3.38094,nan,-0.93,-2.82,0.5,0.52,6.6,nan
3,FSR 0851,78.66,19.815,183.83617,-10.87388,nan,1.76,-5.22,0.11,0.96,9.15,nan
34,MWSC 5367,270.79053,20.10303,46.18957,19.35833,nan,0.74,-8.45,0.34,0.46,9.15,nan
3,FSR 0142,293.895,20.125,55.77283,-0.17577,nan,-2.04,-1.23,0.48,1.14,6.4,nan
34,NGC 2026,85.76323,20.12772,187.22096,-5.09156,nan,-2.06,-5.12,0.12,0.33,8.62,nan
3,FSR 0837,73.5,20.255,180.58463,-14.56662,nan,-0.67,-3.05,0.43,0.52,9.06,nan
3,FSR 0894,91.023,20.28,189.5883,-0.75572,nan,1.0,-7.36,0.52,1.24,7.2,nan
34,MWSC 5627,64.78621,20.33472,175.11429,-20.86503,nan,1.56,-7.0,0.25,0.31,9.25,nan
3,FSR 0874,85.242,20.356,186.76912,-5.38959,nan,-0.51,-4.83,0.0,0.62,8.86,nan
3,FSR 0902,94.575,20.54,190.96414,2.28686,nan,-0.51,-5.5,0.13,0.4,7.14,nan
34,MWSC 5782,326.5023,20.82653,75.00466,-24.32933,nan,0.38,-11.6,0.27,0.33,9.29,nan
3,NGC 6873,301.92,21.09,60.43774,-6.14782,nan,-3.0,-6.85,0.65,0.31,9.18,nan
34,Dias 7,297.3476,21.15432,58.27059,-2.47,nan,-1.17,-14.18,0.47,0.52,9.32,nan
3,FSR 0148,294.368,21.315,57.0274,0.01886,nan,-4.07,-11.18,0.09,1.66,6.0,nan
3,FSR 0841,76.585,21.527,181.27319,-11.48857,nan,1.3,-7.57,0.41,0.54,8.68,nan
3,FSR 0804,68.647,21.675,176.51324,-17.25424,nan,3.39,-3.16,0.34,0.52,9.1,nan
34,Koposov 77,85.96409,21.7084,185.96482,-4.10866,nan,0.19,-2.92,0.28,0.57,9.44,nan
3,FSR 0125,271.613,21.914,48.27427,19.34239,nan,0.31,-8.12,0.73,0.06,9.35,nan
3,FSR 0864,86.948,21.95,186.23162,-3.20218,nan,0.36,-2.89,0.53,0.91,8.25,nan
3,FSR 0805,69.135,22.035,176.52396,-16.67576,nan,1.76,-2.27,0.36,0.75,8.8,nan
34,NGC 6938,308.67867,22.21311,64.91088,-10.74659,nan,-2.1,-3.96,0.4,0.23,9.24,nan
34,MWSC 5621,57.15356,22.26906,168.24186,-24.62714,nan,8.32,-6.29,0.19,0.21,9.46,nan
3,FSR 0891,94.392,22.427,189.21854,3.02796,nan,-0.46,-5.32,0.36,0.67,8.37,nan
34,Kronberger 12,93.56327,22.49208,188.79743,2.38464,nan,-1.04,-5.85,0.32,0.67,8.87,nan
3,FSR 0944,110.453,22.5,195.65008,16.44842,nan,-1.99,-2.42,0.67,0.67,8.7,nan
34,Platais 4,76.7835,22.42832,180.63426,-10.81529,nan,0.8,-6.44,-0.69,0.27,8.55,nan
34,MWSC 5018,113.62084,22.82738,196.51388,19.27266,nan,-0.93,-4.36,0.34,0.38,9.12,nan
34,MWSC 4383,269.68427,23.0499,48.69037,21.41941,nan,-3.05,-6.95,0.34,0.33,9.1,nan
34,MWSC 5602,46.22526,23.09213,158.81316,-30.32464,nan,3.24,-4.8,0.09,0.1,9.39,nan
3,FSR 0890,95.782,23.199,189.13572,4.52153,nan,-1.76,-4.56,0.23,0.58,7.5,nan
34,Teutsch 40,292.32967,23.30096,57.85457,2.62959,nan,-2.31,-3.39,0.54,0.96,9.12,nan
3,Collinder 89,94.8,23.35,188.57993,3.79401,nan,-0.3,-3.65,0.04,0.48,7.82,nan
3,FSR 0888,95.558,23.41,188.85246,4.43728,nan,-2.67,-5.4,0.25,0.83,7.6,nan
3,NGC 6659,278.535,23.599,52.49899,14.12525,nan,0.47,-4.76,0.3,0.1,9.43,nan
3,FSR 0820,74.855,23.804,178.4363,-11.43741,nan,-0.22,-3.61,0.24,0.5,9.25,nan
34,NGC 1746,76.13955,23.82679,179.12762,-10.47778,nan,-2.13,-4.22,-0.09,0.3,8.64,nan
3,BDSB 77,87.555,23.878,184.86331,-1.73214,nan,-1.2,-4.69,0.68,0.83,6.2,nan
34,MWSC 5038,138.56872,23.94142,203.90392,41.28513,nan,-3.84,-5.53,0.3,0.15,9.3,nan
3,FSR 0149,289.283,23.98,57.14601,5.41361,nan,-1.82,-6.24,0.73,1.12,8.83,nan
34,MWSC 5623,60.28037,24.11296,169.10169,-21.30558,nan,-1.02,-3.9,0.11,0.26,9.1,nan
34,NGC 1802,77.54546,24.14198,179.62925,-9.25097,nan,1.17,-4.37,0.36,0.58,9.15,nan
3,Dol-Dzim 8,261.495,24.183,47.01008,28.85299,nan,-0.94,-5.81,0.47,0.18,9.3,nan
3,FSR 0175,310.11,24.22,67.35021,-10.63641,nan,-0.9,-2.16,0.39,0.43,8.98,nan
3,FSR 0859,95.448,27.1,185.52149,6.05722,nan,-1.32,-1.65,0.62,0.58,8.99,nan
3,FSR 0880,95.76,24.532,187.9407,5.12096,nan,-0.92,-4.09,0.41,0.42,9.0,nan
34,ASCC 25,101.38492,24.59836,190.18312,9.72862,nan,-0.6,-2.66,0.32,0.33,9.1,nan
34,Koposov 62,94.5099,24.70352,187.25717,4.19529,nan,-2.1,-4.84,0.54,0.38,9.41,nan
3,FSR 0162,300.39,25.215,63.19681,-2.76713,nan,-1.21,-6.02,0.28,0.69,8.95,nan
3,FSR 0163,300.087,25.42,63.22696,-2.42634,nan,-0.92,-4.69,0.57,1.04,8.55,nan
3,FSR 0842,83.597,25.563,181.5363,-3.90514,nan,5.16,-6.63,0.63,1.37,6.55,nan
34,Saurer 5,294.88937,25.6469,61.03739,1.7273,nan,-1.41,-3.17,0.73,1.21,8.87,nan
3,FSR 0858,92.292,25.68,185.4399,2.89475,nan,0.52,-1.48,0.36,0.5,9.01,nan
34,NGC 6904,305.45276,25.7357,66.13311,-6.31578,nan,-0.08,-1.46,0.56,1.94,7.8,nan
34,NGC 1996,84.56421,25.81174,181.79406,-3.036,nan,0.14,-4.12,0.38,1.04,8.52,nan
3,FSR 0849,87.817,25.77,183.35916,-0.55966,nan,1.35,-3.26,0.06,0.52,8.64,nan
34,MWSC 5779,325.92352,25.81887,78.37394,-20.39198,nan,-0.97,-7.94,0.43,0.28,9.13,nan
3,Dol-Dzim 4,83.96,25.95,181.38578,-3.42131,nan,0.18,-4.94,0.3,1.25,8.46,nan
3,FSR 0773,67.416,26.005,172.31875,-15.3031,nan,0.65,-7.91,0.54,1.3,8.6,nan
3,FSR 0765,64.493,26.211,170.32449,-17.10993,nan,2.57,-4.97,0.35,0.4,9.32,nan
34,Kronberger 31,295.044,26.25558,61.63603,1.90569,nan,-1.17,-4.11,1.01,1.23,8.5,nan
34,NGC 2248,98.64275,26.31056,187.52995,8.2474,nan,-2.96,-0.92,0.48,0.35,9.16,nan
3,FSR 0846,87.21,26.365,182.56863,-0.72233,nan,0.17,-4.59,0.34,1.02,7.3,nan
3,Dol-Dzim 3,83.392,26.469,180.67257,-3.57058,nan,3.79,-5.32,0.4,0.77,8.91,nan
3,FSR 0184,310.68,26.543,69.55494,-9.66086,nan,-5.57,-6.11,0.41,0.23,9.38,nan
3,FSR 0757,62.471,26.57,168.73726,-18.16901,nan,-1.56,-3.59,0.32,0.6,9.0,nan
3,FSR 0183,310.56,26.587,69.52509,-9.54866,nan,-6.06,-5.05,0.5,0.44,8.99,nan
34,NGC 6882,302.93871,26.67845,65.66554,-3.91591,nan,0.37,-9.26,-0.43,0.06,8.2,-0.02
3,BDSB 15,297.301,26.835,63.14707,0.44623,nan,-9.02,-9.79,0.5,1.27,8.59,nan
3,FSR 0160,296.183,26.905,62.70553,1.34322,nan,-3.83,-3.89,0.41,0.94,8.69,nan
3,"S 242,Sh2 242",88.053,26.958,182.44541,0.22846,nan,-0.23,-4.74,0.4,0.94,6.4,nan
34,MWSC 5901,112.55114,27.03716,191.98006,19.9212,nan,-4.87,-5.99,-0.16,0.05,9.38,nan
3,Collinder 21,27.54,27.115,138.71147,-33.95102,nan,-2.3,-3.9,0.17,0.2,9.39,nan
3,FSR 0878,100.785,27.165,187.59339,10.34173,nan,-2.51,-2.97,0.55,0.1,9.2,nan
3,BDSB 16,298.75,27.216,64.13522,-0.46744,nan,-7.22,-5.4,0.36,1.08,7.55,nan
3,FSR 0762,65.425,27.235,170.13374,-15.803,nan,0.18,-4.9,0.45,0.9,8.3,nan
34,NGC 2331,106.73809,27.29818,189.69029,15.22562,nan,1.2,-2.57,0.32,0.48,8.6,nan
3,Turner 1,297.113,27.295,63.45896,0.82354,nan,-4.39,-3.22,0.47,0.54,8.74,nan
3,Dutra-Bica 83,88.02,27.378,182.06908,0.41725,nan,-0.83,-1.23,0.34,1.08,8.78,nan
3,FSR 0809,77.05,27.535,176.58157,-7.63116,nan,2.65,-0.37,0.44,0.87,9.2,nan
3,FSR 0170,301.928,27.556,65.91488,-2.68409,nan,1.06,-5.08,0.7,2.42,8.9,nan
34,Kronberger 5,296.49712,27.84227,63.65689,1.5708,nan,-7.84,-4.14,0.19,2.08,8.1,nan
3,FSR 0174,302.995,28.31,67.06154,-3.06569,nan,-1.01,-4.0,0.0,1.25,7.5,nan
34,MWSC 5365,268.55679,28.8487,54.22235,24.36776,nan,0.42,-3.73,0.4,0.44,8.98,nan
3,FSR 0145,274.587,29.11,56.4158,19.49401,nan,-1.57,-3.95,0.23,0.25,9.18,nan
3,FSR 0178,303.293,29.113,67.87731,-2.84342,nan,-2.71,-4.44,0.62,1.23,9.18,nan
34,NGC 1896,81.41154,29.27884,177.35687,-3.48872,nan,1.18,-1.39,0.44,0.6,9.1,nan
34,NGC 6743,285.33264,29.30293,60.39094,10.93415,nan,0.47,-3.59,0.4,0.83,8.22,nan
3,FSR 0823,85.645,29.548,179.13148,-0.24442,nan,4.01,-2.45,0.08,0.55,8.8,nan
3,FSR 0844,91.947,29.64,181.81493,4.53507,nan,0.62,-6.26,0.15,0.64,8.6,nan
3,FSR 0756,66.054,29.715,168.63985,-13.71269,nan,1.1,-4.45,0.47,0.75,8.8,nan
3,FSR 0768,69.93,29.745,170.90565,-11.17616,nan,-1.74,-7.83,0.41,0.94,8.85,nan
34,Teutsch 43,295.6938,29.85038,65.04891,3.18116,nan,-4.43,-4.46,0.41,1.36,9.25,nan
3,FSR 0821,85.47,29.92,178.73526,-0.17741,nan,1.21,-4.02,0.13,0.56,9.1,nan
34,MWSC 5044,141.27911,29.92598,196.6426,44.97486,nan,-5.72,-5.25,0.43,0.06,9.57,nan
34,ASCC 102,291.19245,29.95502,63.26661,6.65724,nan,-1.0,-1.82,0.18,0.0,8.89,nan
34,MWSC 5033,133.98119,30.15732,194.73449,38.81528,nan,-3.15,-5.07,0.2,0.21,9.17,nan
3,FSR 0876,106.905,30.17,186.99343,16.46592,nan,0.57,-5.1,0.4,0.27,9.2,nan
34,ASCC 17,81.31483,30.1773,176.56345,-3.0565,nan,2.57,-3.15,0.29,0.37,7.26,nan
3,FSR 0796,77.742,30.205,174.76583,-5.5713,nan,-0.44,-1.98,0.64,0.27,9.4,nan
34,MWSC 5800,339.09434,30.2373,91.17293,-24.17851,nan,-1.58,-0.05,0.27,0.6,8.32,nan
3,FSR 0839,91.013,30.27,180.86921,4.13201,nan,1.65,-3.93,0.41,1.04,8.86,nan
3,FSR 0860,104.163,30.478,185.74949,14.4022,nan,1.13,-4.39,0.43,0.15,9.3,nan
34,Latham 1,197.7608,30.50123,72.24016,84.54046,nan,-7.3,-1.37,0.02,0.21,9.4,nan
34,Kronberger 68,300.1485,30.58272,67.64582,0.24589,nan,-3.27,-5.46,0.13,2.02,8.54,nan
3,IRAS 05439+3035,86.834,30.6,178.77153,1.18239,nan,-0.36,-6.37,0.48,1.2,7.2,nan
3,BDSB 74,84.686,30.723,177.69549,-0.32468,nan,3.08,-7.09,0.3,1.02,8.45,nan
3,FSR 0250,326.212,30.76,82.14267,-16.96586,nan,-2.32,-6.44,0.4,0.06,9.5,nan
3,FSR 0817,84.864,30.903,177.62471,-0.09938,nan,3.02,-6.98,0.17,0.42,9.05,nan
3,Teutsch 45,85.65,30.973,177.92229,0.50959,nan,2.41,-4.93,0.52,0.99,7.1,nan
34,Teutsch 124,304.58953,31.21152,70.24753,-2.60907,nan,-2.85,-5.33,0.43,1.82,9.4,nan
3,FSR 0815,84.427,31.305,177.085,-0.20098,nan,1.39,-6.7,0.4,1.04,8.65,nan
3,FSR 0848,98.612,31.4,182.87772,10.446,nan,-2.68,-3.03,0.52,0.33,9.2,nan
3,FSR 0816,84.832,31.516,177.0913,0.20393,nan,1.4,-8.85,0.41,1.14,7.8,nan
3,FSR 0767,71.91,31.55,170.61061,-8.71147,nan,2.13,-6.77,0.55,0.71,9.35,nan
3,Dol-Dzim 9,272.197,31.555,58.12019,22.2683,nan,1.72,-6.09,0.42,0.17,9.39,nan
34,MWSC 4409,273.83696,31.72494,58.791,21.00758,nan,0.29,-4.72,0.47,0.66,8.85,nan
3,FSR 0812,84.532,31.74,176.76552,0.10752,nan,4.95,-7.85,0.5,1.1,7.3,nan
34,MWSC 5366,269.77861,31.82945,57.69185,24.30662,nan,4.04,-4.4,0.24,0.16,9.28,nan
3,FSR 0807,84.16,31.84,176.51151,-0.10568,nan,1.75,-5.65,0.32,1.15,7.0,nan
3,FSR 0724,59.283,32.021,162.68719,-16.16308,nan,0.26,-7.97,0.27,0.52,9.1,nan
34,Saurer 6,297.7641,32.23537,68.00577,2.8425,nan,-3.95,-0.61,0.82,0.85,9.2,nan
3,Loiano 1,299.572,32.55,69.06293,1.69639,nan,-4.33,-3.53,0.21,0.61,8.9,nan
34,MWSC 5019,115.1363,32.78034,186.95141,23.95286,nan,-4.2,-3.27,0.22,0.38,8.97,nan
3,FSR 0189,302.46,32.91,70.66395,-0.16612,nan,0.17,-4.25,0.47,1.04,6.5,nan
3,BDSB 18,300.282,33.189,69.92019,1.52428,nan,-3.0,-5.17,0.59,1.14,7.0,nan
34,Koposov 27,84.87649,33.35022,175.55853,1.21229,nan,2.75,-3.62,0.44,0.75,8.76,nan
34,SAI 48,81.06324,33.49142,173.69807,-1.37379,nan,5.08,-5.66,0.61,0.8,8.95,nan
3,FSR 0182,297.938,33.535,69.20075,3.37784,nan,-3.19,-2.78,0.65,0.62,9.0,nan
3,BDSB 19,315.442,33.55,77.69722,-8.47745,nan,-2.47,-3.09,0.81,0.38,9.1,nan
3,FSR 0741,65.873,33.555,165.66478,-11.19642,nan,0.51,-4.67,0.59,0.35,9.4,nan
3,FSR 0190,301.373,33.567,70.72509,0.95391,nan,-3.62,-2.24,0.61,0.87,6.1,nan
