DB,ID,RA_ICRS,DE_ICRS,GLON,GLAT,plx,pmRA,pmDE
31,CWWDL_3104,133.9301,-38.5687,260.74339,4.29194,0.24,-5.006,3.88
31,CWWDL_3107,191.0108,-58.1004,301.95177,4.75727,0.526,-2.183,-1.278
31,CWWDL_3112,282.1164,8.7106,40.36437,4.61528,0.428,-0.079,-1.524
31,CWWDL_3117,307.5365,46.1888,83.83085,4.11827,0.371,-2.455,-3.403
31,CWWDL_3118,308.3529,47.0944,84.89563,4.19865,0.457,-3.322,-4.654
31,CWWDL_3132,30.8124,65.3637,130.32837,3.52838,0.237,-0.282,-0.093
31,CWWDL_3133,60.2376,59.1925,145.15218,4.76016,0.397,-1.845,-1.386
31,CWWDL_3134,48.2206,63.4919,137.95564,4.82444,0.328,0.3,0.424
31,CWWDL_3151,119.8232,-19.1271,237.71898,5.50446,0.294,-1.386,0.606
31,CWWDL_3190,87.2645,40.7853,170.18054,6.70179,0.292,0.242,-1.392
31,CWWDL_3193,106.7988,9.0874,206.58166,7.60791,0.231,-0.573,-0.386
31,CWWDL_3194,105.2334,11.5231,203.69109,7.30839,0.24,-0.374,-0.534
31,CWWDL_3211,298.0836,44.7993,79.05556,8.94373,0.242,-1.91,-3.783
31,CWWDL_3218,71.712,60.8728,147.95933,10.03503,0.258,0.542,-0.099
31,CWWDL_3219,78.7781,54.0973,155.75481,8.99807,0.277,0.351,-1.43
31,CWWDL_3220,78.7759,53.8087,155.99433,8.83284,0.24,0.761,-1.018
31,CWWDL_3225,145.5837,-38.4545,267.06671,10.91123,0.248,-5.646,4.32
31,CWWDL_3247,229.3594,-21.0014,342.95882,30.29677,0.3,-5.365,-3.534
31,CWWDL_3252,11.8203,85.2439,122.83875,22.3729,0.526,-2.322,-1.012
31,CWWDL_3274,323.3701,-0.8159,53.38355,-35.77198,0.599,3.094,-2.282
31,CWWDL_3284,83.7659,15.7161,190.0106,-9.01711,0.69,0.238,-2.378
31,CWWDL_3289,95.2706,-3.4583,212.55996,-8.32727,0.706,-1.53,1.614
31,CWWDL_3295,106.6418,-23.5132,235.62719,-7.35896,0.34,-2.454,4.445
31,CWWDL_3299,119.383,-44.6524,259.39446,-8.07107,0.36,-2.606,5.942
31,CWWDL_3301,152.2593,-64.8026,286.71663,-7.17537,0.274,-4.939,3.382
31,CWWDL_3304,343.9825,51.1851,105.14817,-7.65427,0.7,-4.651,-4.983
31,CWWDL_3306,15.0519,55.3637,124.18853,-7.48665,0.803,-4.415,-2.12
31,CWWDL_3307,27.4712,53.882,131.56829,-8.00681,0.33,-0.818,-1.591
31,CWWDL_3309,90.1328,9.063,198.97537,-6.99543,0.287,0.46,-0.986
31,CWWDL_3311,101.7179,-13.424,224.42767,-7.07138,0.288,-0.561,1.246
31,CWWDL_3334,121.7015,-43.4516,259.23307,-6.02355,0.225,-2.75,4.266
31,CWWDL_3342,179.6019,-68.6995,298.12398,-6.32421,0.743,-8.955,-0.712
31,CWWDL_3343,179.1312,-69.2282,298.06891,-6.87655,0.271,-6.685,0.796
31,CWWDL_3347,31.0831,54.3599,133.51114,-7.00772,0.356,-2.291,-0.247
31,CWWDL_3349,62.9696,42.7224,157.48149,-6.31238,0.514,3.134,-2.224
31,CWWDL_3350,88.0628,16.855,191.16353,-4.89424,0.229,0.419,-0.001
31,CWWDL_3357,100.5108,-5.9078,217.13384,-4.77322,0.234,-0.306,1.042
31,CWWDL_3380,107.7701,-23.3694,235.96526,-6.3692,0.254,-0.947,2.294
31,CWWDL_3395,125.6528,-45.6078,262.59676,-4.85469,0.315,-3.17,3.91
31,CWWDL_3398,125.1424,-45.6978,262.46901,-5.19993,0.228,-3.094,4.506
31,CWWDL_3405,127.1444,-47.8599,265.0374,-5.30912,0.232,-2.705,3.536
31,CWWDL_3407,128.0073,-47.7077,265.25346,-4.74964,0.244,-3.261,4.123
31,CWWDL_3410,127.1887,-47.8076,265.01194,-5.25456,0.273,-2.727,3.619
31,CWWDL_3434,136.7063,-54.4676,273.96242,-4.76049,0.253,-3.936,3.975
31,CWWDL_3439,138.944,-55.8802,275.87353,-4.78782,0.265,-4.475,4.126
31,CWWDL_3447,136.3291,-54.4447,273.79815,-4.90819,0.251,-3.709,4.004
31,CWWDL_3451,149.6702,-60.8884,283.41299,-4.74317,0.246,-5.611,3.894
31,CWWDL_3452,150.6257,-61.3484,284.06109,-4.82957,0.281,-5.141,3.831
31,CWWDL_3456,155.7646,-62.8102,286.87987,-4.65873,0.228,-5.595,3.326
31,CWWDL_3466,222.9096,-65.2877,315.06849,-5.28815,0.521,-3.306,-2.006
31,CWWDL_3478,27.9016,56.9005,131.11124,-5.01267,0.244,-0.846,-0.445
31,CWWDL_3479,24.4987,56.5231,129.35394,-5.76702,0.293,-1.315,-0.671
31,CWWDL_3506,100.4051,-4.7906,216.08636,-4.36218,0.267,0.068,0.566
31,CWWDL_3508,104.8082,-12.3161,224.7883,-3.88166,0.263,-0.692,1.197
31,CWWDL_3511,102.5469,-7.0247,219.04955,-3.47336,0.234,-0.716,0.804
31,CWWDL_3513,100.7992,-5.1083,216.54861,-4.15581,0.258,-0.223,0.883
31,CWWDL_3524,109.8579,-21.4269,235.12057,-3.76326,0.337,-1.941,2.544
31,CWWDL_3525,109.9065,-20.855,234.63454,-3.45694,0.464,-2.635,2.896
31,CWWDL_3527,110.0439,-21.3886,235.1674,-3.59217,0.298,-0.585,1.146
31,CWWDL_3541,114.8193,-31.445,246.07141,-4.61926,0.266,-2.209,2.989
31,CWWDL_3568,121.6253,-39.1407,255.54337,-3.77094,0.263,-2.496,3.24
31,CWWDL_3574,115.6254,-32.4154,247.2562,-4.49748,0.247,-2.128,3.348
31,CWWDL_3586,124.3399,-42.5598,259.53735,-3.91986,0.663,-4.787,5.111
31,CWWDL_3595,128.6006,-47.8709,265.62204,-4.52477,0.236,-3.269,3.803
31,CWWDL_3607,137.4308,-53.6531,273.6472,-3.89712,0.264,-4.02,3.824
31,CWWDL_3609,139.7277,-54.4372,275.14812,-3.46149,0.24,-4.023,3.698
31,CWWDL_3610,138.0839,-53.5481,273.83505,-3.54203,0.298,-4.318,4.135
31,CWWDL_3626,136.7884,-54.1434,273.75358,-4.50737,0.249,-3.501,3.816
31,CWWDL_3628,136.8295,-53.4676,273.26823,-4.0351,0.249,-3.339,3.307
31,CWWDL_3630,138.2439,-53.8192,274.09785,-3.659,0.307,-4.391,4.225
31,CWWDL_3635,139.0309,-54.518,274.92323,-3.80799,0.262,-4.508,4.049
31,CWWDL_3636,138.0047,-53.8825,274.04714,-3.80514,0.244,-3.724,3.821
31,CWWDL_3638,138.992,-55.3031,275.47476,-4.36856,0.244,-4.417,3.962
31,CWWDL_3646,137.4278,-53.1958,273.30942,-3.58806,0.283,-4.127,3.957
31,CWWDL_3651,137.703,-54.4677,274.35514,-4.33358,0.228,-4.356,4.305
31,CWWDL_3652,139.3745,-54.6386,275.14889,-3.7488,0.238,-4.317,3.588
31,CWWDL_3655,138.9461,-54.2937,274.727,-3.68797,0.246,-3.519,3.406
31,CWWDL_3657,138.6487,-53.8585,274.2912,-3.51285,0.281,-5.498,4.874
31,CWWDL_3660,136.4734,-53.87,273.4256,-4.46148,0.252,-4.368,4.293
31,CWWDL_3671,137.2613,-53.6221,273.55609,-3.95,0.238,-3.695,3.805
31,CWWDL_3733,247.1733,-54.9555,330.81792,-4.31287,0.716,-0.001,-1.273
31,CWWDL_3736,303.6972,28.3666,67.44945,-3.55068,0.618,-1.105,-4.655
31,CWWDL_3744,33.2354,57.542,133.72325,-3.61208,0.39,-0.787,-1.078
31,CWWDL_3753,59.8255,47.3877,152.68733,-4.33678,0.624,0.593,-2.969
31,CWWDL_3759,95.8665,8.3998,202.26607,-2.3258,0.42,1.321,-2.337
31,CWWDL_3775,98.2784,2.4617,208.64731,-2.94815,0.631,-2.342,-0.504
31,CWWDL_3777,96.0698,8.3008,202.44769,-2.19418,0.278,-0.094,-1.024
31,CWWDL_3813,109.538,-20.0497,233.75951,-3.38792,0.311,-1.999,3.312
31,CWWDL_3887,121.9753,-36.8403,253.74992,-2.30103,0.322,-2.707,3.22
31,CWWDL_3913,120.7582,-35.0725,251.72787,-2.18661,0.501,-1.304,1.242
31,CWWDL_4123,156.5629,-60.2035,285.81115,-2.25004,0.268,-5.164,2.711
31,CWWDL_4128,155.8654,-61.1258,286.01248,-3.21281,0.25,-5.495,2.988
31,CWWDL_4199,162.093,-61.8566,288.95743,-2.3707,0.257,-5.184,2.177
31,CWWDL_4221,161.3807,-62.3207,288.87509,-2.9362,0.276,-6.15,2.829
31,CWWDL_4489,244.4769,-53.5217,330.73093,-2.18444,0.321,-0.724,-2.2
31,CWWDL_4491,269.0125,-29.5099,0.67146,-2.24873,0.392,-0.108,-0.546
31,CWWDL_4494,290.6104,8.4189,43.96617,-2.97936,0.574,-1.326,-2.347
31,CWWDL_4495,292.508,10.6518,46.82316,-3.57247,0.316,-1.633,-4.802
31,CWWDL_4512,304.1429,29.7556,68.8235,-3.10408,0.519,-3.725,-5.612
31,CWWDL_4532,343.3115,57.0149,107.34577,-2.23666,0.261,-3.07,-1.031
31,CWWDL_4603,27.9489,59.1052,130.62318,-2.86226,0.337,-0.749,-0.479
31,CWWDL_4607,33.9862,57.7251,134.04734,-3.31138,0.41,-0.832,-1.067
31,CWWDL_4617,33.7537,58.462,133.69496,-2.65238,0.677,-1.085,-1.655
31,CWWDL_4624,22.4944,59.6209,127.79355,-2.88657,0.32,-1.189,-0.585
31,CWWDL_4633,39.5659,56.9427,137.14176,-2.95247,0.332,-0.012,-0.94
31,CWWDL_4637,36.9876,57.5612,135.61465,-2.91453,0.36,-0.321,-0.9
31,CWWDL_4657,56.3225,50.7263,148.78928,-3.2059,0.384,0.795,-1.257
31,CWWDL_4659,66.763,44.6931,158.04504,-2.98318,0.33,1.222,-1.468
31,CWWDL_4672,96.327,8.2961,202.57064,-1.97124,0.241,0.019,-0.324
31,CWWDL_4703,106.4115,-9.1389,222.67757,-1.03047,0.346,-1.06,0.829
31,CWWDL_4722,110.6477,-17.1647,231.70084,-1.10802,0.312,-1.342,1.448
31,CWWDL_4726,111.5717,-20.6543,235.19016,-1.98829,0.336,-2.274,2.913
31,CWWDL_4742,115.1024,-24.4992,240.13324,-0.9942,0.265,-1.888,2.508
31,CWWDL_4776,116.502,-26.6286,242.60885,-0.95828,0.324,-2.177,2.536
31,CWWDL_4783,118.5641,-29.7068,246.18405,-0.95853,0.549,-2.447,2.144
31,CWWDL_4791,117.3314,-29.3814,245.35604,-1.714,0.574,-4.197,2.781
31,CWWDL_4795,116.2088,-27.0336,242.82845,-1.38755,0.258,-1.862,3.675
31,CWWDL_4830,119.0338,-32.203,248.52985,-1.90403,0.274,-2.509,2.839
31,CWWDL_4841,121.6136,-33.8004,251.02954,-0.91043,0.292,-2.519,2.828
31,CWWDL_4995,141.317,-52.3457,274.34451,-1.31036,0.41,-5.746,5.349
31,CWWDL_5026,145.7975,-54.3161,277.6484,-0.95854,0.299,-4.666,3.177
31,CWWDL_5091,159.0025,-60.6347,287.06724,-2.0041,0.42,-7.62,2.672
31,CWWDL_5099,157.8726,-60.0263,286.27732,-1.75994,0.383,-5.433,2.785
31,CWWDL_5121,157.3427,-60.1812,286.13028,-2.02856,0.365,-5.948,2.938
31,CWWDL_5172,161.8768,-61.4842,288.69577,-2.08636,0.228,-5.547,2.28
31,CWWDL_5178,163.45,-60.6812,289.0165,-1.02779,0.29,-7.978,2.643
31,CWWDL_5186,164.545,-61.3582,289.78662,-1.41112,0.277,-6.15,2.255
31,CWWDL_5475,198.1958,-64.2587,305.24759,-1.48297,0.447,-4.399,-0.497
31,CWWDL_5534,202.3388,-63.9933,307.07434,-1.42694,0.272,-6.514,-1.396
31,CWWDL_5648,236.5789,-56.8054,325.17553,-1.68586,0.378,-1.702,-3.22
31,CWWDL_5649,237.5912,-56.7483,325.64593,-1.98558,0.309,-3.933,-4.435
31,CWWDL_5664,252.0632,-46.7324,339.00908,-1.12968,0.333,-1.447,-2.199
31,CWWDL_5684,271.3239,-23.3043,7.08926,-0.97047,0.395,0.569,-0.571
31,CWWDL_5701,276.9718,-14.6936,17.20271,-1.56736,0.476,-0.654,-2.713
31,CWWDL_5705,280.2214,-9.6682,23.12855,-2.07441,0.405,0.757,-3.697
31,CWWDL_5707,280.5849,-7.2254,25.46682,-1.2783,0.379,0.94,-2.814
31,CWWDL_5708,280.7193,-6.2661,26.38127,-0.95868,0.298,0.274,-0.989
31,CWWDL_5759,288.8703,5.7869,40.8289,-2.67927,0.492,-0.228,-4.638
31,CWWDL_5942,304.501,32.5823,71.34062,-1.77745,0.706,-0.054,-3.369
31,CWWDL_6005,324.0002,50.5038,94.3059,-1.17734,0.53,-3.746,-3.31
31,CWWDL_6027,335.2609,54.9544,102.41241,-1.81088,0.249,-3.766,-3.07
31,CWWDL_6029,336.0946,55.3411,103.02236,-1.74132,0.269,-3.354,-2.782
31,CWWDL_6062,346.2683,59.098,109.63953,-1.00095,0.285,-2.873,-1.941
31,CWWDL_6133,27.1124,60.6469,129.86588,-1.45502,0.347,-1.204,-0.425
31,CWWDL_6145,17.4434,61.048,125.15011,-1.74475,0.265,-1.504,-0.485
31,CWWDL_6155,23.1047,60.3902,127.97689,-2.07951,0.338,-1.226,-0.637
31,CWWDL_6156,24.8245,60.7752,128.74343,-1.55538,0.236,-1.014,-0.419
31,CWWDL_6159,22.0669,60.9566,127.38888,-1.59604,0.322,-1.511,-0.569
31,CWWDL_6160,18.4278,61.1237,125.61882,-1.63179,0.351,-1.885,-0.524
31,CWWDL_6172,22.1362,60.0397,127.5539,-2.49863,0.32,-1.679,-0.45
31,CWWDL_6218,19.7707,61.0416,126.27333,-1.65067,0.519,-1.348,-0.152
31,CWWDL_6257,39.5466,57.7426,136.81172,-2.22361,0.351,-0.044,-1.199
31,CWWDL_6296,96.3466,11.1659,200.04068,-0.61513,0.59,-1.151,-0.96
31,CWWDL_6302,95.8965,11.5733,199.47417,-0.81465,0.474,-0.639,-1.175
31,CWWDL_6326,104.6328,-3.0567,216.46064,0.18259,0.45,-1.29,0.581
31,CWWDL_6375,113.5659,-20.2565,235.73768,-0.15808,0.342,-2.065,3.279
31,CWWDL_6388,116.1835,-25.8755,241.81385,-0.82837,0.241,-2.166,3.045
31,CWWDL_6439,116.0271,-23.3038,239.51481,0.33291,0.255,-2.153,2.889
31,CWWDL_6451,116.8151,-26.1068,242.29886,-0.45341,0.254,-1.785,2.299
31,CWWDL_6464,116.8394,-26.2381,242.42326,-0.50075,0.229,-1.931,2.763
31,CWWDL_6469,118.9991,-28.6475,245.47379,-0.08563,0.257,-1.95,2.479
31,CWWDL_6540,121.3171,-33.0156,250.23452,-0.69775,0.396,-2.098,2.383
31,CWWDL_6645,125.567,-37.2325,255.6691,-0.13498,0.265,-2.468,2.867
31,CWWDL_6647,123.1737,-35.094,252.81514,-0.53555,0.725,-0.258,0.655
31,CWWDL_6728,139.7235,-50.5581,272.38007,-0.74174,0.678,-8.189,6.971
31,CWWDL_7479,216.1768,-61.0576,313.97529,-0.20159,0.503,-3.781,-2.198
31,CWWDL_7566,256.1336,-41.669,344.78331,-0.23869,0.579,-0.583,-0.916
31,CWWDL_7654,267.0515,-28.9924,0.24534,-0.51276,0.578,0.51,-1.354
31,CWWDL_8132,298.4112,27.5483,64.26473,-0.03831,0.457,-2.177,-4.953
31,CWWDL_8143,302.0489,32.3757,70.02731,-0.16585,0.592,-0.267,-1.835
31,CWWDL_8237,330.8541,55.6499,100.747,0.18942,0.626,-2.022,-3.251
31,CWWDL_8311,354.0706,61.0727,113.96894,-0.4844,0.292,-3.559,-2.019
31,CWWDL_8368,3.1531,62.467,118.46196,-0.06731,0.326,-2.125,-0.941
31,CWWDL_8387,14.3734,62.9719,123.61983,0.10824,0.349,-2.197,-0.683
31,CWWDL_8403,29.6133,61.0941,130.94207,-0.73111,0.359,-1.05,-0.466
31,CWWDL_8405,26.331,61.6087,129.29205,-0.59583,0.379,-1.15,-0.357
31,CWWDL_8417,28.665,61.7564,130.33758,-0.20294,0.363,-1.087,-0.402
31,CWWDL_8420,25.03,61.809,128.648,-0.52127,0.35,-1.336,-0.351
31,CWWDL_8449,29.8917,62.0655,130.81883,0.24151,0.314,-0.993,-0.21
31,CWWDL_8467,24.7734,61.1087,128.65759,-1.23215,0.32,-1.307,-0.501
31,CWWDL_8488,17.2118,62.8411,124.91707,0.03647,0.337,-2.05,-0.323
31,CWWDL_8491,43.0217,59.5963,137.66324,0.22042,0.421,-0.368,-0.711
31,CWWDL_8493,42.1954,59.1327,137.49019,-0.38147,0.414,-0.158,-0.768
31,CWWDL_8509,37.1342,59.5056,134.97561,-1.07641,0.375,0.002,-0.589
31,CWWDL_8537,76.2051,39.8649,166.25077,-0.81221,0.24,0.448,-1.686
31,CWWDL_8547,73.36,43.9951,161.69762,0.08322,0.304,0.428,-1.475
31,CWWDL_8551,72.9075,43.2704,162.04992,-0.62976,0.258,0.355,-1.517
31,CWWDL_8586,73.8201,43.3132,162.43684,-0.08813,0.282,0.388,-1.385
31,CWWDL_8594,87.9395,29.6813,180.05121,1.53068,0.262,0.12,-1.583
31,CWWDL_8616,92.0136,21.9065,188.6203,0.84511,0.52,0.962,-3.55
31,CWWDL_8688,107.0457,-6.1579,220.31934,0.89843,0.279,-1.123,0.71
31,CWWDL_8709,110.3285,-11.7777,226.80278,1.15636,0.342,-0.58,0.126
31,CWWDL_8710,111.2215,-14.8733,229.94228,0.46118,0.357,-1.607,1.426
31,CWWDL_8713,111.5983,-13.3393,228.76521,1.51078,0.298,-1.548,1.427
31,CWWDL_8731,113.8813,-20.3026,235.92172,0.0781,0.269,-1.88,2.468
31,CWWDL_8747,117.4003,-25.1146,241.70991,0.5037,0.257,-2.232,3.035
31,CWWDL_8761,116.24,-22.6195,239.01994,0.84459,0.24,-2.066,2.55
31,CWWDL_8762,115.5407,-22.1206,238.26518,0.53234,0.252,-1.8,2.148
31,CWWDL_8764,118.173,-25.0534,242.01437,1.1368,0.25,-2.269,2.861
31,CWWDL_8784,117.2159,-23.5801,240.30195,1.13692,0.395,-3.09,3.08
31,CWWDL_8822,120.7893,-29.4204,246.95365,0.84031,0.248,-2.358,3.017
31,CWWDL_8825,121.1959,-29.5507,247.25268,1.07021,0.269,-2.765,2.786
31,CWWDL_8831,120.2925,-27.81,245.35652,1.3237,0.256,-2.189,2.591
31,CWWDL_8833,118.4604,-26.7433,243.59713,0.49025,0.282,-2.362,3.369
31,CWWDL_8911,121.7763,-31.4202,249.09836,0.48775,0.238,-2.515,3.085
31,CWWDL_8942,123.9057,-33.9277,252.17804,0.61257,0.489,-2.908,2.87
31,CWWDL_8989,126.5385,-36.4062,255.44037,0.97645,0.268,-3.116,3.033
31,CWWDL_9028,136.197,-45.357,266.97568,1.10358,0.452,-5.491,4.713
31,CWWDL_9197,165.7282,-59.7474,289.64914,0.2959,0.377,-6.169,1.552
31,CWWDL_9203,166.7301,-59.1236,289.86746,1.07114,0.316,-5.838,2.026
31,CWWDL_9305,170.6624,-60.2889,292.13906,0.70898,0.268,-6.15,1.652
31,CWWDL_9421,178.7759,-61.6564,296.29771,0.48758,0.314,-6.193,0.848
31,CWWDL_9456,182.0701,-61.8897,297.87147,0.55727,0.312,-5.526,0.175
31,CWWDL_9603,203.7087,-62.0697,307.99003,0.37511,0.323,-6.261,-1.788
31,CWWDL_9622,224.4802,-58.0534,319.03978,0.80693,0.421,-4.879,-2.984
31,CWWDL_9645,243.0131,-50.2234,332.35561,0.82482,0.419,-2.7,-2.879
31,CWWDL_9706,270.2303,-20.2152,9.27784,1.43466,0.364,0.176,-0.112
31,CWWDL_9741,276.7444,-10.979,20.38808,0.35693,0.742,-1.463,-4.945
31,CWWDL_9918,289.9984,15.1421,49.62228,0.70737,0.625,-1.698,-5.225
31,CWWDL_10030,297.4975,27.7334,64.00978,0.7519,0.267,-2.692,-5.172
31,CWWDL_10077,297.4968,27.5921,63.88777,0.6806,0.282,-1.308,-3.897
31,CWWDL_10091,297.7849,28.8647,65.11243,1.11017,0.285,-2.601,-5.372
31,CWWDL_10098,298.0428,28.7201,65.10363,0.842,0.283,-2.215,-5.12
31,CWWDL_10188,301.3912,32.6368,69.94816,0.44206,0.258,-2.47,-5.249
31,CWWDL_10236,303.6079,37.4245,74.95159,1.531,0.397,-1.331,-3.161
31,CWWDL_10247,303.3595,37.1353,74.60121,1.53579,0.311,-2.439,-4.731
31,CWWDL_10254,304.1296,37.3827,75.14741,1.16334,0.502,-2.728,-5.325
31,CWWDL_10272,302.9109,36.5529,73.91712,1.51526,0.377,-2.772,-5.698
31,CWWDL_10273,302.8932,36.4738,73.84314,1.4838,0.437,-2.449,-5.538
31,CWWDL_10283,306.994,40.548,79.0179,1.14115,0.67,-2.885,-5.507
31,CWWDL_10304,316.5253,47.0342,88.37287,-0.14819,0.274,-3.014,-4.2
31,CWWDL_10326,318.6185,50.4316,91.79944,1.15778,0.356,-4.49,-4.838
31,CWWDL_10366,334.1255,57.7623,103.43166,0.87998,0.331,-3.411,-2.766
31,CWWDL_10371,335.0434,56.7835,103.30606,-0.2102,0.282,-3.517,-2.787
31,CWWDL_10380,334.2245,56.7529,102.91461,0.0114,0.237,-3.388,-2.831
31,CWWDL_10393,350.6622,60.7279,112.28658,-0.29551,0.345,-3.674,-2.118
31,CWWDL_10399,351.0545,61.2754,112.64843,0.15725,0.286,-3.815,-1.785
31,CWWDL_10415,1.68,63.0494,117.89043,0.6162,0.252,-2.658,-0.77
31,CWWDL_10416,1.2627,62.8585,117.67008,0.46162,0.246,-2.456,-0.792
31,CWWDL_10420,1.158,62.8457,117.62078,0.45761,0.672,-3.188,-1.544
31,CWWDL_10421,1.8906,63.0062,117.97717,0.55731,0.308,-3.321,-0.964
31,CWWDL_10422,0.9566,63.1397,117.58437,0.76335,0.24,-2.461,-0.925
31,CWWDL_10423,1.0326,62.7481,117.5467,0.37204,0.304,-2.525,-1.037
31,CWWDL_10425,2.5983,63.2113,118.32657,0.70715,0.305,-3.012,-0.692
31,CWWDL_10426,357.7381,62.9098,116.10857,0.84212,0.32,-3.082,-1.357
31,CWWDL_10428,-1.0734,63.3551,116.73164,1.15624,0.307,-3.125,-1.053
31,CWWDL_10429,359.5137,62.7679,116.86845,0.5263,0.241,-2.256,-0.934
31,CWWDL_10432,2.3832,62.8999,118.18047,0.41539,0.244,-2.035,-1.082
31,CWWDL_10434,352.9703,61.9862,113.73695,0.54308,0.317,-4.041,-1.446
31,CWWDL_10446,1.0763,62.6532,117.54912,0.27507,0.31,-1.728,-1.052
31,CWWDL_10461,359.4047,63.8468,117.04315,1.59209,0.262,-2.416,-0.952
31,CWWDL_10463,12.6793,63.6462,122.85193,0.77456,0.313,-2.388,-0.414
31,CWWDL_10464,6.4952,63.5686,120.10339,0.83675,0.272,-2.642,-0.556
31,CWWDL_10471,11.5809,63.6247,122.36391,0.75859,0.268,-2.072,-0.388
31,CWWDL_10473,4.8822,63.0146,119.32135,0.36676,0.292,-2.456,-0.738
31,CWWDL_10476,4.0513,62.9719,118.94169,0.37344,0.26,-2.602,-0.826
31,CWWDL_10477,12.8026,63.8246,122.90683,0.95286,0.243,-1.848,-0.274
31,CWWDL_10480,8.8902,63.3166,121.15055,0.49978,0.356,-2.797,-0.606
31,CWWDL_10481,15.3123,63.2165,124.03697,0.36581,0.325,-2.163,-0.438
31,CWWDL_10487,3.5765,63.14,118.75218,0.56999,0.313,-2.916,-0.686
31,CWWDL_10490,13.3363,63.7282,123.143,0.85723,0.243,-1.823,-0.384
31,CWWDL_10495,7.2811,62.9865,120.40138,0.22444,0.315,-2.777,-0.753
31,CWWDL_10498,12.762,63.7966,122.88888,0.92489,0.336,-2.562,-0.329
31,CWWDL_10501,4.206,63.5497,119.08872,0.93654,0.471,-3.148,-1.105
31,CWWDL_10536,25.5727,63.1011,128.64655,0.79496,0.335,-1.25,0.018
31,CWWDL_10539,15.2253,63.5712,123.98476,0.7188,0.37,-2.419,-0.384
31,CWWDL_10541,23.2921,63.5626,127.55693,1.06621,0.297,-1.357,-0.13
31,CWWDL_10543,24.2518,62.3438,128.19246,-0.06161,0.287,-1.195,-0.451
31,CWWDL_10553,29.4095,63.2844,130.29145,1.3625,0.295,-0.966,0.147
31,CWWDL_10556,22.3606,62.6455,127.28184,0.09517,0.354,-1.507,-0.48
31,CWWDL_10575,31.119,63.2639,131.03817,1.54747,0.296,-1.23,0.06
31,CWWDL_10585,28.5033,63.3407,129.88305,1.3166,0.329,-1.198,0.032
31,CWWDL_10588,24.2118,63.2423,128.01677,0.81974,0.336,-1.226,-0.389
31,CWWDL_10590,30.6098,61.465,131.30605,-0.24698,0.347,-0.002,-0.488
31,CWWDL_10599,26.469,63.4528,128.97,1.22104,0.284,-0.864,-0.325
31,CWWDL_10613,21.8467,63.7845,126.88976,1.18934,0.323,-1.676,-0.221
31,CWWDL_10617,22.6453,62.5764,127.42165,0.04637,0.286,-1.343,-0.256
31,CWWDL_10622,28.0106,63.2016,129.70056,1.12906,0.37,-1.194,-0.198
31,CWWDL_10624,33.0031,61.5944,132.36082,0.20654,0.386,-1.372,0.022
31,CWWDL_10630,16.9708,63.5729,124.76061,0.75956,0.318,-2.097,-0.208
31,CWWDL_10631,14.5968,63.6436,123.70319,0.78226,0.246,-2.02,-0.387
31,CWWDL_10632,28.5358,62.8468,130.01602,0.8407,0.314,-1.024,-0.258
31,CWWDL_10645,27.4038,62.9895,129.48156,0.85993,0.296,-0.962,-0.384
31,CWWDL_10668,39.6545,60.7712,135.64894,0.57353,0.391,-0.559,-0.336
31,CWWDL_10681,40.4074,61.0619,135.86518,0.98788,0.395,-0.284,-0.283
31,CWWDL_10687,41.8394,59.876,137.00509,0.20998,0.318,-0.523,-0.112
31,CWWDL_10713,79.1654,40.6212,166.9808,1.4559,0.298,0.422,-1.634
31,CWWDL_10714,76.7339,42.4627,164.41979,1.07321,0.25,0.535,-1.242
31,CWWDL_10719,78.0248,40.7664,166.35753,0.83893,0.247,0.561,-1.601
31,CWWDL_10723,76.0911,42.5089,164.0966,0.72334,0.287,0.427,-1.457
31,CWWDL_10728,75.2464,43.311,163.08355,0.72355,0.268,0.267,-1.419
31,CWWDL_10733,77.1416,41.8902,165.05927,0.97203,0.241,0.679,-1.852
31,CWWDL_10734,78.1001,41.0917,166.12815,1.07655,0.252,0.465,-0.958
31,CWWDL_10737,76.3156,41.7657,164.78869,0.40535,0.256,0.33,-1.493
31,CWWDL_10743,77.836,41.464,165.71037,1.13591,0.265,0.08,-1.566
31,CWWDL_10749,77.8284,41.6436,165.56211,1.23748,0.252,0.371,-0.537
31,CWWDL_10751,77.9085,41.5093,165.7059,1.20649,0.302,0.243,-1.547
31,CWWDL_10755,78.3402,41.1682,166.17254,1.26783,0.226,0.472,-0.16
31,CWWDL_10758,77.3953,41.3506,165.60561,0.80253,0.251,0.17,-1.776
31,CWWDL_10761,76.2095,40.9354,165.40123,-0.16081,0.268,0.556,-1.256
31,CWWDL_10769,77.3462,40.5969,166.18909,0.32397,0.237,0.242,-1.49
31,CWWDL_10773,78.5422,40.6026,166.72054,1.06036,0.361,0.629,-1.6
31,CWWDL_10782,78.3838,41.3305,166.06025,1.38954,0.301,0.312,-1.603
31,CWWDL_10790,74.991,42.944,163.25783,0.35064,0.328,0.903,-1.782
31,CWWDL_10812,76.0379,43.0802,163.61893,1.03924,0.256,0.128,-1.216
31,CWWDL_10817,91.5068,25.3086,185.42105,2.09482,0.268,0.279,-1.667
31,CWWDL_10821,90.1978,28.1489,182.3703,2.47081,0.278,0.111,-1.714
31,CWWDL_10826,91.5585,26.1197,184.73479,2.53055,0.247,0.206,-1.632
