filename,ra_min,ra_max,dec_min,dec_max
GaiaSource_676199-676238_p.csv.gz,265.093,268.421,-49.699,-46.577
GaiaSource_676239-676271_p.csv.gz,263.573,266.784,-48.921,-47.360
GaiaSource_676272-676302_p.csv.gz,263.685,266.841,-48.140,-46.575
GaiaSource_676303-676332_p.csv.gz,263.795,266.896,-47.356,-45.788
GaiaSource_676333-676361_p.csv.gz,261.896,265.423,-51.251,-44.997
GaiaSource_676362-676392_p.csv.gz,260.373,263.332,-50.669,-48.932
GaiaSource_676393-676420_p.csv.gz,260.002,263.423,-49.896,-48.144
GaiaSource_676421-676450_p.csv.gz,261.082,263.570,-49.312,-47.358
GaiaSource_676451-676475_p.csv.gz,260.358,262.104,-48.532,-46.966
GaiaSource_676476-676499_p.csv.gz,258.547,261.391,-49.697,-46.576
GaiaSource_676500-676522_p.csv.gz,257.145,260.356,-48.919,-47.360
GaiaSource_676523-676546_p.csv.gz,257.203,260.440,-48.139,-46.576
GaiaSource_676547-676568_p.csv.gz,258.948,260.687,-47.749,-46.181
GaiaSource_676569-676595_p.csv.gz,257.588,259.999,-47.353,-45.786
GaiaSource_676596-676621_p.csv.gz,257.799,263.684,-48.138,-44.999
GaiaSource_676622-676644_p.csv.gz,261.392,263.792,-47.353,-45.785
GaiaSource_676645-676664_p.csv.gz,260.690,262.372,-46.961,-45.390
GaiaSource_676665-676683_p.csv.gz,260.849,263.897,-46.568,-44.994
GaiaSource_676684-676701_p.csv.gz,262.438,264.000,-45.783,-44.402
GaiaSource_676702-676717_p.csv.gz,261.001,262.961,-45.781,-44.203
GaiaSource_676718-676732_p.csv.gz,261.077,262.622,-44.991,-43.806
GaiaSource_676733-676749_p.csv.gz,259.324,261.952,-46.570,-43.409
GaiaSource_676750-676768_p.csv.gz,258.990,260.999,-45.784,-44.202
GaiaSource_676769-676797_p.csv.gz,258.002,259.670,-45.584,-43.610
GaiaSource_676798-676820_p.csv.gz,258.297,261.254,-44.993,-43.408
GaiaSource_676821-676848_p.csv.gz,258.389,261.290,-44.199,-42.612
GaiaSource_676849-676887_p.csv.gz,258.573,270.000,-48.138,-41.813
GaiaSource_676888-676925_p.csv.gz,266.898,269.230,-47.355,-45.195
GaiaSource_676965-676998_p.csv.gz,266.154,268.524,-46.570,-43.408
GaiaSource_676999-677028_p.csv.gz,264.707,266.999,-46.175,-44.204
GaiaSource_677029-677054_p.csv.gz,264.002,265.573,-45.388,-43.609
GaiaSource_677055-677082_p.csv.gz,264.171,267.098,-44.992,-43.012
GaiaSource_677083-677107_p.csv.gz,264.194,266.399,-44.199,-42.610
GaiaSource_677108-677136_p.csv.gz,264.286,270.001,-44.988,-41.812
GaiaSource_677137-677166_p.csv.gz,267.097,270.000,-44.200,-42.611
GaiaSource_677167-677190_p.csv.gz,267.132,270.001,-43.403,-41.811
GaiaSource_677191-677214_p.csv.gz,268.572,270.001,-43.006,-41.213
GaiaSource_677215-677234_p.csv.gz,267.190,269.470,-42.609,-41.016
GaiaSource_677235-677253_p.csv.gz,266.400,269.297,-43.403,-40.230
GaiaSource_677254-677274_p.csv.gz,265.715,267.187,-43.007,-41.412
GaiaSource_677275-677294_p.csv.gz,264.378,266.834,-42.607,-41.017
GaiaSource_677295-677310_p.csv.gz,264.903,266.482,-41.809,-40.425
GaiaSource_677311-677326_p.csv.gz,265.607,267.888,-41.809,-40.231
GaiaSource_677327-677341_p.csv.gz,267.014,268.589,-41.012,-39.646
GaiaSource_677342-677356_p.csv.gz,265.783,268.065,-41.012,-39.453
GaiaSource_677357-677369_p.csv.gz,266.134,267.890,-40.227,-39.067
GaiaSource_677370-677386_p.csv.gz,262.625,267.537,-44.993,-38.685
GaiaSource_677387-677406_p.csv.gz,262.654,264.192,-44.201,-42.810
GaiaSource_677407-677420_p.csv.gz,261.291,263.185,-44.199,-42.613
GaiaSource_677421-677437_p.csv.gz,261.362,262.855,-43.405,-42.013
GaiaSource_677438-677458_p.csv.gz,261.497,264.330,-43.406,-41.813
GaiaSource_677459-677475_p.csv.gz,262.205,264.375,-42.606,-41.017
GaiaSource_677476-677495_p.csv.gz,261.566,263.671,-42.209,-40.624
GaiaSource_677496-677513_p.csv.gz,260.320,263.318,-43.403,-40.230
GaiaSource_677514-677530_p.csv.gz,260.001,261.563,-42.804,-41.413
GaiaSource_677531-677556_p.csv.gz,258.756,261.209,-42.609,-41.016
GaiaSource_677557-677580_p.csv.gz,259.456,262.263,-41.810,-40.229
GaiaSource_677581-677596_p.csv.gz,261.212,262.967,-41.013,-39.839
GaiaSource_677597-677619_p.csv.gz,260.161,262.615,-41.014,-39.451
GaiaSource_677620-677636_p.csv.gz,260.861,264.901,-41.805,-38.684
GaiaSource_677637-677651_p.csv.gz,263.674,265.429,-41.410,-40.229
GaiaSource_677652-677667_p.csv.gz,263.321,265.780,-41.014,-39.452
GaiaSource_677668-677686_p.csv.gz,262.972,265.074,-40.618,-39.259
GaiaSource_677687-677703_p.csv.gz,263.675,266.483,-40.226,-38.684
GaiaSource_677704-677717_p.csv.gz,265.079,267.186,-39.836,-38.492
GaiaSource_677718-677732_p.csv.gz,264.727,267.010,-39.450,-37.923
GaiaSource_677733-677752_p.csv.gz,264.376,266.480,-39.063,-37.547
GaiaSource_677753-677770_p.csv.gz,262.266,266.132,-40.225,-37.171
GaiaSource_677771-677794_p.csv.gz,261.915,264.371,-39.450,-37.926
GaiaSource_677795-677819_p.csv.gz,261.565,263.671,-39.064,-37.546
GaiaSource_677820-677843_p.csv.gz,262.621,265.426,-38.680,-37.169
GaiaSource_677844-677863_p.csv.gz,263.321,265.781,-37.919,-36.426
GaiaSource_677864-677882_p.csv.gz,262.972,265.075,-37.541,-36.055
GaiaSource_677883-677911_p.csv.gz,255.791,264.725,-48.139,-35.686
GaiaSource_677912-677973_p.csv.gz,254.484,257.999,-47.356,-44.797
GaiaSource_677974-678000_p.csv.gz,255.003,257.674,-45.776,-44.203
GaiaSource_678001-678036_p.csv.gz,253.223,256.721,-46.568,-43.415
GaiaSource_678037-678084_p.csv.gz,252.003,255.184,-45.783,-43.412
GaiaSource_678085-678151_p.csv.gz,252.582,258.195,-44.992,-41.820
GaiaSource_678152-678198_p.csv.gz,255.486,258.385,-44.593,-42.412
GaiaSource_678199-678236_p.csv.gz,255.717,258.747,-43.400,-41.413
GaiaSource_678237-678290_p.csv.gz,254.287,258.397,-43.402,-40.230
GaiaSource_678291-678377_p.csv.gz,253.130,257.342,-42.608,-39.455
GaiaSource_678378-678425_p.csv.gz,250.821,256.641,-44.990,-38.688
GaiaSource_678426-678467_p.csv.gz,249.681,252.716,-44.199,-41.811
GaiaSource_678468-678500_p.csv.gz,250.867,253.122,-43.006,-41.017
GaiaSource_678501-678526_p.csv.gz,250.317,252.421,-42.207,-40.425
GaiaSource_678527-678571_p.csv.gz,247.502,251.894,-43.403,-40.228
GaiaSource_678572-678602_p.csv.gz,247.852,251.013,-41.809,-40.230
GaiaSource_678603-678622_p.csv.gz,249.788,251.715,-41.013,-39.645
GaiaSource_678623-678645_p.csv.gz,248.908,251.190,-41.012,-39.259
GaiaSource_678646-678671_p.csv.gz,249.610,253.827,-41.808,-38.685
GaiaSource_678672-678698_p.csv.gz,251.719,254.526,-41.013,-39.454
GaiaSource_678699-678724_p.csv.gz,251.897,255.057,-40.225,-38.684
GaiaSource_678725-678762_p.csv.gz,253.126,255.934,-39.830,-37.923
GaiaSource_678763-678782_p.csv.gz,253.304,255.232,-38.681,-37.358
GaiaSource_678783-678802_p.csv.gz,251.016,254.703,-40.226,-37.176
GaiaSource_678803-678825_p.csv.gz,250.491,253.123,-39.449,-37.926
GaiaSource_678826-678851_p.csv.gz,250.316,253.475,-38.871,-37.173
GaiaSource_678852-678873_p.csv.gz,252.423,254.530,-38.300,-36.797
GaiaSource_678874-678895_p.csv.gz,251.722,254.179,-37.919,-36.426
GaiaSource_678896-678921_p.csv.gz,252.425,259.449,-41.805,-35.687
GaiaSource_678922-678950_p.csv.gz,257.700,260.151,-41.208,-39.452
GaiaSource_678951-678969_p.csv.gz,257.346,259.449,-40.613,-39.066
GaiaSource_678970-678997_p.csv.gz,258.048,261.561,-40.226,-38.493
GaiaSource_678998-679031_p.csv.gz,258.753,261.382,-39.449,-37.547
GaiaSource_679032-679086_p.csv.gz,255.939,260.503,-40.226,-37.177
GaiaSource_679087-679130_p.csv.gz,256.471,260.154,-38.679,-36.802
GaiaSource_679131-679189_p.csv.gz,257.346,262.965,-38.681,-35.687
GaiaSource_679190-679251_p.csv.gz,260.158,264.021,-37.915,-35.688
GaiaSource_679252-679326_p.csv.gz,259.457,264.373,-37.166,-34.231
GaiaSource_679327-679428_p.csv.gz,255.587,262.964,-38.676,-32.799
GaiaSource_679429-679451_p.csv.gz,255.239,257.341,-38.298,-36.798
GaiaSource_679452-679473_p.csv.gz,254.536,256.991,-37.917,-36.425
GaiaSource_679474-679500_p.csv.gz,255.235,258.045,-37.168,-35.689
GaiaSource_679501-679530_p.csv.gz,255.940,258.746,-36.423,-34.957
GaiaSource_679531-679547_p.csv.gz,256.114,258.045,-35.685,-34.592
GaiaSource_679548-679567_p.csv.gz,253.832,257.694,-37.163,-34.230
GaiaSource_679568-679585_p.csv.gz,253.654,255.936,-36.423,-34.955
GaiaSource_679586-679604_p.csv.gz,253.129,255.057,-36.237,-34.955
GaiaSource_679605-679620_p.csv.gz,253.832,256.464,-35.682,-34.231
GaiaSource_679621-679631_p.csv.gz,255.237,256.639,-35.317,-34.230
GaiaSource_679632-679641_p.csv.gz,256.114,257.342,-34.951,-33.870
GaiaSource_679642-679653_p.csv.gz,254.884,256.991,-34.953,-33.511
GaiaSource_679654-679664_p.csv.gz,254.533,256.112,-34.590,-33.512
GaiaSource_679665-679675_p.csv.gz,255.236,256.640,-34.048,-33.154
GaiaSource_679676-679700_p.csv.gz,255.588,259.976,-35.681,-32.799
GaiaSource_679701-679724_p.csv.gz,257.346,260.151,-34.952,-33.512
GaiaSource_679725-679757_p.csv.gz,257.698,260.856,-34.227,-32.799
GaiaSource_679758-679792_p.csv.gz,258.752,261.559,-33.510,-32.092
GaiaSource_679793-679810_p.csv.gz,256.993,260.859,-34.228,-31.391
GaiaSource_679811-679820_p.csv.gz,256.644,258.045,-33.868,-33.154
GaiaSource_679821-679832_p.csv.gz,256.994,258.749,-33.508,-32.448
GaiaSource_679833-679843_p.csv.gz,256.290,258.396,-33.508,-32.091
GaiaSource_679844-679852_p.csv.gz,255.938,257.343,-33.152,-32.443
GaiaSource_679853-679862_p.csv.gz,256.291,258.046,-32.796,-31.915
GaiaSource_679863-679874_p.csv.gz,256.642,259.101,-32.795,-31.390
GaiaSource_679875-679886_p.csv.gz,258.049,259.453,-32.442,-31.564
GaiaSource_679887-679903_p.csv.gz,258.575,260.154,-32.088,-30.694
GaiaSource_679904-679915_p.csv.gz,257.348,258.749,-32.088,-31.041
GaiaSource_679916-679929_p.csv.gz,257.696,259.452,-31.387,-30.347
GaiaSource_679930-679972_p.csv.gz,238.188,259.101,-54.338,-30.001
GaiaSource_679973-680038_p.csv.gz,237.604,242.305,-53.184,-50.483
GaiaSource_680039-680097_p.csv.gz,236.197,241.129,-52.801,-49.703
GaiaSource_680098-680132_p.csv.gz,235.385,239.284,-51.833,-49.703
GaiaSource_680133-680168_p.csv.gz,236.932,239.997,-50.867,-48.928
GaiaSource_680169-680207_p.csv.gz,236.668,242.824,-51.250,-48.142
GaiaSource_680208-680276_p.csv.gz,240.004,244.167,-50.480,-48.145
GaiaSource_680277-680324_p.csv.gz,239.455,244.282,-49.697,-46.577
GaiaSource_680325-680373_p.csv.gz,237.859,241.069,-49.309,-47.166
GaiaSource_680374-680413_p.csv.gz,238.424,242.066,-48.137,-45.985
GaiaSource_680414-680454_p.csv.gz,234.859,241.276,-51.253,-45.001
GaiaSource_680455-680478_p.csv.gz,234.342,236.665,-50.868,-49.120
GaiaSource_680479-680503_p.csv.gz,233.335,235.888,-50.479,-48.534
GaiaSource_680504-680532_p.csv.gz,234.004,237.710,-49.702,-48.143
GaiaSource_680533-680564_p.csv.gz,234.643,237.855,-48.921,-47.359
GaiaSource_680565-680596_p.csv.gz,232.364,236.840,-49.698,-46.573
GaiaSource_680597-680634_p.csv.gz,231.432,234.639,-48.921,-46.966
GaiaSource_680635-680672_p.csv.gz,232.274,235.859,-48.139,-45.787
GaiaSource_680673-680713_p.csv.gz,232.762,238.418,-48.132,-44.996
GaiaSource_680714-680749_p.csv.gz,235.866,238.960,-47.549,-45.786
GaiaSource_680750-680788_p.csv.gz,236.155,239.869,-46.571,-44.996
GaiaSource_680789-680825_p.csv.gz,237.001,239.998,-45.781,-43.807
GaiaSource_680826-680865_p.csv.gz,234.684,238.533,-46.571,-43.412
GaiaSource_680866-680910_p.csv.gz,234.003,237.539,-45.580,-43.414
GaiaSource_680911-680960_p.csv.gz,235.167,244.399,-48.135,-41.815
GaiaSource_680961-681005_p.csv.gz,242.071,245.170,-47.945,-45.786
GaiaSource_681006-681046_p.csv.gz,242.309,245.997,-46.571,-44.797
GaiaSource_681047-681092_p.csv.gz,241.544,245.725,-46.567,-43.409
GaiaSource_681093-681121_p.csv.gz,240.761,242.997,-46.176,-44.206
GaiaSource_681122-681162_p.csv.gz,240.002,243.440,-45.582,-43.411
GaiaSource_681163-681199_p.csv.gz,240.969,243.869,-44.201,-42.612
GaiaSource_681200-681232_p.csv.gz,241.430,246.488,-44.991,-41.812
GaiaSource_681233-681266_p.csv.gz,243.873,246.770,-44.198,-42.613
GaiaSource_681267-681303_p.csv.gz,244.288,247.499,-43.404,-41.416
GaiaSource_681304-681352_p.csv.gz,243.110,247.147,-43.404,-40.233
GaiaSource_681353-681402_p.csv.gz,241.878,244.683,-42.806,-40.622
GaiaSource_681403-681456_p.csv.gz,242.758,246.089,-41.806,-39.452
GaiaSource_681457-681500_p.csv.gz,239.017,245.387,-44.991,-38.684
GaiaSource_681501-681550_p.csv.gz,238.066,241.427,-44.201,-41.814
GaiaSource_681551-681609_p.csv.gz,237.374,241.872,-43.404,-40.233
GaiaSource_681610-681668_p.csv.gz,236.255,239.583,-42.808,-40.230
GaiaSource_681669-681733_p.csv.gz,237.660,242.576,-41.806,-38.688
GaiaSource_681734-681786_p.csv.gz,240.473,243.276,-41.407,-39.069
GaiaSource_681787-681864_p.csv.gz,239.942,244.685,-40.227,-37.173
GaiaSource_681865-681931_p.csv.gz,239.068,242.574,-39.643,-37.175
GaiaSource_681932-681999_p.csv.gz,230.530,243.275,-48.138,-35.689
GaiaSource_682000-682053_p.csv.gz,229.658,233.387,-47.356,-44.999
GaiaSource_682054-682113_p.csv.gz,229.445,233.998,-46.568,-43.411
GaiaSource_682114-682183_p.csv.gz,228.002,231.636,-46.371,-43.409
GaiaSource_682184-682255_p.csv.gz,229.360,234.583,-44.992,-41.817
GaiaSource_682256-682317_p.csv.gz,232.262,235.710,-44.198,-41.815
GaiaSource_682318-682391_p.csv.gz,231.431,236.246,-43.401,-40.231
GaiaSource_682392-682477_p.csv.gz,230.627,234.842,-42.603,-39.452
GaiaSource_682478-682570_p.csv.gz,226.455,234.139,-44.991,-38.687
GaiaSource_682571-682684_p.csv.gz,225.004,230.624,-43.400,-40.233
GaiaSource_682685-682808_p.csv.gz,226.058,232.028,-41.807,-38.687
GaiaSource_682809-682942_p.csv.gz,227.821,233.435,-40.227,-37.169
GaiaSource_682943-683057_p.csv.gz,229.051,237.656,-41.808,-35.693
GaiaSource_683058-683144_p.csv.gz,234.319,239.058,-40.227,-37.170
GaiaSource_683145-683244_p.csv.gz,233.442,237.652,-39.643,-36.430
GaiaSource_683245-683343_p.csv.gz,235.204,241.167,-38.671,-35.687
GaiaSource_683344-683454_p.csv.gz,236.257,241.872,-37.163,-34.234
GaiaSource_683455-683589_p.csv.gz,232.035,240.466,-38.679,-32.803
GaiaSource_683590-683787_p.csv.gz,230.633,236.947,-37.163,-32.800
GaiaSource_683788-683951_p.csv.gz,233.442,239.059,-34.951,-31.390
GaiaSource_683952-684057_p.csv.gz,234.143,248.903,-41.805,-30.002
GaiaSource_684058-684112_p.csv.gz,246.098,249.784,-41.009,-38.686
GaiaSource_684113-684148_p.csv.gz,247.503,250.311,-39.448,-37.923
GaiaSource_684149-684200_p.csv.gz,244.867,249.606,-40.216,-37.171
GaiaSource_684201-684259_p.csv.gz,244.692,248.904,-38.870,-36.428
GaiaSource_684260-684300_p.csv.gz,246.100,251.012,-38.681,-35.690
GaiaSource_684882-684930_p.csv.gz,245.747,250.309,-34.218,-31.391
GaiaSource_684931-685004_p.csv.gz,244.690,248.201,-33.868,-31.390
GaiaSource_685005-685062_p.csv.gz,246.103,253.827,-35.681,-30.002
GaiaSource_685063-685083_p.csv.gz,252.424,254.531,-35.318,-33.870
GaiaSource_685084-685106_p.csv.gz,251.722,254.180,-34.953,-33.512
GaiaSource_685107-685123_p.csv.gz,252.426,254.881,-34.227,-32.800
GaiaSource_685124-685136_p.csv.gz,253.829,255.408,-33.868,-32.800
GaiaSource_685137-685147_p.csv.gz,254.533,255.935,-33.329,-32.444
GaiaSource_685148-685161_p.csv.gz,253.304,255.584,-33.509,-32.090
GaiaSource_685162-685175_p.csv.gz,253.127,255.233,-32.973,-31.739
GaiaSource_685176-685196_p.csv.gz,251.017,254.882,-34.225,-31.390
GaiaSource_685197-685224_p.csv.gz,250.494,253.122,-33.507,-32.094
GaiaSource_685225-685252_p.csv.gz,250.315,253.651,-32.971,-31.392
GaiaSource_685253-685271_p.csv.gz,252.425,254.530,-32.440,-31.041
GaiaSource_685272-685295_p.csv.gz,251.720,254.178,-32.088,-30.694
GaiaSource_685296-685314_p.csv.gz,252.423,256.287,-32.796,-30.002
GaiaSource_685315-685324_p.csv.gz,255.235,256.639,-32.442,-31.739
GaiaSource_685325-685334_p.csv.gz,255.588,257.342,-32.089,-31.215
GaiaSource_685335-685345_p.csv.gz,255.060,257.167,-32.089,-30.693
GaiaSource_685346-685356_p.csv.gz,254.532,255.936,-31.911,-31.040
GaiaSource_685357-685367_p.csv.gz,254.884,256.636,-31.386,-30.347
GaiaSource_685368-685378_p.csv.gz,255.237,257.694,-31.387,-30.002
GaiaSource_685379-685393_p.csv.gz,256.642,258.398,-31.039,-30.002
GaiaSource_685394-685405_p.csv.gz,257.346,258.750,-30.517,-29.486
GaiaSource_685406-685418_p.csv.gz,255.939,258.222,-30.689,-29.315
GaiaSource_685419-685430_p.csv.gz,256.115,258.046,-29.999,-29.143
GaiaSource_685431-685441_p.csv.gz,254.357,257.871,-31.387,-28.632
GaiaSource_685442-685455_p.csv.gz,253.832,255.232,-31.211,-30.002
GaiaSource_685456-685467_p.csv.gz,254.533,255.935,-30.691,-29.658
GaiaSource_685468-685483_p.csv.gz,253.128,255.584,-30.687,-29.314
GaiaSource_685484-685498_p.csv.gz,253.477,255.232,-29.999,-28.973
GaiaSource_685499-685510_p.csv.gz,254.006,256.640,-29.999,-28.634
GaiaSource_685511-685521_p.csv.gz,255.235,256.992,-29.654,-28.632
GaiaSource_685522-685533_p.csv.gz,255.939,257.343,-29.141,-28.123
GaiaSource_685534-685546_p.csv.gz,254.534,256.815,-29.310,-27.955
GaiaSource_685547-685561_p.csv.gz,254.710,256.639,-28.630,-27.618
GaiaSource_685562-685588_p.csv.gz,249.613,256.287,-32.794,-27.282
GaiaSource_685628-685657_p.csv.gz,249.966,253.121,-31.384,-29.659
GaiaSource_685658-685689_p.csv.gz,250.314,252.771,-30.691,-28.972
GaiaSource_685690-685744_p.csv.gz,247.508,252.069,-31.383,-28.635
GaiaSource_685745-685798_p.csv.gz,248.209,251.717,-29.995,-27.961
GaiaSource_685799-685838_p.csv.gz,248.912,253.827,-29.998,-27.283
GaiaSource_685839-685859_p.csv.gz,252.072,254.529,-29.312,-27.957
GaiaSource_685889-685906_p.csv.gz,253.829,255.584,-28.460,-27.283
GaiaSource_685907-685925_p.csv.gz,253.480,255.936,-27.951,-26.611
GaiaSource_685926-685948_p.csv.gz,253.126,255.231,-27.614,-26.278
GaiaSource_685949-685984_p.csv.gz,250.843,254.881,-28.626,-25.946
GaiaSource_685985-686026_p.csv.gz,250.315,253.826,-27.783,-25.949
GaiaSource_686027-686062_p.csv.gz,251.720,254.530,-26.610,-25.285
GaiaSource_686063-686128_p.csv.gz,240.478,253.823,-35.678,-24.626
GaiaSource_686129-686209_p.csv.gz,240.296,244.682,-34.228,-31.394
GaiaSource_686210-686314_p.csv.gz,239.068,243.278,-34.046,-30.696
GaiaSource_686315-686403_p.csv.gz,240.645,246.442,-32.794,-30.003
GaiaSource_686404-686500_p.csv.gz,242.230,247.500,-31.381,-28.637
GaiaSource_686501-686630_p.csv.gz,238.014,246.090,-32.795,-27.283
GaiaSource_686631-686780_p.csv.gz,236.257,241.872,-31.736,-28.639
GaiaSource_686781-686933_p.csv.gz,237.311,244.680,-29.999,-27.121
GaiaSource_686934-687105_p.csv.gz,239.065,247.852,-29.996,-24.627
GaiaSource_687106-687199_p.csv.gz,246.100,250.307,-29.824,-26.616
GaiaSource_687200-687311_p.csv.gz,244.691,249.604,-28.626,-25.947
GaiaSource_687312-687411_p.csv.gz,246.098,251.717,-27.274,-24.632
GaiaSource_687412-687480_p.csv.gz,249.613,253.119,-25.943,-23.645
GaiaSource_687481-687639_p.csv.gz,243.987,252.068,-27.274,-22.032
GaiaSource_687640-687899_p.csv.gz,241.877,248.890,-26.603,-22.027
GaiaSource_687900-688120_p.csv.gz,244.691,250.310,-23.955,-19.802
GaiaSource_688121-688148_p.csv.gz,180.000,247.841,-66.439,-19.477
GaiaSource_688149-688172_p.csv.gz,180.000,185.293,-65.695,-64.201
GaiaSource_688173-688195_p.csv.gz,181.305,186.519,-64.946,-63.451
GaiaSource_688196-688229_p.csv.gz,185.074,189.997,-64.572,-62.701
GaiaSource_688230-688266_p.csv.gz,179.999,189.727,-64.941,-61.945
GaiaSource_688267-688289_p.csv.gz,180.000,184.997,-64.197,-62.699
GaiaSource_688290-688317_p.csv.gz,180.000,184.864,-64.011,-62.135
GaiaSource_688318-688355_p.csv.gz,183.602,189.468,-63.444,-61.192
GaiaSource_688356-688384_p.csv.gz,184.740,190.549,-63.446,-60.437
GaiaSource_688385-688446_p.csv.gz,189.475,194.200,-63.255,-60.625
GaiaSource_688447-688487_p.csv.gz,193.025,197.996,-61.938,-59.680
GaiaSource_688488-688520_p.csv.gz,189.293,197.559,-61.941,-58.922
GaiaSource_688521-688548_p.csv.gz,189.118,193.499,-61.378,-59.680
GaiaSource_688549-688573_p.csv.gz,189.001,193.167,-60.810,-59.112
GaiaSource_688574-688603_p.csv.gz,191.932,197.142,-60.432,-58.543
GaiaSource_688604-688631_p.csv.gz,192.859,196.939,-59.677,-57.783
GaiaSource_688632-688658_p.csv.gz,179.999,196.551,-63.448,-57.403
GaiaSource_688659-688691_p.csv.gz,179.995,184.735,-62.695,-61.190
GaiaSource_688692-688717_p.csv.gz,182.309,186.922,-61.939,-60.439
GaiaSource_688718-688742_p.csv.gz,184.559,188.998,-61.188,-59.681
GaiaSource_688743-688773_p.csv.gz,180.000,188.780,-61.942,-58.923
GaiaSource_688774-688809_p.csv.gz,180.000,184.500,-61.565,-59.683
GaiaSource_688810-688847_p.csv.gz,179.998,186.583,-60.622,-58.922
GaiaSource_688848-688883_p.csv.gz,184.287,188.570,-59.677,-58.162
GaiaSource_688884-688915_p.csv.gz,186.280,191.927,-60.432,-57.406
GaiaSource_688916-688947_p.csv.gz,188.574,192.855,-59.674,-58.162
GaiaSource_688948-688981_p.csv.gz,190.468,196.362,-58.919,-57.212
GaiaSource_688982-689023_p.csv.gz,192.275,196.265,-58.159,-55.879
GaiaSource_689024-689065_p.csv.gz,188.231,192.270,-58.917,-56.639
GaiaSource_689066-689116_p.csv.gz,188.185,195.650,-57.585,-55.493
GaiaSource_689117-689162_p.csv.gz,191.742,199.754,-60.433,-54.341
GaiaSource_689163-689188_p.csv.gz,197.352,201.426,-59.676,-58.162
GaiaSource_689189-689217_p.csv.gz,197.146,202.233,-59.294,-57.401
GaiaSource_689218-689250_p.csv.gz,200.693,204.540,-58.728,-56.640
GaiaSource_689251-689291_p.csv.gz,196.751,203.996,-58.917,-55.878
GaiaSource_689292-689326_p.csv.gz,196.366,200.453,-58.159,-56.642
GaiaSource_689327-689377_p.csv.gz,197.599,203.475,-57.398,-55.112
GaiaSource_689378-689428_p.csv.gz,199.568,207.046,-57.397,-54.344
GaiaSource_689429-689478_p.csv.gz,203.481,208.722,-56.635,-54.344
GaiaSource_689479-689544_p.csv.gz,203.102,210.000,-55.872,-52.804
GaiaSource_689545-689621_p.csv.gz,202.500,208.794,-55.296,-52.618
GaiaSource_689622-689689_p.csv.gz,196.001,208.647,-57.396,-51.262
GaiaSource_689690-689750_p.csv.gz,195.655,202.490,-56.636,-54.152
GaiaSource_689751-689828_p.csv.gz,195.163,202.378,-55.871,-52.805
GaiaSource_689829-689925_p.csv.gz,195.003,203.871,-54.725,-51.263
GaiaSource_689926-690023_p.csv.gz,201.609,207.684,-53.953,-50.487
GaiaSource_690024-690137_p.csv.gz,200.775,207.164,-52.798,-49.317
GaiaSource_690138-690202_p.csv.gz,180.000,206.422,-60.431,-48.148
GaiaSource_690203-690241_p.csv.gz,179.998,185.293,-59.676,-57.405
GaiaSource_690242-690295_p.csv.gz,184.093,188.179,-58.729,-56.258
GaiaSource_690296-690342_p.csv.gz,180.000,187.909,-58.918,-55.879
GaiaSource_690343-690400_p.csv.gz,180.000,187.825,-57.774,-55.110
GaiaSource_690401-690464_p.csv.gz,183.915,191.738,-57.395,-54.345
GaiaSource_690465-690542_p.csv.gz,187.827,194.998,-56.445,-53.582
GaiaSource_690543-690623_p.csv.gz,187.502,194.689,-55.866,-52.804
GaiaSource_690624-690705_p.csv.gz,179.999,194.395,-57.398,-51.260
GaiaSource_690706-690770_p.csv.gz,180.000,186.628,-56.635,-54.342
GaiaSource_690771-690846_p.csv.gz,180.000,187.498,-55.871,-52.805
GaiaSource_690847-690937_p.csv.gz,180.000,187.198,-55.107,-51.646
GaiaSource_690938-691043_p.csv.gz,185.297,193.842,-54.335,-50.483
GaiaSource_691185-691302_p.csv.gz,191.462,200.766,-54.335,-48.157
GaiaSource_691303-691436_p.csv.gz,193.851,200.373,-52.790,-48.928
GaiaSource_691437-691587_p.csv.gz,197.345,205.708,-51.251,-46.577
GaiaSource_691588-691712_p.csv.gz,193.782,204.823,-51.250,-45.002
GaiaSource_691713-691892_p.csv.gz,192.865,199.281,-51.061,-46.587
GaiaSource_691893-692119_p.csv.gz,194.217,203.999,-48.140,-43.414
GaiaSource_692120-692274_p.csv.gz,198.003,212.397,-54.337,-41.816
GaiaSource_692275-692370_p.csv.gz,208.238,214.612,-52.798,-49.707
GaiaSource_692371-692479_p.csv.gz,207.695,213.327,-52.025,-48.147
GaiaSource_692480-692577_p.csv.gz,213.335,218.566,-51.255,-47.360
GaiaSource_692578-692694_p.csv.gz,212.149,217.891,-49.698,-46.379
GaiaSource_692695-692818_p.csv.gz,206.675,217.069,-51.253,-45.000
GaiaSource_692819-692966_p.csv.gz,205.720,212.132,-49.701,-45.785
GaiaSource_692967-693129_p.csv.gz,207.936,215.997,-48.135,-43.411
GaiaSource_693130-693292_p.csv.gz,210.006,220.342,-48.135,-41.812
GaiaSource_693428-693584_p.csv.gz,216.893,224.460,-44.991,-41.813
GaiaSource_693585-693766_p.csv.gz,215.709,224.998,-44.990,-38.684
GaiaSource_693767-693981_p.csv.gz,213.754,219.369,-44.595,-39.653
GaiaSource_693982-694237_p.csv.gz,215.164,222.182,-41.802,-36.622
GaiaSource_694238-694455_p.csv.gz,204.003,220.252,-48.135,-35.689
GaiaSource_694456-694702_p.csv.gz,205.087,213.745,-44.990,-40.231
