filename,ra_min,ra_max,dec_min,dec_max
GaiaSource_384258-384632_p.csv.gz,97.033,106.862,22.029,27.271
GaiaSource_384633-384965_p.csv.gz,95.628,104.057,23.322,28.621
GaiaSource_384966-385514_p.csv.gz,75.955,102.655,9.610,29.990
GaiaSource_385515-386055_p.csv.gz,73.138,85.069,12.029,19.457
GaiaSource_386056-386353_p.csv.gz,81.573,88.588,14.792,19.464
GaiaSource_386354-386630_p.csv.gz,80.168,89.992,16.961,22.021
GaiaSource_386631-386952_p.csv.gz,78.759,87.176,18.217,23.310
GaiaSource_386953-387478_p.csv.gz,70.316,85.768,14.482,24.617
GaiaSource_387479-388085_p.csv.gz,67.514,77.333,16.965,24.117
GaiaSource_388086-388492_p.csv.gz,72.434,84.369,19.476,25.939
GaiaSource_388493-388906_p.csv.gz,73.143,82.959,22.038,27.275
GaiaSource_388907-389234_p.csv.gz,75.947,92.809,19.477,29.999
GaiaSource_389235-389475_p.csv.gz,87.189,95.622,20.746,25.276
GaiaSource_389476-389705_p.csv.gz,85.782,94.915,22.032,27.270
GaiaSource_389706-389956_p.csv.gz,84.384,91.930,23.323,27.277
GaiaSource_389957-390171_p.csv.gz,87.192,97.029,24.627,29.994
GaiaSource_390172-390461_p.csv.gz,92.817,99.837,25.286,29.982
GaiaSource_390462-390794_p.csv.gz,90.710,101.250,27.289,32.784
GaiaSource_390795-391119_p.csv.gz,90.005,98.426,29.315,34.226
GaiaSource_391120-391425_p.csv.gz,81.567,97.020,24.632,35.683
GaiaSource_391426-391647_p.csv.gz,84.379,89.996,27.449,32.088
GaiaSource_391648-391896_p.csv.gz,78.755,87.886,27.290,32.796
GaiaSource_391897-392136_p.csv.gz,80.163,87.185,30.005,34.221
GaiaSource_392137-392372_p.csv.gz,82.975,92.803,30.004,35.680
GaiaSource_392373-392688_p.csv.gz,87.895,95.621,32.798,37.915
GaiaSource_392689-392957_p.csv.gz,84.381,93.510,32.803,38.675
GaiaSource_392958-393300_p.csv.gz,86.840,182.629,-41.805,41.804
GaiaSource_393301-393942_p.csv.gz,174.384,185.607,-40.214,-32.807
GaiaSource_393943-394782_p.csv.gz,175.788,191.241,-35.679,-27.298
GaiaSource_394783-395711_p.csv.gz,171.569,188.436,-35.670,-24.635
GaiaSource_395712-396808_p.csv.gz,168.771,185.602,-32.775,-22.028
GaiaSource_396809-398019_p.csv.gz,174.392,196.864,-29.983,-19.476
GaiaSource_398020-399463_p.csv.gz,184.228,202.485,-24.607,-14.484
GaiaSource_399464-401059_p.csv.gz,180.024,196.856,-23.309,-12.039
GaiaSource_401060-402397_p.csv.gz,163.136,194.040,-29.986,-9.616
GaiaSource_402398-403911_p.csv.gz,160.331,179.983,-24.614,-14.488
GaiaSource_403912-405723_p.csv.gz,157.514,182.811,-22.002,-9.616
GaiaSource_405724-407724_p.csv.gz,171.576,191.236,-16.941,-4.795
GaiaSource_407725-409897_p.csv.gz,168.773,206.696,-19.467,-0.013
GaiaSource_409898-411611_p.csv.gz,196.897,213.733,-16.944,-5.685
GaiaSource_411612-413663_p.csv.gz,191.275,209.174,-14.454,-0.616
GaiaSource_413664-415451_p.csv.gz,201.101,224.992,-9.591,2.376
GaiaSource_415452-417656_p.csv.gz,202.519,222.180,-4.772,8.070
GaiaSource_417657-419980_p.csv.gz,183.519,215.496,-9.566,9.589
GaiaSource_419981-422586_p.csv.gz,180.028,208.094,-2.968,9.569
GaiaSource_422587-425371_p.csv.gz,191.278,213.727,4.793,15.694
GaiaSource_425372-427563_p.csv.gz,151.893,206.679,-19.462,19.434
GaiaSource_427564-429762_p.csv.gz,146.261,165.922,-14.460,-2.408
GaiaSource_429763-432522_p.csv.gz,153.293,179.995,-9.566,4.746
GaiaSource_432523-435127_p.csv.gz,140.634,174.339,-9.587,9.572
GaiaSource_435128-437342_p.csv.gz,135.027,157.474,-4.769,4.758
GaiaSource_437343-440355_p.csv.gz,140.660,168.733,0.016,14.458
GaiaSource_440356-443548_p.csv.gz,146.284,188.402,0.031,19.448
GaiaSource_443549-446880_p.csv.gz,168.778,196.840,4.823,19.448
GaiaSource_446881-450181_p.csv.gz,180.039,202.472,12.026,27.261
GaiaSource_450182-453970_p.csv.gz,157.522,194.042,9.606,29.978
GaiaSource_453971-458057_p.csv.gz,163.162,191.236,19.486,35.668
GaiaSource_458058-458769_p.csv.gz,174.421,271.052,-41.808,41.789
GaiaSource_458770-458787_p.csv.gz,268.946,271.405,-41.012,-39.453
GaiaSource_458788-458803_p.csv.gz,268.596,270.350,-40.619,-39.452
GaiaSource_458804-458820_p.csv.gz,269.297,271.932,-40.227,-38.682
GaiaSource_458821-458839_p.csv.gz,270.704,272.812,-39.835,-38.302
GaiaSource_458840-458855_p.csv.gz,270.352,272.459,-39.447,-37.923
GaiaSource_458856-458869_p.csv.gz,270.000,272.108,-39.062,-37.734
GaiaSource_458870-458882_p.csv.gz,268.245,271.933,-40.228,-37.169
GaiaSource_458883-458896_p.csv.gz,267.894,269.471,-39.838,-38.684
GaiaSource_458897-458909_p.csv.gz,268.596,269.998,-39.257,-38.112
GaiaSource_458910-458921_p.csv.gz,267.364,269.472,-39.448,-37.924
GaiaSource_458922-458933_p.csv.gz,267.187,269.297,-38.873,-37.735
GaiaSource_458934-458945_p.csv.gz,267.893,270.349,-38.680,-37.169
GaiaSource_458946-458957_p.csv.gz,269.298,270.702,-38.490,-37.357
GaiaSource_458958-458969_p.csv.gz,269.649,271.405,-37.921,-36.797
GaiaSource_458970-458980_p.csv.gz,268.947,271.054,-37.920,-36.424
GaiaSource_458981-458991_p.csv.gz,268.594,269.999,-37.544,-36.424
GaiaSource_458992-459002_p.csv.gz,269.298,270.703,-37.168,-36.054
GaiaSource_459003-459018_p.csv.gz,269.473,273.514,-38.681,-35.687
GaiaSource_459019-459037_p.csv.gz,272.286,274.215,-37.920,-36.611
GaiaSource_459038-459052_p.csv.gz,271.408,273.690,-37.921,-36.425
GaiaSource_459053-459066_p.csv.gz,271.760,273.514,-37.167,-36.054
GaiaSource_459067-459083_p.csv.gz,272.286,274.921,-37.168,-35.687
GaiaSource_459084-459103_p.csv.gz,273.869,275.624,-36.423,-34.954
GaiaSource_459104-459119_p.csv.gz,272.813,274.219,-36.422,-34.954
GaiaSource_459120-459135_p.csv.gz,273.516,274.922,-35.683,-34.229
GaiaSource_459136-459147_p.csv.gz,270.704,272.108,-37.168,-36.054
GaiaSource_459148-459159_p.csv.gz,271.056,272.811,-36.422,-35.320
GaiaSource_459160-459170_p.csv.gz,270.354,272.460,-36.422,-34.955
GaiaSource_459171-459181_p.csv.gz,270.001,271.405,-36.053,-35.137
GaiaSource_459182-459192_p.csv.gz,270.353,272.109,-35.684,-34.592
GaiaSource_459193-459204_p.csv.gz,270.703,273.338,-35.682,-34.230
GaiaSource_459205-459216_p.csv.gz,272.110,273.690,-35.319,-34.231
GaiaSource_459217-459229_p.csv.gz,272.813,274.217,-34.771,-33.691
GaiaSource_459230-459241_p.csv.gz,271.584,273.689,-34.953,-33.511
GaiaSource_459242-459252_p.csv.gz,271.407,273.338,-34.408,-33.510
GaiaSource_459253-459263_p.csv.gz,272.110,273.515,-33.867,-32.798
GaiaSource_459264-459275_p.csv.gz,266.486,267.889,-38.681,-37.546
GaiaSource_459276-459287_p.csv.gz,266.838,268.592,-37.921,-36.796
GaiaSource_459288-459299_p.csv.gz,266.135,268.241,-37.920,-36.425
GaiaSource_459300-459311_p.csv.gz,265.783,267.186,-37.543,-36.426
GaiaSource_459312-459323_p.csv.gz,266.485,267.890,-37.167,-36.054
GaiaSource_459324-459334_p.csv.gz,266.838,269.295,-37.168,-35.687
GaiaSource_459335-459345_p.csv.gz,267.891,269.648,-36.795,-35.686
GaiaSource_459346-459356_p.csv.gz,268.596,269.999,-36.238,-35.320
GaiaSource_459357-459366_p.csv.gz,267.540,269.648,-36.423,-34.956
GaiaSource_459367-459376_p.csv.gz,267.188,268.769,-36.052,-34.955
GaiaSource_459377-459387_p.csv.gz,267.891,269.296,-35.502,-34.591
GaiaSource_459388-459401_p.csv.gz,265.257,268.945,-37.167,-34.230
GaiaSource_459402-459414_p.csv.gz,265.079,267.186,-36.607,-35.503
GaiaSource_459415-459427_p.csv.gz,264.727,267.010,-36.421,-34.954
GaiaSource_459428-459440_p.csv.gz,264.376,265.956,-36.053,-34.955
GaiaSource_459441-459452_p.csv.gz,265.081,266.483,-35.501,-34.592
GaiaSource_459453-459463_p.csv.gz,265.431,267.890,-35.685,-34.230
GaiaSource_459464-459474_p.csv.gz,266.485,268.242,-35.318,-34.230
GaiaSource_459475-459486_p.csv.gz,267.187,268.593,-34.590,-33.690
GaiaSource_459487-459497_p.csv.gz,265.958,268.066,-34.953,-33.511
GaiaSource_459498-459509_p.csv.gz,265.783,267.889,-34.408,-33.332
GaiaSource_459510-459521_p.csv.gz,266.485,270.351,-35.685,-32.800
GaiaSource_459522-459531_p.csv.gz,269.298,270.701,-35.502,-34.592
GaiaSource_459532-459542_p.csv.gz,269.650,271.406,-34.953,-34.049
GaiaSource_459543-459553_p.csv.gz,269.123,271.230,-34.952,-33.511
GaiaSource_459554-459563_p.csv.gz,268.596,269.998,-34.771,-33.870
GaiaSource_459564-459574_p.csv.gz,268.946,270.703,-34.228,-33.332
GaiaSource_459575-459585_p.csv.gz,269.297,271.758,-34.228,-32.798
GaiaSource_459586-459596_p.csv.gz,270.704,272.108,-34.047,-33.153
GaiaSource_459597-459607_p.csv.gz,271.057,272.812,-33.509,-32.444
GaiaSource_459608-459618_p.csv.gz,270.352,272.460,-33.509,-32.091
GaiaSource_459619-459629_p.csv.gz,270.001,271.406,-33.153,-32.267
GaiaSource_459630-459640_p.csv.gz,270.353,272.108,-32.797,-31.739
GaiaSource_459641-459651_p.csv.gz,268.244,271.757,-34.228,-31.389
GaiaSource_459652-459663_p.csv.gz,267.892,269.296,-33.868,-32.798
GaiaSource_459664-459674_p.csv.gz,268.595,269.999,-33.509,-32.443
GaiaSource_459675-459686_p.csv.gz,267.541,269.646,-33.510,-32.090
GaiaSource_459687-459698_p.csv.gz,267.188,268.943,-33.151,-32.091
GaiaSource_459699-459709_p.csv.gz,267.892,269.296,-32.442,-31.564
GaiaSource_459710-459720_p.csv.gz,268.244,270.702,-32.797,-31.390
GaiaSource_459721-459732_p.csv.gz,269.298,271.229,-32.266,-31.389
GaiaSource_459733-459744_p.csv.gz,269.122,271.405,-32.088,-30.692
GaiaSource_459745-459755_p.csv.gz,268.595,270.000,-31.914,-31.040
GaiaSource_459756-459766_p.csv.gz,268.946,270.703,-31.388,-30.518
GaiaSource_459767-459779_p.csv.gz,269.297,275.976,-35.682,-30.001
GaiaSource_459780-459800_p.csv.gz,274.924,277.028,-35.317,-33.871
GaiaSource_459801-459817_p.csv.gz,274.396,276.678,-34.952,-33.510
GaiaSource_459818-459833_p.csv.gz,274.220,276.324,-34.409,-33.154
GaiaSource_459834-459853_p.csv.gz,274.923,277.732,-34.229,-32.798
GaiaSource_459854-459874_p.csv.gz,275.978,278.436,-33.508,-32.091
GaiaSource_459875-459892_p.csv.gz,275.625,277.556,-33.152,-32.091
GaiaSource_459893-459908_p.csv.gz,273.867,277.734,-34.228,-31.391
GaiaSource_459909-459921_p.csv.gz,273.516,275.272,-33.868,-32.799
GaiaSource_459922-459934_p.csv.gz,274.219,275.624,-33.330,-32.267
GaiaSource_459935-459946_p.csv.gz,272.813,275.095,-33.509,-32.091
GaiaSource_459947-459958_p.csv.gz,272.990,274.922,-32.796,-31.915
GaiaSource_459959-459971_p.csv.gz,273.517,275.976,-32.795,-31.389
GaiaSource_459972-459986_p.csv.gz,274.922,276.677,-32.442,-31.389
GaiaSource_459987-460000_p.csv.gz,274.746,277.031,-32.088,-30.692
GaiaSource_460001-460012_p.csv.gz,274.220,275.623,-31.913,-31.040
GaiaSource_460013-460024_p.csv.gz,274.572,276.327,-31.388,-30.346
GaiaSource_460025-460041_p.csv.gz,274.923,279.138,-32.794,-30.001
GaiaSource_460042-460064_p.csv.gz,277.560,279.843,-32.264,-30.694
GaiaSource_460065-460082_p.csv.gz,277.034,278.787,-31.911,-30.692
GaiaSource_460083-460104_p.csv.gz,277.737,280.544,-31.385,-30.002
GaiaSource_460105-460129_p.csv.gz,278.966,281.248,-30.863,-29.315
GaiaSource_460130-460150_p.csv.gz,278.438,280.545,-30.516,-29.143
GaiaSource_460151-460168_p.csv.gz,276.507,280.370,-31.387,-28.632
GaiaSource_460169-460183_p.csv.gz,276.329,278.436,-30.865,-29.657
GaiaSource_460184-460197_p.csv.gz,275.977,278.084,-30.690,-29.316
GaiaSource_460198-460210_p.csv.gz,275.627,277.382,-30.345,-29.314
GaiaSource_460211-460223_p.csv.gz,276.330,277.732,-29.656,-28.632
GaiaSource_460224-460241_p.csv.gz,277.736,279.491,-29.999,-28.633
GaiaSource_460242-460258_p.csv.gz,277.384,279.843,-29.312,-27.955
GaiaSource_460259-460272_p.csv.gz,277.032,278.612,-28.970,-27.954
GaiaSource_460273-460287_p.csv.gz,277.735,279.139,-28.460,-27.282
GaiaSource_460288-460298_p.csv.gz,272.110,273.513,-32.797,-31.741
GaiaSource_460299-460309_p.csv.gz,272.287,274.217,-32.089,-31.214
GaiaSource_460310-460320_p.csv.gz,271.934,274.046,-32.089,-30.693
GaiaSource_460321-460331_p.csv.gz,271.407,272.812,-31.913,-31.040
GaiaSource_460332-460342_p.csv.gz,271.759,273.515,-31.387,-30.519
GaiaSource_460343-460353_p.csv.gz,272.110,274.569,-31.388,-30.001
GaiaSource_460354-460364_p.csv.gz,273.517,274.921,-31.213,-30.346
GaiaSource_460365-460375_p.csv.gz,273.868,275.623,-30.691,-29.658
GaiaSource_460376-460386_p.csv.gz,273.166,275.273,-30.690,-29.314
GaiaSource_460387-460397_p.csv.gz,272.813,274.218,-30.344,-29.485
GaiaSource_460398-460408_p.csv.gz,273.165,274.921,-29.999,-28.972
GaiaSource_460409-460419_p.csv.gz,271.057,274.570,-31.387,-28.631
GaiaSource_460420-460430_p.csv.gz,270.704,272.108,-31.038,-30.173
GaiaSource_460431-460441_p.csv.gz,271.231,272.812,-30.690,-29.657
GaiaSource_460442-460452_p.csv.gz,270.353,272.460,-30.692,-29.315
GaiaSource_460453-460463_p.csv.gz,270.000,271.405,-30.344,-29.314
GaiaSource_460464-460474_p.csv.gz,270.705,272.109,-29.999,-28.973
GaiaSource_460475-460484_p.csv.gz,270.880,273.340,-29.998,-28.632
GaiaSource_460485-460495_p.csv.gz,272.110,273.514,-29.655,-28.632
GaiaSource_460496-460506_p.csv.gz,272.813,274.218,-29.312,-28.292
GaiaSource_460507-460517_p.csv.gz,271.760,273.867,-29.313,-27.954
GaiaSource_460518-460527_p.csv.gz,271.407,272.635,-28.971,-27.954
GaiaSource_460528-460538_p.csv.gz,272.110,273.514,-28.630,-27.617
GaiaSource_460539-460549_p.csv.gz,272.286,276.326,-29.999,-27.279
GaiaSource_460550-460560_p.csv.gz,274.922,276.503,-29.656,-28.632
GaiaSource_460561-460571_p.csv.gz,275.626,277.029,-29.141,-28.292
GaiaSource_460572-460582_p.csv.gz,274.571,276.680,-29.313,-27.954
GaiaSource_460583-460593_p.csv.gz,274.219,275.975,-28.971,-27.955
GaiaSource_460594-460604_p.csv.gz,274.922,276.328,-28.459,-27.616
GaiaSource_460605-460616_p.csv.gz,275.275,277.733,-28.629,-27.281
GaiaSource_460617-460629_p.csv.gz,276.329,278.435,-28.122,-27.114
GaiaSource_460630-460641_p.csv.gz,276.153,278.261,-27.952,-26.610
GaiaSource_460642-460652_p.csv.gz,275.625,277.030,-27.783,-26.945
GaiaSource_460653-460664_p.csv.gz,275.977,277.733,-27.277,-26.279
GaiaSource_460665-460675_p.csv.gz,273.868,277.382,-28.630,-25.946
GaiaSource_460676-460686_p.csv.gz,273.516,274.921,-28.291,-27.448
GaiaSource_460687-460697_p.csv.gz,274.043,275.624,-27.953,-26.945
GaiaSource_460698-460708_p.csv.gz,273.165,275.273,-27.952,-26.611
GaiaSource_460709-460719_p.csv.gz,272.813,274.218,-27.614,-26.611
GaiaSource_460720-460730_p.csv.gz,273.516,274.920,-27.278,-26.277
GaiaSource_460731-460740_p.csv.gz,273.692,276.151,-27.278,-25.945
GaiaSource_460741-460751_p.csv.gz,274.924,276.327,-26.944,-25.945
GaiaSource_460752-460762_p.csv.gz,275.626,277.031,-26.610,-25.614
GaiaSource_460763-460773_p.csv.gz,274.572,276.679,-26.610,-25.283
GaiaSource_460774-460784_p.csv.gz,274.219,275.800,-26.276,-25.283
GaiaSource_460785-460795_p.csv.gz,274.923,276.328,-25.778,-24.955
GaiaSource_460796-460809_p.csv.gz,263.849,275.976,-35.684,-24.625
GaiaSource_460810-460823_p.csv.gz,263.673,265.781,-35.136,-33.869
GaiaSource_460824-460841_p.csv.gz,263.148,265.428,-34.951,-33.511
GaiaSource_460842-460864_p.csv.gz,262.971,265.956,-34.405,-32.801
GaiaSource_460865-460879_p.csv.gz,265.079,266.483,-34.048,-32.800
GaiaSource_460880-460899_p.csv.gz,264.728,267.186,-33.509,-32.092
GaiaSource_460900-460941_p.csv.gz,262.270,266.481,-34.225,-31.393
GaiaSource_460942-460995_p.csv.gz,261.567,264.721,-33.508,-31.391
GaiaSource_460996-461057_p.csv.gz,262.970,267.537,-32.797,-30.003
GaiaSource_461058-461084_p.csv.gz,266.487,268.593,-32.615,-31.039
GaiaSource_461085-461111_p.csv.gz,265.783,268.242,-32.088,-30.346
GaiaSource_461112-461127_p.csv.gz,266.487,269.296,-31.388,-30.002
GaiaSource_461128-461139_p.csv.gz,267.891,269.648,-31.039,-30.000
GaiaSource_461140-461150_p.csv.gz,268.594,269.998,-30.344,-29.485
GaiaSource_461151-461161_p.csv.gz,267.364,269.471,-30.691,-29.315
GaiaSource_461162-461172_p.csv.gz,267.189,269.120,-30.170,-29.314
GaiaSource_461173-461183_p.csv.gz,267.892,269.297,-29.655,-28.631
GaiaSource_461184-461253_p.csv.gz,264.377,267.890,-31.383,-28.633
GaiaSource_461254-461275_p.csv.gz,266.487,268.593,-29.652,-28.292
GaiaSource_461276-461325_p.csv.gz,260.860,268.240,-32.793,-27.283
GaiaSource_461326-461348_p.csv.gz,260.509,262.969,-32.089,-30.694
GaiaSource_461349-461373_p.csv.gz,260.156,262.264,-31.737,-30.175
GaiaSource_461374-461389_p.csv.gz,261.214,263.670,-31.387,-30.001
GaiaSource_461390-461403_p.csv.gz,262.618,264.374,-30.691,-29.657
GaiaSource_461404-461416_p.csv.gz,261.739,264.022,-30.688,-29.315
GaiaSource_461417-461429_p.csv.gz,261.563,263.670,-30.171,-29.145
GaiaSource_461430-461447_p.csv.gz,259.807,263.494,-31.386,-28.632
GaiaSource_461448-461462_p.csv.gz,259.454,261.562,-31.037,-29.829
GaiaSource_461463-461475_p.csv.gz,259.103,261.386,-30.690,-29.314
GaiaSource_461476-461487_p.csv.gz,258.751,260.155,-30.345,-29.314
GaiaSource_461488-461499_p.csv.gz,259.455,260.857,-29.998,-28.971
GaiaSource_461500-461512_p.csv.gz,259.805,262.265,-29.998,-28.633
GaiaSource_461513-461524_p.csv.gz,260.860,262.792,-29.484,-28.631
GaiaSource_461525-461537_p.csv.gz,260.685,262.968,-29.311,-27.955
GaiaSource_461538-461553_p.csv.gz,260.158,261.913,-29.142,-27.954
GaiaSource_461554-461567_p.csv.gz,260.861,262.264,-28.458,-27.283
GaiaSource_461568-461582_p.csv.gz,263.673,265.075,-29.999,-28.801
GaiaSource_461583-461601_p.csv.gz,263.498,265.774,-29.312,-27.957
GaiaSource_461602-461616_p.csv.gz,262.970,264.550,-29.140,-27.954
GaiaSource_461617-461632_p.csv.gz,263.674,265.949,-28.619,-27.281
GaiaSource_461633-461658_p.csv.gz,265.080,267.183,-28.461,-26.946
GaiaSource_461659-461672_p.csv.gz,264.551,266.834,-27.952,-26.611
GaiaSource_461673-461687_p.csv.gz,264.376,266.483,-27.447,-26.278
GaiaSource_461688-461701_p.csv.gz,262.620,266.132,-28.630,-25.946
GaiaSource_461702-461715_p.csv.gz,262.267,264.023,-28.291,-27.281
GaiaSource_461716-461730_p.csv.gz,261.916,264.373,-27.951,-26.612
GaiaSource_461731-461755_p.csv.gz,261.564,263.669,-27.615,-26.279
GaiaSource_461756-461775_p.csv.gz,262.619,265.077,-27.278,-25.947
GaiaSource_461776-461792_p.csv.gz,263.497,265.780,-26.610,-25.286
GaiaSource_461793-461823_p.csv.gz,262.972,265.077,-26.442,-24.627
GaiaSource_461824-461834_p.csv.gz,269.298,270.701,-29.999,-28.974
GaiaSource_461835-461844_p.csv.gz,269.473,271.230,-29.312,-28.632
GaiaSource_461845-461855_p.csv.gz,270.000,271.405,-28.971,-27.954
GaiaSource_461856-461866_p.csv.gz,268.595,269.999,-29.313,-28.293
GaiaSource_461867-461877_p.csv.gz,268.771,270.702,-28.630,-27.787
GaiaSource_461878-461888_p.csv.gz,269.298,271.581,-28.630,-27.281
GaiaSource_461889-461899_p.csv.gz,270.704,272.108,-28.461,-27.617
GaiaSource_461900-461910_p.csv.gz,271.056,272.812,-27.952,-27.112
GaiaSource_461911-461921_p.csv.gz,270.529,272.636,-27.952,-26.611
GaiaSource_461922-461932_p.csv.gz,270.001,271.405,-27.783,-26.945
GaiaSource_461933-461943_p.csv.gz,270.353,272.109,-27.279,-26.278
GaiaSource_461944-461955_p.csv.gz,268.244,271.757,-28.630,-25.945
GaiaSource_461956-461972_p.csv.gz,267.893,269.823,-28.291,-27.280
GaiaSource_461973-462015_p.csv.gz,267.192,269.999,-27.951,-25.946
GaiaSource_462016-462031_p.csv.gz,269.298,270.701,-27.279,-25.947
GaiaSource_462032-462055_p.csv.gz,268.946,271.405,-26.610,-25.283
GaiaSource_462056-462083_p.csv.gz,268.597,273.163,-27.279,-24.627
GaiaSource_462084-462094_p.csv.gz,272.110,273.515,-26.944,-26.111
GaiaSource_462095-462105_p.csv.gz,272.638,274.218,-26.609,-25.614
GaiaSource_462106-462116_p.csv.gz,271.758,273.866,-26.609,-25.284
GaiaSource_462117-462127_p.csv.gz,271.407,272.811,-26.276,-25.284
GaiaSource_462128-462139_p.csv.gz,272.110,273.515,-25.944,-24.954
GaiaSource_462140-462151_p.csv.gz,272.462,274.921,-25.943,-24.626
GaiaSource_462152-462162_p.csv.gz,273.517,275.272,-25.612,-24.625
GaiaSource_462163-462172_p.csv.gz,274.220,275.623,-24.952,-24.297
GaiaSource_462173-462184_p.csv.gz,272.990,275.273,-25.283,-23.971
GaiaSource_462185-462197_p.csv.gz,272.816,274.921,-24.787,-23.807
GaiaSource_462198-462208_p.csv.gz,271.232,274.746,-25.944,-23.319
GaiaSource_462209-462224_p.csv.gz,270.705,272.284,-25.778,-24.624
GaiaSource_462225-462254_p.csv.gz,270.002,272.812,-25.280,-23.973
GaiaSource_462255-462285_p.csv.gz,270.530,273.515,-24.623,-23.322
GaiaSource_462286-462299_p.csv.gz,272.465,274.218,-23.969,-22.994
GaiaSource_462300-462321_p.csv.gz,271.408,273.867,-23.967,-22.671
GaiaSource_462322-462347_p.csv.gz,266.485,273.513,-27.274,-22.027
GaiaSource_462348-462377_p.csv.gz,265.958,268.590,-26.609,-25.285
GaiaSource_462378-462401_p.csv.gz,265.783,268.940,-26.110,-24.628
GaiaSource_462402-462443_p.csv.gz,267.189,269.999,-25.776,-23.972
GaiaSource_462444-462467_p.csv.gz,265.431,269.295,-25.944,-23.319
GaiaSource_462468-462482_p.csv.gz,265.080,266.835,-25.612,-24.626
GaiaSource_462483-462496_p.csv.gz,264.903,267.186,-25.282,-23.971
GaiaSource_462497-462509_p.csv.gz,264.376,265.781,-25.117,-24.136
GaiaSource_462510-462521_p.csv.gz,264.729,266.483,-24.623,-23.645
GaiaSource_462522-462534_p.csv.gz,265.080,267.889,-24.624,-23.319
GaiaSource_462535-462547_p.csv.gz,266.487,268.240,-24.296,-23.319
GaiaSource_462548-462560_p.csv.gz,266.309,268.592,-23.969,-22.670
GaiaSource_462561-462571_p.csv.gz,265.783,267.187,-23.805,-22.994
GaiaSource_462572-462583_p.csv.gz,266.135,267.890,-23.317,-22.347
GaiaSource_462584-462612_p.csv.gz,266.487,271.228,-24.623,-22.026
GaiaSource_462613-462653_p.csv.gz,268.595,271.402,-23.965,-22.190
GaiaSource_462654-462702_p.csv.gz,269.653,272.811,-23.317,-21.383
GaiaSource_462703-462731_p.csv.gz,267.891,272.107,-23.318,-20.747
GaiaSource_462732-462754_p.csv.gz,267.541,269.996,-22.669,-21.384
GaiaSource_462755-462768_p.csv.gz,267.189,268.766,-22.346,-21.384
GaiaSource_462769-462784_p.csv.gz,267.892,270.171,-22.023,-20.743
GaiaSource_462785-462817_p.csv.gz,269.122,271.406,-21.863,-20.107
GaiaSource_462818-462831_p.csv.gz,268.595,269.998,-21.221,-20.107
GaiaSource_462832-462858_p.csv.gz,269.299,281.951,-29.997,-19.472
GaiaSource_462859-462887_p.csv.gz,280.197,282.655,-29.312,-27.957
GaiaSource_462888-462913_p.csv.gz,279.846,283.006,-28.970,-27.282
GaiaSource_462914-462954_p.csv.gz,281.251,284.057,-28.457,-26.616
GaiaSource_462955-462984_p.csv.gz,279.319,283.358,-28.628,-25.946
GaiaSource_462985-463007_p.csv.gz,279.143,281.248,-28.121,-26.612
GaiaSource_463008-463024_p.csv.gz,278.439,280.016,-27.953,-26.613
GaiaSource_463025-463048_p.csv.gz,279.143,281.953,-27.277,-25.948
GaiaSource_463049-463078_p.csv.gz,280.196,282.655,-26.776,-25.284
GaiaSource_463079-463105_p.csv.gz,279.844,284.414,-27.278,-24.626
GaiaSource_463106-463160_p.csv.gz,282.658,285.465,-27.108,-24.957
GaiaSource_463161-463223_p.csv.gz,283.363,286.873,-25.943,-23.646
GaiaSource_463224-463267_p.csv.gz,281.603,285.815,-25.942,-23.318
GaiaSource_463268-463307_p.csv.gz,281.251,284.763,-24.952,-23.319
GaiaSource_463308-463352_p.csv.gz,282.659,285.465,-23.969,-22.348
GaiaSource_463353-463371_p.csv.gz,277.736,284.412,-27.277,-22.026
GaiaSource_463372-463390_p.csv.gz,278.087,279.843,-26.610,-25.448
GaiaSource_463391-463403_p.csv.gz,277.033,279.314,-26.610,-25.284
GaiaSource_463404-463417_p.csv.gz,277.384,279.138,-25.943,-24.956
GaiaSource_463418-463434_p.csv.gz,277.735,280.544,-25.942,-24.624
GaiaSource_463435-463455_p.csv.gz,279.318,281.248,-25.282,-23.972
GaiaSource_463456-463471_p.csv.gz,278.438,279.843,-25.281,-23.971
GaiaSource_463472-463488_p.csv.gz,276.856,280.545,-25.943,-23.321
GaiaSource_463489-463500_p.csv.gz,276.330,277.734,-25.778,-24.954
GaiaSource_463501-463512_p.csv.gz,276.680,278.436,-25.281,-24.297
GaiaSource_463513-463524_p.csv.gz,275.978,278.085,-25.281,-23.972
GaiaSource_463525-463535_p.csv.gz,275.625,277.031,-24.952,-23.970
GaiaSource_463536-463548_p.csv.gz,276.330,277.733,-24.623,-23.644
GaiaSource_463549-463561_p.csv.gz,276.683,279.140,-24.624,-23.319
GaiaSource_463562-463575_p.csv.gz,277.735,279.842,-24.131,-22.996
GaiaSource_463576-463589_p.csv.gz,277.385,279.491,-23.969,-22.671
GaiaSource_463590-463602_p.csv.gz,277.032,278.787,-23.641,-22.671
GaiaSource_463603-463615_p.csv.gz,277.735,279.139,-22.992,-22.026
GaiaSource_463616-463646_p.csv.gz,280.550,282.653,-24.624,-22.833
GaiaSource_463647-463668_p.csv.gz,279.844,282.127,-23.968,-22.670
GaiaSource_463669-463701_p.csv.gz,280.549,284.059,-23.317,-21.865
GaiaSource_463702-463734_p.csv.gz,281.252,283.886,-22.669,-21.224
GaiaSource_463735-463755_p.csv.gz,279.141,283.181,-23.316,-20.745
