DB,ID,RA_ICRS,DE_ICRS,GLON,GLAT,plx,pmRA,pmDE,distmod,extin,logage,FeH
1234,Alessi_19,274.741,12.2568,40.35332,12.68684,1.712,-1.005,-7.051,8.79,0.406_0.31_0.04_nan,7.76,0.13
1234,Alessi_2,71.565,55.23427,152.29147,6.37163,1.586,-0.904,-1.046,8.93,0.814_0.52_0.15_nan,8.6,0.06
123,Alessi_20,2.63,58.742,117.63345,-3.70817,2.313,8.168,-2.365,8.07,1.002_0.6_0.381_nan,6.99,-0.1
123,Alessi_21,107.68,-9.363,223.45311,-0.02234,1.719,-5.475,2.602,8.78,0.37_0.29_0.073_nan,7.82,-0.01
124,Alessi_24,260.87822,-62.7844,328.93208,-14.66405,2.061,-0.484,-8.966,8.46,0.245_0.34_nan_nan,8.16,0.08
1234,Alessi_3,109.08585,-46.37596,257.61748,-15.27686,3.562,-9.875,12.014,7.22,0.178_0.14_0.11_nan,8.87,-0.17
124,Alessi_31,267.6891,-11.8817,15.30953,7.70242,1.48,-1.176,-4.107,9.17,2.147_1.75_nan_nan,8.22,0.36
124,Alessi_37,341.99324,46.3276,101.74558,-11.40316,1.38,0.353,-1.574,9.23,0.676_0.47_nan_nan,8.25,0.06
12,Alessi_43,132.631,-41.7505,262.55584,1.49322,1.03,-5.524,3.858,9.84,0.912_0.99_nan_nan,6.91,-0.05
124,Alessi_44,295.48132,1.52528,40.13546,-10.50199,1.5,0.477,-2.326,9.14,1.075_0.71_nan_nan,8.2,0.03
1234,Alessi_5,160.819,-61.1417,288.08656,-2.01959,2.496,-15.363,2.503,7.98,0.404_0.62_0.208_nan,7.78,-0.16
1234,Alessi_53,97.34646,9.17774,202.25854,-0.66922,0.174,0.469,-0.237,13.15,1.984_1.93_0.635_nan,7.88,-0.2
1234,Alessi_59,103.078,2.19333,211.07921,1.1943,0.213,-0.54,0.22,11.71,1.625_nan_0.77_nan,7.88,-0.09
1234,Alessi_6,220.07017,-66.12368,313.64865,-5.54303,1.1,-10.472,-5.559,9.69,0.879_0.7_0.189_nan,8.63,-0.0
1234,Alessi_60,105.62068,-1.1202,215.18905,1.94563,0.337,-0.83,-0.653,11.99,0.972_0.83_0.208_nan,8.5,-0.15
1234,Alessi_62,283.965,21.58878,52.78326,8.73179,1.592,0.245,-1.095,8.95,0.846_0.78_0.167_nan,8.95,0.1
124,Alessi_8,232.40043,-51.227,326.49672,4.26135,1.479,-5.893,-5.732,9.13,0.384_0.19_nan_nan,8.11,0.07
1234,Alessi_9,265.98346,-47.18231,344.13766,-9.14136,4.808,9.929,-9.157,6.58,0.155_0.0_0.104_nan,8.55,-0.29
124,Alessi_Teutsch_11,304.12952,52.051,87.43588,9.26649,1.517,-0.139,-1.281,9.02,0.221_0.37_nan_nan,8.21,0.07
124,Alessi_Teutsch_12,255.4293,-58.981,330.63811,-10.34066,1.63,-2.152,-8.949,8.97,0.476_0.35_nan_nan,7.94,-0.06
124,Alessi_Teutsch_3,118.24054,-53.05083,266.45634,-12.85663,1.42,-5.371,8.917,9.19,0.696_0.47_nan_nan,8.11,0.01
124,Alessi_Teutsch_5,332.16324,61.0962,104.5104,4.18862,1.119,-1.919,-3.206,9.74,1.253_1.02_nan_nan,7.17,-0.05
124,Alessi_Teutsch_8,180.68934,-60.935,297.052,1.37978,0.969,-6.627,1.633,9.96,0.63_0.49_nan_nan,8.17,0.15
1234,Antalova_2,262.43753,-32.53125,355.13774,0.95172,0.844,2.037,-1.621,10.12,1.167_1.15_3.727_nan,6.92,0.01
1234,Archinal_1,283.709,5.55151,38.26075,1.77523,0.537,-0.286,-1.578,9.71,4.57_nan_1.52_nan,7.51,0.12
123,Aveni_Hunter_1,354.234,48.205,110.32208,-12.83424,2.339,-0.07,-2.196,8.02,0.503_0.75_0.1_nan,7.02,-0.14
123,BDSB91,96.321,-10.551,219.46901,-10.55186,1.026,-3.101,1.15,9.8,1.471_1.8_1.353_nan,6.74,0.01
123,BDSB93,104.296,-8.202,220.88783,-2.4627,0.76,-2.389,1.021,10.05,2.226_1.77_0.666_nan,7.08,-0.11
12,BDSB96,106.332,-12.32455,225.47457,-2.55998,0.853,-3.779,1.06,10.3,1.483_1.22_nan_nan,6.89,-0.14
1234,BH_111,167.28009,-63.8323,291.93842,-3.16619,0.336,-8.176,2.935,11.98,1.436_1.28_0.416_nan,8.35,0.07
123,BH_121,174.593,-63.3771,294.85428,-1.65704,0.388,-6.0,0.63,11.76,1.281_1.11_0.5_nan,6.64,-0.09
1234,BH_132,186.74677,-64.06125,300.26156,-1.31635,0.364,-6.222,-0.177,11.69,1.589_1.24_0.479_nan,8.2,0.28
12,BH_151,205.051,-61.7313,308.67235,0.59572,0.167,-5.86,-1.874,13.23,4.104_4.06_nan_nan,6.99,0.34
1234,BH_164,222.05742,-66.4138,314.25386,-6.14405,2.359,-7.368,-10.677,8.1,0.43_0.17_0.312_nan,7.51,0.13
1234,BH_19,121.769,-32.35213,249.87966,-0.0203,0.198,-2.89,3.547,12.79,2.427_1.96_0.729_nan,8.51,-0.1
1234,BH_200,252.484,-44.19176,341.14547,0.27681,0.412,-0.037,-1.132,11.5,2.551_2.02_1.041_nan,7.52,0.12
124,BH_202,253.7837,-40.947,344.2612,1.59551,0.553,-1.87,-3.795,11.06,1.894_1.84_nan_nan,8.67,0.12
12,BH_205,254.053,-40.63635,344.6312,1.63138,0.571,-0.147,-1.09,11.03,1.376_1.23_nan_nan,6.83,0.11
1234,BH_211,255.546,-41.1115,344.95667,0.45057,0.517,-0.671,-1.951,11.07,2.388_2.18_1.072_nan,8.63,0.12
1234,BH_217,259.071,-40.81455,346.7817,-1.50965,0.312,-0.661,-1.826,11.64,3.349_3.27_1.301_nan,7.54,0.24
1234,BH_221,259.65698,-32.32579,353.98655,3.00758,0.886,2.007,-1.586,10.11,1.041_1.09_0.2_nan,7.07,0.0
12,BH_23,123.449,-36.28565,253.93242,-1.00665,2.248,-7.106,7.345,8.26,0.233_0.0_nan_nan,7.43,-0.05
124,BH_245,266.55663,-29.7,359.41659,-0.51044,0.34,-0.506,-2.172,12.11,4.688_nan_nan_nan,7.11,0.12
1234,BH_37,128.947,-43.61155,262.34607,-1.78561,0.249,-3.467,3.958,12.68,3.319_3.4_1.457_nan,8.24,-0.07
123,BH_54,132.4175,-44.3542,264.47088,-0.27791,0.418,-4.791,5.307,11.63,2.641_2.53_0.729_nan,6.94,0.31
1234,BH_55,134.042,-39.51648,261.52528,3.74649,0.186,-3.992,3.14,13.33,1.789_1.22_2.155_nan,9.36,-0.12
1234,BH_56,134.28,-43.22436,264.46708,1.47821,1.079,-5.557,5.439,9.62,0.837_0.7_0.198_nan,7.25,-0.02
1234,BH_72,142.84496,-53.0375,275.49248,-1.17264,0.102,-4.648,3.297,13.16,2.529_2.53_0.5_nan,8.7,-0.06
1234,BH_78,145.952,-56.5724,279.18472,-2.61405,0.146,-3.651,2.748,13.66,3.006_3.15_1.249_nan,8.6,0.15
123,BH_84,150.3345,-58.2173,282.05764,-2.41543,0.192,-4.827,3.289,11.9,1.691_2.09_0.5_nan,8.13,0.2
1234,BH_85,150.465,-49.56736,276.91396,4.54241,0.104,-5.689,4.676,13.87,1.22_1.1_0.833_nan,9.36,-0.03
123,BH_87,151.144,-55.386,280.72232,0.12037,0.419,-6.35,2.598,11.39,1.845_1.36_0.729_nan,7.35,0.03
134,BH_88,151.5709,-51.595,278.68912,3.33082,0.386,-7.618,6.126,10.03,1.612_nan_0.541_nan,8.93,-0.14
123,BH_90,153.0545,-58.069,283.13443,-1.45389,0.36,-5.385,2.309,11.8,1.785_1.39_0.541_nan,8.31,-0.02
1234,BH_92,154.779,-56.424,282.9875,0.43142,0.39,-5.892,3.446,11.76,1.889_1.33_0.187_nan,8.33,-0.1
123,BH_99,159.509,-59.1498,286.55658,-0.58677,2.219,-14.449,0.919,8.23,0.267_0.34_0.104_nan,7.98,45.1
123,Barkhatova_1,313.4155,46.037,86.21569,0.80916,0.474,-2.44,-4.452,11.35,1.754_1.18_0.312_nan,8.42,0.05
1234,Basel_1,282.036,-5.8705,27.33074,-1.94353,0.528,-0.079,-4.521,10.91,1.586_1.24_0.541_nan,8.25,0.1
1234,Basel_10,34.873,58.304,134.30183,-2.61055,0.441,-0.48,-0.815,11.56,2.098_1.66_0.77_nan,7.85,0.1
1234,Basel_11a,109.296,-13.9813,228.27819,-0.76515,0.71,-1.581,0.929,10.67,0.645_0.33_0.208_nan,7.9,-0.04
1234,Basel_11b,89.54715,21.9739,187.43469,-1.11269,0.523,1.048,-4.137,11.13,1.88_1.56_0.312_nan,8.44,0.04
123,Basel_17,167.641,-59.047,290.26979,1.3223,0.438,-6.628,2.163,11.44,0.839_0.45_0.16_nan,7.98,0.04
123,Basel_18,201.9675,-62.3088,307.15053,0.26417,0.512,-5.01,-2.061,11.27,1.115_0.65_0.51_nan,7.44,0.14
1234,Basel_4,87.242,30.19517,179.30004,1.27482,0.282,0.835,-1.809,12.26,1.78_1.48_0.5_nan,8.3,-0.18
1234,Basel_8,98.55,8.02405,203.83172,-0.14737,0.624,-0.134,-2.373,10.82,1.083_0.64_0.375_nan,7.84,0.03
123,Berkeley_1,2.4245,60.4689,117.80705,-1.98685,0.238,-2.758,-0.18,12.72,2.154_1.52_0.904_nan,8.48,-0.09
1234,Berkeley_10,54.894,66.48975,138.61684,8.88421,0.37,-1.47,1.047,11.51,2.595_1.94_0.799_nan,8.9,-0.3
1234,Berkeley_101,353.19478,64.207,114.50319,2.6301,0.171,-1.899,-1.075,13.15,3.009_2.84_0.949_nan,8.64,-0.01
1234,Berkeley_104,0.865,63.587,117.62645,1.21056,0.198,-2.394,0.09,13.03,1.849_1.36_0.606_nan,8.89,-0.11
1234,Berkeley_11,65.126,44.91881,157.06788,-3.65269,0.316,1.08,-1.885,12.12,2.701_2.51_0.666_nan,7.84,-0.06
1234,Berkeley_12,71.10431,42.6905,161.64219,-2.01188,0.199,0.836,-1.713,12.9,2.706_2.16_0.7_nan,9.3,-0.09
1234,Berkeley_13,73.942,52.812,155.06631,5.92019,0.213,-0.078,0.569,12.57,2.317_2.09_0.849_nan,8.87,-0.24
1234,Berkeley_14,74.946,43.4865,162.81081,0.65979,0.186,1.504,0.426,13.3,1.68_1.4_0.354_nan,9.43,-0.27
123,Berkeley_15,75.524,44.506,162.26225,1.6145,0.338,0.782,-0.88,11.61,2.775_2.64_0.35_nan,7.27,-0.09
1234,Berkeley_17,80.13803,30.57506,175.66089,-3.6706,0.28,2.618,-0.35,12.48,1.722_1.63_0.849_nan,9.86,-0.08
1234,Berkeley_19,81.014,29.57368,176.91792,-3.61072,0.122,0.758,-0.329,13.83,1.474_0.85_0.4_nan,9.34,-0.4
1234,Berkeley_2,6.316,60.393,119.70181,-2.31449,0.12,-1.091,-0.304,14.2,2.555_2.34_0.899_nan,8.83,-0.16
1234,Berkeley_23,98.318,20.5347,192.59539,5.39119,0.152,-0.069,-1.339,13.43,0.862_0.83_0.4_nan,9.02,0.06
1234,Berkeley_24,99.45035,-0.8698,212.15117,-3.43059,0.16,0.411,1.31,13.37,2.343_1.74_0.583_nan,9.15,-0.32
1234,Berkeley_27,102.83784,5.77284,207.78076,2.60961,0.192,-1.096,0.147,13.1,1.237_1.23_0.271_nan,9.3,-0.21
1234,Berkeley_28,103.028,2.92023,210.40917,1.48095,0.206,-0.982,0.124,13.27,2.293_1.6_0.729_nan,8.2,-0.06
1234,Berkeley_30,104.438,3.229,210.775,2.87526,0.162,-0.245,-0.33,13.09,1.566_1.27_0.521_nan,8.49,-0.21
1234,Berkeley_31,104.39851,8.2886,206.23323,5.12839,0.134,0.169,-0.926,13.95,0.358_0.35_0.073_nan,9.45,-0.26
1234,Berkeley_32,104.52912,6.434,207.95322,4.40838,0.281,-0.335,-1.62,12.44,0.553_0.34_0.021_nan,9.69,-0.29
123,Berkeley_33,104.458,-13.2255,225.44692,-4.59738,0.146,-0.73,1.575,13.21,2.061_1.75_0.312_nan,8.48,-0.23
1234,Berkeley_35,107.484,2.73415,212.60206,5.36069,0.161,-0.587,-0.235,13.33,0.65_0.43_0.0_nan,9.06,-0.3
1234,Berkeley_36,109.09549,-13.19456,227.49129,-0.57068,0.194,-1.725,0.874,13.2,1.8_1.42_0.583_nan,9.53,-0.03
1234,Berkeley_37,110.07662,-1.00101,217.1309,5.95954,0.205,-1.113,0.682,13.11,0.3_0.17_0.271_nan,8.97,-0.34
1234,Berkeley_39,116.702,-4.66561,223.533,10.08668,0.204,-1.73,-1.645,12.99,0.394_0.29_0.042_nan,9.75,-0.18
1234,Berkeley_4,11.28206,64.39015,122.24993,1.52676,0.294,-2.421,-0.233,12.13,2.222_2.16_0.7_nan,7.3,-0.1
1234,Berkeley_43,288.872,11.265,45.68204,-0.13473,0.18,-1.035,-3.516,10.46,4.693_nan_1.52_nan,8.55,0.07
1234,Berkeley_44,289.313,19.54585,53.21402,3.34148,0.306,0.007,-2.848,12.24,3.298_2.75_1.145_nan,9.15,0.07
1234,Berkeley_45,289.781,15.71517,50.0304,1.16103,0.224,-1.328,-4.534,12.61,3.046_2.88_1.041_nan,8.79,0.27
1234,Berkeley_47,292.12289,17.361,52.5423,-0.03876,0.399,-1.868,-5.433,11.48,3.63_4.02_1.166_nan,7.34,0.14
123,Berkeley_50,302.5125,34.967,72.41217,0.91883,0.244,-3.387,-5.072,12.64,2.846_2.12_0.77_nan,7.88,-0.16
1234,Berkeley_54,315.75,40.4365,83.08104,-4.13432,0.12,-3.086,-3.254,14.12,2.623_2.24_1.135_nan,9.28,0.03
123,Berkeley_55,319.241,51.7631,93.02946,1.80102,0.306,-4.026,-4.627,12.06,4.164_4.8_1.599_nan,8.3,0.34
1234,Berkeley_58,0.063,60.93765,116.75384,-1.31863,0.286,-3.498,-1.781,12.15,2.164_1.83_0.72_nan,7.87,-0.1
123,Berkeley_59,0.5645,67.441,118.22796,5.01951,0.905,-1.616,-1.764,8.57,3.82_nan_1.241_nan,6.45,0.0
123,Berkeley_6,27.814,61.06,130.10621,-0.97578,0.31,-0.858,-0.495,11.92,2.35_1.8_0.781_nan,8.35,-0.18
1234,Berkeley_60,4.425,60.9352,118.84405,-1.66849,0.234,-0.674,-0.75,12.32,2.484_2.07_0.958_nan,8.57,-0.05
1234,Berkeley_61,12.05717,67.196,122.62009,4.3262,0.314,-2.486,-0.014,12.11,2.456_2.07_1.041_nan,8.29,-0.11
123,Berkeley_62,15.293,63.918,124.00177,1.06647,0.36,-2.15,-0.342,11.99,2.473_2.09_0.731_nan,7.17,-0.1
1234,Berkeley_63,34.87466,63.71895,132.49495,2.49426,0.17,-0.958,0.203,13.3,2.632_2.52_0.916_nan,7.26,-0.19
1234,Berkeley_64,35.42779,65.8913,131.98068,4.61818,0.161,-0.511,0.998,13.29,2.951_2.28_0.899_nan,9.0,-0.41
123,Berkeley_65,39.759,60.403,135.84393,0.25701,0.442,-0.7,-0.337,11.72,2.897_2.49_1.099_nan,7.2,-0.16
1234,Berkeley_67,69.45819,50.75878,154.84282,2.47747,0.412,2.316,-1.376,11.7,2.929_2.03_0.7_nan,9.1,-0.2
1234,Berkeley_68,71.05803,42.12395,162.04913,-2.40786,0.28,2.31,-1.29,12.41,2.083_1.38_0.67_nan,9.28,-0.29
1234,Berkeley_69,81.09125,32.6075,174.44237,-1.85161,0.254,0.806,-1.951,12.46,2.104_1.61_0.67_nan,8.94,-0.18
123,Berkeley_7,28.5455,62.3669,130.1358,0.37597,0.332,-0.993,-0.13,11.89,2.117_1.92_0.799_nan,7.53,0.09
1234,Berkeley_70,81.457,41.95015,166.86596,3.62789,0.176,0.947,-1.874,13.31,1.558_1.23_0.5_nan,9.35,-0.16
1234,Berkeley_71,85.233,32.2753,176.62875,0.89567,0.224,0.653,-1.614,12.6,3.104_2.53_0.87_nan,8.94,-0.19
1234,Berkeley_72,87.559,22.24856,186.26595,-2.56308,0.148,0.831,-0.261,12.75,1.932_1.65_0.895_nan,8.73,-0.31
1234,Berkeley_73,95.52,-6.32,215.25984,-9.3926,0.124,0.227,1.065,13.83,0.857_0.69_0.208_nan,9.15,-0.22
1234,Berkeley_77,110.362,-3.2335,219.25259,5.18091,0.258,-1.001,-0.113,12.79,0.499_0.29_0.125_nan,8.84,-0.09
1234,Berkeley_78,110.913,5.36935,211.7883,9.60225,0.184,-0.079,-1.24,13.08,0.214_0.22_0.01_nan,9.59,-0.2
1234,Berkeley_79,281.25,-1.15315,31.17156,0.90619,0.404,-0.122,-1.554,11.7,3.001_2.68_1.145_nan,6.97,0.02
1234,Berkeley_8,30.306,75.48641,127.35849,13.21781,0.247,2.65,0.429,12.53,2.08_1.75_0.4_nan,9.54,-0.08
1234,Berkeley_80,283.58479,-1.21513,32.18102,-1.19948,0.393,-0.767,-2.675,11.32,3.344_3.5_1.041_nan,8.35,0.05
1234,Berkeley_81,285.41223,-0.45523,33.69111,-2.47944,0.254,-1.191,-1.853,12.6,3.044_2.75_1.062_nan,9.0,0.03
1234,Berkeley_82,287.83978,13.10543,46.84495,1.61257,0.716,0.172,-3.206,10.59,2.777_2.43_0.916_nan,8.06,0.3
1234,Berkeley_85,304.692,37.74062,75.69387,0.99499,0.218,-2.947,-4.677,12.39,3.07_2.77_0.77_nan,8.62,0.42
1234,Berkeley_86,305.084,38.689,76.65061,1.27656,0.56,-3.447,-5.402,11.05,2.59_2.77_0.958_nan,6.8,0.18
123,Berkeley_87,305.402,37.433,75.75901,0.35708,0.572,-3.654,-6.25,11.08,3.768_3.68_1.353_nan,6.92,-0.23
1234,Berkeley_89,306.114,46.04555,83.14155,4.83978,0.242,-2.014,-2.245,12.48,2.179_1.91_0.729_nan,9.32,-0.14
1234,Berkeley_9,53.163,52.6495,146.0674,-2.82577,0.509,1.493,0.037,11.26,3.007_2.69_0.75_nan,9.18,-0.19
1234,Berkeley_94,335.72373,55.866,103.12632,-1.18579,0.222,-3.705,-2.855,12.69,1.954_1.62_0.6_nan,7.19,-0.1
1234,Berkeley_95,337.07699,59.12972,105.46964,1.19938,0.244,-3.401,-2.293,12.71,3.574_3.83_1.21_nan,8.06,-0.11
1234,Berkeley_96,337.47,55.4065,103.72249,-2.09545,0.244,-3.503,-2.994,12.37,1.854_1.43_0.681_nan,7.26,-0.09
1234,Berkeley_97,339.849,59.00743,106.63983,0.37733,0.31,-2.697,-1.829,11.98,2.539_2.58_0.737_nan,7.55,-0.1
1234,Berkeley_98,340.66443,52.40845,103.86932,-5.63128,0.254,-1.353,-3.186,12.69,0.742_0.61_0.2_nan,9.39,-0.06
1,Bica_2,308.3153,41.3068,80.21931,0.78151,0.555,-2.66,-4.378,10.95,4.126_nan_nan_nan,6.75,0.1
123,Biurakan_2,302.3,35.488,72.75479,1.34805,0.545,-3.169,-6.843,11.07,1.382_0.93_0.36_nan,6.97,0.14
1234,Blanco_1,0.885,-29.94935,15.10402,-79.11496,4.207,18.739,2.602,6.86,0.064_0.01_0.012_nan,8.01,-0.1
13,Bochum_10,160.613,-59.1237,287.04019,-0.29087,0.378,-6.43,2.991,10.37,1.175_nan_0.333_nan,7.05,0.18
123,Bochum_11,161.7905,-60.096,288.0211,-0.87228,0.386,-6.345,1.718,11.88,1.844_1.27_0.4_nan,6.72,0.21
123,Bochum_13,259.3315,-35.5349,351.20509,1.38075,0.568,-0.286,-1.284,11.04,2.501_2.63_0.822_nan,6.96,0.3
1234,Bochum_3,105.8634,-5.01599,218.76446,0.37771,0.45,-1.174,-0.19,11.71,0.823_0.69_0.271_nan,8.1,-0.11
123,Bochum_4,112.891,-17.2159,232.76682,0.75187,0.762,-3.014,1.848,10.5,0.772_0.39_0.208_nan,8.41,-0.03
12,Bochum_6,112.992,-19.4183,234.74295,-0.2253,0.251,-2.282,2.286,12.74,1.947_1.59_nan_nan,6.95,-0.1
12,COIN-Gaia_1,11.933,66.7755,122.56575,3.90639,1.546,-5.028,-3.048,9.05,1.621_1.13_nan_nan,8.32,0.04
12,COIN-Gaia_10,68.385,40.52945,161.90455,-4.96712,0.946,2.044,-3.352,10.04,1.57_0.95_nan_nan,7.83,-0.08
12,COIN-Gaia_11,68.11,39.48135,162.53583,-5.83193,1.487,3.577,-5.624,9.07,1.775_1.25_nan_nan,8.85,0.05
12,COIN-Gaia_12,79.209,41.7126,166.10933,2.11432,1.027,2.603,-4.68,9.86,0.475_0.16_nan_nan,8.74,-0.04
12,COIN-Gaia_13,83.186,42.12145,167.42964,4.7951,1.919,-3.827,-1.69,8.61,0.459_0.37_nan_nan,8.39,-0.08
12,COIN-Gaia_14,77.696,39.19975,167.47236,-0.29026,1.042,1.33,-6.584,9.84,1.043_0.62_nan_nan,8.44,-0.08
12,COIN-Gaia_15,76.09,35.82905,169.40891,-3.32957,0.83,0.434,-3.77,10.25,1.583_1.27_nan_nan,7.94,-0.01
12,COIN-Gaia_16,80.179,37.4297,170.0451,0.2652,0.626,1.285,-3.755,10.94,1.074_0.57_nan_nan,7.33,-0.05
12,COIN-Gaia_17,81.244,37.5482,170.42578,1.0289,0.894,0.372,-4.289,10.13,1.477_0.75_nan_nan,8.27,-0.12
12,COIN-Gaia_18,78.408,35.4961,170.79928,-2.01479,0.952,0.764,-4.949,9.94,1.089_0.85_nan_nan,8.23,-0.1
