DB,ID,RA_ICRS,DE_ICRS,GLON,GLAT,plx,pmRA,pmDE,distmod,extin,logage,FeH
18,OCSN 43,16.68,50.98,125.38832,-11.81885,3.09,15.46,-7.02,8.17,0.18,7.3,nan
18,OCSN 44,21.99,63.4,127.00677,0.81757,2.1,-6.46,-0.93,9.34,0.33,8.9,nan
18,OCSN 45,22.15,61.9,127.29322,-0.65666,2.64,7.79,-4.1,8.58,0.23,7.65,nan
18,OCSN 46,43.04,68.85,133.49979,8.49249,2.28,1.44,-7.95,9.22,0.38,8.8,nan
18,OCSN 47,41.36,60.53,136.50988,0.69911,5.64,25.82,-16.84,6.32,0.07,7.8,nan
18,OCSN 48,47.61,35.76,152.23541,-19.08176,5.02,17.61,-28.59,6.79,0.07,7.8,nan
18,OCSN 49,90.55,45.26,167.40021,10.97228,4.64,-3.97,-7.64,6.66,0.03,8.85,nan
18,OCSN 50,62.27,21.5,172.48984,-21.81719,5.07,4.84,-6.04,7.4,0.31,7.2,nan
18,OCSN 51,66.09,21.83,174.77186,-18.96451,5.07,5.27,-9.48,7.64,0.41,7.65,nan
18,OCSN 52,69.21,23.91,175.0662,-15.42759,7.55,6.68,-21.1,6.14,0.18,6.6,nan
18,OCSN 53,68.08,18.23,178.96926,-19.84882,6.86,12.11,-18.93,6.23,0.15,6.6,nan
18,OCSN 54,77.62,17.42,185.29211,-13.0369,2.36,0.59,-5.52,8.81,0.26,7.5,nan
18,OCSN 55,98.94,19.69,193.61764,5.52945,4.74,3.06,-11.05,7.0,0.17,8.4,nan
18,OCSN 56,82.65,2.51,201.10355,-16.68951,2.44,-0.8,0.54,8.26,0.08,7.2,nan
18,OCSN 57,82.1,1.71,201.55273,-17.56004,2.73,-0.49,0.8,7.87,0.04,7.3,nan
18,OCSN 58,81.25,0.28,202.43397,-18.99775,2.37,-0.05,1.31,8.24,0.07,7.05,nan
18,OCSN 59,77.03,-3.25,203.58629,-24.3928,2.61,1.26,-0.8,8.17,0.1,6.9,nan
18,OCSN 60,77.6,-3.58,204.20067,-24.04825,2.89,0.43,-1.3,7.95,0.1,6.95,nan
18,OCSN 61,84.14,-0.45,204.56181,-16.81011,2.57,-1.08,-0.62,8.12,0.06,7.25,nan
18,OCSN 62,86.64,0.1,205.28504,-14.34696,2.4,-0.43,-0.66,10.19,0.79,6.9,nan
18,OCSN 63,93.58,3.42,205.61549,-6.6644,3.08,-4.07,-3.51,7.85,0.07,7.3,nan
18,OCSN 64,80.11,-3.74,205.63094,-21.91132,3.05,0.33,5.21,8.11,0.17,7.1,nan
18,OCSN 65,83.88,-1.79,205.67084,-17.67109,2.37,-1.34,0.93,8.6,0.19,7.15,nan
18,OCSN 66,85.41,-1.89,206.51064,-16.36584,2.53,0.14,-0.75,9.03,0.43,6.6,nan
18,OCSN 67,78.76,-6.6,207.72331,-24.41878,3.58,1.69,-3.16,7.31,0.13,7.25,nan
18,OCSN 68,84.4,-4.96,208.88305,-18.67318,2.37,-1.54,1.36,9.19,0.4,7.4,nan
18,OCSN 69,93.19,-4.86,212.87869,-10.81161,3.0,-6.5,2.81,7.73,0.04,7.6,nan
18,OCSN 70,85.27,-9.38,213.48617,-19.85681,2.23,0.57,-1.25,9.98,0.64,6.9,nan
18,OCSN 71,89.37,-7.79,213.83859,-15.5152,3.48,-2.79,-0.68,7.49,0.11,7.65,nan
18,OCSN 72,87.73,-11.18,216.30446,-18.43879,3.57,0.5,-0.57,7.74,0.16,7.35,nan
18,OCSN 73,113.18,0.19,217.50785,9.26243,2.11,-1.59,-0.26,8.79,0.13,8.4,nan
18,OCSN 74,81.19,-18.72,221.08961,-27.23168,2.58,1.78,5.52,7.9,0.01,7.9,nan
18,OCSN 75,87.89,-19.22,224.20077,-21.54196,3.06,-7.26,1.34,7.71,0.03,7.9,nan
18,OCSN 76,99.67,-16.71,226.5459,-10.2844,2.25,-4.52,4.73,8.95,0.26,7.8,nan
18,OCSN 77,112.66,-12.82,228.80199,2.66741,1.88,-5.79,-0.99,8.97,0.13,8.0,nan
18,OCSN 78,100.29,-19.48,229.35037,-10.93385,2.62,-6.31,5.16,8.02,0.06,7.65,nan
18,OCSN 79,85.26,-25.41,229.57369,-26.02255,2.38,0.96,5.76,8.46,0.09,7.9,nan
18,OCSN 80,107.96,-19.3,232.40593,-4.36057,2.44,-8.23,3.76,8.38,0.13,7.5,nan
18,OCSN 81,91.48,-27.03,233.30647,-21.32417,3.19,-6.74,0.41,7.62,0.04,8.65,nan
18,OCSN 82,107.6,-33.77,245.34652,-11.08831,2.44,-5.6,6.39,8.23,0.06,7.45,nan
18,OCSN 83,120.34,-30.76,247.88334,-0.19958,2.03,-8.94,5.52,8.79,0.1,7.45,nan
18,OCSN 84,115.0,-34.48,248.80973,-5.96088,2.31,-8.38,4.28,8.62,0.17,7.55,nan
18,OCSN 85,112.37,-42.72,255.22401,-11.61365,2.78,-4.65,2.03,8.13,0.16,8.7,nan
18,OCSN 86,138.66,-30.42,257.15317,12.59526,3.84,-20.13,15.97,7.52,0.15,7.9,nan
18,OCSN 87,115.13,-69.23,281.13563,-21.05569,7.47,-1.97,-0.47,6.34,0.17,8.55,nan
18,OCSN 88,143.09,-64.47,283.44838,-9.42329,11.21,-32.38,43.96,5.34,0.18,8.55,nan
18,OCSN 89,188.06,-66.04,300.98165,-3.24098,2.48,-13.49,-2.96,9.1,0.41,8.15,nan
18,OCSN 90,207.83,-63.52,309.54809,-1.4201,2.23,-8.51,-5.31,8.7,0.16,8.0,nan
18,OCSN 91,229.69,-37.72,332.57607,16.52952,7.43,-18.94,-26.82,5.67,0.02,7.2,nan
18,OCSN 92,231.72,-35.96,335.01839,17.04842,7.26,-20.38,-23.75,5.76,0.02,7.3,nan
18,OCSN 93,260.63,-51.85,338.27054,-8.6616,3.52,-8.55,-17.02,7.24,0.09,8.35,nan
18,OCSN 94,253.2,-40.36,344.43759,2.30937,2.19,-2.46,-10.88,9.25,0.35,7.95,nan
18,OCSN 95,253.45,-39.49,345.23382,2.71048,2.57,-3.47,-7.89,8.48,0.23,7.65,nan
18,OCSN 96,240.27,-22.91,350.00803,22.16489,6.99,-12.1,-23.88,6.22,0.17,6.95,nan
18,OCSN 97,267.92,-40.68,350.52347,-7.07849,2.18,4.53,-6.23,8.93,0.23,8.4,nan
18,OCSN 98,241.3,-19.78,353.17127,23.65767,6.6,-9.86,-21.76,6.16,0.1,6.85,nan
18,OCSN 99,255.56,-30.54,353.36709,6.88381,7.34,-9.87,-49.0,5.69,0.04,8.15,nan
18,OCSN 100,242.88,-19.41,354.56764,22.81729,7.19,-8.66,-24.36,6.37,0.29,6.85,nan
18,OCSN 101,287.13,-41.29,356.07212,-20.52933,2.08,-1.2,-8.67,8.88,0.16,7.8,nan
19,LISC3630,17.852,-72.547,300.83475,-44.49984,0.247,0.842,-1.369,nan,nan,nan,nan
19,LISC3632,9.232,-73.487,304.35491,-43.60114,0.225,0.411,-1.462,nan,nan,nan,nan
19,LISC3634,75.102,-67.56,278.44129,-35.42773,0.231,1.879,-0.08,nan,nan,nan,nan
19,LISC3635,74.434,-67.423,278.36089,-35.71037,0.225,1.835,-0.128,nan,nan,nan,nan
19,LISC3636,74.801,-65.974,276.58707,-35.93887,0.22,1.517,-0.232,nan,nan,nan,nan
19,LISC3639,73.418,-69.404,280.82708,-35.5017,0.238,1.96,-0.244,nan,nan,nan,nan
19,LISC3642,78.378,-65.489,275.62757,-34.60383,0.256,1.691,0.136,nan,nan,nan,nan
19,LISC3643,80.557,-67.942,278.35929,-33.32908,0.252,1.688,0.344,nan,nan,nan,nan
19,LISC3647,76.251,-69.415,280.49658,-34.54287,0.225,1.951,-0.129,nan,nan,nan,nan
19,LISC3648,76.145,-69.271,280.33936,-34.61621,0.212,2.006,0.107,nan,nan,nan,nan
19,LISC3649,76.409,-70.344,281.56574,-34.24679,0.238,2.146,-0.123,nan,nan,nan,nan
19,LISC3650,77.724,-70.108,281.15397,-33.87634,0.222,2.119,-0.041,nan,nan,nan,nan
19,LISC3651,82.943,-66.919,276.99572,-32.57051,0.238,1.759,0.337,nan,nan,nan,nan
19,LISC3652,86.016,-67.191,277.18044,-31.35219,0.247,1.656,0.468,nan,nan,nan,nan
19,LISC3653,84.688,-69.085,279.44602,-31.66967,0.236,1.822,0.409,nan,nan,nan,nan
19,LISC3654,81.33,-69.024,279.57494,-32.86654,0.221,1.9,0.182,nan,nan,nan,nan
19,LISC3655,85.334,-69.373,279.75247,-31.41042,0.234,1.861,0.572,nan,nan,nan,nan
19,LISC3656,82.454,-69.549,280.11347,-32.3891,0.216,1.991,0.561,nan,nan,nan,nan
19,LISC3657,86.098,-70.73,281.29762,-31.00684,0.233,1.96,0.598,nan,nan,nan,nan
19,LISC3658,84.253,-70.612,281.24773,-31.62733,0.22,2.014,0.466,nan,nan,nan,nan
19,LISC3659,85.266,-71.159,281.83221,-31.22673,0.219,2.136,0.448,nan,nan,nan,nan
19,LISC3660,82.247,-71.503,282.40509,-32.12911,0.212,2.139,0.366,nan,nan,nan,nan
19,LISC3661,84.337,-70.715,281.36307,-31.5857,0.233,2.084,0.367,nan,nan,nan,nan
19,LISC3662,82.408,-71.786,282.72284,-32.02825,0.216,2.27,0.313,nan,nan,nan,nan
19,LISC3663,84.208,-70.248,280.82641,-31.6915,0.244,1.985,0.367,nan,nan,nan,nan
19,LISC3665,85.959,-70.004,280.46037,-31.12915,0.225,1.89,0.448,nan,nan,nan,nan
19,LISC3666,86.253,-70.253,280.73784,-31.00465,0.239,1.973,0.643,nan,nan,nan,nan
19,LISC3667,85.602,-69.725,280.15078,-31.28023,0.227,1.892,0.447,nan,nan,nan,nan
19,LISC3673,14.97,-71.962,302.00543,-45.15106,0.339,0.498,-1.404,nan,nan,nan,nan
19,LISC3674,15.985,-73.308,301.68884,-43.79006,0.248,0.682,-1.4,nan,nan,nan,nan
19,LISC3675,15.0,-72.926,302.05564,-44.18768,0.339,0.592,-1.409,nan,nan,nan,nan
19,LISC3676,14.814,-72.235,302.09044,-44.88048,0.345,0.805,-1.462,nan,nan,nan,nan
19,LISC3677,15.45,-73.29,301.89993,-43.81748,0.263,0.749,-1.531,nan,nan,nan,nan
19,LISC3678,16.069,-72.13,301.54059,-44.96355,0.356,0.625,-1.389,nan,nan,nan,nan
19,LISC3681,74.668,-67.788,278.76447,-35.52723,0.243,1.958,-0.386,nan,nan,nan,nan
19,LISC3682,74.413,-66.849,277.68082,-35.86919,0.234,1.862,-0.212,nan,nan,nan,nan
19,LISC3683,75.363,-66.382,277.00786,-35.62035,0.238,1.861,-0.198,nan,nan,nan,nan
19,LISC3684,77.182,-67.906,278.61914,-34.57944,0.232,1.916,-0.074,nan,nan,nan,nan
19,LISC3685,76.64,-69.654,280.7344,-34.35011,0.242,2.108,0.003,nan,nan,nan,nan
19,LISC3688,78.889,-69.096,279.85739,-33.70939,0.388,1.882,-0.022,nan,nan,nan,nan
19,LISC3689,78.672,-70.517,281.54119,-33.46962,0.243,2.224,0.058,nan,nan,nan,nan
19,LISC3690,78.476,-70.028,280.98811,-33.64589,0.235,2.125,-0.172,nan,nan,nan,nan
19,LISC3691,77.784,-69.994,281.01475,-33.88385,0.241,2.156,-0.093,nan,nan,nan,nan
19,LISC3692,85.207,-66.866,276.82855,-31.69179,0.241,1.765,0.515,nan,nan,nan,nan
19,LISC3694,85.26,-69.956,280.43463,-31.37222,0.261,1.898,0.551,nan,nan,nan,nan
19,LISC3695,84.676,-70.001,280.51472,-31.56545,0.25,1.979,0.462,nan,nan,nan,nan
19,LISC3696,85.123,-70.37,280.92256,-31.37023,0.247,1.955,0.501,nan,nan,nan,nan
19,LISC3697,86.522,-70.928,281.51019,-30.84766,0.306,1.964,0.628,nan,nan,nan,nan
19,LISC3699,82.108,-70.829,281.63057,-32.293,0.239,2.225,0.173,nan,nan,nan,nan
19,LISC3701,85.52,-68.971,279.27606,-31.38563,0.243,1.845,0.63,nan,nan,nan,nan
19,LISC3702,87.461,-70.535,281.02182,-30.57534,0.266,2.236,0.468,nan,nan,nan,nan
19,LISC3703,87.143,-71.242,281.85066,-30.61642,0.24,1.871,0.57,nan,nan,nan,nan
19,LISC3704,16.043,-72.125,301.55134,-44.9691,0.482,0.637,-1.62,nan,nan,nan,nan
19,LISC3707,79.233,-69.397,280.18021,-33.52721,0.479,2.042,-0.201,nan,nan,nan,nan
19,LISC3710,77.077,-68.734,279.60752,-34.42568,0.466,2.166,-0.003,nan,nan,nan,nan
19,LISC3711,78.515,-68.942,279.71061,-33.873,0.463,2.055,-0.082,nan,nan,nan,nan
17,LISC0192,153.508,-58.19,283.40035,-1.41772,0.303,-5.529,2.852,11.2,0.87,8.0,-1.7
17,LISC0275,359.25,61.102,116.40151,-1.07763,0.309,-3.125,-1.632,11.2,0.75,8.0,-1.18
17,LISC0327,121.585,-33.075,250.40523,-0.54021,0.219,-2.533,3.204,12.0,0.58,8.6,-1.18
17,LISC0537,351.835,61.304,113.01231,0.06246,0.301,-3.326,-1.694,11.3,0.93,8.0,-2.18
17,LISC0538,359.253,62.413,116.67744,0.20401,0.264,-2.509,-0.99,11.9,0.78,8.0,-1.18
17,LISC0672,192.65,-60.993,302.83029,1.87858,0.274,-6.418,-0.722,11.4,0.7,9.26,-2.18
17,LISC0832,0.271,63.327,117.31649,1.00557,0.263,-2.549,-0.864,12.6,0.7,8.3,0.3
17,LISC0896,119.265,-22.803,240.60007,3.15252,0.38,-2.957,2.889,12.2,0.41,nan,0.3
17,LISC0901,133.94,-38.573,260.7517,4.29508,0.24,-4.995,3.892,12.4,0.6,9.0,-0.58
17,LISC0988,83.749,15.748,189.97447,-9.01424,0.695,0.254,-2.377,10.8,0.76,8.0,-0.18
17,LISC1024,109.855,-21.422,235.11497,-3.76337,0.336,-1.871,2.701,11.2,0.52,8.0,-1.7
17,LISC1103,335.609,53.702,101.90466,-2.97378,0.302,-2.986,-2.568,11.6,0.38,9.04,-0.58
17,LISC1132,111.138,-18.861,233.41671,-1.49805,0.293,-1.472,2.087,11.31,0.53,8.3,-2.18
17,LISC1139,111.384,-20.799,235.23439,-2.21146,0.321,-2.223,3.17,12.0,0.41,8.0,-0.28
17,LISC1141,115.289,-25.678,241.24205,-1.42921,0.249,-1.867,2.622,13.0,0.45,8.0,0.12
17,LISC1145,114.53,-25.402,240.66472,-1.8898,0.516,-2.626,3.157,11.1,0.36,8.3,-0.18
17,LISC1152,117.848,-29.502,245.68878,-1.38796,0.279,-3.547,3.165,12.3,0.45,9.28,-0.18
17,LISC1273,177.898,-63.317,296.27302,-1.22161,0.252,-5.615,0.709,12.0,0.63,8.0,-0.18
17,LISC1274,180.949,-63.62,297.66924,-1.23611,0.279,-5.223,0.905,10.8,0.35,9.38,-0.18
17,LISC1314,222.561,-61.78,316.49093,-2.07668,0.295,-3.438,-1.914,11.8,1.0,9.0,-0.58
17,LISC1351,308.948,36.608,76.74579,-2.42173,0.321,-2.186,-4.866,11.4,1.32,8.0,0.12
17,LISC1363,335.647,55.351,102.81266,-1.59662,0.275,-3.254,-2.715,11.7,0.62,8.0,-1.18
17,LISC1369,335.225,54.94,102.38727,-1.81176,0.261,-3.825,-3.136,11.6,0.6,8.48,-2.18
17,LISC1445,118.62,-28.22,244.93547,-0.1497,0.238,-2.222,3.18,11.7,0.45,8.7,-1.18
17,LISC1449,117.915,-29.164,245.42793,-1.16514,0.244,-1.921,2.65,11.6,0.48,8.85,-1.7
17,LISC1473,121.779,-32.817,250.2756,-0.26404,0.234,-2.418,3.099,12.2,0.72,8.6,-1.18
17,LISC1556,155.684,-57.916,284.21009,-0.55448,0.312,-5.941,3.23,11.3,0.75,8.3,-1.7
17,LISC1738,218.081,-62.208,314.39647,-1.60311,0.345,-6.816,-3.953,10.6,0.97,9.11,-1.7
17,LISC1753,242.919,-53.034,330.39355,-1.18855,0.3,-2.428,-2.068,12.2,0.87,8.95,0.3
17,LISC1757,251.817,-46.672,338.94618,-0.96175,0.41,-1.779,-3.991,11.1,0.73,8.88,-0.58
17,LISC1908,315.057,45.883,86.84052,-0.158,0.343,-2.987,-3.63,11.3,0.72,nan,-1.18
17,LISC1909,314.629,45.793,86.57701,0.00807,0.271,-3.536,-4.503,11.0,0.7,9.04,-2.18
17,LISC1942,17.479,61.174,125.15827,-1.61785,0.257,-1.556,-0.442,11.3,0.68,8.0,-2.18
17,LISC2014,103.782,0.644,212.77937,1.11466,0.334,-0.557,-1.034,11.6,0.62,8.3,-1.7
17,LISC2019,106.31,-0.996,215.39382,2.61538,0.247,-0.973,0.512,12.6,0.4,8.48,-0.18
17,LISC2337,170.337,-60.568,292.08245,0.392,0.43,-6.375,1.207,10.58,0.39,8.7,-1.18
17,LISC2425,235.721,-55.402,325.65321,-0.28221,0.434,-3.812,-3.978,10.4,1.49,8.95,-1.7
17,LISC2967,92.06,28.062,183.24944,3.86192,0.273,-0.089,-1.618,13.0,0.36,8.78,0.3
17,LISC3058,60.204,59.199,145.13487,4.75375,0.365,-1.833,-1.366,12.0,0.9,9.23,-0.28
17,LISC3106,100.016,-3.673,214.91094,-4.20187,0.489,0.115,-0.433,10.7,0.5,8.3,-1.18
17,LISC3121,290.634,8.398,43.95866,-3.00978,0.574,-1.323,-2.401,11.2,0.72,9.2,-0.18
17,LISC3164,198.262,-64.246,305.27732,-1.47271,0.465,-4.34,-0.544,11.4,0.64,8.85,0.12
17,LISC3170,214.64,-62.654,312.74896,-1.45461,0.459,-3.984,-2.627,11.7,0.81,8.0,0.12
17,LISC3180,259.293,-41.518,346.30456,-2.05309,0.54,0.109,-0.785,11.1,1.0,8.85,-0.18
17,LISC3205,327.775,52.99,97.69795,-0.81042,0.454,-4.124,-4.553,10.5,0.82,8.6,-1.18
17,LISC3241,174.002,-59.483,293.47962,1.99734,0.511,-6.512,1.67,11.3,0.41,8.0,0.3
17,LISC3250,216.168,-61.041,313.97715,-0.18456,0.492,-3.73,-2.105,11.5,0.73,nan,-0.18
17,LISC3279,290.0,15.146,49.62645,0.70783,0.63,-1.669,-5.225,10.25,0.8,8.48,-0.58
17,LISC3287,311.883,47.374,86.58188,2.4698,0.563,-2.242,-1.534,10.55,0.41,8.3,-0.58
17,LISC3301,282.64,9.792,41.56656,4.64085,0.647,-0.283,-4.217,10.87,0.58,8.48,0.12
17,LISC3315,126.624,-50.693,267.17183,-7.21713,0.891,-5.038,6.2,9.97,0.51,8.3,-0.28
17,LISC3316,173.08,-68.061,295.62376,-6.31898,0.687,-8.836,0.774,9.62,0.25,8.85,-0.58
17,LISC3355,249.7,-44.785,339.39808,1.39187,0.715,-0.797,-2.729,9.45,0.53,8.95,-0.58
17,LISC3356,274.773,-15.743,15.28131,-0.18464,0.728,-0.793,-1.16,10.0,0.5,8.48,-0.28
17,LISC3392,104.419,-21.397,232.79531,-8.26801,1.21,-3.435,3.272,8.36,0.13,8.0,-2.18
17,LISC3404,288.875,-4.187,31.93143,-7.25654,0.903,-0.565,-4.993,9.8,0.66,8.3,-0.18
17,LISC3420,348.112,57.467,109.90481,-2.87946,0.914,0.205,-1.339,9.91,0.87,8.0,-0.18
17,LISC3479,79.233,41.735,166.10141,2.14189,1.029,2.505,-4.716,9.9,0.33,8.3,-0.28
17,LISC3483,245.282,-40.793,340.07959,6.48778,0.924,-2.877,-3.312,10.08,0.98,8.0,-0.18
17,LISC3530,277.339,-34.579,359.49076,-10.8534,1.954,1.204,-8.724,7.9,0.2,8.3,-0.58
17,LISC3534,11.941,50.253,122.33014,-12.61445,2.18,7.408,-3.078,8.07,0.22,nan,-0.28
16,CWNU1271,359.0699,55.97096,115.223,-6.073,0.44,-5.097,-1.579,11.65,0.8,8.15,nan
16,CWNU1272,146.52513,-51.91844,276.428,1.151,0.387,-5.349,2.852,11.8,2.5,8.15,nan
16,CWNU1273,115.06767,-21.96954,237.917,0.226,0.363,-3.228,3.154,11.95,1.25,7.55,nan
16,CWNU1274,95.98589,16.08964,195.524,1.377,0.327,0.117,-1.0,12.1,1.3,8.9,nan
16,CWNU1275,227.2127,-59.64511,319.505,-1.27,0.347,-3.757,-2.856,12.15,5.6,6.65,nan
16,CWNU1276,330.91228,52.5294,98.916,-2.338,0.429,-2.458,-3.151,11.7,1.3,8.65,nan
16,CWNU1277,112.37792,-14.01421,229.72,1.855,0.294,-1.659,0.864,12.65,1,8.5,nan
16,CWNU1278,61.6827,53.42623,149.583,0.977,0.298,-0.001,-1.221,12.25,1.75,9.0,nan
16,CWNU1279,261.38451,-36.39323,351.445,-0.474,0.591,1.408,-0.507,11.2,3.8,7.05,nan
16,CWNU1280,127.02819,-34.0599,253.762,2.665,0.2,-3.315,4.18,13.1,1.35,8.8,nan
16,CWNU1281,100.62,4.75288,207.682,0.179,0.644,-1.972,0.816,10.85,1.1,7.6,nan
16,CWNU1282,264.3653,-34.47462,354.381,-1.454,0.305,-0.996,-2.502,13.15,5.05,6.2,nan
16,CWNU1283,228.72914,-59.37388,320.305,-1.431,0.357,-4.763,-3.768,12.6,2.3,6.35,nan
16,CWNU1284,272.14044,-21.08374,9.397,-0.549,0.366,-1.246,-2.594,12.2,4.6,8.5,nan
16,CWNU1285,291.67618,17.81699,52.74,0.553,0.356,-1.72,-5.49,11.95,4.35,8.2,nan
16,CWNU1286,299.19707,26.59751,63.813,-1.129,0.617,-1.182,-5.394,11.15,1.1,6.65,nan
16,CWNU1287,325.07444,50.47141,94.795,-1.656,0.227,-3.449,-3.699,13.35,2.7,6.65,nan
16,CWNU1288,33.08519,59.84288,132.937,-1.448,0.317,-1.244,0.093,12.2,2.6,8.6,nan
16,CWNU1289,296.88663,21.56913,58.412,-1.89,0.259,-2.703,-6.235,13.6,4.35,6.5,nan
16,CWNU1290,143.17645,-55.81647,277.527,-3.077,0.368,-5.722,4.484,12.15,3.6,8.5,nan
16,CWNU1291,99.70152,-3.83936,214.917,-4.557,0.47,-1.374,-1.108,11.6,1.5,8.6,nan
16,CWNU1292,281.00146,-3.76109,28.738,-0.064,0.335,-0.597,-2.565,12.6,5.15,6.7,nan
16,CWNU1293,96.41776,9.81867,201.265,-1.182,0.414,-0.56,-1.181,11.7,1.1,7.6,nan
16,CWNU1294,259.1035,-41.8091,345.985,-2.106,0.533,-0.781,-1.067,11.15,3.1,8.7,nan
16,CWNU1295,92.07772,28.07109,183.249,3.88,0.283,-0.196,-1.683,13.0,1.3,8.45,nan
16,CWNU1296,254.61225,-42.95063,343.081,-0.137,0.636,-0.991,-1.916,11.2,2.25,6.35,nan
16,CWNU1297,51.46483,60.55182,140.824,3.161,0.465,0.523,-0.63,11.4,2.85,8.7,nan
16,CWNU1298,9.13191,62.76538,121.227,-0.057,0.363,-2.88,-0.932,12.0,1.5,8.55,nan
16,CWNU1299,348.38064,61.11112,111.384,0.454,0.353,-5.331,-2.013,12.05,4.2,8.25,nan
16,CWNU1300,142.60815,-50.08223,273.366,0.885,0.528,-5.287,3.9,11.25,2.6,7.5,nan
